cost,model,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,annualized_return_excess_vs_buy_hold,meets_point_target
BASE,V1_EPS_REPORTED_VALUATION,0.5296991846999983,0.0662327861550533,0.06913540938736759,0.10070272656488757,0.6865296675241493,-0.11778027309364544,1604,0.2902032788664518,5,175.46306,515.9999999999582,False,5.32054400537163e-11,0.02997531450943633,False
BASE,V2_MATCHED_EPS,0.5236927798999977,0.06560008774358174,0.06857150377308861,0.10099848365189543,0.6789359730333113,-0.1237698051689185,1604,0.2934651730356792,4,174.94402000000002,513.9999999999525,False,4.9112713895738125e-11,0.029342616097964763,False
BASE,V3_EPS_VALUATION_COHERENT_TREND,-0.04462707339999979,-0.006864207520237825,-0.006686171744303666,0.020116495768067386,-0.33237258722352586,-0.057216299588142956,1604,0.04370439638036918,7,173.81468,459.99999999998516,False,3.069544618483633e-11,-0.0431216791658548,False
BASE,C0_ORIGINAL_EPS,0.4729246066999963,0.06016599149265778,0.06364376040215372,0.10282158820621541,0.6189727421299115,-0.1237698051689185,1604,0.2955641247589512,10,277.97866,780.4999999999861,False,5.638867150992155e-11,0.0239085198470408,False
BASE,BUY_HOLD,0.26625532120000167,0.036257471645616976,0.051838074484355,0.1800562146602094,0.28789939065519343,-0.4095181596707963,1604,0.9526549098848204,2,85.73576,290.400000000011,False,8.185452315956354e-11,0.0,False
STRESS,V1_EPS_REPORTED_VALUATION,0.5257557626000005,0.06581763515305902,0.06873832433598813,0.10061967147501341,0.6831499579389674,-0.1178512589643897,1604,0.29025801730820744,5,350.24748,926.9999999999893,False,5.638867150992155e-11,0.029732690639316377,False
STRESS,V2_MATCHED_EPS,0.5197899649999957,0.06518783972904284,0.06817647290918834,0.10091122636675097,0.6756084071499469,-0.12363830315961839,1604,0.2934938442901302,4,349.20700000000005,923.3999999999894,False,7.66249286243692e-11,0.02910289521530019,False
STRESS,V3_EPS_VALUATION_COHERENT_TREND,-0.047735136799999266,-0.007352339450515581,-0.007177114659649366,0.02014970121961161,-0.3561896318672911,-0.0582821755361438,1604,0.0437187857796777,7,347.02736,918.4000000000008,False,2.859223968698643e-11,-0.04343728396425823,False
STRESS,C0_ORIGINAL_EPS,0.4607840595999979,0.05884296819417061,0.06235183435638879,0.10239490952499472,0.6089349035575702,-0.12363830315961839,1604,0.2926619683356106,10,552.6880800000001,1433.3000000000097,False,5.638867150992155e-11,0.022758023680427966,False
STRESS,BUY_HOLD,0.26485864240000195,0.036084944513742646,0.05169164368473765,0.18016774072774588,0.28690843031022767,-0.4097147841252319,1604,0.9532622781788082,2,171.47152,483.99999999998965,False,6.184563972055912e-11,0.0,False
