model,cycle,entry_date,exit_date,maturity_date,terminal_exit,status,entry_capital,held_closes,cycle_net_profit,cycle_net_return,dividend_recognized,maximum_capital_loss,observed_maximum_capital_loss,worst_loss_date
PANIC_ONLY,1,2013-06-26,2013-07-10,2013-07-10,False,COMPLETE_CYCLE_RISK,199913.37468,10,11.132419999999684,5.5686219182779906e-05,0.0,0.003389841630580119,0.003389841630580119,2013-06-26
PANIC_ONLY,2,2015-06-24,2015-06-29,2015-06-29,False,COMPLETE_CYCLE_RISK,199908.07362,3,-14797.103219999995,-0.07401953784081487,0.0,0.09344231716978113,0.09344231716978113,2015-06-26
PANIC_ONLY,3,2015-07-10,2015-07-13,2015-07-13,False,COMPLETE_CYCLE_RISK,184840.9608,1,10029.057400000034,0.054257764927177515,0.0,0.0,0.0,2015-07-13
PANIC_ONLY,4,2015-08-28,2015-09-15,2015-09-15,False,COMPLETE_CYCLE_RISK,195139.5201,10,-2636.0284999999735,-0.013508429756561514,0.0,0.013508429756561576,0.013508429756561576,2015-09-15
PANIC_ONLY,5,2016-01-07,2016-01-12,2016-01-12,False,COMPLETE_CYCLE_RISK,190189.73033999998,3,-15270.121259999993,-0.0802888843298835,0.0,0.08716364606208934,0.08716364606208934,2016-01-11
PANIC_ONLY,6,2016-02-01,2016-02-18,2016-02-18,False,COMPLETE_CYCLE_RISK,177007.3944,8,8564.683759999989,0.04838602245421217,0.0,0.011119277850914338,0.011119277850914338,2016-02-01
PANIC_ONLY,7,2016-03-02,2016-03-03,2016-03-03,False,COMPLETE_CYCLE_RISK,185647.6221,1,7734.6937,0.0416633060661217,0.0,0.0,0.0,2016-03-03
PANIC_ONLY,8,2018-02-13,2018-03-06,2018-03-06,False,COMPLETE_CYCLE_RISK,193245.34134,10,5837.534119999984,0.03020789054743266,0.0,0.0,0.0,2018-02-13
PANIC_ONLY,9,2018-10-15,2018-10-19,2018-10-19,False,COMPLETE_CYCLE_RISK,199361.3643,4,-9487.3467,-0.04758869269034191,0.0,0.04758869269034188,0.04758869269034188,2018-10-19
PANIC_ONLY,10,2020-02-05,2020-02-18,2020-02-18,False,COMPLETE_CYCLE_RISK,189716.53572,9,13348.2432,0.07035888120843871,0.0,0.0,0.0,2020-02-05
PANIC_ONLY,11,2021-07-29,2021-08-11,2021-08-11,False,COMPLETE_CYCLE_RISK,202983.38856000002,9,7907.424839999967,0.038956019485617194,0.0,0.006318687302931252,0.006318687302931252,2021-07-30
PANIC_ONLY,12,2025-04-09,2025-04-23,2025-04-23,False,COMPLETE_CYCLE_RISK,208922.2761,10,10818.7669,0.05178369249060656,0.0,0.0,0.0,2025-04-09
REARM_RIDGE,1,2014-07-30,2014-10-30,2014-10-30,False,COMPLETE_CYCLE_RISK,199020.39612000002,60,10094.47254,0.05072079413365002,0.0,0.002735378537141359,0.002735378537141359,2014-08-28
REARM_RIDGE,2,2014-11-11,2015-01-20,2015-01-20,False,COMPLETE_CYCLE_RISK,209925.37668,48,58130.16300000001,0.27690869926893497,2807.0000000000005,0.01700974287374079,0.01700974287374079,2014-11-19
REARM_RIDGE,3,2015-02-11,2015-05-15,2015-05-15,False,COMPLETE_CYCLE_RISK,268027.0947,60,99034.97820000003,0.36949614482389875,0.0,0.0,0.0,2015-02-11
REARM_RIDGE,4,2015-06-03,2015-06-23,2015-06-23,False,COMPLETE_CYCLE_RISK,366878.26097999996,13,-38959.55783999996,-0.10619205873886271,0.0,0.10795123394394579,0.10795123394394579,2015-06-19
REARM_RIDGE,5,2015-09-29,2015-12-29,2015-12-29,False,COMPLETE_CYCLE_RISK,324277.8426,60,54430.90050000005,0.1678526662925321,0.0,0.00856778427327546,0.00856778427327546,2015-09-29
REARM_RIDGE,6,2016-05-03,2016-07-28,2016-07-28,False,COMPLETE_CYCLE_RISK,382631.41098000004,60,10017.343559999934,0.0261801390908901,0.0,0.033431680235652975,0.033431680235652975,2016-05-19
REARM_RIDGE,7,2017-05-18,2017-08-14,2017-08-14,False,COMPLETE_CYCLE_RISK,391193.223,60,34106.7,0.08718632633367475,0.0,0.0016698218721442374,0.0016698218721442374,2017-05-18
REARM_RIDGE,8,2018-10-09,2018-10-15,2018-10-15,False,COMPLETE_CYCLE_RISK,426540.291,4,-14552.605019999954,-0.03411777346023322,0.0,0.052726768079220006,0.052726768079220006,2018-10-11
REARM_RIDGE,9,2019-02-28,2019-03-11,2019-03-11,False,COMPLETE_CYCLE_RISK,411968.57724,7,-1510.8851999999772,-0.003667476801561452,0.0,0.0036674768015614117,0.0036674768015614117,2019-03-11
REARM_RIDGE,10,2019-05-31,2019-07-05,2019-07-05,False,COMPLETE_CYCLE_RISK,409667.51712000003,24,28380.055840000008,0.06927582650319554,0.0,0.02105199157753526,0.02105199157753526,2019-06-06
REARM_RIDGE,11,2020-02-05,2020-03-02,2020-03-02,False,COMPLETE_CYCLE_RISK,438885.15948000003,18,18364.772240000035,0.04184414041650209,0.0,0.0,0.0,2020-02-05
REARM_RIDGE,12,2020-07-01,2020-07-15,2020-07-15,False,COMPLETE_CYCLE_RISK,457220.4258000001,10,72572.29445999996,0.15872496145162365,0.0,0.0,0.0,2020-07-01
REARM_RIDGE,13,2020-08-19,2020-09-11,2020-09-11,False,COMPLETE_CYCLE_RISK,529474.8738,17,-26620.564780000048,-0.050277295670229497,0.0,0.05027729567022933,0.05027729567022933,2020-09-11
REARM_RIDGE,14,2021-01-05,2021-01-21,2021-01-21,False,COMPLETE_CYCLE_RISK,502153.61064,12,21296.63656000004,0.04241060127568784,6789.599999999999,0.0,0.0,2021-01-05
REARM_RIDGE,15,2021-02-03,2021-02-26,2021-02-26,False,COMPLETE_CYCLE_RISK,524781.9354,12,-10521.808000000023,-0.020049866983283402,0.0,0.020049866983283284,0.020049866983283284,2021-02-26
REARM_RIDGE,16,2021-06-08,2021-07-21,2021-07-21,False,COMPLETE_CYCLE_RISK,513955.97063999996,30,-11369.8079799999,-0.02212214397634437,0.0,0.03458461746804059,0.03458461746804059,2021-06-16
REARM_RIDGE,17,2021-10-29,2021-11-22,2021-11-22,False,COMPLETE_CYCLE_RISK,502423.9647,16,2031.6239999999766,0.004043644695995084,0.0,0.011715135251389718,0.011715135251389718,2021-11-10
REARM_RIDGE,18,2021-11-25,2021-12-09,2021-12-09,False,COMPLETE_CYCLE_RISK,504701.82018000004,10,7263.266319999977,0.014391202943174565,0.0,0.018192762167422688,0.018192762167422688,2021-11-30
REARM_RIDGE,19,2022-05-13,2022-05-23,2022-05-23,False,COMPLETE_CYCLE_RISK,512019.3834,6,10826.82644,0.021145344865863922,0.0,0.00997244160190519,0.00997244160190519,2022-05-16
REARM_RIDGE,20,2022-06-08,2022-06-10,2022-06-10,False,COMPLETE_CYCLE_RISK,522766.93247999996,2,-4201.866240000017,-0.0080377429767151,0.0,0.008037742976714963,0.008037742976714963,2022-06-10
REARM_RIDGE,21,2022-08-10,2022-08-26,2022-08-26,False,COMPLETE_CYCLE_RISK,517318.443,12,-3773.17259999997,-0.007293713671058833,0.0,0.014465834538205486,0.014465834538205486,2022-08-24
REARM_RIDGE,22,2024-02-19,2024-02-23,2024-02-23,False,COMPLETE_CYCLE_RISK,514942.968,4,14583.6055,0.028320816879278173,0.0,0.0,0.0,2024-02-19
REARM_RIDGE,23,2024-06-18,2024-07-18,2024-07-18,False,COMPLETE_CYCLE_RISK,529559.99082,22,-2000.6238000000471,-0.003777898320645732,0.0,0.03314183685369361,0.03314183685369361,2024-07-08
REARM_RIDGE,24,2024-08-02,2024-08-06,2024-08-06,False,COMPLETE_CYCLE_RISK,523905.36012,2,-5655.2308800000355,-0.0107943749205099,0.0,0.01579476132503147,0.01579476132503147,2024-08-05
REARM_RIDGE,25,2024-08-28,2024-09-12,2024-09-12,False,COMPLETE_CYCLE_RISK,520740.92736,11,-17960.703519999955,-0.034490670074763134,0.0,0.03518703139561885,0.03518703139561885,2024-09-11
REARM_RIDGE,26,2024-09-25,2024-09-30,2024-09-30,False,COMPLETE_CYCLE_RISK,503852.05026,3,73809.59430000004,0.14649061021367776,0.0,0.005068651122253305,0.005068651122253305,2024-09-25
REARM_RIDGE,27,2025-04-10,2025-04-23,2025-04-23,False,COMPLETE_CYCLE_RISK,577548.28656,9,10502.079840000066,0.018183899224344824,0.0,0.0,0.0,2025-04-10
REARM_RIDGE,28,2025-06-03,2025-06-18,2025-06-18,False,COMPLETE_CYCLE_RISK,586000.3766399999,11,5851.441679999994,0.009985388940448984,13059.199999999999,0.0,0.0,2025-06-03
REARM_RIDGE,29,2025-12-19,2026-01-16,2026-01-16,False,COMPLETE_CYCLE_RISK,593923.16088,18,27526.12439999997,0.04634627206525378,0.0,0.0,0.0,2025-12-19
REARM_RIDGE,30,2026-05-06,2026-05-08,2026-05-08,False,COMPLETE_CYCLE_RISK,621408.65688,2,2047.8268800001074,0.0032954592076041233,0.0,0.0,0.0,2026-05-08
REARM_RIDGE,31,2026-05-13,2026-05-18,2026-05-18,False,COMPLETE_CYCLE_RISK,620470.5693000001,3,-11666.354500000029,-0.018802430086509548,0.0,0.018802430086509715,0.018802430086509715,2026-05-18
REARM_RIDGE,32,2026-06-05,2026-06-23,2026-06-23,False,COMPLETE_CYCLE_RISK,609701.11584,11,20104.49784000008,0.032974349755456205,0.0,0.035412787149410443,0.035412787149410443,2026-06-08
REARM_RIDGE,33,2026-07-23,2026-07-31,2026-07-31,False,COMPLETE_CYCLE_RISK,632123.49942,6,-13480.152839999866,-0.021325188594267536,0.0,0.03619862169496184,0.03619862169496184,2026-07-30
REARM_RIDGE,34,2026-08-07,2026-08-14,2026-08-14,True,NO_VIEW_TERMINAL_CYCLE,617944.36416,5,3032.2156799999234,0.004906939614412946,0.0,,0.0,2026-08-11
