period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,1.2909916883150099,23,301,70383.6,3981.5273599999523,66402.07264000009
evaluation,STRESS,1.2318487745129247,23,301,70078.5,7328.665800000023,62749.834199999925
earlier_diagnostic,BASE,0.9972298887750408,10,279,58409.1,2139.3713800000455,56269.72861999995
earlier_diagnostic,STRESS,0.9774826008785148,10,280,59194.0,4187.366760000008,55006.63323999994
