period,cost,model,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,point_met
evaluation,BASE,RESIDUAL_FULL,0.26067274989999756,0.03556690431391864,0.04384188912263243,0.1331813094047457,0.3291895035315683,-0.1897959548565767,1604,0.48787461882915545,40,1822.4500200000002,5434.400000000029,False,7.09405867382884e-11,False
evaluation,BASE,RESIDUAL_VOL10,0.24740224679999845,0.03391485337454464,0.03687485407243958,0.0837841897071035,0.440117093706442,-0.12570006705043885,1604,0.3100860886107133,51,1267.35064,3797.000000000038,False,5.775291356258094e-11,False
evaluation,BASE,RAW_FULL,0.09588131040000089,0.01390959828260232,0.022689264159146173,0.13296721161530684,0.17063803838189417,-0.25693492797682116,1604,0.4633942058927333,38,1551.83792,4629.30000000011,False,2.7966962079517543e-11,False
evaluation,BASE,RAW_VOL10,0.21753617839999628,0.030141518872311538,0.03319709247415641,0.08353229290003157,0.39741627245747335,-0.16630117848248907,1604,0.2951216926522059,45,1112.7643200000002,3311.1000000000804,False,5.292122295941226e-11,False
evaluation,BASE,PRICE_FULL,-0.0502811925000008,-0.007753215203194487,0.0013707066164902336,0.13496569410671533,0.010155963154654965,-0.2712791542210885,1604,0.5207920531992999,36,1402.8385,4272.799999999988,False,2.9473312679328956e-11,False
evaluation,BASE,PRICE_VOL10,0.09215641560000028,0.013388897397286255,0.017141013478407515,0.08747112504414516,0.19596196424542092,-0.16630117848248907,1604,0.34535343116523887,48,1043.11688,3161.5000000000064,False,5.502442945726216e-11,False
evaluation,BASE,BUY_HOLD,0.26625532120000167,0.036257471645616976,0.051838074484355,0.1800562146602094,0.28789939065519343,-0.40951815967079636,1604,0.9526549098848204,2,85.73576,290.400000000011,False,8.185452315956354e-11,False
evaluation,STRESS,RESIDUAL_FULL,0.2265612319999985,0.03128997158008476,0.03970163839230494,0.13317181903930497,0.29812342189744523,-0.1930017127666716,1604,0.48789243964036483,40,3593.8536000000004,9720.20000000004,False,1.0390976967755705e-10,False
evaluation,STRESS,RESIDUAL_VOL10,0.22227564100000302,0.030745521035009743,0.033805756305971525,0.08379936820770335,0.40341302123163136,-0.12671511958654313,1604,0.3101539405019236,51,2509.3718,6799.200000000028,False,4.04156708100345e-11,False
evaluation,STRESS,RAW_FULL,0.06767776320000063,0.009929022477585358,0.01877425521380787,0.13310548651747484,0.14104794404055673,-0.25805537844535015,1604,0.46366152026058133,38,3063.6473600000004,8328.100000000042,False,3.456079866737127e-11,False
evaluation,STRESS,RAW_VOL10,0.19590374460000176,0.027359044187352716,0.03049479897597433,0.08356411715386618,0.3649269568638464,-0.16757065309408475,1604,0.29511960308740914,45,2205.25108,5966.50000000004,False,4.229150363244116e-11,False
evaluation,STRESS,PRICE_FULL,-0.07353169720000156,-0.011456843450946714,-0.002354278382984285,0.13506946570204006,-0.01743013027220945,-0.2817177233011231,1604,0.5209381255246505,36,2770.83944,7652.500000000051,False,3.296918293926865e-11,False
evaluation,STRESS,PRICE_VOL10,0.07320067660000139,0.010715485092962622,0.01450140195567452,0.08749398314794792,0.16574170513135034,-0.1714094759278741,1604,0.3453447418278114,48,2066.96468,5660.100000000067,False,4.7066350816749036e-11,False
evaluation,STRESS,BUY_HOLD,0.264858642400002,0.03608494451374265,0.05169164368473765,0.18016774072774588,0.28690843031022767,-0.4097147841252319,1604,0.9532622781788082,2,171.47152,483.99999999998965,False,6.184563972055912e-11,False
earlier_diagnostic,BASE,RESIDUAL_FULL,-0.30726471109999887,-0.07028704234490787,-0.05292100168723302,0.19894697879924744,-0.2660055558854921,-0.43429375169936835,1219,0.42574202874089817,30,901.84222,2710.1999999998775,False,3.8198777474462986e-11,False
earlier_diagnostic,BASE,RESIDUAL_VOL10,0.01180635799999921,0.0023328267609463945,0.004748637723694943,0.06969138728042894,0.06813808576642408,-0.1580031736774507,1219,0.20712035883544633,33,656.4284,1952.5999999999194,False,4.206412995699793e-11,False
earlier_diagnostic,BASE,RAW_FULL,-0.18702864700000077,-0.040272734331433614,-0.02106447907490821,0.1994421606683998,-0.10561698190750561,-0.32785686664458064,1219,0.5383917554699512,30,1031.1294,3119.499999999971,False,3.844036200462142e-11,False
earlier_diagnostic,BASE,RAW_VOL10,0.06166362560000003,0.011949906832253528,0.015350905163753405,0.08338536433661829,0.1840959176215067,-0.175287254444879,1219,0.32248537670981603,34,781.67488,2374.599999999965,False,3.950617610826157e-11,False
earlier_diagnostic,BASE,PRICE_FULL,0.001386991999999727,0.0002751974215127072,0.012794746962572273,0.15788189339065714,0.08103998937302723,-0.22423030186939708,1219,0.5363243281479383,24,943.0016,2784.299999999951,False,3.9818814911996014e-11,False
earlier_diagnostic,BASE,PRICE_VOL10,0.14526727350000052,0.02729313784272833,0.030502332510492017,0.08458879947191193,0.36059540625848985,-0.1468964818903171,1219,0.36821554608694446,32,742.0453,2206.2999999999674,False,5.0249582272954285e-11,False
earlier_diagnostic,BASE,BUY_HOLD,0.21231097120000025,0.03896122819664392,0.0700992870589068,0.25150253852073073,0.27872198615255206,-0.4501919403512674,1219,0.9624183821070051,2,85.00576000000001,276.9999999999941,False,4.729372449219227e-11,False
earlier_diagnostic,STRESS,RESIDUAL_FULL,-0.32253452840000013,-0.07439189566526569,-0.05733128457311995,0.19901348443120268,-0.2880773870020798,-0.4426117493723997,1219,0.4259126015683015,30,1785.90568,5122.200000000024,False,3.5640823625726625e-11,False
earlier_diagnostic,STRESS,RESIDUAL_VOL10,-0.0009758922000006684,-0.00019381322863820191,0.002224419497856795,0.06968755318276512,0.031919896685466215,-0.16440024178831567,1219,0.2072002583014709,33,1305.57844,3736.40000000002,False,3.944933268940076e-11,False
earlier_diagnostic,STRESS,RAW_FULL,-0.20543221039999948,-0.04462546821289775,-0.025572364814766806,0.19962553511445047,-0.1281016719634866,-0.3398626594749643,1219,0.5387239621015892,30,2040.6420800000003,5951.500000000031,False,3.6976643968955614e-11,False
earlier_diagnostic,STRESS,RAW_VOL10,0.046649563399995195,0.009092597595573763,0.012525435103455542,0.08341166826149875,0.1501640641473304,-0.17715107907429647,1219,0.3225214284317185,34,1551.9873200000002,4528.200000000026,False,5.3432813729159534e-11,False
earlier_diagnostic,STRESS,PRICE_FULL,-0.01632375899999721,-0.0032620568889442127,0.009275416820637731,0.15802590591965407,0.058695545940130094,-0.22659300186107606,1219,0.5365849154660645,24,1869.2518,5331.79999999996,False,3.456079866737127e-11,False
earlier_diagnostic,STRESS,PRICE_VOL10,0.13361259199999942,0.025209232715547498,0.02846827730203918,0.08455055036595517,0.3367012654420534,-0.1489071555168667,1219,0.366785381783733,33,1477.2816000000003,4232.099999999969,False,5.218225851422176e-11,False
earlier_diagnostic,STRESS,BUY_HOLD,0.21077794240000033,0.03870027208568667,0.06989107720459181,0.2516713023637165,0.2777077741807245,-0.45042134867956046,1219,0.9631159747963955,2,170.01152000000002,498.5999999999943,False,5.4569682106375694e-11,False
