datetime,open,close,high,low,volume,amount,amplitude_pct,change_pct,change,turnover_pct
2013-05-24,1.759,1.756,1.785,1.724,13770794,3588190592.0,3.48,0.23,0.004,5.82
2013-05-31,1.75,1.758,1.82,1.739,21418605,5629979936.0,4.61,0.11,0.002,9.05
2013-06-07,1.762,1.647,1.785,1.635,16475547,4224601568.0,8.53,-6.31,-0.111,6.96
2013-06-14,1.61,1.587,1.61,1.544,10087142,2438987024.0,4.01,-3.64,-0.06,4.26
2013-06-21,1.596,1.487,1.6,1.447,16973014,4060534624.0,9.64,-6.3,-0.1,7.17
2013-06-28,1.474,1.381,1.476,1.193,32162998,7046912800.0,19.03,-7.13,-0.106,13.58
2013-07-05,1.357,1.416,1.439,1.343,14624215,3268904208.0,6.95,2.53,0.035,6.18
2013-07-12,1.385,1.465,1.564,1.342,18553328,4246350864.0,15.68,3.46,0.049,7.84
2013-07-19,1.48,1.378,1.535,1.377,19567096,4534621136.0,10.78,-5.94,-0.087,8.26
2013-07-26,1.353,1.418,1.479,1.335,16949477,3853468496.0,10.45,2.9,0.04,7.16
2013-08-02,1.398,1.447,1.482,1.365,13956611,3156309168.0,8.25,2.05,0.029,5.89
2013-08-09,1.453,1.49,1.518,1.44,13729015,3196501936.0,5.39,2.97,0.043,5.8
2013-08-16,1.512,1.51,1.608,1.495,21537779,5154600096.0,7.58,1.34,0.02,9.1
2013-08-23,1.501,1.49,1.555,1.454,18453456,4355665040.0,6.69,-1.32,-0.02,7.79
2013-08-30,1.495,1.52,1.55,1.487,18014685,4274196176.0,4.23,2.01,0.03,7.61
2013-09-06,1.525,1.561,1.565,1.503,17308015,4136276928.0,4.08,2.7,0.041,7.31
2013-09-13,1.572,1.7,1.738,1.572,19684920,4957967536.0,10.63,8.9,0.139,8.31
2013-09-18,1.713,1.64,1.716,1.613,9281096,2332689840.0,6.06,-3.53,-0.06,3.92
2013-09-27,1.644,1.604,1.682,1.588,14307023,3553132224.0,5.73,-2.2,-0.036,6.04
2013-09-30,1.611,1.62,1.64,1.605,2088411,513976880.0,2.18,1.0,0.016,0.88
2013-10-11,1.595,1.676,1.682,1.595,12117761,3023554864.0,5.37,3.46,0.056,5.12
2013-10-18,1.681,1.629,1.687,1.616,13203631,3298904192.0,4.24,-2.8,-0.047,5.58
2013-10-25,1.634,1.568,1.685,1.554,14134627,3508905264.0,8.04,-3.74,-0.061,5.97
2013-11-01,1.576,1.594,1.612,1.535,14668691,3560622208.0,4.91,1.66,0.026,6.19
2013-11-08,1.604,1.513,1.614,1.508,11824486,2849149664.0,6.65,-5.08,-0.081,4.99
2013-11-15,1.51,1.551,1.582,1.485,15010124,3559210880.0,6.41,2.51,0.038,6.34
2013-11-22,1.57,1.604,1.643,1.561,17091769,4199522016.0,5.29,3.42,0.053,7.22
2013-11-29,1.591,1.646,1.67,1.582,17708864,4369395728.0,5.49,2.62,0.042,7.48
2013-12-06,1.637,1.66,1.692,1.602,23111737,5783381184.0,5.47,0.85,0.014,9.76
2013-12-13,1.671,1.613,1.678,1.586,17545961,4356707232.0,5.54,-2.83,-0.047,7.41
2013-12-20,1.615,1.486,1.619,1.48,19475770,4675129264.0,8.62,-7.87,-0.127,8.23
2013-12-27,1.486,1.5,1.519,1.46,13966534,3263375472.0,3.97,0.94,0.014,5.9
2014-01-03,1.513,1.495,1.532,1.479,11809020,2775165328.0,3.53,-0.33,-0.005,4.99
2014-01-10,1.488,1.408,1.488,1.402,15483591,3528963600.0,5.75,-5.82,-0.087,6.54
2014-01-17,1.408,1.376,1.424,1.375,15258910,3423592016.0,3.48,-2.27,-0.032,6.44
2014-01-24,1.375,1.443,1.456,1.354,14231167,3156145440.0,7.41,4.87,0.067,6.01
2014-01-30,1.427,1.392,1.433,1.391,9578606,2119286496.0,2.91,-3.53,-0.051,4.05
2014-02-07,1.374,1.406,1.407,1.37,3417278,745821664.0,2.66,1.01,0.014,1.44
2014-02-14,1.416,1.487,1.499,1.416,16258076,3688809264.0,5.9,5.76,0.081,6.87
2014-02-21,1.509,1.46,1.528,1.45,12901781,2951834144.0,5.25,-1.82,-0.027,5.45
2014-02-28,1.431,1.372,1.437,1.325,16958928,3673401344.0,7.67,-6.03,-0.088,7.16
2014-03-07,1.369,1.36,1.391,1.33,15048771,3258479024.0,4.45,-0.87,-0.012,6.36
2014-03-14,1.34,1.319,1.342,1.285,11586824,2445361093.0,4.19,-3.01,-0.041,4.89
2014-03-21,1.336,1.36,1.363,1.274,10737377,2274097072.0,6.75,3.11,0.041,4.53
2014-03-28,1.357,1.351,1.389,1.34,12882221,2784672144.0,3.6,-0.66,-0.009,5.44
2014-04-04,1.356,1.382,1.39,1.327,10862525,2348784128.0,4.66,2.29,0.031,4.59
2014-04-11,1.376,1.465,1.488,1.373,14228178,3184703088.0,8.32,6.01,0.083,6.01
2014-04-18,1.465,1.416,1.471,1.392,12873361,2867551088.0,5.39,-3.34,-0.049,5.44
2014-04-25,1.401,1.362,1.426,1.359,19504874,4266524528.0,4.73,-3.81,-0.054,8.24
2014-04-30,1.361,1.35,1.368,1.329,12435187,2662965440.0,2.86,-0.88,-0.012,5.25
2014-05-09,1.343,1.329,1.37,1.318,17801961,3809146016.0,3.85,-1.56,-0.021,7.52
2014-05-16,1.343,1.341,1.379,1.332,17746638,3826001152.0,3.54,0.9,0.012,7.49
2014-05-23,1.337,1.348,1.361,1.293,21679124,4602710960.0,5.07,0.52,0.007,9.16
2014-05-30,1.36,1.355,1.378,1.338,21481492,4631080192.0,2.97,0.52,0.007,9.07
2014-06-06,1.358,1.336,1.367,1.319,16753462,3584474576.0,3.54,-1.4,-0.019,7.08
2014-06-13,1.33,1.381,1.389,1.326,23261072,5014873472.0,4.72,3.37,0.045,9.82
2014-06-20,1.382,1.344,1.404,1.328,34152280,7402089984.0,5.5,-2.68,-0.037,14.42
2014-06-27,1.346,1.366,1.38,1.34,21942244,4724053360.0,2.98,1.64,0.022,9.27
2014-07-04,1.372,1.399,1.407,1.372,18281035,3996404992.0,2.56,2.42,0.033,7.72
2014-07-11,1.397,1.376,1.406,1.365,17214233,3760151280.0,2.93,-1.64,-0.023,7.27
2014-07-18,1.381,1.404,1.414,1.376,21301912,4679920096.0,2.76,2.03,0.028,9.0
2014-07-25,1.404,1.507,1.509,1.396,25286816,5675450016.0,8.05,7.34,0.103,10.68
2014-08-01,1.511,1.57,1.621,1.511,31372360,7448196256.0,7.3,4.18,0.063,13.25
2014-08-08,1.581,1.574,1.624,1.566,29354370,7028652384.0,3.69,0.25,0.004,12.4
2014-08-15,1.585,1.605,1.616,1.575,26982148,6458866208.0,2.6,1.97,0.031,11.4
2014-08-22,1.607,1.609,1.623,1.582,26661130,6411636368.0,2.55,0.25,0.004,11.26
2014-08-29,1.612,1.584,1.613,1.558,23347146,5548720512.0,3.42,-1.55,-0.025,9.86
2014-09-05,1.584,1.701,1.705,1.581,28474987,6940348288.0,7.83,7.39,0.117,12.03
2014-09-12,1.702,1.685,1.715,1.656,21611881,5357412896.0,3.47,-0.94,-0.016,9.13
2014-09-19,1.671,1.673,1.691,1.629,33671682,8276805072.0,3.68,-0.71,-0.012,14.22
2014-09-26,1.665,1.681,1.715,1.617,42264386,10431517520.0,5.86,0.48,0.008,17.85
2014-09-30,1.68,1.692,1.7,1.676,13155579,3273044832.0,1.43,0.65,0.011,5.56
2014-10-10,1.699,1.708,1.73,1.685,21253886,5333869056.0,2.66,0.95,0.016,8.98
2014-10-17,1.697,1.681,1.72,1.657,32234704,8017879344.0,3.69,-1.58,-0.027,13.61
2014-10-24,1.686,1.634,1.699,1.631,30412274,7498951712.0,4.05,-2.8,-0.047,12.84
2014-10-31,1.624,1.755,1.758,1.601,38375331,9479691936.0,9.61,7.41,0.121,16.21
2014-11-07,1.756,1.741,1.783,1.722,32928516,8391200784.0,3.48,-0.8,-0.014,13.91
2014-11-14,1.752,1.821,1.841,1.751,37991084,9901192416.0,5.17,4.6,0.08,16.04
2014-11-21,1.851,1.827,1.858,1.756,36015192,9333967520.0,5.6,0.33,0.006,15.21
2014-11-28,1.851,2.051,2.071,1.847,65693375,17999797536.0,12.26,12.26,0.224,27.74
2014-12-05,2.06,2.362,2.441,2.039,78457597,23761865616.0,19.6,15.16,0.311,33.13
2014-12-12,2.336,2.419,2.636,2.201,89045019,28746444544.0,18.42,2.41,0.057,37.61
2014-12-19,2.419,2.635,2.644,2.378,91593919,30615114464.0,11.0,8.93,0.216,38.68
2014-12-26,2.635,2.698,2.706,2.403,94239804,31779781120.0,11.5,2.39,0.063,39.8
2014-12-31,2.771,2.775,2.796,2.628,52971212,18632823296.0,6.23,2.85,0.077,22.37
2015-01-09,2.805,2.757,2.936,2.743,96967559,35384443904.0,6.95,-0.65,-0.018,40.95
2015-01-16,2.758,2.863,2.886,2.688,59408776,21216911472.0,7.18,3.84,0.106,25.09
2015-01-23,2.67,2.796,2.849,2.497,63339803,21892625056.0,12.29,-2.34,-0.067,26.75
2015-01-30,2.816,2.657,2.843,2.642,51408907,18043615248.0,7.19,-4.97,-0.139,21.71
2015-02-06,2.596,2.53,2.716,2.505,56210498,19042260256.0,7.94,-4.78,-0.127,23.74
2015-02-13,2.53,2.693,2.739,2.526,56964070,19341202144.0,8.42,6.44,0.163,24.06
2015-02-17,2.692,2.753,2.765,2.687,17394608,6078190976.0,2.9,2.23,0.06,7.35
2015-02-27,2.75,2.795,2.821,2.68,36628635,12870902528.0,5.12,1.53,0.042,15.47
2015-03-06,2.819,2.702,2.834,2.687,51977564,18271731584.0,5.26,-3.33,-0.093,21.95
2015-03-13,2.668,2.834,2.861,2.637,63325287,22334984240.0,8.29,4.89,0.132,26.74
2015-03-20,2.856,3.103,3.132,2.837,65973367,24816231936.0,10.41,9.49,0.269,27.86
2015-03-27,3.143,3.186,3.216,3.096,59560418,23365134096.0,3.87,2.67,0.083,25.15
2015-04-03,3.219,3.393,3.398,3.211,85784458,35005600000.0,5.87,6.5,0.207,36.23
2015-04-10,3.419,3.568,3.575,3.392,43719387,18520356576.0,5.39,5.16,0.175,18.46
2015-04-17,3.593,3.826,3.867,3.559,52862493,23466158848.0,8.63,7.23,0.258,22.33
2015-04-24,3.826,3.924,3.985,3.706,56541784,26103547104.0,7.29,2.56,0.098,23.88
2015-04-30,3.973,3.975,4.04,3.915,39472142,18753875824.0,3.19,1.3,0.051,16.67
2015-05-08,3.975,3.762,4.006,3.656,74685264,34101487296.0,8.81,-5.36,-0.213,31.54
2015-05-15,3.786,3.824,3.971,3.744,56060145,25912946576.0,6.03,1.65,0.062,23.68
2015-05-22,3.809,4.17,4.174,3.769,67023837,31815889024.0,10.59,9.05,0.346,28.31
2015-05-29,4.164,4.054,4.446,3.876,73371640,36704599808.0,13.67,-2.78,-0.116,30.99
2015-06-05,4.054,4.415,4.486,3.945,83199536,42057995520.0,13.34,8.9,0.361,35.14
2015-06-12,4.431,4.534,4.586,4.368,65434338,34311500656.0,4.94,2.7,0.119,27.63
2015-06-19,4.549,3.839,4.567,3.827,48409278,24309391104.0,16.32,-15.33,-0.695,20.44
2015-06-26,3.852,3.582,4.151,3.465,47677177,22347092976.0,17.87,-6.69,-0.257,20.14
2015-07-03,3.679,3.155,3.768,3.021,117300690,48945135616.0,20.85,-11.92,-0.427,49.54
2015-07-10,3.544,3.425,3.544,2.646,126026168,49163212581.0,28.46,8.56,0.27,53.22
2015-07-17,3.386,3.436,3.552,3.126,39100685,16129277728.0,12.44,0.32,0.011,16.51
2015-07-24,3.419,3.454,3.572,3.341,24679592,10425785168.0,6.72,0.52,0.018,10.42
2015-07-31,3.372,3.087,3.432,2.902,25355297,9851775680.0,15.34,-10.63,-0.367,10.71
2015-08-07,3.03,3.189,3.247,3.001,18574406,7276258736.0,7.97,3.3,0.102,7.84
2015-08-14,3.216,3.338,3.4,3.197,20992079,8586361072.0,6.37,4.67,0.149,8.87
2015-08-21,3.316,2.861,3.371,2.852,23246277,8993418576.0,15.55,-14.29,-0.477,9.82
2015-08-28,2.746,2.638,2.75,2.21,32653484,10433689616.0,18.87,-7.79,-0.223,13.79
2015-09-02,2.556,2.608,2.656,2.454,7854493,2616986576.0,7.66,-1.14,-0.03,3.32
2015-09-11,2.606,2.624,2.708,2.426,9269319,3132454544.0,10.81,0.61,0.016,3.91
2015-09-18,2.634,2.515,2.643,2.396,16649098,5450166672.0,9.41,-4.15,-0.109,7.03
2015-09-25,2.487,2.479,2.649,2.459,7410923,2456365135.0,7.55,-1.43,-0.036,3.13
2015-09-30,2.485,2.457,2.51,2.416,2252609,727969205.0,3.79,-0.89,-0.022,0.95
2015-10-09,2.591,2.615,2.635,2.566,2075208,695916496.0,2.81,6.43,0.158,0.88
2015-10-16,2.616,2.831,2.834,2.616,7889499,2771968128.0,8.34,8.26,0.216,3.33
2015-10-23,2.833,2.871,2.883,2.708,5828382,2085037488.0,6.18,1.41,0.04,2.46
2015-10-30,2.902,2.821,2.908,2.774,7078921,2558028160.0,4.67,-1.74,-0.05,2.99
2015-11-06,2.79,3.093,3.103,2.716,12979172,4743117344.0,13.72,9.64,0.272,5.48
2015-11-13,3.086,3.04,3.176,3.018,8603229,3327813920.0,5.11,-1.71,-0.053,3.63
2015-11-20,2.994,3.061,3.154,2.935,6423041,2448455296.0,7.2,0.69,0.021,2.71
2015-11-27,3.056,2.844,3.098,2.822,6735960,2547898272.0,9.02,-7.09,-0.217,2.84
2015-12-04,2.851,2.965,3.052,2.746,9546563,3506224352.0,10.76,4.25,0.121,4.03
2015-12-11,2.968,2.897,2.996,2.871,6287694,2320111088.0,4.22,-2.29,-0.068,2.66
2015-12-18,2.875,3.058,3.092,2.865,7432421,2795509904.0,7.84,5.56,0.161,3.14
2015-12-25,3.046,3.131,3.216,3.036,9486581,3704697296.0,5.89,2.39,0.073,4.01
2015-12-31,3.12,3.014,3.135,3.002,5853053,2229155712.0,4.25,-3.74,-0.117,2.47
2016-01-08,3.012,2.644,3.012,2.526,13963648,4904823512.0,16.12,-12.28,-0.37,5.9
2016-01-15,2.581,2.405,2.623,2.364,16363238,5325276752.0,9.8,-9.04,-0.239,6.91
2016-01-22,2.365,2.395,2.511,2.337,13404429,4240871856.0,7.23,-0.42,-0.01,5.66
2016-01-29,2.423,2.217,2.433,2.122,15622128,4610639056.0,12.99,-7.43,-0.178,6.6
2016-02-05,2.215,2.237,2.281,2.147,15198022,4487605616.0,6.04,0.9,0.02,6.42
2016-02-19,2.186,2.328,2.377,2.172,11613692,3499342736.0,9.16,4.07,0.091,4.9
2016-02-26,2.375,2.22,2.403,2.172,20812042,6315255488.0,9.92,-4.64,-0.108,8.79
2016-03-04,2.208,2.366,2.382,2.097,17794905,5295025168.0,12.84,6.58,0.146,7.52
2016-03-11,2.379,2.286,2.465,2.246,11924548,3635052304.0,9.26,-3.38,-0.08,5.04
2016-03-18,2.314,2.455,2.485,2.305,25376080,7906627920.0,7.87,7.39,0.169,10.72
2016-03-25,2.478,2.472,2.549,2.452,14192039,4554352400.0,3.95,0.69,0.017,5.99
2016-04-01,2.484,2.506,2.519,2.398,16089416,5110111184.0,4.89,1.38,0.034,6.79
2016-04-08,2.491,2.464,2.556,2.437,11469863,3693948224.0,4.75,-1.68,-0.042,4.84
2016-04-15,2.49,2.551,2.577,2.475,17696737,5742236016.0,4.14,3.53,0.087,7.47
2016-04-22,2.529,2.452,2.532,2.377,13784835,4385731200.0,6.08,-3.88,-0.099,5.82
2016-04-29,2.45,2.439,2.466,2.398,6891733,2172983120.0,2.77,-0.53,-0.013,2.91
2016-05-06,2.444,2.415,2.505,2.413,7661515,2445124448.0,3.77,-0.98,-0.024,3.24
2016-05-13,2.407,2.36,2.407,2.32,7506071,2304541168.0,3.6,-2.28,-0.055,3.17
2016-05-20,2.354,2.361,2.385,2.317,5759710,1765318384.0,2.88,0.04,0.001,2.43
2016-05-27,2.365,2.347,2.387,2.313,5165380,1581276612.0,3.13,-0.59,-0.014,2.18
2016-06-03,2.343,2.483,2.493,2.314,10153584,3193552187.0,7.63,5.79,0.136,4.29
2016-06-08,2.478,2.46,2.491,2.439,2118940,672655445.0,2.09,-0.93,-0.023,0.89
2016-06-17,2.437,2.404,2.439,2.337,9886803,3070960080.0,4.15,-2.28,-0.056,4.18
2016-06-24,2.407,2.374,2.455,2.327,5977273,1863159107.0,5.32,-1.25,-0.03,2.52
2016-07-01,2.367,2.445,2.464,2.364,6232066,1954807632.0,4.21,2.99,0.071,2.63
2016-07-08,2.44,2.514,2.537,2.43,9302904,2998241312.0,4.38,2.82,0.069,3.93
2016-07-15,2.519,2.61,2.636,2.518,7522896,2485820736.0,4.69,3.82,0.096,3.18
2016-07-22,2.605,2.563,2.612,2.56,5427963,1791044632.0,1.99,-1.8,-0.047,2.29
2016-07-29,2.56,2.541,2.61,2.493,7706982,2520344784.0,4.56,-0.86,-0.022,3.25
2016-08-05,2.532,2.549,2.564,2.498,6462640,2091658048.0,2.6,0.31,0.008,2.73
2016-08-12,2.549,2.635,2.64,2.527,8367234,2762256288.0,4.43,3.37,0.086,3.53
2016-08-19,2.642,2.707,2.771,2.64,10131341,3479347600.0,4.97,2.73,0.072,4.28
2016-08-26,2.707,2.649,2.719,2.622,7066420,2394035279.0,3.58,-2.14,-0.058,2.98
2016-09-02,2.644,2.655,2.683,2.637,4846402,1632972422.0,1.74,0.23,0.006,2.05
2016-09-09,2.662,2.671,2.71,2.639,6944222,2357218179.0,2.67,0.6,0.016,2.93
2016-09-14,2.627,2.584,2.63,2.58,3738776,1239559875.0,1.87,-3.26,-0.087,1.58
2016-09-23,2.585,2.628,2.652,2.583,4057636,1350992045.0,2.67,1.7,0.044,1.71
2016-09-30,2.624,2.609,2.624,2.567,5381346,1779564966.0,2.17,-0.72,-0.019,2.27
2016-10-14,2.617,2.657,2.659,2.607,5392741,1809547716.0,1.99,1.84,0.048,2.28
2016-10-21,2.657,2.678,2.685,2.597,6975579,2352112608.0,3.31,0.79,0.021,2.95
2016-10-28,2.678,2.69,2.736,2.675,7758977,2653462592.0,2.28,0.45,0.012,3.28
2016-11-04,2.689,2.696,2.724,2.66,5983751,2040149824.0,2.38,0.22,0.006,2.53
2016-11-11,2.696,2.769,2.773,2.661,7573806,2600374832.0,4.15,2.71,0.073,3.2
2016-11-18,2.763,2.767,2.797,2.755,7835071,2729958640.0,1.52,-0.07,-0.002,3.31
2016-11-25,2.762,2.873,2.875,2.76,7098602,2508591584.0,4.16,3.83,0.106,3.0
2016-12-02,2.881,2.878,2.935,2.867,6803212,2455903712.0,2.37,0.17,0.005,2.87
2016-12-09,2.831,2.844,2.855,2.788,7803729,2759343168.0,2.33,-1.18,-0.034,3.3
2016-12-16,2.842,2.682,2.842,2.668,7824888,2689602800.0,6.12,-5.7,-0.162,3.3
2016-12-23,2.682,2.651,2.685,2.628,5675239,1915426384.0,2.13,-1.16,-0.031,2.4
2016-12-30,2.641,2.645,2.671,2.612,5444269,1828118800.0,2.23,-0.23,-0.006,2.3
2017-01-06,2.649,2.695,2.717,2.649,3629127,1235733095.0,2.57,1.89,0.05,1.53
2017-01-13,2.69,2.662,2.713,2.649,4234381,1438725722.0,2.37,-1.22,-0.033,1.79
2017-01-20,2.655,2.702,2.703,2.603,6596804,2233860752.0,3.76,1.5,0.04,2.79
2017-01-26,2.702,2.729,2.739,2.692,3596764,1211691722.0,1.74,1.0,0.027,1.52
2017-02-03,2.729,2.709,2.731,2.699,1120450,377377168.0,1.17,-0.73,-0.02,0.47
2017-02-10,2.71,2.755,2.762,2.684,4927801,1664847648.0,2.88,1.7,0.046,2.08
2017-02-17,2.754,2.76,2.797,2.754,5404078,1853566493.0,1.56,0.18,0.005,2.28
2017-02-24,2.76,2.809,2.83,2.759,5379214,1865590064.0,2.57,1.78,0.049,2.27
2017-03-03,2.81,2.766,2.845,2.749,4776173,1644970921.0,3.42,-1.53,-0.043,2.02
2017-03-10,2.766,2.764,2.793,2.755,4498259,1544704508.0,1.37,-0.07,-0.002,1.9
2017-03-17,2.758,2.781,2.835,2.749,4465820,1543403955.0,3.11,0.62,0.017,1.89
2017-03-24,2.782,2.832,2.842,2.769,4732075,1634568163.0,2.62,1.83,0.051,2.0
2017-03-31,2.831,2.796,2.841,2.76,4411182,1525128204.0,2.86,-1.27,-0.036,1.86
2017-04-07,2.816,2.856,2.868,2.814,3067492,1074348822.0,1.93,2.15,0.06,1.3
2017-04-14,2.859,2.827,2.862,2.809,4512276,1580668704.0,1.86,-1.02,-0.029,1.91
2017-04-21,2.82,2.802,2.826,2.765,6282545,2170574496.0,2.16,-0.88,-0.025,2.65
2017-04-28,2.793,2.773,2.804,2.742,6373497,2184580371.0,2.21,-1.03,-0.029,2.69
2017-05-05,2.768,2.716,2.772,2.704,4251032,1445734320.0,2.45,-2.06,-0.057,1.8
2017-05-12,2.712,2.722,2.727,2.658,8347481,2795934912.0,2.54,0.22,0.006,3.53
2017-05-19,2.731,2.744,2.777,2.72,4845623,1650382298.0,2.09,0.81,0.022,2.05
2017-05-26,2.745,2.829,2.845,2.731,8304003,2859984336.0,4.15,3.1,0.085,3.51
2017-06-02,2.84,2.83,2.861,2.811,3702929,1292837344.0,1.77,0.04,0.001,1.56
2017-06-09,2.82,2.929,2.938,2.804,6701348,2364556464.0,4.73,3.5,0.099,2.83
2017-06-16,2.922,2.875,2.949,2.867,6215132,2215574992.0,2.8,-1.84,-0.054,2.62
2017-06-23,2.877,2.988,2.994,2.877,7618131,2735678304.0,4.07,3.93,0.113,3.22
2017-06-30,2.988,3.026,3.041,2.988,4366213,1606727680.0,1.77,1.27,0.038,1.84
2017-07-07,3.027,3.022,3.034,2.972,6095430,2234346864.0,2.05,-0.13,-0.004,2.57
2017-07-14,3.021,3.097,3.101,3.017,5408025,2007750832.0,2.78,2.48,0.075,2.28
2017-07-21,3.094,3.124,3.146,3.014,7246334,2708696464.0,4.26,0.87,0.027,3.06
2017-07-28,3.12,3.118,3.151,3.068,5360228,2018571684.0,2.66,-0.19,-0.006,2.26
2017-08-04,3.118,3.101,3.182,3.1,5713771,2170964288.0,2.63,-0.55,-0.017,2.41
2017-08-11,3.094,3.042,3.143,3.037,6439145,2422371312.0,3.42,-1.9,-0.059,2.72
2017-08-18,3.043,3.123,3.132,3.043,6185554,2321495572.0,2.93,2.66,0.081,2.61
2017-08-25,3.133,3.201,3.202,3.124,4565978,1743743454.0,2.5,2.5,0.078,1.93
2017-09-01,3.204,3.231,3.27,3.204,6420529,2501488832.0,2.06,0.94,0.03,2.71
2017-09-08,3.231,3.226,3.266,3.21,3870839,1509640771.0,1.73,-0.15,-0.005,1.63
2017-09-15,3.231,3.238,3.259,3.219,3528700,1373996855.0,1.24,0.37,0.012,1.49
