拟合收盘,因子,训练均值,训练标准差,标准化系数,截距
2017-03-01,持仓时间对数,2.683029251596902,1.1166354306899884,-0.011158814475478682,0.020746295195372355
2017-03-01,含分红浮盈浮亏,0.06806240259819438,0.11115419140940028,-0.061680658105191744,0.020746295195372355
2017-03-01,持仓回撤,-0.019530351028669003,0.01975320420366477,0.001982657821253102,0.020746295195372355
2017-03-01,入场模式,1.0,1.0,-8.006027561223607e-17,0.020746295195372355
2017-03-01,五日涨跌,0.0010979532150495615,0.048091068914891795,-0.00029613402813132234,0.020746295195372355
2017-03-01,二十日涨跌,0.03555551928624752,0.0728356195582691,-0.016827589290448253,0.020746295195372355
2017-03-01,一百二十日均线偏离,0.10851232127477688,0.1474305920699039,-0.021786332863079825,0.020746295195372355
2017-03-01,二十日波动,0.25265925293704133,0.12240290324156698,-0.002852452001208745,0.020746295195372355
2017-03-01,当前六十日日内相对隔夜强弱,1.4600569572951196,0.5420365050885997,-0.0026110115152936744,0.020746295195372355
2017-04-05,持仓时间对数,2.683029251596902,1.1166354306899884,-0.011158814475478682,0.020746295195372355
2017-04-05,含分红浮盈浮亏,0.06806240259819438,0.11115419140940028,-0.061680658105191744,0.020746295195372355
2017-04-05,持仓回撤,-0.019530351028669003,0.01975320420366477,0.001982657821253102,0.020746295195372355
2017-04-05,入场模式,1.0,1.0,-8.006027561223607e-17,0.020746295195372355
2017-04-05,五日涨跌,0.0010979532150495615,0.048091068914891795,-0.00029613402813132234,0.020746295195372355
2017-04-05,二十日涨跌,0.03555551928624752,0.0728356195582691,-0.016827589290448253,0.020746295195372355
2017-04-05,一百二十日均线偏离,0.10851232127477688,0.1474305920699039,-0.021786332863079825,0.020746295195372355
2017-04-05,二十日波动,0.25265925293704133,0.12240290324156698,-0.002852452001208745,0.020746295195372355
2017-04-05,当前六十日日内相对隔夜强弱,1.4600569572951196,0.5420365050885997,-0.0026110115152936744,0.020746295195372355
2017-05-02,持仓时间对数,2.683029251596902,1.1166354306899884,-0.011158814475478682,0.020746295195372355
