cost,model,name,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,annualized_return_excess_vs_buy_hold,meets_point_target
BASE,KNOWN_CASH_RISK_BUDGET,已知现金支路与可识别风险预算,0.17570507190000087,0.02472213255172929,0.025961872906056404,0.055814673005837666,0.46514422656101645,-0.10726144686130844,1604,0.09352449803392703,48,1308.0856200000003,3858.79999999983,False,3.319655661471188e-11,-0.011535339093887684,False
BASE,CONTINUOUS_REFERENCE_MIN_VARIANCE,原第91轮连续最小方差,0.24479840689999874,0.03358895008381669,0.03340280679001166,0.02708670020680005,1.2331811012411902,-0.0230773650701304,1604,0.044585779150991024,45,761.1186200000001,2262.4999999999645,False,4.695266397902742e-11,-0.002668521561800287,True
BASE,UNIVERSAL_REFERENCE_BUDGET,原第97轮混合增长预算,0.314265939600001,0.042092035802620185,0.04236364245126776,0.0477372491617308,0.8874336748592782,-0.061918995584918285,1604,0.0979934062347456,52,1438.6120800000003,4337.9999999998945,False,4.979483492206782e-11,0.0058345641570032095,False
BASE,TANGENCY_REFERENCE_BUDGET,原第98轮正定切点预算,0.09762131189999974,0.014152317277716892,0.01448516433568129,0.029406532626296937,0.4925832133887101,-0.06361245184404167,1604,0.040869682802669054,38,543.63762,1580.5999999999783,False,4.0259351408167277e-11,-0.022105154367900084,False
BASE,BUY_HOLD,买入持有,0.26625532120000167,0.036257471645616976,0.051838074484355,0.1800562146602094,0.28789939065519343,-0.4095181596707963,1604,0.9526549098848204,2,85.73576,290.400000000011,False,8.185452315956354e-11,0.0,False
STRESS,KNOWN_CASH_RISK_BUDGET,已知现金支路与可识别风险预算,0.15162813739999997,0.021528186852225375,0.02283820654518222,0.05578256611641474,0.40941477123014214,-0.11664332700514152,1604,0.09356730535346722,48,2564.87252,6976.099999999932,False,3.319655661471188e-11,-0.014556757661517272,False
STRESS,CONTINUOUS_REFERENCE_MIN_VARIANCE,原第91轮连续最小方差,0.23100648979999944,0.03185300250380885,0.03171986770924186,0.027020129920864125,1.173934685071545,-0.023569045524213978,1604,0.04460440927006789,45,1490.30204,4072.0000000000236,False,3.998934516857844e-11,-0.004231942009933799,False
STRESS,UNIVERSAL_REFERENCE_BUDGET,原第97轮混合增长预算,0.28673109319999995,0.038768406243745765,0.03916833214518695,0.04772960913328918,0.8206296438717087,-0.0627588467149691,1604,0.09804626734829339,52,2846.78136,7814.100000000026,False,3.4503955248510465e-11,0.0026834617300031186,False
STRESS,TANGENCY_REFERENCE_BUDGET,原第98轮正定切点预算,0.088750698,0.01291149275287959,0.013259952224580264,0.029376139112094538,0.45138512498128014,-0.06579595553791341,1604,0.040894261799901216,38,1059.2604000000001,2795.4999999999914,False,2.7824853532365523e-11,-0.023173451760863058,False
STRESS,BUY_HOLD,买入持有,0.26485864240000195,0.036084944513742646,0.05169164368473765,0.18016774072774588,0.28690843031022767,-0.4097147841252319,1604,0.9532622781788082,2,171.47152,483.99999999998965,False,6.184563972055912e-11,0.0,False
