date,panic_budget,learned_budget,panic_confirmed_cash_window,learned_confirmed_cash_window,budget_status,budget_update_scheduled,moment_attempt_origin,last_successful_budget_origin,window_start,window_observations,panic_mean,learned_mean,panic_variance,learned_variance,reference_covariance,estimated_daily_ratio,panic_state,learned_state,target,panic_reference_return,learned_reference_return
2015-11-17,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-11-02,2015-11-02,2014-11-05,242,-0.00012118247468370119,0.0023367475554904225,6.909598189508595e-05,0.0002558838535095901,2.8434784257042045e-07,0.1460798639923526,0.0,1.0,1.0,0.0,-0.003621293390757896
2015-11-18,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-11-02,2015-11-02,2014-11-05,242,-0.00012118247468370119,0.0023367475554904225,6.909598189508595e-05,0.0002558838535095901,2.8434784257042045e-07,0.1460798639923526,0.0,1.0,1.0,0.0,-0.008566929213784547
2015-11-19,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-11-02,2015-11-02,2014-11-05,242,-0.00012118247468370119,0.0023367475554904225,6.909598189508595e-05,0.0002558838535095901,2.8434784257042045e-07,0.1460798639923526,0.0,1.0,1.0,0.0,0.01492528706522922
2015-11-20,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-11-02,2015-11-02,2014-11-05,242,-0.00012118247468370119,0.0023367475554904225,6.909598189508595e-05,0.0002558838535095901,2.8434784257042045e-07,0.1460798639923526,0.0,1.0,1.0,0.0,-0.0028379611712863184
2015-11-23,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-11-02,2015-11-02,2014-11-05,242,-0.00012118247468370119,0.0023367475554904225,6.909598189508595e-05,0.0002558838535095901,2.8434784257042045e-07,0.1460798639923526,0.0,1.0,1.0,0.0,-0.004915884020193717
2015-11-24,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-11-02,2015-11-02,2014-11-05,242,-0.00012118247468370119,0.0023367475554904225,6.909598189508595e-05,0.0002558838535095901,2.8434784257042045e-07,0.1460798639923526,0.0,1.0,1.0,0.0,0.0007800267346751433
2015-11-25,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-11-02,2015-11-02,2014-11-05,242,-0.00012118247468370119,0.0023367475554904225,6.909598189508595e-05,0.0002558838535095901,2.8434784257042045e-07,0.1460798639923526,0.0,1.0,1.0,0.0,0.005975543881860501
2015-11-26,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-11-02,2015-11-02,2014-11-05,242,-0.00012118247468370119,0.0023367475554904225,6.909598189508595e-05,0.0002558838535095901,2.8434784257042045e-07,0.1460798639923526,0.0,1.0,1.0,0.0,-0.004648733889841328
2015-11-27,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-11-02,2015-11-02,2014-11-05,242,-0.00012118247468370119,0.0023367475554904225,6.909598189508595e-05,0.0002558838535095901,2.8434784257042045e-07,0.1460798639923526,0.0,1.0,1.0,0.0,-0.053450654608808934
2015-11-30,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-11-02,2015-11-02,2014-11-05,242,-0.00012118247468370119,0.0023367475554904225,6.909598189508595e-05,0.0002558838535095901,2.8434784257042045e-07,0.1460798639923526,0.0,1.0,1.0,0.0,0.0002741211521548603
2015-12-01,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,True,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,1.0,1.0,0.0,0.007673288849558091
2015-12-02,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,1.0,1.0,0.0,0.042425636569230374
2015-12-03,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,1.0,1.0,0.0,0.002087126020209329
2015-12-04,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,1.0,1.0,0.0,-0.018745010981715216
2015-12-07,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,1.0,1.0,0.0,0.0015919248981746126
2015-12-08,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,1.0,1.0,0.0,-0.014304552310591023
2015-12-09,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,1.0,1.0,0.0,0.0013437168523187104
2015-12-10,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,1.0,1.0,0.0,-0.0018786791803713232
2015-12-11,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,1.0,1.0,0.0,-0.004839982094549167
2015-12-14,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,1.0,1.0,0.0,0.03026191125247002
2015-12-15,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,1.0,1.0,0.0,-0.009441330205786858
2015-12-16,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,1.0,1.0,0.0,0.00026475884809262773
2015-12-17,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,1.0,1.0,0.0,0.018528213857931686
2015-12-18,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,1.0,1.0,0.0,0.00363823281590836
2015-12-21,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,1.0,1.0,0.0,0.025893171868886178
2015-12-22,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,1.0,1.0,0.0,0.0012619818797368065
2015-12-23,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,1.0,1.0,0.0,-0.0012603912887690916
2015-12-24,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,1.0,1.0,0.0,-0.011862629669526559
2015-12-25,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,1.0,1.0,0.0,0.005108528095905562
2015-12-28,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,0.0,0.0,0.0,-0.029732997507902925
2015-12-29,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,0.0,0.0,0.0,-0.002554673582691458
2015-12-30,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,0.0,0.0,0.0,0.0
2015-12-31,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2015-12-01,2015-12-01,2014-12-04,242,-0.00012118247468370119,0.0019121818898256567,6.909598189508591e-05,0.0002736349590254962,2.3268443940237313e-07,0.11559616071140404,0.0,0.0,0.0,0.0,0.0
2016-01-04,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,True,2016-01-04,2016-01-04,2015-01-08,242,-0.00012118247468370119,0.0012063033458558489,6.909598189508586e-05,0.00022571601725774142,1.4678939240726043e-07,0.08029256706141671,0.0,0.0,0.0,0.0,0.0
2016-01-05,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-01-04,2016-01-04,2015-01-08,242,-0.00012118247468370119,0.0012063033458558489,6.909598189508586e-05,0.00022571601725774142,1.4678939240726043e-07,0.08029256706141671,0.0,0.0,0.0,0.0,0.0
2016-01-06,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-01-04,2016-01-04,2015-01-08,242,-0.00012118247468370119,0.0012063033458558489,6.909598189508586e-05,0.00022571601725774142,1.4678939240726043e-07,0.08029256706141671,1.0,0.0,0.0,0.0,0.0
2016-01-07,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-01-04,2016-01-04,2015-01-08,242,-0.00012118247468370119,0.0012063033458558489,6.909598189508586e-05,0.00022571601725774142,1.4678939240726043e-07,0.08029256706141671,1.0,0.0,0.0,-0.016089391378331763,0.0
2016-01-08,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-01-04,2016-01-04,2015-01-08,242,-0.00012118247468370119,0.0012063033458558489,6.909598189508586e-05,0.00022571601725774142,1.4678939240726043e-07,0.08029256706141671,1.0,0.0,0.0,-0.021535751781414647,0.0
2016-01-11,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-01-04,2016-01-04,2015-01-08,242,-0.00012118247468370119,0.0012063033458558489,6.909598189508586e-05,0.00022571601725774142,1.4678939240726043e-07,0.08029256706141671,0.0,0.0,0.0,-0.05068034138042388,0.0
2016-01-12,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-01-04,2016-01-04,2015-01-08,242,-0.00012118247468370119,0.0012063033458558489,6.909598189508586e-05,0.00022571601725774142,1.4678939240726043e-07,0.08029256706141671,0.0,0.0,0.0,0.007427786914030454,0.0
2016-01-13,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-01-04,2016-01-04,2015-01-08,242,-0.00012118247468370119,0.0012063033458558489,6.909598189508586e-05,0.00022571601725774142,1.4678939240726043e-07,0.08029256706141671,0.0,0.0,0.0,0.0,0.0
2016-01-14,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-01-04,2016-01-04,2015-01-08,242,-0.00012118247468370119,0.0012063033458558489,6.909598189508586e-05,0.00022571601725774142,1.4678939240726043e-07,0.08029256706141671,0.0,0.0,0.0,0.0,0.0
2016-01-15,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-01-04,2016-01-04,2015-01-08,242,-0.00012118247468370119,0.0012063033458558489,6.909598189508586e-05,0.00022571601725774142,1.4678939240726043e-07,0.08029256706141671,0.0,0.0,0.0,0.0,0.0
2016-01-18,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-01-04,2016-01-04,2015-01-08,242,-0.00012118247468370119,0.0012063033458558489,6.909598189508586e-05,0.00022571601725774142,1.4678939240726043e-07,0.08029256706141671,0.0,0.0,0.0,0.0,0.0
2016-01-19,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-01-04,2016-01-04,2015-01-08,242,-0.00012118247468370119,0.0012063033458558489,6.909598189508586e-05,0.00022571601725774142,1.4678939240726043e-07,0.08029256706141671,0.0,0.0,0.0,0.0,0.0
2016-01-20,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-01-04,2016-01-04,2015-01-08,242,-0.00012118247468370119,0.0012063033458558489,6.909598189508586e-05,0.00022571601725774142,1.4678939240726043e-07,0.08029256706141671,0.0,0.0,0.0,0.0,0.0
2016-01-21,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-01-04,2016-01-04,2015-01-08,242,-0.00012118247468370119,0.0012063033458558489,6.909598189508586e-05,0.00022571601725774142,1.4678939240726043e-07,0.08029256706141671,0.0,0.0,0.0,0.0,0.0
2016-01-22,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-01-04,2016-01-04,2015-01-08,242,-0.00012118247468370119,0.0012063033458558489,6.909598189508586e-05,0.00022571601725774142,1.4678939240726043e-07,0.08029256706141671,0.0,0.0,0.0,0.0,0.0
2016-01-25,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-01-04,2016-01-04,2015-01-08,242,-0.00012118247468370119,0.0012063033458558489,6.909598189508586e-05,0.00022571601725774142,1.4678939240726043e-07,0.08029256706141671,0.0,0.0,0.0,0.0,0.0
2016-01-26,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-01-04,2016-01-04,2015-01-08,242,-0.00012118247468370119,0.0012063033458558489,6.909598189508586e-05,0.00022571601725774142,1.4678939240726043e-07,0.08029256706141671,0.0,0.0,0.0,0.0,0.0
2016-01-27,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-01-04,2016-01-04,2015-01-08,242,-0.00012118247468370119,0.0012063033458558489,6.909598189508586e-05,0.00022571601725774142,1.4678939240726043e-07,0.08029256706141671,0.0,0.0,0.0,0.0,0.0
2016-01-28,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-01-04,2016-01-04,2015-01-08,242,-0.00012118247468370119,0.0012063033458558489,6.909598189508586e-05,0.00022571601725774142,1.4678939240726043e-07,0.08029256706141671,0.0,0.0,0.0,0.0,0.0
2016-01-29,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-01-04,2016-01-04,2015-01-08,242,-0.00012118247468370119,0.0012063033458558489,6.909598189508586e-05,0.00022571601725774142,1.4678939240726043e-07,0.08029256706141671,1.0,0.0,0.0,0.0,0.0
2016-02-01,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,True,2016-02-01,2016-02-01,2015-02-05,242,-0.0005012498825264442,0.0015580732461390734,8.325472199460638e-05,0.0001765982943133289,7.842246292362777e-07,0.11724507749121342,1.0,0.0,0.0,-0.011098615071803986,0.0
2016-02-02,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-02-01,2016-02-01,2015-02-05,242,-0.0005012498825264442,0.0015580732461390734,8.325472199460638e-05,0.0001765982943133289,7.842246292362777e-07,0.11724507749121342,1.0,0.0,0.0,0.021353862426659154,0.0
2016-02-03,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-02-01,2016-02-01,2015-02-05,242,-0.0005012498825264442,0.0015580732461390734,8.325472199460638e-05,0.0001765982943133289,7.842246292362777e-07,0.11724507749121342,1.0,0.0,0.0,-0.004721027726215854,0.0
2016-02-04,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-02-01,2016-02-01,2015-02-05,242,-0.0005012498825264442,0.0015580732461390734,8.325472199460638e-05,0.0001765982943133289,7.842246292362777e-07,0.11724507749121342,1.0,0.0,0.0,0.013213817177436749,0.0
2016-02-05,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-02-01,2016-02-01,2015-02-05,242,-0.0005012498825264442,0.0015580732461390734,8.325472199460638e-05,0.0001765982943133289,7.842246292362777e-07,0.11724507749121342,1.0,0.0,0.0,-0.011703900673425416,0.0
2016-02-15,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-02-01,2016-02-01,2015-02-05,242,-0.0005012498825264442,0.0015580732461390734,8.325472199460638e-05,0.0001765982943133289,7.842246292362777e-07,0.11724507749121342,1.0,0.0,0.0,-0.003721929880713848,0.0
2016-02-16,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-02-01,2016-02-01,2015-02-05,242,-0.0005012498825264442,0.0015580732461390734,8.325472199460638e-05,0.0001765982943133289,7.842246292362777e-07,0.11724507749121342,1.0,0.0,0.0,0.0281885686121075,0.0
2016-02-17,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-02-01,2016-02-01,2015-02-05,242,-0.0005012498825264442,0.0015580732461390734,8.325472199460638e-05,0.0001765982943133289,7.842246292362777e-07,0.11724507749121342,0.0,0.0,0.0,0.010239620325850796,0.0
2016-02-18,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-02-01,2016-02-01,2015-02-05,242,-0.0005012498825264442,0.0015580732461390734,8.325472199460638e-05,0.0001765982943133289,7.842246292362777e-07,0.11724507749121342,0.0,0.0,0.0,0.0063382961846771835,0.0
2016-02-19,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-02-01,2016-02-01,2015-02-05,242,-0.0005012498825264442,0.0015580732461390734,8.325472199460638e-05,0.0001765982943133289,7.842246292362777e-07,0.11724507749121342,0.0,0.0,0.0,0.0,0.0
2016-02-22,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-02-01,2016-02-01,2015-02-05,242,-0.0005012498825264442,0.0015580732461390734,8.325472199460638e-05,0.0001765982943133289,7.842246292362777e-07,0.11724507749121342,0.0,0.0,0.0,0.0,0.0
2016-02-23,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-02-01,2016-02-01,2015-02-05,242,-0.0005012498825264442,0.0015580732461390734,8.325472199460638e-05,0.0001765982943133289,7.842246292362777e-07,0.11724507749121342,0.0,0.0,0.0,0.0,0.0
2016-02-24,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-02-01,2016-02-01,2015-02-05,242,-0.0005012498825264442,0.0015580732461390734,8.325472199460638e-05,0.0001765982943133289,7.842246292362777e-07,0.11724507749121342,0.0,0.0,0.0,0.0,0.0
2016-02-25,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-02-01,2016-02-01,2015-02-05,242,-0.0005012498825264442,0.0015580732461390734,8.325472199460638e-05,0.0001765982943133289,7.842246292362777e-07,0.11724507749121342,0.0,0.0,0.0,0.0,0.0
2016-02-26,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-02-01,2016-02-01,2015-02-05,242,-0.0005012498825264442,0.0015580732461390734,8.325472199460638e-05,0.0001765982943133289,7.842246292362777e-07,0.11724507749121342,0.0,0.0,0.0,0.0,0.0
2016-02-29,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-02-01,2016-02-01,2015-02-05,242,-0.0005012498825264442,0.0015580732461390734,8.325472199460638e-05,0.0001765982943133289,7.842246292362777e-07,0.11724507749121342,0.0,0.0,0.0,0.0,0.0
2016-03-01,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,True,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,1.0,0.0,0.0,0.0,0.0
2016-03-02,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,0.0,0.0,0.0,0.042839206427014886,0.0
2016-03-03,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,0.0,0.0,0.0,-0.0011821814700049282,0.0
2016-03-04,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,0.0,0.0,0.0,0.0,0.0
2016-03-07,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,0.0,0.0,0.0,0.0,0.0
2016-03-08,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,0.0,0.0,0.0,0.0,0.0
2016-03-09,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,0.0,0.0,0.0,0.0,0.0
2016-03-10,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,0.0,0.0,0.0,0.0,0.0
2016-03-11,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,0.0,0.0,0.0,0.0,0.0
2016-03-14,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,0.0,0.0,0.0,0.0,0.0
2016-03-15,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,0.0,0.0,0.0,0.0,0.0
2016-03-16,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,0.0,0.0,0.0,0.0,0.0
2016-03-17,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,0.0,0.0,0.0,0.0,0.0
2016-03-18,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,0.0,0.0,0.0,0.0,0.0
2016-03-21,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,0.0,0.0,0.0,0.0,0.0
2016-03-22,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,0.0,0.0,0.0,0.0,0.0
2016-03-23,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,0.0,0.0,0.0,0.0,0.0
2016-03-24,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,0.0,0.0,0.0,0.0,0.0
2016-03-25,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,0.0,0.0,0.0,0.0,0.0
2016-03-28,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,0.0,0.0,0.0,0.0,0.0
2016-03-29,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,0.0,0.0,0.0,0.0,0.0
2016-03-30,0.0,1.0,False,False,TANGENCY_BUDGET_AVAILABLE,False,2016-03-01,2016-03-01,2015-03-06,242,-0.00025667423605381503,0.0014547081621013728,9.067461108651022e-05,0.00016737348410529032,3.7493542613131014e-07,0.11244303187607042,0.0,0.0,0.0,0.0,0.0
