period,cost,cycles,losing_cycles,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
evaluation,BASE,23,13,0.17570507190000087,0.02472213255172929,0.025961872906056404,0.055814673005837666,0.46514422656101645,-0.10726144686130844,1604,0.09352449803392703,48,1308.0856200000003,3858.79999999983,False,3.319655661471188e-11
evaluation,STRESS,23,13,0.15162813739999997,0.021528186852225375,0.02283820654518222,0.05578256611641474,0.40941477123014214,-0.11664332700514152,1604,0.09356730535346722,48,2564.87252,6976.099999999932,False,3.319655661471188e-11
earlier_diagnostic,BASE,10,5,0.36884289290000016,0.0643130287904452,0.06887209156241872,0.11378666457822845,0.6052738413390182,-0.13839783552039428,1219,0.21863296932982698,22,875.42142,2627.799999999935,False,5.218225851422176e-11
earlier_diagnostic,STRESS,10,5,0.35059959180000017,0.061481879120786564,0.06620666437468303,0.11377346554824987,0.5819165660081405,-0.13973031228065327,1219,0.21866003667574413,22,1737.7816400000002,5036.30000000003,False,9.231371222995222e-11
