period,cost,cycles,losing_cycles,net_profit,largest_three_positive_profit,largest_three_vs_net_profit
evaluation,BASE,25,10,59017.68538000016,44915.509280000035,0.7610516913836974
evaluation,STRESS,25,10,53872.16288,43958.98872000001,0.8159870769977893
earlier_diagnostic,BASE,16,7,47011.54328000003,64825.537899999974,1.3789280967421145
earlier_diagnostic,STRESS,16,7,44168.03867999996,64128.807599999986,1.451927898918423
