date,panic_budget,learned_budget,panic_reference_equity,learned_reference_equity,panic_state,learned_state,target,budget_status,budget_update_scheduled,last_successful_budget_origin
2015-04-17,0.4446616898616116,0.5553383101383885,200000.0,249780.14648000005,0.0,1.0,0.5553383101383885,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-04-17
2015-04-20,0.45010562647640956,0.5498943735235905,200000.0,244340.14648000005,0.0,1.0,0.5498943735235905,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-04-20
2015-04-21,0.4449307572424576,0.5550692427575423,200000.0,249508.14648000005,0.0,1.0,0.5550692427575423,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-04-21
2015-04-22,0.4383003054905266,0.5616996945094733,200000.0,256308.14648000005,0.0,1.0,0.5616996945094733,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-04-22
2015-04-23,0.4385617270554917,0.5614382729445083,200000.0,256036.14648000005,0.0,1.0,0.5614382729445083,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-04-23
2015-04-24,0.43945289772903745,0.5605471022709625,200000.0,255111.34648000004,0.0,1.0,0.5605471022709625,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-04-24
2015-04-27,0.43441604986823507,0.565583950131765,200000.0,260388.14648000005,0.0,1.0,0.565583950131765,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-04-27
2015-04-28,0.43762206573680656,0.5623779342631935,200000.0,257015.34648000004,0.0,1.0,0.5623779342631935,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-04-28
2015-04-29,0.4362718639784546,0.5637281360215454,200000.0,258429.74648000003,0.0,1.0,0.5637281360215454,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-04-29
2015-04-30,0.4367901851881205,0.5632098148118796,200000.0,257885.74648000006,0.0,1.0,0.5632098148118796,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-04-30
2015-05-04,0.4354451038885286,0.5645548961114715,200000.0,259300.14648000002,0.0,1.0,0.5645548961114715,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-05-04
2015-05-05,0.4449846097987742,0.5550153902012258,200000.0,249453.74648000003,0.0,1.0,0.5550153902012258,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-05-05
2015-05-06,0.4475849526315232,0.5524150473684768,200000.0,246842.54648000002,0.0,1.0,0.5524150473684768,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-05-06
2015-05-07,0.4519314966554219,0.5480685033445781,200000.0,242544.94648000004,0.0,1.0,0.5480685033445781,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-05-07
2015-05-08,0.4481305206512981,0.5518694793487018,200000.0,246298.54648000005,0.0,1.0,0.5518694793487018,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-05-08
2015-05-11,0.4401368287443713,0.5598631712556287,200000.0,254404.14648000005,0.0,1.0,0.5598631712556287,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-05-11
2015-05-12,0.43730973946579393,0.5626902605342061,200000.0,257341.74648000006,0.0,1.0,0.5626902605342061,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-05-12
2015-05-13,0.4396105392393157,0.5603894607606843,200000.0,254948.14648000002,0.0,1.0,0.5603894607606843,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-05-13
2015-05-14,0.4401895270096816,0.5598104729903184,200000.0,254349.7464800001,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-05-14
2015-05-15,0.4407136649065073,0.5592863350934927,200000.0,253809.39128000004,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-05-15
2015-05-18,0.4407136649065073,0.5592863350934927,200000.0,253809.39128000004,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-05-18
2015-05-19,0.4407136649065073,0.5592863350934927,200000.0,253809.39128000004,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-05-19
2015-05-20,0.4407136649065073,0.5592863350934927,200000.0,253809.39128000004,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-05-20
2015-05-21,0.4407136649065073,0.5592863350934927,200000.0,253809.39128000004,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-05-21
2015-05-22,0.4407136649065073,0.5592863350934927,200000.0,253809.39128000004,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-05-22
2015-05-25,0.4407136649065073,0.5592863350934927,200000.0,253809.39128000004,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-05-25
2015-05-26,0.4407136649065073,0.5592863350934927,200000.0,253809.39128000004,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-05-26
2015-05-27,0.4407136649065073,0.5592863350934927,200000.0,253809.39128000004,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-05-27
2015-05-28,0.4407136649065073,0.5592863350934927,200000.0,253809.39128000004,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-05-28
2015-05-29,0.4407136649065073,0.5592863350934927,200000.0,253809.39128000004,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-05-29
2015-06-01,0.4407136649065073,0.5592863350934927,200000.0,253809.39128000004,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-06-01
2015-06-02,0.4407136649065073,0.5592863350934927,200000.0,253809.39128000004,0.0,1.0,0.5592863350934927,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-06-02
2015-06-03,0.4429677573831413,0.5570322426168588,200000.0,251500.12990000006,0.0,1.0,0.5570322426168588,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-06-03
2015-06-04,0.4401912869813649,0.559808713018635,200000.0,254347.92990000005,0.0,1.0,0.559808713018635,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-06-04
2015-06-05,0.4398110546288235,0.5601889453711765,200000.0,254740.72990000006,0.0,1.0,0.5601889453711765,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-06-05
2015-06-08,0.4338616619582614,0.5661383380417386,200000.0,260976.42990000005,0.0,1.0,0.5661383380417386,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-06-08
2015-06-09,0.4358579176491048,0.5641420823508951,200000.0,258865.12990000003,0.0,1.0,0.5641420823508951,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-06-09
2015-06-10,0.4360912332592678,0.5639087667407321,200000.0,258619.62990000003,0.0,1.0,0.5639087667407321,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-06-10
2015-06-11,0.43604455015628474,0.5639554498437153,200000.0,258668.72990000006,0.0,1.0,0.5639554498437153,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-06-11
2015-06-12,0.43423167263548457,0.5657683273645154,200000.0,260583.62990000003,0.0,1.0,0.5657683273645154,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-06-12
2015-06-15,0.4401912869813649,0.559808713018635,200000.0,254347.92990000005,0.0,1.0,0.559808713018635,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-06-15
2015-06-16,0.446757327081908,0.5532426729180919,200000.0,247670.32990000004,0.0,1.0,0.5532426729180919,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-06-16
2015-06-17,0.44311232089607416,0.5568876791039259,200000.0,251352.82990000007,0.0,1.0,0.5568876791039259,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-06-17
2015-06-18,0.4530178270562808,0.5469821729437192,200000.0,241483.72990000003,0.0,1.0,0.5469821729437192,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-06-18
2015-06-19,0.468978117661352,0.531021882338648,200000.0,226459.12990000003,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-06-19
2015-06-23,0.46848849165647233,0.5315115083435277,200000.0,226904.83024000007,1.0,0.0,0.46848849165647233,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-06-23
2015-06-24,0.4724584488546676,0.5275415511453324,203212.62638,226904.83024000007,1.0,0.0,0.4724584488546676,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-06-24
2015-06-25,0.4633535463797285,0.5366464536202715,195915.12637999997,226904.83024000007,1.0,0.0,0.4633535463797285,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-06-25
2015-06-26,0.4441671765520781,0.5558328234479218,181320.12638,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-06-26
2015-06-29,0.44940408693431727,0.5505959130656827,185202.89678,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-06-29
2015-06-30,0.44940408693431727,0.5505959130656827,185202.89678,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-06-30
2015-07-01,0.44940408693431727,0.5505959130656827,185202.89678,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-01
2015-07-02,0.44940408693431727,0.5505959130656827,185202.89678,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-02
2015-07-03,0.44940408693431727,0.5505959130656827,185202.89678,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-03
2015-07-06,0.44940408693431727,0.5505959130656827,185202.89678,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-06
2015-07-07,0.44940408693431727,0.5505959130656827,185202.89678,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-07
2015-07-08,0.44940408693431727,0.5505959130656827,185202.89678,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-08
2015-07-09,0.44940408693431727,0.5505959130656827,185202.89678,226904.83024000007,1.0,0.0,0.44940408693431727,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-09
2015-07-10,0.465036059639585,0.534963940360415,197244.93598,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-10
2015-07-13,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-13
2015-07-14,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-14
2015-07-15,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-15
2015-07-16,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-16
2015-07-17,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-17
2015-07-20,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-20
2015-07-21,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-21
2015-07-22,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-22
2015-07-23,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-23
2015-07-24,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-24
2015-07-27,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-27
2015-07-28,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-28
2015-07-29,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-29
2015-07-30,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-30
2015-07-31,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-07-31
2015-08-03,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-08-03
2015-08-04,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-08-04
2015-08-05,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-08-05
2015-08-06,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-08-06
2015-08-07,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-08-07
2015-08-10,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-08-10
2015-08-11,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-08-11
2015-08-12,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-08-12
2015-08-13,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-08-13
2015-08-14,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-08-14
2015-08-17,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-08-17
2015-08-18,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-08-18
2015-08-19,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-08-19
2015-08-20,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-08-20
2015-08-21,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-08-21
2015-08-24,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-08-24
2015-08-25,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-08-25
2015-08-26,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-08-26
2015-08-27,0.46248505552114183,0.5375149444788583,195231.95418,226904.83024000007,1.0,0.0,0.46248505552114183,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-08-27
2015-08-28,0.4715970281206883,0.5284029718793116,202511.43408,226904.83024000007,1.0,0.0,0.4715970281206883,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-08-28
2015-08-31,0.4710840212239676,0.5289159787760325,202094.93408,226904.83024000007,1.0,0.0,0.4710840212239676,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-08-31
2015-09-01,0.47012864659221093,0.5298713534077891,201321.43408,226904.83024000007,1.0,0.0,0.47012864659221093,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-09-01
2015-09-02,0.46939139120051504,0.5306086087994849,200726.43408,226904.83024000007,1.0,0.0,0.46939139120051504,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-09-02
2015-09-07,0.4631920643235296,0.5368079356764704,195787.93408,226904.83024000007,1.0,0.0,0.4631920643235296,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-09-07
2015-09-08,0.46983399042374935,0.5301660095762507,201083.43408,226904.83024000007,1.0,0.0,0.46983399042374935,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-09-08
2015-09-09,0.47450951064309566,0.5254904893569045,204891.43408,226904.83024000007,1.0,0.0,0.47450951064309566,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-09-09
2015-09-10,0.470055013260166,0.529944986739834,201261.93408,226904.83024000007,1.0,0.0,0.470055013260166,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-09-10
2015-09-11,0.47057001724037817,0.5294299827596217,201678.43408,226904.83024000007,1.0,0.0,0.47057001724037817,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-09-11
2015-09-14,0.46167653109924445,0.5383234689007556,194597.93408,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-09-14
2015-09-15,0.4591074580011688,0.5408925419988312,192595.92568000001,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-09-15
2015-09-16,0.4591074580011688,0.5408925419988312,192595.92568000001,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-09-16
2015-09-17,0.4591074580011688,0.5408925419988312,192595.92568000001,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-09-17
2015-09-18,0.4591074580011688,0.5408925419988312,192595.92568000001,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-09-18
2015-09-21,0.4591074580011688,0.5408925419988312,192595.92568000001,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-09-21
2015-09-22,0.4591074580011688,0.5408925419988312,192595.92568000001,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-09-22
2015-09-23,0.4591074580011688,0.5408925419988312,192595.92568000001,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-09-23
2015-09-24,0.4591074580011688,0.5408925419988312,192595.92568000001,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-09-24
2015-09-25,0.4591074580011688,0.5408925419988312,192595.92568000001,226904.83024000007,0.0,0.0,0.0,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-09-25
2015-09-28,0.4591074580011688,0.5408925419988312,192595.92568000001,226904.83024000007,0.0,1.0,0.5408925419988312,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-09-28
2015-09-29,0.4612198757483903,0.5387801242516097,192595.92568000001,224983.48884000006,0.0,1.0,0.5387801242516097,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-09-29
2015-09-30,0.45953724384316613,0.5404627561568339,192595.92568000001,226512.48884000006,0.0,1.0,0.5404627561568339,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-09-30
2015-10-08,0.4508643837060085,0.5491356162939915,192595.92568000001,234574.48884000006,0.0,1.0,0.5491356162939915,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-10-08
2015-10-09,0.44780438480436935,0.5521956151956308,192595.92568000001,237493.48884000006,0.0,1.0,0.5521956151956308,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-10-09
2015-10-12,0.43782855016966654,0.5621714498303334,192595.92568000001,247292.98884000006,0.0,1.0,0.5621714498303334,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-10-12
2015-10-13,0.4395647698432997,0.5604352301567004,192595.92568000001,245555.48884000006,0.0,1.0,0.5604352301567004,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-10-13
2015-10-14,0.4422303560576629,0.5577696439423371,192595.92568000001,242914.48884000006,0.0,1.0,0.5577696439423371,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-10-14
2015-10-15,0.4360373717499695,0.5639626282500305,192595.92568000001,249099.98884000006,0.0,1.0,0.5639626282500305,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-10-15
2015-10-16,0.4327012213333372,0.5672987786666629,192595.92568000001,252505.48884000006,0.0,1.0,0.5672987786666629,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-10-16
2015-10-19,0.43310698416964155,0.5668930158303583,192595.92568000001,252088.48884000006,0.0,1.0,0.5668930158303583,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-10-19
2015-10-20,0.4299487274992515,0.5700512725007485,192595.92568000001,255354.98884000006,0.0,1.0,0.5700512725007485,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-10-20
2015-10-21,0.43734486379064896,0.562655136209351,192595.92568000001,247779.48884000006,0.0,1.0,0.562655136209351,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-10-21
2015-10-22,0.4342607892181389,0.5657392107818612,192595.92568000001,250906.98884000006,0.0,1.0,0.5657392107818612,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-10-22
2015-10-23,0.43001544479448295,0.569984555205517,192595.92568000001,255285.48884000003,0.0,1.0,0.569984555205517,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-10-23
2015-10-26,0.42961545131988793,0.5703845486801121,192595.92568000001,255702.48884000006,0.0,1.0,0.5703845486801121,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-10-26
2015-10-27,0.42948228547377454,0.5705177145262256,192595.92568000001,255841.48884000006,0.0,1.0,0.5705177145262256,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-10-27
2015-10-28,0.4337849493286158,0.5662150506713842,192595.92568000001,251393.48884000006,0.0,1.0,0.5662150506713842,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-10-28
2015-10-29,0.43344570164298396,0.566554298357016,192595.92568000001,251740.98884000006,0.0,1.0,0.566554298357016,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-10-29
2015-10-30,0.43337791577113344,0.5666220842288665,192595.92568000001,251810.48884000006,0.0,1.0,0.5666220842288665,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-10-30
2015-11-02,0.43748295081403427,0.5625170491859657,192595.92568000001,247640.48884000006,0.0,1.0,0.5625170491859657,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-11-02
2015-11-03,0.43935569677006325,0.5606443032299367,192595.92568000001,245763.9888400001,0.0,1.0,0.5606443032299367,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-11-03
2015-11-04,0.42519888736408884,0.5748011126359112,192595.92568000001,260358.98884000006,0.0,1.0,0.5748011126359112,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-11-04
2015-11-05,0.42138419010365386,0.5786158098963462,192595.92568000001,264459.48884000006,0.0,1.0,0.5786158098963462,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-11-05
2015-11-06,0.41569522213208543,0.5843047778679146,192595.92568000001,270714.48884000006,0.0,1.0,0.5843047778679146,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-11-06
2015-11-09,0.41321580465958213,0.5867841953404179,192595.92568000001,273494.48884000006,0.0,1.0,0.5867841953404179,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-11-09
2015-11-10,0.41389469116214905,0.5861053088378508,192595.92568000001,272729.98884000006,0.0,1.0,0.5861053088378508,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-11-10
2015-11-11,0.41420401391926526,0.5857959860807347,192595.92568000001,272382.48884000006,0.0,1.0,0.5857959860807347,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-11-11
2015-11-12,0.4166953404200093,0.5833046595799907,192595.92568000001,269602.48884000006,0.0,1.0,0.5833046595799907,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-11-12
2015-11-13,0.41902664877911416,0.5809733512208858,192595.92568000001,267030.98884000006,0.0,1.0,0.5809733512208858,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-11-13
2015-11-16,0.4176373317914959,0.582362668208504,192595.92568000001,268559.98884000006,0.0,1.0,0.582362668208504,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-11-16
2015-11-17,0.4185203744056638,0.5814796255943362,192595.92568000001,267586.98884000006,0.0,1.0,0.5814796255943362,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-11-17
2015-11-18,0.4206166807369766,0.5793833192630234,192595.92568000001,265293.48884000006,0.0,1.0,0.5793833192630234,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-11-18
2015-11-19,0.41700886503638135,0.5829911349636185,192595.92568000001,269254.98884000006,0.0,1.0,0.5829911349636185,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-11-19
2015-11-20,0.4177002826693476,0.5822997173306524,192595.92568000001,268490.48884000006,0.0,1.0,0.5822997173306524,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-11-20
2015-11-23,0.4188999653901529,0.5811000346098472,192595.92568000001,267169.98884000006,0.0,1.0,0.5811000346098472,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-11-23
2015-11-24,0.4187100838662534,0.5812899161337467,192595.92568000001,267378.48884000006,0.0,1.0,0.5812899161337467,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-11-24
2015-11-25,0.41726002462749534,0.5827399753725048,192595.92568000001,268976.98884000006,0.0,1.0,0.5827399753725048,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-11-25
2015-11-26,0.41839399690720586,0.5816060030927941,192595.92568000001,267725.98884000006,0.0,1.0,0.5816060030927941,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-11-26
2015-11-27,0.43182467145519193,0.568175328544808,192595.92568000001,253408.98884000006,0.0,1.0,0.568175328544808,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-11-27
2015-11-30,0.4317573916164717,0.5682426083835282,192595.92568000001,253478.48884000006,0.0,1.0,0.5682426083835282,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-11-30
2015-12-01,0.42988203090330906,0.570117969096691,192595.92568000001,255424.48884000006,0.0,1.0,0.570117969096691,REFERENCE_WEALTH_BUDGET_AVAILABLE,True,2015-12-01
