cost,model,name,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,annualized_return_excess_vs_buy_hold,meets_point_target
BASE,TWO_POLICY_WEALTH_BUDGET,两条原策略累计净值自然分配预算,0.2950884269000002,0.03978352120011404,0.03996204929097835,0.04366943845616181,0.9151033469572738,-0.05659164537707219,1604,0.09053914829022114,52,1324.0146200000001,3990.399999999907,False,4.092726157978177e-11,0.0035260495544970627,False
BASE,PANIC_LEARNED_HALF,原急跌与学习各半,0.29789775640000093,0.04012350448601946,0.0402434177351489,0.042613102103358176,0.944390709635229,-0.05388667659424196,1604,0.08743134815891201,52,1275.84872,3844.1999999999134,False,4.474998149817111e-11,0.003866032840402482,False
BASE,REARM_RIDGE,原学习退出及等待新机会,0.4156678785000001,0.053843129510896016,0.0555106211421822,0.07875318622540121,0.7048682574353758,-0.10591213630792773,1604,0.15681902516459678,48,2377.7243,7186.699999999788,False,5.3006488087703474e-11,0.01758565786527904,False
BASE,PANIC_ONLY,原急跌回升单独策略,0.16894225230000004,0.02383065663551943,0.023775592340672485,0.021265966052220572,1.1180113935237783,-0.009116443854439313,1604,0.017382967485236236,6,260.24954,763.600000000028,False,2.4101609596982598e-11,-0.012426815010097545,False
BASE,BUY_HOLD,买入持有,0.26625532120000167,0.036257471645616976,0.051838074484355,0.1800562146602094,0.28789939065519343,-0.4095181596707963,1604,0.9526549098848204,2,85.73576,290.400000000011,False,8.185452315956354e-11,0.0,False
BASE,TWO_POLICY_RISK_BUDGET,第76轮倒数波动预算,0.3012225615000004,0.04052506386443898,0.04040786007606466,0.037029663452894296,1.09122947140656,-0.032443686458177086,1604,0.06836313637374843,53,1044.9877000000001,3163.8999999999437,False,3.9108272176235914e-11,0.004267592218822003,False
BASE,TWO_POLICY_MIN_VARIANCE,第82轮最小方差预算,0.29601424759999984,0.03989563256059917,0.03972770352817377,0.03493869103159448,1.1370690302120554,-0.03584729547309064,1604,0.055448448247992596,47,866.55048,2617.199999999966,False,4.7066350816749036e-11,0.0036381609149821956,False
STRESS,TWO_POLICY_WEALTH_BUDGET,两条原策略累计净值自然分配预算,0.2693608144000012,0.0366405046682434,0.036931845040179836,0.0436122575444042,0.846822593455002,-0.05732810696792312,1604,0.09056381829385099,52,2620.6371200000003,7191.100000000023,False,4.001776687800884e-11,0.000555560154500756,False
STRESS,PANIC_LEARNED_HALF,原急跌与学习各半,0.2738661323999994,0.03719478062376239,0.037421580299378074,0.04257273335175791,0.8790034689617331,-0.05455698002155782,1604,0.08744970775820289,52,2527.97352,6941.500000000024,False,4.274625098332763e-11,0.0011098361100197462,False
STRESS,REARM_RIDGE,原学习退出及等待新机会,0.3691532536000016,0.048544598201058685,0.050466389528222085,0.07871400063444749,0.6411361272639541,-0.11010739189022936,1604,0.15683214718068728,48,4672.34928,12818.600000000035,False,7.51469997339882e-11,0.012459653687316039,False
STRESS,PANIC_ONLY,原急跌回升单独策略,0.16389669379999985,0.023162693362054825,0.023120531019077118,0.021152070533780154,1.0930623071700383,-0.010235433232663753,1604,0.017377163704915606,6,519.1612400000001,1427.2000000000112,False,2.8421709430404007e-11,-0.012922251151687821,False
STRESS,BUY_HOLD,买入持有,0.26485864240000195,0.036084944513742646,0.05169164368473765,0.18016774072774588,0.28690843031022767,-0.4097147841252319,1604,0.9532622781788082,2,171.47152,483.99999999998965,False,6.184563972055912e-11,0.0,False
STRESS,TWO_POLICY_RISK_BUDGET,第76轮倒数波动预算,0.28179377080000034,0.038166065789459594,0.03813527434765312,0.03696049172325169,1.0317848212950689,-0.03398838059172697,1604,0.06835028187130547,53,2073.24584,5683.600000000015,False,3.785771696129814e-11,0.0020811212757169475,False
STRESS,TWO_POLICY_MIN_VARIANCE,第82轮最小方差预算,0.2799288820000003,0.03793804153907276,0.03784065683805136,0.0348665328599046,1.0853002502456133,-0.03666238561492492,1604,0.05542282892570241,47,1712.2236,4680.100000000015,False,4.3428372009657323e-11,0.001853097025330111,False
