period,cost,terminal_nav_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference
evaluation,BASE,-15600.95542000013,-5141.000000000095,4218.9,3673.95542,11004.900000000094
evaluation,STRESS,-5380.997119999956,-4196.399999999989,0.0,304.19712000000004,880.3999999999855
earlier_diagnostic,BASE,23468.666959999944,42817.30000000006,76.20000000000073,5040.53304,14384.300000000008
earlier_diagnostic,STRESS,74658.63255999995,76934.8,-2136.8999999999996,29.66744,109.60000000001872
