fit_index,fit_origin,first_origin_index,last_origin_index,rows,latest_exit_index,latest_maturity_index,status,state,negative_rows,nonnegative_rows,price_return,new_dividend_yield
731,2015-06-01,488,729,242,731,731,ESTIMATION_COMPLETE,0,106,136,0.0033900951781871617,0.0
731,2015-06-01,488,729,242,731,731,ESTIMATION_COMPLETE,1,106,136,0.00361034363237209,7.418649212351415e-05
731,2015-06-01,488,729,242,731,731,ESTIMATION_COMPLETE,pooled,106,136,0.0035138711689687743,4.169158235040465e-05
752,2015-07-01,509,750,242,752,752,ESTIMATION_COMPLETE,0,106,136,0.0027705799784886386,0.0
752,2015-07-01,509,750,242,752,752,ESTIMATION_COMPLETE,1,106,136,0.0032926708121768194,7.418649212351415e-05
752,2015-07-01,509,750,242,752,752,ESTIMATION_COMPLETE,pooled,106,136,0.003063986397420839,4.169158235040465e-05
775,2015-08-03,532,773,242,775,775,ESTIMATION_COMPLETE,0,109,133,0.00223132332023522,0.0
775,2015-08-03,532,773,242,775,775,ESTIMATION_COMPLETE,1,109,133,0.002206382265457479,7.585987164509718e-05
775,2015-08-03,532,773,242,775,775,ESTIMATION_COMPLETE,pooled,109,133,0.002217616046328445,4.169158235040465e-05
796,2015-09-01,553,794,242,796,796,ESTIMATION_COMPLETE,0,108,134,0.0011509648497727246,0.0
796,2015-09-01,553,794,242,796,796,ESTIMATION_COMPLETE,1,108,134,0.0019829570375548026,7.529375319998452e-05
796,2015-09-01,553,794,242,796,796,ESTIMATION_COMPLETE,pooled,108,134,0.0016116547388751975,4.169158235040465e-05
816,2015-10-08,573,814,242,816,816,ESTIMATION_COMPLETE,0,113,129,0.002112441261531768,0.0
816,2015-10-08,573,814,242,816,816,ESTIMATION_COMPLETE,1,113,129,0.0011796258751617598,7.821211572711569e-05
816,2015-10-08,573,814,242,816,816,ESTIMATION_COMPLETE,pooled,113,129,0.0016151966960700694,4.169158235040465e-05
833,2015-11-02,590,831,242,833,833,ESTIMATION_COMPLETE,0,108,134,0.0028164020685032326,0.0
833,2015-11-02,590,831,242,833,833,ESTIMATION_COMPLETE,1,108,134,0.0009838888840078934,7.529375319998452e-05
833,2015-11-02,590,831,242,833,833,ESTIMATION_COMPLETE,pooled,108,134,0.0018017046853529208,4.169158235040465e-05
854,2015-12-01,611,852,242,854,854,ESTIMATION_COMPLETE,0,111,131,0.0022068628314136727,0.0
854,2015-12-01,611,852,242,854,854,ESTIMATION_COMPLETE,1,111,131,0.00037848041878036276,7.701803762441164e-05
854,2015-12-01,611,852,242,854,854,ESTIMATION_COMPLETE,pooled,111,131,0.001217118632839443,4.169158235040465e-05
877,2016-01-04,634,875,242,877,877,ESTIMATION_COMPLETE,0,112,130,0.0019857168777011026,0.0
877,2016-01-04,634,875,242,877,877,ESTIMATION_COMPLETE,1,112,130,-0.0006831643283161932,7.761048406767635e-05
877,2016-01-04,634,875,242,877,877,ESTIMATION_COMPLETE,pooled,112,130,0.0005520203620719767,4.169158235040465e-05
897,2016-02-01,654,895,242,897,897,ESTIMATION_COMPLETE,0,112,130,0.0012776426057375012,0.0
897,2016-02-01,654,895,242,897,897,ESTIMATION_COMPLETE,1,112,130,-0.0015543704428543307,0.00012375636981315215
897,2016-02-01,654,895,242,897,897,ESTIMATION_COMPLETE,pooled,112,130,-0.00024368671788621015,6.648069452772636e-05
913,2016-03-01,670,911,242,913,913,ESTIMATION_COMPLETE,0,114,128,0.0021873447721246666,0.0
913,2016-03-01,670,911,242,913,913,ESTIMATION_COMPLETE,1,114,128,-0.002683969401383898,0.00012569006309148264
913,2016-03-01,670,911,242,913,913,ESTIMATION_COMPLETE,pooled,114,128,-0.00038921809650796247,6.648069452772636e-05
936,2016-04-01,693,934,242,936,936,ESTIMATION_COMPLETE,0,117,125,0.0020354275191699243,0.0
936,2016-04-01,693,934,242,936,936,ESTIMATION_COMPLETE,1,117,125,-0.00333772169158458,0.0001287066246056782
936,2016-04-01,693,934,242,936,936,ESTIMATION_COMPLETE,pooled,117,125,-0.0007399594698561625,6.648069452772636e-05
956,2016-05-03,713,954,242,956,956,ESTIMATION_COMPLETE,0,120,122,0.0012085734418389366,0.0
956,2016-05-03,713,954,242,956,956,ESTIMATION_COMPLETE,1,120,122,-0.0032958826245474125,0.0001318715416041785
956,2016-05-03,713,954,242,956,956,ESTIMATION_COMPLETE,pooled,120,122,-0.0010622680461740163,6.648069452772636e-05
977,2016-06-01,734,975,242,977,977,ESTIMATION_COMPLETE,0,123,119,0.0009072621134711403,0.0
977,2016-06-01,734,975,242,977,977,ESTIMATION_COMPLETE,1,123,119,-0.004301372715412642,0.000135196034249662
977,2016-06-01,734,975,242,977,977,ESTIMATION_COMPLETE,pooled,123,119,-0.0016540087321370005,6.648069452772636e-05
997,2016-07-01,754,995,242,997,997,ESTIMATION_COMPLETE,0,120,122,0.0011057100138530931,0.0
997,2016-07-01,754,995,242,997,997,ESTIMATION_COMPLETE,1,120,122,-0.002942916015828026,0.0001318715416041785
997,2016-07-01,754,995,242,997,997,ESTIMATION_COMPLETE,pooled,120,122,-0.0009353328606142478,6.648069452772636e-05
1018,2016-08-01,775,1016,242,1018,1018,ESTIMATION_COMPLETE,0,119,123,0.0014809131451237968,0.0
1018,2016-08-01,775,1016,242,1018,1018,ESTIMATION_COMPLETE,1,119,123,-0.002418588151328045,0.000130799415249673
1018,2016-08-01,775,1016,242,1018,1018,ESTIMATION_COMPLETE,pooled,119,123,-0.0005010647865438747,6.648069452772636e-05
1041,2016-09-01,798,1039,242,1041,1041,ESTIMATION_COMPLETE,0,119,123,0.0025698794429085663,0.0
1041,2016-09-01,798,1039,242,1041,1041,ESTIMATION_COMPLETE,1,119,123,-0.001866535991077721,0.000130799415249673
1041,2016-09-01,798,1039,242,1041,1041,ESTIMATION_COMPLETE,pooled,119,123,0.0003150071355518997,6.648069452772636e-05
1061,2016-10-10,818,1059,242,1061,1061,ESTIMATION_COMPLETE,0,119,123,0.001502824837954778,0.0
1061,2016-10-10,818,1059,242,1061,1061,ESTIMATION_COMPLETE,1,119,123,-0.0015759308540151517,0.000130799415249673
1061,2016-10-10,818,1059,242,1061,1061,ESTIMATION_COMPLETE,pooled,119,123,-6.199726994729367e-05,6.648069452772636e-05
1077,2016-11-01,834,1075,242,1077,1077,ESTIMATION_COMPLETE,0,121,121,0.0011121954377963964,0.0
1077,2016-11-01,834,1075,242,1077,1077,ESTIMATION_COMPLETE,1,121,121,-0.0011515176927569019,0.00013296138905545272
1077,2016-11-01,834,1075,242,1077,1077,ESTIMATION_COMPLETE,pooled,121,121,-1.9661127480252727e-05,6.648069452772636e-05
1099,2016-12-01,856,1097,242,1099,1099,ESTIMATION_COMPLETE,0,116,126,0.001485395426751311,0.0
1099,2016-12-01,856,1097,242,1099,1099,ESTIMATION_COMPLETE,1,116,126,-0.0015763153253893936,0.0001276851434580141
1099,2016-12-01,856,1097,242,1099,1099,ESTIMATION_COMPLETE,pooled,116,126,-0.00010871843593351869,6.648069452772636e-05
1121,2017-01-03,878,1119,242,1121,1121,ESTIMATION_COMPLETE,0,119,123,0.0016444102055414443,0.0
1121,2017-01-03,878,1119,242,1121,1121,ESTIMATION_COMPLETE,1,119,123,-0.0018221594981423506,0.000130799415249673
1121,2017-01-03,878,1119,242,1121,1121,ESTIMATION_COMPLETE,pooled,119,123,-0.00011752398269453411,6.648069452772636e-05
1139,2017-02-03,896,1137,242,1139,1139,ESTIMATION_COMPLETE,0,115,127,0.0017113262620104834,0.00014149729868793414
1139,2017-02-03,896,1137,242,1139,1139,ESTIMATION_COMPLETE,1,115,127,-0.00029739463650437485,0.0
1139,2017-02-03,896,1137,242,1139,1139,ESTIMATION_COMPLETE,pooled,115,127,0.0006571628152692147,6.724045185583647e-05
1157,2017-03-01,914,1155,242,1157,1157,ESTIMATION_COMPLETE,0,114,128,0.000937261898418411,0.0001427385030623897
1157,2017-03-01,914,1155,242,1157,1157,ESTIMATION_COMPLETE,1,114,128,0.00019988728990003816,0.0
1157,2017-03-01,914,1155,242,1157,1157,ESTIMATION_COMPLETE,pooled,114,128,0.0005472455765574535,6.724045185583647e-05
1180,2017-04-05,937,1178,242,1180,1180,ESTIMATION_COMPLETE,0,113,129,0.0005156614846594705,0.00014400167565586217
1180,2017-04-05,937,1178,242,1180,1180,ESTIMATION_COMPLETE,1,113,129,0.0001597504068988749,0.0
1180,2017-04-05,937,1178,242,1180,1180,ESTIMATION_COMPLETE,pooled,113,129,0.0003259402903160125,6.724045185583647e-05
1198,2017-05-02,955,1196,242,1198,1198,ESTIMATION_COMPLETE,0,111,131,0.0004682456387326206,0.00014659630044245428
1198,2017-05-02,955,1196,242,1198,1198,ESTIMATION_COMPLETE,1,111,131,0.0002853142902631778,0.0
1198,2017-05-02,955,1196,242,1198,1198,ESTIMATION_COMPLETE,pooled,111,131,0.0003692208178669305,6.724045185583647e-05
1218,2017-06-01,975,1216,242,1218,1218,ESTIMATION_COMPLETE,0,110,132,0.00028988812416458646,0.00014792899408284024
1218,2017-06-01,975,1216,242,1218,1218,ESTIMATION_COMPLETE,1,110,132,0.0007876383391162474,0.0
1218,2017-06-01,975,1216,242,1218,1218,ESTIMATION_COMPLETE,pooled,110,132,0.0005613882414109469,6.724045185583647e-05
1240,2017-07-03,997,1238,242,1240,1240,ESTIMATION_COMPLETE,0,110,132,0.0006797217513386689,0.00014792899408284024
1240,2017-07-03,997,1238,242,1240,1240,ESTIMATION_COMPLETE,1,110,132,0.000662267097908937,0.0
1240,2017-07-03,997,1238,242,1240,1240,ESTIMATION_COMPLETE,pooled,110,132,0.0006702010312860878,6.724045185583647e-05
1261,2017-08-01,1018,1259,242,1261,1261,ESTIMATION_COMPLETE,0,110,132,0.0005701657076486632,0.00014792899408284024
1261,2017-08-01,1018,1259,242,1261,1261,ESTIMATION_COMPLETE,1,110,132,0.0007904531326024475,0.0
1261,2017-08-01,1018,1259,242,1261,1261,ESTIMATION_COMPLETE,pooled,110,132,0.0006903224848961819,6.724045185583647e-05
1284,2017-09-01,1041,1282,242,1284,1284,ESTIMATION_COMPLETE,0,107,135,0.0005896205268195267,0.00015207653597301333
1284,2017-09-01,1041,1282,242,1284,1284,ESTIMATION_COMPLETE,1,107,135,0.000669603054824716,0.0
1284,2017-09-01,1041,1282,242,1284,1284,ESTIMATION_COMPLETE,pooled,107,135,0.0006342388792191158,6.724045185583647e-05
1305,2017-10-09,1062,1303,242,1305,1305,ESTIMATION_COMPLETE,0,106,136,0.0007609958988044472,0.00015351122027464553
1305,2017-10-09,1062,1303,242,1305,1305,ESTIMATION_COMPLETE,1,106,136,0.0006788518220301146,0.0
1305,2017-10-09,1062,1303,242,1305,1305,ESTIMATION_COMPLETE,pooled,106,136,0.0007148322854106074,6.724045185583647e-05
1322,2017-11-01,1079,1320,242,1322,1322,ESTIMATION_COMPLETE,0,101,141,0.0006628860645581257,0.00016111078563477648
1322,2017-11-01,1079,1320,242,1322,1322,ESTIMATION_COMPLETE,1,101,141,0.0007847622406855195,0.0
1322,2017-11-01,1079,1320,242,1322,1322,ESTIMATION_COMPLETE,pooled,101,141,0.0007338965638720204,6.724045185583647e-05
1344,2017-12-01,1101,1342,242,1344,1344,ESTIMATION_COMPLETE,0,105,137,0.00029230287041955797,0.0001549732318963088
1344,2017-12-01,1101,1342,242,1344,1344,ESTIMATION_COMPLETE,1,105,137,0.0008439620125645331,0.0
1344,2017-12-01,1101,1342,242,1344,1344,ESTIMATION_COMPLETE,pooled,105,137,0.00060460577320411,6.724045185583647e-05
1365,2018-01-02,1122,1363,242,1365,1365,ESTIMATION_COMPLETE,0,103,139,0.0006231420383400651,0.0001579824208651692
1365,2018-01-02,1122,1363,242,1365,1365,ESTIMATION_COMPLETE,1,103,139,0.0008505059748383285,0.0
1365,2018-01-02,1122,1363,242,1365,1365,ESTIMATION_COMPLETE,pooled,103,139,0.0007537353737667536,6.724045185583647e-05
1387,2018-02-01,1144,1385,242,1387,1387,ESTIMATION_COMPLETE,0,99,143,0.0010114617134676686,0.0
1387,2018-02-01,1144,1385,242,1387,1387,ESTIMATION_COMPLETE,1,99,143,0.0009137963231463132,7.442811700099991e-05
1387,2018-02-01,1144,1385,242,1387,1387,ESTIMATION_COMPLETE,pooled,99,143,0.0009537503464595949,4.398025095513631e-05
1402,2018-03-01,1159,1400,242,1402,1402,ESTIMATION_COMPLETE,0,100,142,0.00016631002386132798,0.0
1402,2018-03-01,1159,1400,242,1402,1402,ESTIMATION_COMPLETE,1,100,142,0.0010390967976065385,7.495225867002104e-05
1402,2018-03-01,1159,1400,242,1402,1402,ESTIMATION_COMPLETE,pooled,100,142,0.0006784411059762863,4.398025095513631e-05
1424,2018-04-02,1181,1422,242,1424,1424,ESTIMATION_COMPLETE,0,104,138,9.0268646489343e-06,0.0
1424,2018-04-02,1181,1422,242,1424,1424,ESTIMATION_COMPLETE,1,104,138,0.000824080931029174,7.712478790683324e-05
1424,2018-04-02,1181,1422,242,1424,1424,ESTIMATION_COMPLETE,pooled,104,138,0.0004738097620062611,4.398025095513631e-05
1442,2018-05-02,1199,1440,242,1442,1442,ESTIMATION_COMPLETE,0,105,137,-0.0005178626652524686,0.0
1442,2018-05-02,1199,1440,242,1442,1442,ESTIMATION_COMPLETE,1,105,137,0.001214786438537216,7.76877425630875e-05
1442,2018-05-02,1199,1440,242,1442,1442,ESTIMATION_COMPLETE,pooled,105,137,0.0004630171992896256,4.398025095513631e-05
1464,2018-06-01,1221,1462,242,1464,1464,ESTIMATION_COMPLETE,0,106,136,-0.0001648046178224615,0.0
1464,2018-06-01,1221,1462,242,1464,1464,ESTIMATION_COMPLETE,1,106,136,0.0007933951807160604,7.825897596428668e-05
1464,2018-06-01,1221,1462,242,1464,1464,ESTIMATION_COMPLETE,pooled,106,136,0.00037368783094298883,4.398025095513631e-05
1484,2018-07-02,1241,1482,242,1484,1484,ESTIMATION_COMPLETE,0,111,131,-0.0005630487277097852,0.0
1484,2018-07-02,1241,1482,242,1484,1484,ESTIMATION_COMPLETE,1,111,131,0.0003472717896248635,8.124595977971747e-05
1484,2018-07-02,1241,1482,242,1484,1484,ESTIMATION_COMPLETE,pooled,111,131,-7.027191873937621e-05,4.398025095513631e-05
1506,2018-08-01,1263,1504,242,1506,1506,ESTIMATION_COMPLETE,0,115,127,-0.0008317092831827515,0.0
1506,2018-08-01,1263,1504,242,1506,1506,ESTIMATION_COMPLETE,1,115,127,0.0004595457622218993,8.380488764679518e-05
1506,2018-08-01,1263,1504,242,1506,1506,ESTIMATION_COMPLETE,pooled,115,127,-0.00015406717257783142,4.398025095513631e-05
1529,2018-09-03,1286,1527,242,1529,1529,ESTIMATION_COMPLETE,0,119,123,-0.0013526981874891503,0.0
1529,2018-09-03,1286,1527,242,1529,1529,ESTIMATION_COMPLETE,1,119,123,0.0002707335272273372,8.653024984669096e-05
1529,2018-09-03,1286,1527,242,1529,1529,ESTIMATION_COMPLETE,pooled,119,123,-0.0005275655391001918,4.398025095513631e-05
1548,2018-10-08,1305,1546,242,1548,1548,ESTIMATION_COMPLETE,0,123,119,-0.0010371286045535075,0.0
1548,2018-10-08,1305,1546,242,1548,1548,ESTIMATION_COMPLETE,1,123,119,4.625461165278352e-05,8.943882967347049e-05
1548,2018-10-08,1305,1546,242,1548,1548,ESTIMATION_COMPLETE,pooled,123,119,-0.0005043905767495876,4.398025095513631e-05
1566,2018-11-01,1323,1564,242,1566,1566,ESTIMATION_COMPLETE,0,125,117,-0.0010327724293861423,0.0
1566,2018-11-01,1323,1564,242,1566,1566,ESTIMATION_COMPLETE,1,125,117,-0.0006176254344519945,9.096769855677767e-05
1566,2018-11-01,1323,1564,242,1566,1566,ESTIMATION_COMPLETE,pooled,125,117,-0.0008320608657196327,4.398025095513631e-05
1588,2018-12-03,1345,1586,242,1588,1588,ESTIMATION_COMPLETE,0,127,115,-0.0005362493236278066,0.0
1588,2018-12-03,1345,1586,242,1588,1588,ESTIMATION_COMPLETE,1,127,115,-0.0009453088939547515,9.25497454881999e-05
1588,2018-12-03,1345,1586,242,1588,1588,ESTIMATION_COMPLETE,pooled,127,115,-0.0007306371359732556,4.398025095513631e-05
1608,2019-01-02,1365,1606,242,1608,1608,ESTIMATION_COMPLETE,0,131,111,-0.0011252786828568077,0.0
1608,2019-01-02,1365,1606,242,1608,1608,ESTIMATION_COMPLETE,1,131,111,-0.0011486539137755452,9.588487145173863e-05
1608,2019-01-02,1365,1606,242,1608,1608,ESTIMATION_COMPLETE,pooled,131,111,-0.0011360003796831708,4.398025095513631e-05
1630,2019-02-01,1387,1628,242,1630,1630,ESTIMATION_COMPLETE,0,132,110,-0.0010886800915857972,0.00014266508042441652
1630,2019-02-01,1387,1628,242,1630,1630,ESTIMATION_COMPLETE,1,132,110,-0.0009186538749403521,0.0
1630,2019-02-01,1387,1628,242,1630,1630,ESTIMATION_COMPLETE,pooled,132,110,-0.0010113954476560494,7.781731659513629e-05
1645,2019-03-01,1402,1643,242,1645,1645,ESTIMATION_COMPLETE,0,129,113,-6.898716195263703e-05,0.0001459828729924262
1645,2019-03-01,1402,1643,242,1645,1645,ESTIMATION_COMPLETE,1,129,113,-0.0004665777691564352,0.0
1645,2019-03-01,1402,1643,242,1645,1645,ESTIMATION_COMPLETE,pooled,129,113,-0.0002546389744073031,7.781731659513629e-05
1666,2019-04-01,1423,1664,242,1666,1666,ESTIMATION_COMPLETE,0,126,116,0.0005882276698420269,0.00014945865568272206
1666,2019-04-01,1423,1664,242,1666,1666,ESTIMATION_COMPLETE,1,126,116,-0.00042663191241788085,0.0
1666,2019-04-01,1423,1664,242,1666,1666,ESTIMATION_COMPLETE,pooled,126,116,0.0001017660518992612,7.781731659513629e-05
1687,2019-05-06,1444,1685,242,1687,1687,ESTIMATION_COMPLETE,0,126,116,0.0014281819447271521,0.00014945865568272206
1687,2019-05-06,1444,1685,242,1687,1687,ESTIMATION_COMPLETE,1,126,116,-0.0013086997549978509,0.0
1687,2019-05-06,1444,1685,242,1687,1687,ESTIMATION_COMPLETE,pooled,126,116,0.00011628823742095225,7.781731659513629e-05
1707,2019-06-03,1464,1705,242,1707,1707,ESTIMATION_COMPLETE,0,125,117,0.001394899343770307,0.00015065432492818384
1707,2019-06-03,1464,1705,242,1707,1707,ESTIMATION_COMPLETE,1,125,117,-0.001599006230162328,0.0
1707,2019-06-03,1464,1705,242,1707,1707,ESTIMATION_COMPLETE,pooled,125,117,-5.2567400651669474e-05,7.781731659513629e-05
1726,2019-07-01,1483,1724,242,1726,1726,ESTIMATION_COMPLETE,0,120,122,0.0017619407497184547,0.00015693158846685816
1726,2019-07-01,1483,1724,242,1726,1726,ESTIMATION_COMPLETE,1,120,122,-0.000643337244894912,0.0
1726,2019-07-01,1483,1724,242,1726,1726,ESTIMATION_COMPLETE,pooled,120,122,0.0005493625871447741,7.781731659513629e-05
1749,2019-08-01,1506,1747,242,1749,1749,ESTIMATION_COMPLETE,0,118,124,0.0019557089784984502,0.00015959144589849984
1749,2019-08-01,1506,1747,242,1749,1749,ESTIMATION_COMPLETE,1,118,124,-0.0007848217028743242,0.0
1749,2019-08-01,1506,1747,242,1749,1749,ESTIMATION_COMPLETE,pooled,118,124,0.000551470116968599,7.781731659513629e-05
1771,2019-09-02,1528,1769,242,1771,1771,ESTIMATION_COMPLETE,0,117,125,0.0020083392305035017,0.00016095547535062375
1771,2019-09-02,1528,1769,242,1771,1771,ESTIMATION_COMPLETE,1,117,125,-0.0006307933802572209,0.0
1771,2019-09-02,1528,1769,242,1771,1771,ESTIMATION_COMPLETE,pooled,117,125,0.0006451508984989963,7.781731659513629e-05
1791,2019-10-08,1548,1789,242,1791,1791,ESTIMATION_COMPLETE,0,113,129,0.001610422739054044,0.0001666530143010883
1791,2019-10-08,1548,1789,242,1791,1791,ESTIMATION_COMPLETE,1,113,129,-8.750330101423031e-05,0.0
1791,2019-10-08,1548,1789,242,1791,1791,ESTIMATION_COMPLETE,pooled,113,129,0.0007053299325713687,7.781731659513629e-05
1809,2019-11-01,1566,1807,242,1809,1809,ESTIMATION_COMPLETE,0,111,131,0.0015887107977369892,0.00016965577131552233
1809,2019-11-01,1566,1807,242,1809,1809,ESTIMATION_COMPLETE,1,111,131,3.977619490499572e-05,0.0
1809,2019-11-01,1566,1807,242,1809,1809,ESTIMATION_COMPLETE,pooled,111,131,0.0007502379342204969,7.781731659513629e-05
1830,2019-12-02,1587,1828,242,1830,1830,ESTIMATION_COMPLETE,0,112,130,0.001276678956320642,0.00016814098764306233
1830,2019-12-02,1587,1828,242,1830,1830,ESTIMATION_COMPLETE,1,112,130,0.00024203025911407797,0.0
1830,2019-12-02,1587,1828,242,1830,1830,ESTIMATION_COMPLETE,pooled,112,130,0.0007208759371600911,7.781731659513629e-05
1852,2020-01-02,1609,1850,242,1852,1852,ESTIMATION_COMPLETE,0,106,136,0.002006535211739316,0.000325885888195418
1852,2020-01-02,1609,1850,242,1852,1852,ESTIMATION_COMPLETE,1,106,136,0.0008959091175493439,0.0
1852,2020-01-02,1609,1850,242,1852,1852,ESTIMATION_COMPLETE,pooled,106,136,0.001382381704260654,0.00014274340557319964
1868,2020-02-03,1625,1866,242,1868,1868,ESTIMATION_COMPLETE,0,110,132,0.0018312025463245376,0.0001428373957517394
1868,2020-02-03,1625,1866,242,1868,1868,ESTIMATION_COMPLETE,1,110,132,-0.00019945469884287962,0.0
1868,2020-02-03,1625,1866,242,1868,1868,ESTIMATION_COMPLETE,pooled,110,132,0.0007235713216877645,6.492608897806336e-05
1888,2020-03-02,1645,1886,242,1888,1888,ESTIMATION_COMPLETE,0,110,132,0.001168500832545312,0.0001428373957517394
1888,2020-03-02,1645,1886,242,1888,1888,ESTIMATION_COMPLETE,1,110,132,-0.00047442714391927665,0.0
1888,2020-03-02,1645,1886,242,1888,1888,ESTIMATION_COMPLETE,pooled,110,132,0.0002723582999282637,6.492608897806336e-05
1910,2020-04-01,1667,1908,242,1910,1910,ESTIMATION_COMPLETE,0,116,126,0.000240092761770976,0.00013544925459216665
1910,2020-04-01,1667,1908,242,1910,1910,ESTIMATION_COMPLETE,1,116,126,-0.0006243141401805309,0.0
1910,2020-04-01,1667,1908,242,1910,1910,ESTIMATION_COMPLETE,pooled,116,126,-0.00020997033593931274,6.492608897806336e-05
1931,2020-05-06,1688,1929,242,1931,1931,ESTIMATION_COMPLETE,0,112,130,0.0002694025565419276,0.00014028672797045832
1931,2020-05-06,1688,1929,242,1931,1931,ESTIMATION_COMPLETE,1,112,130,0.0003413097291859901,0.0
1931,2020-05-06,1688,1929,242,1931,1931,ESTIMATION_COMPLETE,pooled,112,130,0.00030803037655733305,6.492608897806336e-05
1949,2020-06-01,1706,1947,242,1949,1949,ESTIMATION_COMPLETE,0,112,130,-0.00017688625477211523,0.00014028672797045832
1949,2020-06-01,1706,1947,242,1949,1949,ESTIMATION_COMPLETE,1,112,130,0.000814848582572115,0.0
1949,2020-06-01,1706,1947,242,1949,1949,ESTIMATION_COMPLETE,pooled,112,130,0.0003558638644623886,6.492608897806336e-05
1969,2020-07-01,1726,1967,242,1969,1969,ESTIMATION_COMPLETE,0,108,134,-0.00022688797701694955,0.00014548253271010492
1969,2020-07-01,1726,1967,242,1969,1969,ESTIMATION_COMPLETE,1,108,134,0.0007435514172977543,0.0
1969,2020-07-01,1726,1967,242,1969,1969,ESTIMATION_COMPLETE,pooled,108,134,0.0003104627619837542,6.492608897806336e-05
1992,2020-08-03,1749,1990,242,1992,1992,ESTIMATION_COMPLETE,0,106,136,-0.0002333276944578551,0.0001482274861574654
1992,2020-08-03,1749,1990,242,1992,1992,ESTIMATION_COMPLETE,1,106,136,0.0020772387047470198,0.0
1992,2020-08-03,1749,1990,242,1992,1992,ESTIMATION_COMPLETE,pooled,106,136,0.0010651724307151325,6.492608897806336e-05
2013,2020-09-01,1770,2011,242,2013,2013,ESTIMATION_COMPLETE,0,103,139,3.8431639577639004e-05,0.0001525447915795275
2013,2020-09-01,1770,2011,242,2013,2013,ESTIMATION_COMPLETE,1,103,139,0.0018120585017951676,0.0
2013,2020-09-01,1770,2011,242,2013,2013,ESTIMATION_COMPLETE,pooled,103,139,0.0010571677298596078,6.492608897806336e-05
2035,2020-10-09,1792,2033,242,2035,2035,ESTIMATION_COMPLETE,0,106,136,-7.098550217848887e-05,0.0001482274861574654
2035,2020-10-09,1792,2033,242,2035,2035,ESTIMATION_COMPLETE,1,106,136,0.0016358437723409775,0.0
2035,2020-10-09,1792,2033,242,2035,2035,ESTIMATION_COMPLETE,pooled,106,136,0.000888224338047327,6.492608897806336e-05
2051,2020-11-02,1808,2049,242,2051,2051,ESTIMATION_COMPLETE,0,108,134,-0.000122395797338787,0.00014548253271010492
2051,2020-11-02,1808,2049,242,2051,2051,ESTIMATION_COMPLETE,1,108,134,0.0016958888923596575,0.0
2051,2020-11-02,1808,2049,242,2051,2051,ESTIMATION_COMPLETE,pooled,108,134,0.0008844229977834922,6.492608897806336e-05
2072,2020-12-01,1829,2070,242,2072,2072,ESTIMATION_COMPLETE,0,105,137,-0.00027359258195332864,0.0001496391765018222
2072,2020-12-01,1829,2070,242,2072,2072,ESTIMATION_COMPLETE,1,105,137,0.0022636279582793056,0.0
2072,2020-12-01,1829,2070,242,2072,2072,ESTIMATION_COMPLETE,pooled,105,137,0.0011627678065254767,6.492608897806336e-05
2095,2021-01-04,1852,2093,242,2095,2095,ESTIMATION_COMPLETE,0,108,134,4.1815727188576416e-05,0.0
