cost,model,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,annualized_return_excess_vs_buy_hold,meets_point_target
BASE,D1_EPS_DISTRIBUTION,0.29340134629999987,0.0395790506984238,0.04451699413174668,0.10744429784117475,0.4143262604549955,-0.21930548273830194,1604,0.33601790085320266,15,326.63074,920.0000000000061,False,5.093170329928398e-11,0.0033215790528068265,False
BASE,D2_PRICE_EPS_DISTRIBUTION,0.38538039030000437,0.05041017359855168,0.05452273499488624,0.10418297623871244,0.5233363161939178,-0.20709505643891477,1604,0.2963738492543155,16,388.52194000000003,1131.6999999999846,False,7.992184691829607e-11,0.014152701952934707,False
BASE,D3_EPS_DISTRIBUTION_COHERENT_TREND,0.053949869299999106,0.007959101702932039,0.010114061163767252,0.06610811068433388,0.15299274263126167,-0.11046021128478803,1604,0.18541418686610747,12,330.92614000000003,972.1999999999989,False,3.785771696129814e-11,-0.028298369942684937,False
BASE,C0_ORIGINAL_EPS,0.4729246066999963,0.06016599149265778,0.06364376040215372,0.10282158820621541,0.6189727421299115,-0.1237698051689185,1604,0.2955641247589512,10,277.97866,780.4999999999861,False,5.638867150992155e-11,0.0239085198470408,False
BASE,C1_ORIGINAL_PRICE_EPS,0.3821411672000017,0.05003925955671771,0.05410802959628851,0.10359803066557463,0.5222882061431741,-0.21954392162001507,1604,0.3077321794012923,16,393.76656,1160.6999999999698,False,5.874767339264508e-11,0.013781787911100733,False
BASE,C2_MATCHED_PRICE,0.02696579770000059,0.004022587552824964,0.004849248605852124,0.04095323882069154,0.1184094041275693,-0.12592647128720041,1604,0.08627826519844742,12,202.44046000000003,585.39999999996,False,3.467448550509289e-11,-0.032234884092792015,False
BASE,BUY_HOLD,0.26625532120000167,0.036257471645616976,0.051838074484355,0.1800562146602094,0.28789939065519343,-0.4095181596707963,1604,0.9526549098848204,2,85.73576,290.400000000011,False,8.185452315956354e-11,0.0,False
STRESS,D1_EPS_DISTRIBUTION,0.2860380319999995,0.03868397311930514,0.043644209093902105,0.1073310301055334,0.4066317918591564,-0.22048773805872512,1604,0.3358981654891462,14,631.3936000000001,1702.500000000035,False,6.684786058031023e-11,0.0025990286055624923,False
STRESS,D2_PRICE_EPS_DISTRIBUTION,0.37585298459999955,0.04931710574609062,0.053463439478240095,0.10400024239030371,0.5140703353132249,-0.20967565137690863,1604,0.2927363492088263,14,744.1030800000001,2001.0000000000218,False,4.956746124662459e-11,0.013232161232347973,False
STRESS,D3_EPS_DISTRIBUTION_COHERENT_TREND,0.04805555759999967,0.00710658953092315,0.0092719306322803,0.06616862878825501,0.14012577866697573,-0.11163234220744626,1604,0.1855336172614573,13,660.0884800000001,1763.2000000000655,False,3.660716174636036e-11,-0.028978354982819497,False
STRESS,C0_ORIGINAL_EPS,0.4607840595999979,0.05884296819417061,0.06235183435638879,0.10239490952499472,0.6089349035575702,-0.12363830315961839,1604,0.2926619683356106,10,552.6880800000001,1433.3000000000097,False,5.638867150992155e-11,0.022758023680427966,False
STRESS,C1_ORIGINAL_PRICE_EPS,0.37689136460000155,0.049436549356572705,0.053583876109553306,0.10407530819155424,0.5148567613264263,-0.21999956093418752,1604,0.31129394059041143,13,732.3270800000001,1983.7999999999893,False,6.230038707144558e-11,0.013351604842830059,False
STRESS,C2_MATCHED_PRICE,0.028860978200000238,0.004301912078213461,0.005112768023356626,0.04059414110063937,0.12594842222874617,-0.12117143561280554,1604,0.08366677699161992,12,400.80436000000003,1069.0000000000362,False,4.1154635255225e-11,-0.031783032435529185,False
STRESS,BUY_HOLD,0.26485864240000195,0.036084944513742646,0.05169164368473765,0.18016774072774588,0.28690843031022767,-0.4097147841252319,1604,0.9532622781788082,2,171.47152,483.99999999998965,False,6.184563972055912e-11,0.0,False
