origin,execution_date,origin_index,simulation_only,forecast_return_60,latest_valid_forecast_origin,forecast_age_trading_days,new_exit_trigger,exit_reasons,requested_quantity,reference_weight,action,signal_state,score,estimated_cost,reference_close,mu5,variance5,nav_at_decision
2024-06-28,2024-07-01,2938,True,0.0667718637374566,2024-06-28,0.0,True,含分红价格连续两个收盘不高于一百二十日均线,-55700,0.0,独立退出条件触发，清仓请求持续到成交,EXIT_PENDING_UNTIL_FILLED,,,,,,
2025-03-31,2025-04-01,3120,True,0.07606762913371597,2025-03-31,0.0,True,含分红价格连续两个收盘不高于一百二十日均线,-48700,0.0,独立退出条件触发，清仓请求持续到成交,EXIT_PENDING_UNTIL_FILLED,,,,,,
2026-03-20,2026-03-23,3355,True,,2026-02-27,15.0,True,含分红价格连续两个收盘不高于一百二十日均线,-49000,0.0,独立退出条件触发，清仓请求持续到成交,EXIT_PENDING_UNTIL_FILLED,,,,,,
2026-07-17,2026-07-20,3435,True,,2026-06-30,13.0,True,含分红价格连续两个收盘不高于一百二十日均线,-45500,0.0,独立退出条件触发，清仓请求持续到成交,EXIT_PENDING_UNTIL_FILLED,,,,,,
