date,open,mark,mark_clock,cash,shares,dividend_receivable,equity,net_return,pnl,price_pnl,dividend_recognized,dividend_paid,exposure,accounting_error,origin,terminal_unliquidated,turnover,decision_action,execution_exit_reasons,forecast_age_trading_days,requested_quantity,filled_quantity,open_price,fill_price,commission,slippage_cost,notional,status,cash_before,shares_before,cash_after,shares_after
2024-06-03,3.58,3.587,CLOSE,291.348479999986,55700,0.0,200087.24848,0.0004362423999999532,87.2484800000093,389.9000000000065,0.0,0.0,0.9985438928156928,2.9842794901924208e-12,2024-05-31,False,0.9981440000000001,TARGET_100,,0.0,55700,55700,3.58,3.584,79.85152000000001,222.8000000000002,199628.80000000002,FILLED,200000.0,0,291.348479999986,55700.0
2024-07-01,3.487,3.501,CLOSE,194216.84724,0,0.0,194216.84724,-0.001544342428999923,-300.4012399999774,0.0,0.0,0.0,0.0,2.2822632672614418e-11,2024-06-28,False,0.9973567974870217,独立退出条件触发，清仓请求持续到成交,含分红价格连续两个收盘不高于一百二十日均线,0.0,-55700,-55700,3.487,3.483,77.60124,222.8000000000002,194003.1,FILLED,291.348479999986,55700,194216.84724,0.0
2024-12-02,3.997,4.031,CLOSE,97353.91755999999,24200,0.0,194904.11755999998,0.0035386750931585276,687.2703199999814,822.7999999999954,0.0,0.0,0.500503535898721,-3.126388037344441e-12,2024-11-29,False,0.4985365655758547,TARGET_50,,0.0,24200,24200,3.997,4.001,38.72968000000001,96.80000000001084,96824.20000000001,FILLED,194216.84724,0,97353.91755999999,24200.0
2025-01-02,4.02,3.909,CLOSE,48631.93655999998,36300,0.0,190528.63655999996,-0.02135579455253034,-4157.6810000000405,-4077.7000000000075,0.0,0.0,0.7447526133706146,-2.3497648271586513e-11,2024-12-31,False,0.2502210289266312,TARGET_75,,0.0,12100,12100,4.02,4.025,19.481000000000005,60.50000000000946,48702.50000000001,FILLED,97353.91755999999,24200,48631.93655999998,36300.0
2025-02-05,3.93,3.887,CLOSE,224.38127999997232,48600,0.0,189132.58127999998,-0.006948875467032267,-1323.4552799999947,-1254.9000000000028,0.0,0.0,0.9988136296851583,8.199663170671556e-12,2025-01-27,False,0.2529560515002374,TARGET_100,,0.0,12400,12300,3.93,3.934,19.355280000000004,49.200000000000045,48388.200000000004,PARTIALLY_FILLED_CASH_OR_T_PLUS_ONE,48631.93655999998,36300,224.38127999997232,48600.0
2025-04-01,3.988,3.982,CLOSE,193769.33231999996,0,0.0,193769.33231999996,-0.0003995369925081649,-77.44896000000881,194.40000000000018,0.0,0.0,0.0,-8.839151632855646e-12,2025-03-31,False,0.997841791741127,独立退出条件触发，清仓请求持续到成交,含分红价格连续两个收盘不高于一百二十日均线,0.0,-48600,-48600,3.988,3.984,77.44896,194.40000000000018,193622.4,FILLED,224.38127999997232,48600,193769.33231999996,0.0
2025-07-01,3.98,3.988,CLOSE,96919.40783999996,24300,0.0,193827.80783999996,0.00030177902405847945,58.475520000007236,194.40000000000018,0.0,0.0,0.49997160407445496,7.148059921746608e-12,2025-06-30,False,0.49962085765007097,TARGET_50,,0.0,24300,24300,3.98,3.984,38.72448,97.20000000000009,96811.2,FILLED,193769.33231999996,0,96919.40783999996,24300.0
2025-08-01,4.148,4.133,CLOSE,531.2679999999527,47500,0.0,196848.76799999995,-0.00524110004254863,-1037.139839999989,-882.5999999999984,0.0,0.0,0.9973011362712723,2.76543232757831e-11,2025-07-31,False,0.48731358940186614,TARGET_100,,0.0,23200,23200,4.148,4.1530000000000005,38.539840000000005,116.00000000001813,96349.6,FILLED,96919.40783999996,24300,531.2679999999527,47500.0
2025-09-01,4.607,4.616,CLOSE,65.06799999995275,47600,0.0,219786.66799999992,0.0032312579008111353,707.8999999999651,713.3999999999847,0.0,0.0,0.9997039492859506,-1.9678481066875975e-11,2025-08-29,False,0.002102443827460149,TARGET_100,,0.0,100,100,4.607,4.612,5.0,0.49999999999998934,461.2,FILLED,531.2679999999527,47500,65.06799999995275,47600.0
2026-02-02,4.68,4.6,CLOSE,292.8679999999522,48800,0.0,224772.86799999993,-0.023420745467738757,-5390.600000000035,-5379.600000000031,0.0,0.0,0.9986970491474089,-2.7000623958883807e-12,2026-01-30,False,0.0245837264965888,TARGET_100,,0.0,1200,1200,4.68,4.6850000000000005,5.0,6.000000000000938,5622.000000000001,FILLED,5919.867999999953,47600,292.8679999999522,48800.0
2026-03-23,4.528,4.43,CLOSE,220926.97903999995,0,0.0,220926.97903999995,-0.011961847082464505,-2674.6889599999995,-2342.400000000002,0.0,0.0,0.0,-2.7853275241795927e-12,2026-03-20,False,0.9975735796070702,独立退出条件触发，清仓请求持续到成交,含分红价格连续两个收盘不高于一百二十日均线,15.0,-48800,-48800,4.528,4.523,88.28896,243.9999999999948,220722.4,FILLED,292.8679999999522,48800,220926.97903999995,0.0
2026-05-06,4.866,4.888,CLOSE,182.41651999994065,45300,0.0,221608.81651999993,0.0030862572011929323,681.8374799999874,996.6000000000109,0.0,0.0,0.9991768535076154,1.1880274541908875e-11,2026-04-30,False,0.9987748031445679,TARGET_100,,0.0,45700,45300,4.866,4.871,88.26252000000001,226.5000000000354,220656.30000000002,PARTIALLY_FILLED_CASH_OR_T_PLUS_ONE,220926.97903999995,0,182.41651999994065,45300.0
