variant,scenario,net_sharpe,annualized_return
完整虚拟权重,主历史基础,1.2506091175005924,0.10493512023035777
完整虚拟权重,主历史压力,1.180571726303185,0.09838097719193259
完整虚拟权重,较早历史基础,1.1805717263031923,0.10781606182372548
完整虚拟权重,较早历史压力,1.1819245344738598,0.10876287684583245
前三来源归一化,主历史基础,1.2506091175006004,0.10493512023035964
前三来源归一化,主历史压力,1.180571726303194,0.09838097719193449
前三来源归一化,较早历史基础,1.1805717263031994,0.1078160618237269
前三来源归一化,较早历史压力,1.1819245344738691,0.10876287684583406
