model,period,cost,cycle,entry_date,entry_origin,buy_debit,gross_price_profit,commission,slippage,dividend_recognized,held_closes,buy_trades,sell_trades,exit_date,exit_origin,terminal_exit,net_profit,cycle_net_return
SELECTED_MIX_BAND00_FULL,evaluation,BASE,1,2020-01-02,2019-12-31,192615.66668000002,-875.0999999999767,85.21780000000001,280.2000000000106,0.0,14,2,3,2020-01-22,2020-01-21,False,-1240.5177999999873,-0.006440378508052039
SELECTED_MIX_BAND00_FULL,evaluation,BASE,2,2020-02-05,2020-02-04,142760.74644000002,10956.600000000013,68.02100000000002,188.20000000001264,0.0,19,1,4,2020-03-03,2020-03-02,False,10700.378999999999,0.07495322955947972
SELECTED_MIX_BAND00_FULL,evaluation,BASE,3,2020-03-23,2020-03-20,11384.6,646.0,35.0,12.799999999999967,0.0,10,3,4,2020-04-07,2020-04-03,False,598.2,0.052544665600899466
SELECTED_MIX_BAND00_FULL,evaluation,BASE,4,2020-07-01,2020-06-30,199496.79137999998,25133.899999999994,89.66512,283.80000000000496,0.0,5,2,3,2020-07-08,2020-07-07,False,24760.434879999986,0.12411445170983476
SELECTED_MIX_BAND00_FULL,evaluation,BASE,5,2020-08-19,2020-08-18,102680.14499999999,-2573.199999999997,66.01028,127.20000000000482,0.0,31,4,5,2020-10-09,2020-09-30,False,-2766.410280000002,-0.02694201766076589
SELECTED_MIX_BAND00_FULL,evaluation,BASE,6,2020-12-15,2020-12-14,235685.80896,23351.599999999977,114.79580000000001,282.0000000000107,2145.6,25,3,4,2021-01-20,2021-01-19,False,25100.404199999964,0.10649942951915252
SELECTED_MIX_BAND00_FULL,evaluation,BASE,7,2021-02-03,2021-02-02,47807.35956,2183.7000000000044,19.54542,52.20000000000198,0.0,7,1,1,2021-02-19,2021-02-18,False,2111.9545800000024,0.04417634856719961
SELECTED_MIX_BAND00_FULL,evaluation,BASE,8,2021-03-11,2021-03-10,14592.199999999999,-297.0000000000018,30.0,17.399999999998084,0.0,10,3,3,2021-03-25,2021-03-24,False,-344.3999999999999,-0.023601650196680413
SELECTED_MIX_BAND00_FULL,evaluation,BASE,9,2021-06-08,2021-06-07,245793.34121999994,-2284.9999999999673,164.51818,279.60000000000986,0.0,31,8,11,2021-07-22,2021-07-21,False,-2729.118179999977,-0.011103303964435924
SELECTED_MIX_BAND00_FULL,evaluation,BASE,10,2021-07-29,2021-07-28,255935.57688,8728.49999999997,108.93922,313.19999999997356,0.0,10,1,3,2021-08-12,2021-08-11,False,8306.360779999997,0.03245488916101173
SELECTED_MIX_BAND00_FULL,evaluation,BASE,11,2021-10-29,2021-10-28,323962.18266,6548.0,171.98972000000003,388.79999999997676,0.0,32,9,6,2021-12-14,2021-12-13,False,5987.210280000024,0.018481201203301042
SELECTED_MIX_BAND00_FULL,evaluation,BASE,12,2022-01-10,2022-01-07,14187.599999999999,-359.39999999999964,20.0,17.40000000000066,217.5,10,2,2,2022-01-24,2022-01-21,False,-179.3000000000003,-0.01263779638557616
SELECTED_MIX_BAND00_FULL,evaluation,BASE,13,2022-01-27,2022-01-26,14093.0,-263.99999999999636,10.0,18.000000000000682,0.0,10,1,1,2022-02-17,2022-02-16,False,-291.99999999999704,-0.020719506137798698
SELECTED_MIX_BAND00_FULL,evaluation,BASE,14,2022-03-11,2022-03-10,13967.3,-636.8999999999996,10.0,19.80000000000075,0.0,3,1,1,2022-03-16,2022-03-15,False,-666.7000000000004,-0.047732919032311215
SELECTED_MIX_BAND00_FULL,evaluation,BASE,15,2022-04-25,2022-04-22,13819.5,35.0,10.0,14.000000000000012,0.0,10,1,1,2022-05-12,2022-05-11,False,10.999999999999988,0.0007959766995911565
SELECTED_MIX_BAND00_FULL,evaluation,BASE,16,2022-05-13,2022-05-12,444619.72796,5718.3000000000175,207.7663,631.099999999981,0.0,20,8,5,2022-06-13,2022-06-10,False,4879.433700000036,0.01097439765524532
SELECTED_MIX_BAND00_FULL,evaluation,BASE,17,2022-08-05,2022-08-04,251821.9563,-5051.599999999948,117.35150000000002,355.8000000000135,0.0,21,5,3,2022-09-05,2022-09-02,False,-5524.751499999961,-0.021939117546280303
SELECTED_MIX_BAND00_FULL,evaluation,BASE,18,2022-09-21,2022-09-20,14326.3,-675.9000000000015,15.0,14.400000000000013,0.0,10,2,1,2022-10-12,2022-10-11,False,-705.3000000000014,-0.04923113434731937
SELECTED_MIX_BAND00_FULL,evaluation,BASE,19,2022-10-27,2022-10-26,14595.300000000001,277.2000000000007,25.0,15.600000000000058,0.0,7,3,2,2022-11-07,2022-11-04,False,236.60000000000068,0.016210697964413247
SELECTED_MIX_BAND00_FULL,evaluation,BASE,20,2023-01-10,2023-01-09,221405.387,-513.0999999999767,93.41074,321.00000000001216,384.0,7,2,3,2023-01-19,2023-01-18,False,-543.5107399999889,-0.002454821661588518
SELECTED_MIX_BAND00_FULL,evaluation,BASE,21,2023-03-30,2023-03-29,263958.58116,2247.5,113.31756000000001,384.5999999999642,0.0,10,2,4,2023-04-14,2023-04-13,False,1749.5824400000358,0.006628246114641434
SELECTED_MIX_BAND00_FULL,evaluation,BASE,22,2023-05-29,2023-05-26,14287.0,-66.60000000000036,10.0,14.79999999999837,0.0,10,1,1,2023-06-12,2023-06-09,False,-91.39999999999873,-0.006397424231819047
SELECTED_MIX_BAND00_FULL,evaluation,BASE,23,2023-08-23,2023-08-22,14109.400000000001,370.0,10.0,14.800000000001656,0.0,9,1,1,2023-09-05,2023-09-04,False,345.19999999999834,0.02446595886430311
SELECTED_MIX_BAND00_FULL,evaluation,BASE,24,2023-10-18,2023-10-17,14068.800000000001,-72.19999999999891,10.0,15.200000000001701,0.0,10,1,1,2023-11-01,2023-10-31,False,-97.4000000000006,-0.0069231206641647185
SELECTED_MIX_BAND00_FULL,evaluation,BASE,25,2023-11-29,2023-11-28,14348.800000000001,-402.7999999999993,15.0,16.000000000001748,0.0,10,2,1,2023-12-13,2023-12-12,False,-433.80000000000103,-0.030232493309545118
SELECTED_MIX_BAND00_FULL,evaluation,BASE,26,2024-02-19,2024-02-08,246455.14652000004,4344.1999999999825,107.07058,288.3999999999911,0.0,5,3,3,2024-02-26,2024-02-23,False,3948.729419999992,0.0160221016917557
SELECTED_MIX_BAND00_FULL,evaluation,BASE,27,2024-03-05,2024-03-04,277543.92956,6979.799999999988,141.67884,315.199999999973,0.0,54,5,5,2024-05-27,2024-05-24,False,6522.921160000016,0.023502301672895635
SELECTED_MIX_BAND00_FULL,evaluation,BASE,28,2024-06-04,2024-06-03,168323.42544000002,3268.699999999997,96.25858,192.80000000000086,0.0,32,5,6,2024-07-19,2024-07-18,False,2979.6414199999963,0.01770188202985513
SELECTED_MIX_BAND00_FULL,evaluation,BASE,29,2024-08-02,2024-08-01,236501.89092,-3848.8000000000175,94.16660000000002,273.2000000000003,0.0,3,1,2,2024-08-07,2024-08-06,False,-4216.166600000018,-0.017827200381354217
SELECTED_MIX_BAND00_FULL,evaluation,BASE,30,2024-08-28,2024-08-27,256995.4544,-9280.000000000015,117.14006000000002,304.79999999999285,0.0,15,3,4,2024-09-20,2024-09-19,False,-9701.940060000006,-0.03775140724823656
SELECTED_MIX_BAND00_FULL,evaluation,BASE,31,2024-09-25,2024-09-24,252100.61004,77302.1,124.56336000000002,358.69999999996196,0.0,4,1,4,2024-10-08,2024-09-30,False,76818.83664000004,0.30471499703158766
SELECTED_MIX_BAND00_FULL,evaluation,BASE,32,2024-10-09,2024-10-08,120945.78432,-7045.800000000003,49.04636000000001,169.20000000000482,0.0,10,1,2,2024-10-23,2024-10-22,False,-7264.046360000008,-0.060060351841455625
SELECTED_MIX_BAND00_FULL,evaluation,BASE,33,2025-01-08,2025-01-07,17820.7,210.09999999999854,20.0,18.399999999997974,0.0,10,2,2,2025-01-22,2025-01-21,False,171.70000000000056,0.009634862828059535
SELECTED_MIX_BAND00_FULL,evaluation,BASE,34,2025-04-09,2025-04-08,337630.49156,14876.299999999988,140.40636,362.8000000000321,0.0,11,3,2,2025-04-24,2025-04-23,False,14373.093639999955,0.04257048459571883
SELECTED_MIX_BAND00_FULL,evaluation,BASE,35,2025-06-03,2025-05-30,402022.03171999997,19857.300000000047,210.15390000000002,507.00000000001415,1944.8,41,10,8,2025-07-30,2025-07-29,False,21084.94610000003,0.0524472402912616
SELECTED_MIX_BAND00_FULL,evaluation,BASE,36,2025-09-05,2025-09-04,354975.08082000003,14444.399999999965,148.72990000000004,478.1999999999567,0.0,7,1,3,2025-09-16,2025-09-15,False,13817.470100000008,0.038925183334225476
