period,cost,model,name,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,annualized_return_excess_vs_buy_hold,meets_point_target,joint_point_pass
earlier_diagnostic,BASE,SELECTED_MIX_BAND00_SIMPLE3,0个百分点调仓、七成、一成半、一成半,0.6897997243999936,0.10976397035347016,0.10796185470463975,0.08716013185832769,1.2386609841311818,-0.05746426509583347,1219,0.2787066127613448,135,2044.55512,5114.800000000072,False,8.064660050877137e-11,0.07080274215682623,True,True
earlier_diagnostic,STRESS,SELECTED_MIX_BAND00_SIMPLE3,0个百分点调仓、七成、一成半、一成半,0.7026448843999986,0.11143362865961397,0.10950616835209961,0.08762965852973544,1.2496473247689401,-0.058347260797074044,1219,0.281207829326172,130,3636.4231200000004,9619.499999999978,False,7.122480383259244e-11,0.0727333565739273,True,True
evaluation,BASE,SELECTED_MIX_BAND00_SIMPLE2,0个百分点调仓、八成半、一成半两来源,0.9664767234000016,0.10741310447324698,0.10530594434699406,0.08183149804645357,1.2868632111221363,-0.062428167145458076,1604,0.18028069278761805,199,3385.45532,9290.199999999853,False,1.0413714335300028e-10,0.07115563282763,True,True
evaluation,STRESS,SELECTED_MIX_BAND00_SIMPLE2,0个百分点调仓、八成半、一成半两来源,0.8955224634000019,0.10129013032698632,0.09975404944938222,0.08175834427294439,1.2201084835617568,-0.06703232145385314,1604,0.1799467729290623,200,6115.30732,16160.30000000002,False,9.00399754755199e-11,0.06520518581324367,True,True
earlier_diagnostic,BASE,SELECTED_MIX_BAND00_SIMPLE2,0个百分点调仓、八成半、一成半两来源,0.6931760673999998,0.1102038219192775,0.10839517520392339,0.087582460175675,1.2376356520072824,-0.057797184403104655,1219,0.27977777692912287,122,1986.38652,5133.300000000073,False,6.486899906121835e-11,0.07124259372263357,True,True
earlier_diagnostic,STRESS,SELECTED_MIX_BAND00_SIMPLE2,0个百分点调仓、八成半、一成半两来源,0.7062274205999981,0.11189749815801535,0.10996119797866571,0.08805773291481837,1.2487398248718873,-0.05869622695421903,1219,0.2823463553862172,124,3621.2158799999997,9659.999999999978,False,8.321876521222293e-11,0.07319722607232867,True,True
evaluation,BASE,SELECTED_MIX_BAND10_FULL,10个百分点调仓、已保存五来源,0.9774568791,0.10834381176362556,0.10619197524275642,0.08238953050197907,1.2889013275807608,-0.0650240842154689,1604,0.18507289652785275,124,3054.0241800000003,9391.299999999863,False,7.269562729561585e-11,0.07208634011800859,True,True
evaluation,STRESS,SELECTED_MIX_BAND10_FULL,10个百分点调仓、已保存五来源,0.9060399462000019,0.10220989098648206,0.10063397479977307,0.08230574958804267,1.222684627786843,-0.06634093546301313,1604,0.18479138349522634,124,5853.21076,16309.800000000021,False,8.731149137020111e-11,0.06612494647273942,True,True
earlier_diagnostic,BASE,SELECTED_MIX_BAND10_FULL,10个百分点调仓、已保存五来源,0.6876380471000021,0.1094819888244525,0.10778532345301226,0.08806569434543213,1.2239195325052583,-0.05951625440015529,1219,0.283442132678677,71,1738.6905800000002,5069.800000000076,False,7.958078640513122e-11,0.07052076062780857,True,True
earlier_diagnostic,STRESS,SELECTED_MIX_BAND10_FULL,10个百分点调仓、已保存五来源,0.6995906058000005,0.11103754020196355,0.10921787070085352,0.08842339685298675,1.235169362272293,-0.06081630439201334,1219,0.28543569705099303,71,3368.1788400000005,9526.199999999979,False,7.855760486563668e-11,0.07233726811627687,True,True
evaluation,BASE,SELECTED_MIX_BAND10_TOP3,10个百分点调仓、前三来源归一化,0.9925581014999991,0.10961668986459669,0.10748311819441408,0.08429067829192721,1.2751483363577119,-0.06470003777606569,1604,0.17905945262954645,119,3070.9797000000003,9249.499999999849,False,8.841283261062927e-11,0.07335921821897971,True,True
evaluation,STRESS,SELECTED_MIX_BAND10_TOP3,10个百分点调仓、前三来源归一化,0.922618202999993,0.10365095754032648,0.10208826799126736,0.08426383331769118,1.211531258094734,-0.06576488683761943,1604,0.17877835792597338,118,5847.959400000001,16066.300000000017,False,9.703171599539928e-11,0.06756601302658383,True,True
earlier_diagnostic,BASE,SELECTED_MIX_BAND10_TOP3,10个百分点调仓、前三来源归一化,0.6864169420999984,0.10932257294407359,0.10755651467120879,0.08708533097855627,1.2350704012102027,-0.058019049810439136,1219,0.278579662492993,65,1732.9115800000002,4978.900000000084,False,1.1004885891452432e-10,0.07036134474742967,True,True
earlier_diagnostic,STRESS,SELECTED_MIX_BAND10_TOP3,10个百分点调仓、前三来源归一化,0.6982487112000011,0.11086333868575465,0.10897722762244036,0.08746122956848361,1.246006123628863,-0.05915454216462018,1219,0.2807402868949132,65,3342.9577600000002,9353.399999999983,False,1.0180656317970715e-10,0.07216306660006798,True,True
evaluation,BASE,SELECTED_MIX_BAND10_SIMPLE3,10个百分点调仓、七成、一成半、一成半,0.986898150400001,0.10914057688040042,0.1069922935656272,0.08351939828588434,1.2810472268896844,-0.06401708740886601,1604,0.17793788569327512,119,3044.6699200000003,9161.899999999852,False,1.0527401173021644e-10,0.07288310523478345,True,True
evaluation,STRESS,SELECTED_MIX_BAND10_SIMPLE3,10个百分点调仓、七成、一成半、一成半,0.9169130576000006,0.10315623213392484,0.10157844577646623,0.08349465953633407,1.2165861426414069,-0.06512439126076651,1604,0.17761497137905552,119,5799.388480000001,15920.700000000017,False,8.944311957748141e-11,0.06707128762018219,True,True
earlier_diagnostic,BASE,SELECTED_MIX_BAND10_SIMPLE3,10个百分点调仓、七成、一成半、一成半,0.6780768612999979,0.10823129037662224,0.1065405201419601,0.08671860178809915,1.2285774671770735,-0.05822024185996379,1219,0.2773340444674751,66,1719.3277400000002,4939.800000000081,False,1.0959411156363785e-10,0.06927006217997832,True,True
earlier_diagnostic,STRESS,SELECTED_MIX_BAND10_SIMPLE3,10个百分点调仓、七成、一成半、一成半,0.6896170230000038,0.10974014892836284,0.10793358713999161,0.08709290036689693,1.2392926023280768,-0.05938450010317076,1219,0.2795332755070605,66,3317.8954000000003,9279.599999999984,False,7.696598913753405e-11,0.07103987684267617,True,True
evaluation,BASE,SELECTED_MIX_BAND10_SIMPLE2,10个百分点调仓、八成半、一成半两来源,0.9885709394999997,0.10928141103691358,0.10712702953549315,0.08361158982998895,1.281246173566597,-0.06404028297935173,1604,0.17851161076764493,119,3054.9121,9195.499999999853,False,8.469669410260394e-11,0.0730239393912966,True,True
evaluation,STRESS,SELECTED_MIX_BAND10_SIMPLE2,10个百分点调仓、八成半、一成半两来源,0.9177938989999961,0.10323269641617325,0.1016543250414872,0.08357204596336451,1.2163675529261235,-0.06508596549013429,1604,0.17821245710766517,119,5820.020200000001,15983.500000000018,False,7.702283255639486e-11,0.06714775190243061,True,True
earlier_diagnostic,BASE,SELECTED_MIX_BAND10_SIMPLE2,10个百分点调仓、八成半、一成半两来源,0.6824897002000008,0.10880924148940174,0.10710090757848377,0.08716569677089439,1.2287047720158415,-0.05857641051979897,1219,0.278449425716574,66,1726.65996,4962.700000000081,False,7.912603905424476e-11,0.06984801329275782,True,True
earlier_diagnostic,STRESS,SELECTED_MIX_BAND10_SIMPLE2,10个百分点调仓、八成半、一成半两来源,0.6939932862000036,0.11031017905231985,0.10848462885650499,0.08752079128560766,1.239529799296327,-0.05975418626990414,1219,0.2806495157032941,66,3333.94276,9326.099999999984,False,7.457856554538012e-11,0.07160990696663318,True,True
