period,cost,model,name,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,annualized_return_excess_vs_buy_hold,meets_point_target,joint_point_pass
evaluation,BASE,SELECTED_MIX_BAND00_FULL,0个百分点调仓、已保存五来源,0.9756582919999985,0.10819165974313805,0.10604105647541683,0.08220440368807228,1.2899680761360868,-0.06392646839364245,1604,0.18736318414933464,261,3671.7416,9597.19999999986,False,1.0857093002414331e-10,0.07193418809752107,True,True
evaluation,STRESS,SELECTED_MIX_BAND00_FULL,0个百分点调仓、已保存五来源,0.9042491307999974,0.10205358794351801,0.10047948125248915,0.0821332203696939,1.2233719900451485,-0.06827273226503768,1604,0.18721474217352466,242,6372.073840000001,16727.20000000003,False,8.920153504732298e-11,0.06596864342977538,True,True
earlier_diagnostic,BASE,SELECTED_MIX_BAND00_FULL,0个百分点调仓、已保存五来源,0.6956176052999994,0.11052145440329086,0.10879232086449304,0.08884868998845874,1.2244673599422224,-0.05970392344608576,1219,0.2850741598048928,147,2110.37894,5234.100000000072,False,7.065636964398436e-11,0.07156022620664694,True,True
earlier_diagnostic,STRESS,SELECTED_MIX_BAND00_FULL,0个百分点调仓、已保存五来源,0.7079095135999987,0.1121150275724128,0.11026712372972282,0.08930901155552302,1.2346696241416828,-0.06103760408302648,1219,0.28745657589838036,139,3709.79728,9847.999999999975,False,8.606093615526333e-11,0.07341475548672613,True,True
evaluation,BASE,SELECTED_MIX_BAND00_TOP3,0个百分点调仓、前三来源归一化,0.971147553100002,0.1078095544030352,0.10572302468940696,0.08259545694562906,1.2800101676173583,-0.0632304620563143,1604,0.18053524060384757,200,3412.1893800000003,9331.09999999985,False,7.382894295915321e-11,0.07155208275741823,True,True
evaluation,STRESS,SELECTED_MIX_BAND00_TOP3,0个百分点调仓、前三来源归一化,0.8998799580000019,0.10167172050904719,0.10015907295915005,0.08251505428572166,1.213827874515275,-0.06758909577253973,1604,0.18035230802796798,202,6160.7084,16249.300000000021,False,7.702283255639486e-11,0.06558677599530455,True,True
earlier_diagnostic,BASE,SELECTED_MIX_BAND00_TOP3,0个百分点调仓、前三来源归一化,0.6942254676000026,0.11034038885369249,0.10850879556857172,0.08747958055977487,1.2403899844310247,-0.057276949848679676,1219,0.2797963148720781,123,1995.50648,5126.000000000074,False,7.594280759803951e-11,0.07137916065704857,True,True
earlier_diagnostic,STRESS,SELECTED_MIX_BAND00_TOP3,0个百分点调仓、前三来源归一化,0.7076237306000028,0.11207808203174709,0.11010992198847429,0.08790638110672129,1.2525816738468298,-0.058266254047598325,1219,0.28212787878979473,131,3656.95388,9644.699999999979,False,6.986766720729065e-11,0.07337780994606041,True,True
evaluation,BASE,SELECTED_MIX_BAND00_SIMPLE3,0个百分点调仓、七成、一成半、一成半,0.9651115827999963,0.10729708329520268,0.10519296400030193,0.08173213251028073,1.2870453855718271,-0.06242147950698487,1604,0.17962814779490233,200,3380.98344,9257.799999999852,False,1.0163603292312473e-10,0.07103961164958571,True,True
evaluation,STRESS,SELECTED_MIX_BAND00_SIMPLE3,0个百分点调仓、七成、一成半、一成半,0.8945456489999986,0.10120448751752198,0.09966894647324706,0.08166935013843336,1.2203959784705467,-0.06698699054878357,1604,0.17944102836240616,196,6078.0702,16122.300000000021,False,7.833023119019344e-11,0.06511954300377934,True,True
