period,cost,model,holding_closes,buy_trades,sell_trades,unknown_target_origins,unfilled_requests,mean_exposure
evaluation,BASE,RETURN_RUNS_STATE,144,14,13,0,0,0.06874658200780094
evaluation,STRESS,RETURN_RUNS_STATE,144,14,13,0,0,0.06876158328203222
earlier_diagnostic,BASE,RETURN_RUNS_STATE,195,17,13,0,0,0.10700744592235857
earlier_diagnostic,STRESS,RETURN_RUNS_STATE,195,17,13,0,0,0.10705740147509789
