period,cost,control,terminal_nav_difference,price_pnl_difference,dividend_difference,commission_difference,slippage_difference,reconciliation_error,includes_later_entry_and_sizing_path_effects
evaluation,BASE,REARM_RIDGE,-49576.64780000024,-45089.69999999988,-5984.799999999999,-339.3521999999998,-1158.4999999996498,-8.640199666842818e-12,True
evaluation,BASE,PANIC_LEARNED_HALF,-26022.623380000092,-21832.8999999999,-1243.2000000000003,762.5233800000001,2184.0000000002246,3.2741809263825417e-11,True
evaluation,STRESS,REARM_RIDGE,-47907.877560000285,-44665.89999999989,-5835.199999999999,-664.0224400000002,-1929.1999999999189,-3.1241143005900085e-10,True
evaluation,STRESS,PANIC_LEARNED_HALF,-28850.453320000175,-22206.999999999913,-1215.1999999999998,1480.3533200000002,3947.9000000000924,-1.7007550923153758e-10,True
earlier_diagnostic,BASE,REARM_RIDGE,535.7032199999667,528.7000000000116,0.0,-1.8032199999998966,-5.199999999999818,-4.46789272245951e-11,True
earlier_diagnostic,BASE,PANIC_LEARNED_HALF,58165.84205999994,57884.50000000003,962.5000000000001,196.15794000000005,485.00000000000273,-8.924416761146858e-11,True
earlier_diagnostic,STRESS,REARM_RIDGE,528.3121999999858,514.3000000000029,0.0,-3.61220000000003,-10.399999999999636,-1.6825651982799172e-11,True
earlier_diagnostic,STRESS,PANIC_LEARNED_HALF,56798.15148000006,57302.20000000001,962.5000000000001,386.24851999999987,1080.3000000000047,5.161382432561368e-11,True
