path_id,entry_origin_index,entry_origin,planned_entry_date,status,entry_index,resolution_index,natural_exit,entry_date,mode,entry_quantity,entry_cost_cny,exit_index,exit_date,exit_reasons,dividend_cny,holding_intervals,net_profit_cny,last_observed_index,final_observed_nav,remaining_shares,remaining_dividend_receivable,max_accounting_error,episode_id,entry_execution_status
552,552,2014-09-02,2014-09-03,自然退出已成交,553.0,613.0,True,2014-09-03,1.0,81900.0,199794.05082,613.0,2014-12-04,预定最长持有交易日到期,0.0,60.0,48067.66692000002,613,248067.66692000002,0,0.0,2.3646862246096134e-11,1,
553,553,2014-09-03,2014-09-04,自然退出已成交,554.0,614.0,True,2014-09-04,1.0,81300.0,199875.36708000003,614.0,2014-12-05,预定最长持有交易日到期,0.0,60.0,59257.19604000001,614,259257.19604,0,0.0,3.4646063795662485e-11,1,
554,554,2014-09-04,2014-09-05,自然退出已成交,555.0,615.0,True,2014-09-05,1.0,80400.0,199914.37488000002,615.0,2014-12-08,预定最长持有交易日到期,0.0,60.0,51928.446479999984,615,251928.44647999998,0,0.0,2.3646862246096134e-11,1,
555,555,2014-09-05,2014-09-09,自然退出已成交,556.0,616.0,True,2014-09-09,1.0,79800.0,199779.34788000002,616.0,2014-12-09,预定最长持有交易日到期,0.0,60.0,60236.83847999998,616,260236.83847999998,0,0.0,2.5579538487363607e-11,1,
556,556,2014-09-09,2014-09-10,自然退出已成交,557.0,617.0,True,2014-09-10,1.0,80100.0,198607.61358,617.0,2014-12-10,预定最长持有交易日到期,0.0,60.0,57180.618539999996,617,257180.61854,0,0.0,3.2741809263825417e-11,1,
557,557,2014-09-10,2014-09-11,自然退出已成交,558.0,618.0,True,2014-09-11,1.0,80600.0,199927.9776,618.0,2014-12-11,预定最长持有交易日到期,0.0,60.0,57779.27063999997,618,257779.27063999997,0,0.0,6.184563972055912e-11,1,
558,558,2014-09-11,2014-09-12,自然退出已成交,559.0,619.0,True,2014-09-12,1.0,81000.0,199785.94920000003,619.0,2014-12-12,预定最长持有交易日到期,0.0,60.0,61224.83819999997,619,261224.83819999997,0,0.0,2.546585164964199e-11,1,
559,559,2014-09-12,2014-09-15,自然退出已成交,560.0,620.0,True,2014-09-15,1.0,80400.0,198788.54976,620.0,2014-12-15,预定最长持有交易日到期,0.0,60.0,59726.13696000003,620,259726.13696000003,0,0.0,4.001776687800884e-11,1,
560,560,2014-09-15,2014-09-16,自然退出已成交,561.0,621.0,True,2014-09-16,1.0,80300.0,199826.35728,621.0,2014-12-16,预定最长持有交易日到期,0.0,60.0,61176.73165999999,621,261176.73166,0,0.0,2.3646862246096134e-11,1,
561,561,2014-09-16,2014-09-17,自然退出已成交,562.0,622.0,True,2014-09-17,1.0,81700.0,199959.88397999998,622.0,2014-12-17,预定最长持有交易日到期,0.0,60.0,73026.90774000005,622,273026.90774000005,0,0.0,3.041122909053229e-11,1,
562,562,2014-09-17,2014-09-18,自然退出已成交,563.0,623.0,True,2014-09-18,1.0,81800.0,199795.55112000002,623.0,2014-12-18,预定最长持有交易日到期,0.0,60.0,77287.42119999992,623,277287.4211999999,0,0.0,3.456079866737127e-11,1,
563,563,2014-09-18,2014-09-19,自然退出已成交,564.0,624.0,True,2014-09-19,1.0,81400.0,199795.55112000002,624.0,2014-12-19,预定最长持有交易日到期,0.0,60.0,75688.34107999998,624,275688.34108,0,0.0,3.467448550509289e-11,1,
564,564,2014-09-19,2014-09-22,自然退出已成交,565.0,625.0,True,2014-09-22,1.0,80800.0,199292.65056,625.0,2014-12-22,预定最长持有交易日到期,0.0,60.0,77957.48831999997,625,277957.48832,0,0.0,7.548806024715304e-11,1,
565,565,2014-09-22,2014-09-23,自然退出已成交,566.0,626.0,True,2014-09-23,1.0,82400.0,199859.96400000004,626.0,2014-12-23,预定最长持有交易日到期,0.0,60.0,78843.48415999999,626,278843.48416,0,0.0,3.998934516857844e-11,1,
566,566,2014-09-23,2014-09-24,自然退出已成交,567.0,627.0,True,2014-09-24,1.0,81700.0,199142.72058,627.0,2014-12-24,预定最长持有交易日到期,0.0,60.0,73599.02015999999,627,273599.02015999996,0,0.0,7.16227077646181e-11,1,
567,567,2014-09-24,2014-09-25,自然退出已成交,568.0,628.0,True,2014-09-25,1.0,79900.0,199949.78196000002,628.0,2014-12-25,预定最长持有交易日到期,0.0,60.0,60951.42735999997,628,260951.42735999997,0,0.0,9.549694368615746e-11,1,
568,568,2014-09-25,2014-09-26,自然退出已成交,569.0,629.0,True,2014-09-26,1.0,80500.0,199760.4441,629.0,2014-12-26,预定最长持有交易日到期,0.0,60.0,71148.3633,629,271148.36329999997,0,0.0,6.761524673493113e-11,1,
569,569,2014-09-26,2014-09-29,自然退出已成交,570.0,630.0,True,2014-09-29,1.0,80500.0,199760.4441,630.0,2014-12-29,预定最长持有交易日到期,0.0,60.0,87406.11110000001,630,287406.1111,0,0.0,6.980371836107224e-11,1,
570,570,2014-09-29,2014-09-30,自然退出已成交,571.0,631.0,True,2014-09-30,1.0,80200.0,199898.37167999998,631.0,2014-12-30,预定最长持有交易日到期,0.0,60.0,79221.99308000004,631,279221.99308000004,0,0.0,3.467448550509289e-11,1,
571,571,2014-09-30,2014-10-08,自然退出已成交,572.0,632.0,True,2014-10-08,1.0,79900.0,199789.95,632.0,2014-12-31,预定最长持有交易日到期,0.0,60.0,78685.74372000003,632,278685.74372,0,0.0,3.728928277269006e-11,1,
572,572,2014-10-08,2014-10-09,自然退出已成交,573.0,633.0,True,2014-10-09,1.0,79200.0,199940.78016,633.0,2015-01-05,预定最长持有交易日到期,0.0,60.0,85280.56415999998,633,285280.56415999995,0,0.0,8.549250196665525e-11,1,
573,573,2014-10-09,2014-10-10,自然退出已成交,574.0,634.0,True,2014-10-10,1.0,79300.0,198924.17687999998,634.0,2015-01-06,预定最长持有交易日到期,0.0,60.0,91493.62794000003,634,291493.62794000003,0,0.0,4.6838977141305804e-11,1,
574,574,2014-10-10,2014-10-13,自然退出已成交,575.0,635.0,True,2014-10-13,1.0,79600.0,198880.56816000002,635.0,2015-01-07,预定最长持有交易日到期,0.0,60.0,91044.23528000002,635,291044.23528,0,0.0,3.728928277269006e-11,1,
575,575,2014-10-13,2014-10-14,自然退出已成交,576.0,636.0,True,2014-10-14,1.0,80100.0,199729.23786,636.0,2015-01-08,预定最长持有交易日到期,0.0,60.0,94178.96873999998,636,294178.96874,0,0.0,3.6834535421803594e-11,1,
576,576,2014-10-14,2014-10-15,自然退出已成交,577.0,637.0,True,2014-10-15,1.0,80400.0,199833.9588,637.0,2015-01-09,预定最长持有交易日到期,0.0,60.0,87136.63560000001,637,287136.63560000004,0,0.0,9.458744898438454e-11,1,
577,577,2014-10-15,2014-10-16,自然退出已成交,578.0,638.0,True,2014-10-16,1.0,79900.0,199070.70618,638.0,2015-01-12,预定最长持有交易日到期,0.0,60.0,84916.98491999999,638,284916.98491999996,0,0.0,9.393374966748524e-11,1,
578,578,2014-10-16,2014-10-17,自然退出已成交,579.0,639.0,True,2014-10-17,1.0,80200.0,199978.58771999998,639.0,2015-01-13,预定最长持有交易日到期,0.0,60.0,83872.63068000003,639,283872.63068000006,0,0.0,8.458300726488233e-11,1,
579,579,2014-10-17,2014-10-20,自然退出已成交,580.0,640.0,True,2014-10-20,1.0,80400.0,199994.79096,640.0,2015-01-14,预定最长持有交易日到期,0.0,60.0,84805.4376,640,284805.4376,0,0.0,3.637978807091713e-11,1,
580,580,2014-10-20,2014-10-21,自然退出已成交,581.0,641.0,True,2014-10-21,1.0,80200.0,199978.58771999998,641.0,2015-01-15,预定最长持有交易日到期,0.0,60.0,82910.42315999998,641,282910.42316,0,0.0,8.458300726488233e-11,1,
581,581,2014-10-21,2014-10-22,自然退出已成交,582.0,642.0,True,2014-10-22,1.0,80700.0,199933.87878,642.0,2015-01-16,预定最长持有交易日到期,0.0,60.0,93836.05548000001,642,293836.05548,0,0.0,8.822098607197404e-11,1,
582,582,2014-10-22,2014-10-23,自然退出已成交,583.0,643.0,True,2014-10-23,1.0,81100.0,199708.13364000001,643.0,2015-01-19,预定最长持有交易日到期,0.0,60.0,81409.33162000001,643,281409.33162,0,0.0,5.093170329928398e-11,1,
583,583,2014-10-23,2014-10-24,自然退出已成交,584.0,644.0,True,2014-10-24,1.0,82000.0,199955.9832,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线；预定最长持有交易日到期,2870.0000000000005,60.0,74115.76560000001,644,274115.76560000004,0,2870.0000000000005,5.093170329928398e-11,1,
584,584,2014-10-24,2014-10-27,自然退出已成交,585.0,644.0,True,2014-10-27,1.0,82100.0,199132.31850000002,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2873.5000000000005,59.0,75273.66414000004,644,275273.66414,0,2873.5000000000005,1.0913936421275139e-10,1,
588,588,2014-10-30,2014-10-31,自然退出已成交,589.0,644.0,True,2014-10-31,1.0,79500.0,199823.4567,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2782.5000000000005,55.0,65892.44609999997,644,265892.44609999994,0,2782.5000000000005,1.1317524695186876e-10,2,
589,589,2014-10-31,2014-11-03,自然退出已成交,590.0,644.0,True,2014-11-03,1.0,78200.0,199997.39148,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2737.0000000000005,54.0,61373.47140000004,644,261373.47140000004,0,2737.0000000000005,3.728928277269006e-11,2,
590,590,2014-11-03,2014-11-04,自然退出已成交,591.0,644.0,True,2014-11-04,1.0,78300.0,199313.3547,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2740.5000000000005,53.0,62391.742020000034,644,262391.74202000006,0,2740.5000000000005,8.094502845779061e-11,2,
595,595,2014-11-10,2014-11-11,自然退出已成交,596.0,644.0,True,2014-11-11,1.0,76400.0,199978.78775999998,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2674.0000000000005,48.0,55375.86600000004,644,255375.86600000004,0,2674.0000000000005,3.319655661471188e-11,3,
596,596,2014-11-11,2014-11-12,自然退出已成交,597.0,644.0,True,2014-11-12,1.0,77000.0,199700.9322,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2695.0000000000005,47.0,57659.12460000001,644,257659.1246,0,2695.0000000000005,5.4569682106375694e-11,3,
597,597,2014-11-12,2014-11-13,自然退出已成交,598.0,644.0,True,2014-11-13,1.0,75900.0,199884.66894,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2656.5000000000005,46.0,53798.81562000001,644,253798.81562,0,2656.5000000000005,3.1604940886609256e-11,3,
598,598,2014-11-13,2014-11-14,自然退出已成交,599.0,644.0,True,2014-11-14,1.0,76300.0,199335.45912,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2670.5000000000005,45.0,55684.9608,644,255684.9608,0,2670.5000000000005,3.558398020686582e-11,3,
599,599,2014-11-14,2014-11-17,自然退出已成交,600.0,644.0,True,2014-11-17,1.0,75300.0,199735.53912,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2635.5000000000005,44.0,51942.542400000035,644,251942.54240000003,0,2635.5000000000005,9.367795428261161e-11,3,
605,605,2014-11-24,2014-11-25,自然退出已成交,606.0,644.0,True,2014-11-25,1.0,73900.0,199495.99121999997,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2586.5000000000005,38.0,47502.81654000006,644,247502.81654000006,0,2586.5000000000005,3.1377567211166024e-11,4,
606,606,2014-11-25,2014-11-26,自然退出已成交,607.0,644.0,True,2014-11-26,1.0,73100.0,199968.4857,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2558.5000000000005,37.0,44356.45134000003,644,244356.45134000003,0,2558.5000000000005,5.820766091346741e-11,4,
607,607,2014-11-26,2014-11-27,自然退出已成交,608.0,644.0,True,2014-11-27,1.0,72200.0,199961.78436000002,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2527.0000000000005,36.0,41355.04811999999,644,241355.04812,0,2527.0000000000005,9.072209650184959e-11,4,
608,608,2014-11-27,2014-11-28,自然退出已成交,609.0,644.0,True,2014-11-28,1.0,71700.0,199150.72218,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2509.5000000000005,35.0,40494.9411,644,240494.9411,0,2509.5000000000005,9.094947017729282e-11,4,
609,609,2014-11-28,2014-12-01,自然退出已成交,610.0,644.0,True,2014-12-01,1.0,69800.0,199737.73956000002,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2443.0000000000005,34.0,33557.480760000006,644,233557.48076,0,2443.0000000000005,2.6830093702301383e-11,4,
610,610,2014-12-01,2014-12-02,自然退出已成交,611.0,644.0,True,2014-12-02,1.0,70000.0,199679.928,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2450.0000000000005,33.0,34283.76000000001,644,234283.76,0,2450.0000000000005,3.7118752516107634e-11,4,
611,611,2014-12-02,2014-12-03,自然退出已成交,612.0,644.0,True,2014-12-03,1.0,67100.0,199729.53792,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2348.5,32.0,24541.368720000028,644,224541.36872000003,0,2348.5,2.2652102416031994e-11,4,
612,612,2014-12-03,2014-12-04,自然退出已成交,613.0,644.0,True,2014-12-04,1.0,65900.0,199782.84858000002,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2306.5,31.0,20477.25198,644,220477.25198,0,2306.5,2.3533175408374518e-11,4,
613,613,2014-12-04,2014-12-05,自然退出已成交,614.0,644.0,True,2014-12-05,1.0,62600.0,199859.16384000002,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2191.0,30.0,9371.220000000001,644,209371.22,0,2191.0,2.205524651799351e-11,4,
614,614,2014-12-05,2014-12-08,自然退出已成交,615.0,644.0,True,2014-12-08,1.0,63200.0,198298.05168,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2212.0,29.0,12937.735199999996,644,212937.7352,0,2212.0,2.3703705664956942e-11,4,
615,615,2014-12-08,2014-12-09,自然退出已成交,616.0,644.0,True,2014-12-09,1.0,60300.0,196798.25178,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2110.5,28.0,4744.753740000044,644,204744.75374000004,0,2110.5,2.864908310584724e-11,4,
616,616,2014-12-09,2014-12-10,自然退出已成交,617.0,644.0,True,2014-12-10,1.0,62500.0,199914.975,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2187.5,27.0,8981.175000000017,644,208981.17500000002,0,2187.5,2.2282620193436742e-11,4,
617,617,2014-12-10,2014-12-11,自然退出已成交,618.0,644.0,True,2014-12-11,1.0,61600.0,197282.64864,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2156.0,26.0,8605.396800000017,644,208605.39680000002,0,2156.0,2.205524651799351e-11,4,
618,618,2014-12-11,2014-12-12,自然退出已成交,619.0,644.0,True,2014-12-12,1.0,61900.0,199791.25026,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2166.5,25.0,7099.496700000018,644,207099.49670000002,0,2166.5,2.3504753698944114e-11,4,
619,619,2014-12-12,2014-12-15,自然退出已成交,620.0,644.0,True,2014-12-15,1.0,62000.0,199679.928,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2170.0,24.0,7545.052800000005,644,207545.0528,0,2170.0,2.205524651799351e-11,4,
620,620,2014-12-15,2014-12-16,自然退出已成交,621.0,644.0,True,2014-12-16,1.0,61300.0,199571.4063,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2145.5,23.0,5313.9376200000115,644,205313.93762,0,2145.5,2.864908310584724e-11,4,
621,621,2014-12-16,2014-12-17,自然退出已成交,622.0,644.0,True,2014-12-17,1.0,59700.0,199796.15124,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2089.5,22.0,-258.54876000000513,644,199741.45124,0,2089.5,2.3646862246096134e-11,4,
622,622,2014-12-17,2014-12-18,自然退出已成交,623.0,644.0,True,2014-12-18,1.0,58900.0,199828.75775999998,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2061.5,21.0,-2965.0259999999544,644,197034.97400000005,0,2061.5,2.76543232757831e-11,4,
623,623,2014-12-18,2014-12-19,自然退出已成交,624.0,644.0,True,2014-12-19,1.0,59000.0,199990.9902,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2065.0,20.0,-2793.024599999975,644,197206.97540000002,0,2065.0,2.091837814077735e-11,4,
624,624,2014-12-19,2014-12-22,自然退出已成交,625.0,644.0,True,2014-12-22,1.0,58100.0,199671.52632,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2033.5000000000002,19.0,-5481.6652799999865,644,194518.33472,0,2033.5000000000002,1.9099388737231493e-11,4,
625,625,2014-12-22,2014-12-23,自然退出已成交,626.0,644.0,True,2014-12-23,1.0,58600.0,198517.89564,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2051.0,18.0,-2656.8653999999806,644,197343.13460000002,0,2051.0,1.9099388737231493e-11,4,
626,626,2014-12-23,2014-12-24,自然退出已成交,627.0,644.0,True,2014-12-24,1.0,59800.0,199951.38228,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2093.0,17.0,-79.54595999995945,644,199920.45404000004,0,2093.0,2.887645678129047e-11,4,
627,627,2014-12-24,2014-12-25,自然退出已成交,628.0,644.0,True,2014-12-25,1.0,61100.0,199836.9594,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2138.5,16.0,4379.91684000002,644,204379.91684000002,0,2138.5,1.9099388737231493e-11,4,
628,628,2014-12-25,2014-12-26,自然退出已成交,629.0,644.0,True,2014-12-26,1.0,59300.0,199880.9682,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2075.5,15.0,-1680.3010799999756,644,198319.69892000002,0,2075.5,2.9103830456733704e-11,4,
629,629,2014-12-26,2014-12-29,自然退出已成交,630.0,644.0,True,2014-12-29,1.0,55900.0,199714.73496000003,644.0,2015-01-20,持仓含分红收益触及固定止损；含分红持仓价值从周期高点回落至追踪退出线,1956.5000000000002,14.0,-12878.01840000003,644,187121.98159999997,0,1956.5000000000002,2.6361135496699717e-11,4,
630,630,2014-12-29,2014-12-30,自然退出已成交,631.0,644.0,True,2014-12-30,1.0,57300.0,199730.4381,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2005.5000000000002,13.0,-8214.447779999988,644,191785.55222,0,2005.5000000000002,2.864908310584724e-11,4,
631,631,2014-12-30,2014-12-31,自然退出已成交,632.0,644.0,True,2014-12-31,1.0,57200.0,199667.9256,644.0,2015-01-20,含分红持仓价值从周期高点回落至追踪退出线,2002.0000000000002,12.0,-8486.169119999977,644,191513.83088000002,0,2002.0000000000002,2.376054908381775e-11,4,
632,632,2014-12-31,2015-01-05,自然退出已成交,633.0,644.0,True,2015-01-05,1.0,55400.0,199812.35447999998,644.0,2015-01-20,持仓含分红收益触及固定止损；含分红持仓价值从周期高点回落至追踪退出线,1939.0000000000002,11.0,-14646.807119999954,644,185353.19288000005,0,1939.0000000000002,1.7905676941154525e-11,4,
633,633,2015-01-05,2015-01-06,自然退出已成交,634.0,644.0,True,2015-01-06,1.0,54100.0,198424.37694000002,644.0,2015-01-20,持仓含分红收益触及固定止损；含分红持仓价值从周期高点回落至追踪退出线,1893.5000000000002,10.0,-17603.8695,644,182396.1305,0,1893.5000000000002,1.9099388737231493e-11,4,
634,634,2015-01-06,2015-01-07,自然退出已成交,635.0,644.0,True,2015-01-07,1.0,54500.0,198801.2523,644.0,2015-01-20,持仓含分红收益触及固定止损；含分红持仓价值从周期高点回落至追踪退出线,1907.5000000000002,9.0,-16643.809499999974,644,183356.19050000003,0,1907.5000000000002,2.459898951201467e-11,4,
635,635,2015-01-07,2015-01-08,自然退出已成交,636.0,644.0,True,2015-01-08,1.0,54400.0,199905.57312000002,644.0,2015-01-20,持仓含分红收益触及固定止损；含分红持仓价值从周期高点回落至追踪退出线,1904.0000000000002,8.0,-18082.364159999997,644,181917.63584,0,1904.0000000000002,2.2737367544323206e-11,4,
636,636,2015-01-08,2015-01-09,自然退出已成交,637.0,644.0,True,2015-01-09,1.0,55700.0,199111.61436,644.0,2015-01-20,持仓含分红收益触及固定止损；含分红持仓价值从周期高点回落至追踪退出线,1949.5000000000002,7.0,-12943.365480000008,644,187056.63452,0,1949.5000000000002,2.3703705664956942e-11,4,
637,637,2015-01-09,2015-01-12,自然退出已成交,638.0,644.0,True,2015-01-12,1.0,56100.0,199699.83198000002,644.0,2015-01-20,持仓含分红收益触及固定止损；含分红持仓价值从周期高点回落至追踪退出线,1963.5000000000002,6.0,-12194.647739999986,644,187805.35226,0,1963.5000000000002,2.8848035071860068e-11,4,
638,638,2015-01-12,2015-01-13,自然退出已成交,639.0,644.0,True,2015-01-13,1.0,56300.0,199567.10544,644.0,2015-01-20,持仓含分红收益触及固定止损；含分红持仓价值从周期高点回落至追踪退出线,1970.5000000000002,5.0,-11393.453519999981,644,188606.54648000002,0,1970.5000000000002,1.878674993349705e-11,4,
