period,cost,model,cycle,entry_date,entry_origin,buy_debit,gross_price_profit,commission,slippage,dividend_recognized,held_closes,buy_trades,sell_trades,exit_date,exit_origin,terminal_exit,net_profit,cycle_net_return
evaluation,BASE,OWN_CUSHION_CONTINUOUS,1,2020-02-05,2020-02-04,199940.78016,13880.300000000036,83.81748,259.10000000001617,0.0,18,1,2,2020-03-02,2020-02-28,False,13537.38252000002,0.06770696057686133
evaluation,BASE,OWN_CUSHION_CONTINUOUS,2,2020-08-19,2020-08-18,492.0,-23.69999999999999,10.0,0.6000000000000227,0.0,17,1,1,2020-09-11,2020-09-10,False,-34.30000000000001,-0.06971544715447157
evaluation,BASE,OWN_CUSHION_CONTINUOUS,3,2021-07-29,2021-07-28,212299.05132,8616.699999999983,86.57402,259.80000000000985,0.0,9,1,1,2021-08-11,2021-08-10,False,8270.325979999972,0.03895601948561723
evaluation,BASE,OWN_CUSHION_CONTINUOUS,4,2021-10-29,2021-10-28,22770.399999999998,128.8000000000029,10.0,27.600000000001046,0.0,16,1,1,2021-11-22,2021-11-19,False,91.20000000000186,0.004005199732986767
evaluation,BASE,OWN_CUSHION_CONTINUOUS,5,2021-11-25,2021-11-24,23009.600000000002,368.00000000000364,10.0,27.600000000001046,0.0,10,1,1,2021-12-09,2021-12-08,False,330.4000000000026,0.01435922397607966
evaluation,BASE,OWN_CUSHION_CONTINUOUS,6,2022-05-13,2022-05-12,48288.6558,1101.0999999999913,19.519720000000003,60.49999999999334,0.0,6,1,1,2022-05-23,2022-05-20,False,1021.080279999998,0.021145344865863877
evaluation,BASE,OWN_CUSHION_CONTINUOUS,7,2022-06-08,2022-06-07,42307.25975999999,-262.59999999999127,16.85488,60.6000000000023,0.0,2,1,1,2022-06-10,2022-06-09,False,-340.05487999999355,-0.008037742976714916
evaluation,BASE,OWN_CUSHION_CONTINUOUS,8,2022-08-10,2022-08-09,69816.9606,-381.79999999998836,27.824920000000002,99.60000000000377,0.0,12,1,1,2022-08-26,2022-08-25,False,-509.22491999999215,-0.007293713671058778
evaluation,BASE,OWN_CUSHION_CONTINUOUS,9,2024-02-19,2024-02-08,68884.17408,2060.399999999994,27.94392,81.60000000000008,0.0,4,1,1,2024-02-23,2024-02-22,False,1950.856079999994,0.02832081687927809
evaluation,BASE,OWN_CUSHION_CONTINUOUS,10,2024-06-18,2024-06-17,71389.37502,-160.8000000000029,28.501800000000003,80.40000000000006,0.0,22,1,1,2024-07-18,2024-07-17,False,-269.701800000003,-0.0037778983206456845
evaluation,BASE,OWN_CUSHION_CONTINUOUS,11,2024-08-02,2024-08-01,70638.92496,-652.8000000000029,28.103040000000004,81.60000000000008,0.0,2,1,1,2024-08-06,2024-08-05,False,-762.503040000003,-0.010794374920509874
evaluation,BASE,OWN_CUSHION_CONTINUOUS,12,2024-08-28,2024-08-27,69477.09264,-2286.600000000006,27.31148,82.39999999999092,0.0,11,1,1,2024-09-12,2024-09-11,False,-2396.3114799999967,-0.03449067007476317
evaluation,BASE,OWN_CUSHION_CONTINUOUS,13,2024-09-25,2024-09-24,67040.60544,9945.599999999991,28.7808,95.99999999998943,0.0,3,1,1,2024-09-30,2024-09-27,False,9820.819200000002,0.1464906102136777
evaluation,BASE,OWN_CUSHION_CONTINUOUS,14,2025-04-09,2025-04-08,230542.19922,9763.699999999983,94.10182,246.7999999999915,0.0,10,2,1,2025-04-23,2025-04-22,False,9422.79817999999,0.040872335788764105
evaluation,BASE,OWN_CUSHION_CONTINUOUS,15,2025-06-03,2025-05-30,14217.8,-154.8000000000011,10.0,14.399999999998414,316.79999999999995,11,1,1,2025-06-18,2025-06-17,False,137.60000000000045,0.00967800925600307
evaluation,BASE,OWN_CUSHION_CONTINUOUS,16,2025-12-19,2025-12-18,190167.82596,8189.0,77.641,243.59999999999394,0.0,18,1,2,2026-01-16,2026-01-15,False,7867.759000000006,0.04137271360327228
evaluation,BASE,OWN_CUSHION_CONTINUOUS,17,2026-05-06,2026-04-30,84250.54673999999,415.20000000001164,33.75576,103.79999999998857,0.0,2,1,1,2026-05-08,2026-05-07,False,277.64424000002305,0.0032954592076042243
evaluation,BASE,OWN_CUSHION_CONTINUOUS,18,2026-05-13,2026-05-12,83059.00848,-1428.0,32.91120000000001,100.80000000000382,0.0,3,1,1,2026-05-18,2026-05-15,False,-1561.7112000000038,-0.018802430086509548
evaluation,BASE,OWN_CUSHION_CONTINUOUS,19,2026-06-05,2026-06-04,79590.31487999999,2754.0,32.36112,97.1999999999893,0.0,11,1,1,2026-06-23,2026-06-22,False,2624.4388800000106,0.03297434975545621
evaluation,BASE,OWN_CUSHION_CONTINUOUS,20,2026-07-23,2026-07-22,84569.81058,-1663.800000000003,33.46716000000001,106.19999999998831,0.0,6,1,1,2026-07-31,2026-07-30,False,-1803.467159999991,-0.02132518859426764
evaluation,BASE,OWN_CUSHION_CONTINUOUS,21,2026-08-07,2026-08-06,81010.99896,533.1999999999971,32.483920000000005,103.20000000000391,0.0,5,1,1,2026-08-14,2026-08-13,True,397.51607999999317,0.004906939614412986
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,1,2020-02-05,2020-02-04,199707.45104,13853.000000000018,165.05552000000003,469.4000000000185,0.0,18,1,2,2020-03-02,2020-02-28,False,13218.54448,0.06618954080662928
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,2,2020-08-19,2020-08-18,492.2,-23.69999999999999,10.0,0.9999999999999787,0.0,17,1,1,2020-09-11,2020-09-10,False,-34.69999999999997,-0.07049979683055661
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,3,2021-07-29,2021-07-28,211446.94496,8576.899999999994,172.33104000000003,474.09999999996694,0.0,9,1,1,2021-08-11,2021-08-10,False,7930.4689600000265,0.03750571549520498
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,4,2021-10-29,2021-10-28,22783.709840000003,128.8000000000029,18.2528,46.000000000003105,0.0,16,1,1,2021-11-22,2021-11-19,False,64.5471999999998,0.002833041697479755
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,5,2021-11-25,2021-11-24,22522.5054,360.0,18.134999999999998,49.50000000000054,0.0,10,1,1,2021-12-09,2021-12-08,False,292.36499999999944,0.01298101586868748
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,6,2022-05-13,2022-05-12,47923.1616,1092.0,38.7168,107.99999999999876,0.0,6,1,1,2022-05-23,2022-05-20,False,945.2832000000013,0.019724975741166488
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,7,2022-06-08,2022-06-07,41916.76000000001,-259.9999999999927,33.376000000000005,100.00000000000675,0.0,2,1,1,2022-06-10,2022-06-09,False,-393.37599999999946,-0.00938469480942705
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,8,2022-08-10,2022-08-09,69864.13448,-381.79999999998836,55.649840000000005,165.99999999999648,0.0,12,1,1,2022-08-26,2022-08-25,False,-603.4498399999848,-0.008637476789649979
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,9,2024-02-19,2024-02-08,68600.82936,2050.300000000003,55.61388000000001,162.40000000000015,0.0,4,1,1,2024-02-23,2024-02-22,False,1832.2861200000027,0.026709387293040194
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,10,2024-06-18,2024-06-17,71088.424,-160.0,56.720000000000006,160.00000000000014,0.0,22,1,1,2024-07-18,2024-07-17,False,-376.72000000000014,-0.005299315680426396
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,11,2024-08-02,2024-08-01,70000.78912,-646.3999999999942,55.65504000000001,161.60000000000014,0.0,2,1,1,2024-08-06,2024-08-05,False,-863.6550399999943,-0.012337790057187206
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,12,2024-08-28,2024-08-27,68857.13184,-2264.4000000000087,54.09264,163.20000000000016,0.0,11,1,1,2024-09-12,2024-09-11,False,-2481.692640000009,-0.036041185185676894
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,13,2024-09-25,2024-09-24,66393.5468,9842.0,56.962,170.99999999999807,0.0,3,1,1,2024-09-30,2024-09-27,False,9614.038000000002,0.14480380192612338
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,14,2025-04-09,2025-04-08,228837.09824000002,9689.600000000006,186.67648000000003,489.600000000019,0.0,10,2,1,2025-04-23,2025-04-22,False,9013.323519999987,0.039387510107941434
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,15,2025-06-03,2025-05-30,14225.688,-154.8000000000011,11.30256,28.800000000000026,316.79999999999995,11,1,1,2025-06-18,2025-06-17,False,121.89743999999884,0.008568825634303159
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,16,2025-12-19,2025-12-18,188881.02220000004,8127.0,154.13400000000001,403.00000000002717,0.0,18,1,2,2026-01-16,2026-01-15,False,7569.865999999973,0.04007743028828214
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,17,2026-05-06,2026-04-30,83327.41764,410.40000000000873,66.73104000000001,171.00000000001154,0.0,2,1,1,2026-05-08,2026-05-07,False,172.66895999999718,0.0020721746201950004
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,18,2026-05-13,2026-05-12,82614.5326,-1419.5,65.43060000000001,166.99999999999645,0.0,3,1,1,2026-05-18,2026-05-15,False,-1651.9305999999963,-0.019995641783731356
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,19,2026-06-05,2026-06-04,78655.4496,2720.0,63.916799999999995,175.99999999998772,0.0,11,1,1,2026-06-23,2026-06-22,False,2480.0832000000123,0.031530977352648835
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,20,2026-07-23,2026-07-22,83665.953,-1645.0,66.178,174.99999999999628,0.0,6,1,1,2026-07-31,2026-07-30,False,-1886.1779999999962,-0.022544152458288457
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,21,2026-08-07,2026-08-06,80119.0348,527.0,64.2124,169.99999999999636,0.0,5,1,1,2026-08-14,2026-08-13,True,292.78760000000364,0.003654407479207471
evaluation,BASE,OWN_CUSHION_CYCLE_RISK,1,2020-02-05,2020-02-04,199940.78016,11449.600000000035,82.20288000000001,236.80000000000874,0.0,18,1,2,2020-03-02,2020-02-28,False,11130.597120000026,0.05566946928531994
evaluation,BASE,OWN_CUSHION_CYCLE_RISK,2,2020-07-01,2020-06-30,97646.52540000001,15680.900000000009,42.159020000000005,139.8000000000053,0.0,10,1,1,2020-07-15,2020-07-14,False,15498.940980000005,0.1587249614516238
evaluation,BASE,OWN_CUSHION_CYCLE_RISK,3,2020-08-19,2020-08-18,117390.4734,-5711.699999999997,45.77554000000001,144.60000000000548,0.0,17,1,1,2020-09-11,2020-09-10,False,-5902.075540000003,-0.05027729567022943
evaluation,BASE,OWN_CUSHION_CYCLE_RISK,4,2021-01-05,2021-01-04,99578.71176,3029.399999999994,40.406960000000005,112.19999999998764,1346.3999999999999,12,1,1,2021-01-21,2021-01-20,False,4223.193040000006,0.04241060127568782
evaluation,BASE,OWN_CUSHION_CYCLE_RISK,5,2021-02-03,2021-02-02,112649.5254,-2091.0,44.608000000000004,123.00000000000466,0.0,12,1,1,2021-02-26,2021-02-25,False,-2258.6080000000047,-0.0200498669832834
evaluation,BASE,OWN_CUSHION_CYCLE_RISK,6,2021-06-08,2021-06-07,100038.80376000001,-2060.0999999999913,39.57282000000001,113.39999999998751,0.0,30,1,1,2021-07-21,2021-07-20,False,-2213.0728199999785,-0.022122143976344346
evaluation,BASE,OWN_CUSHION_CYCLE_RISK,7,2021-07-29,2021-07-28,83840.96484,3402.9000000000087,34.18974,102.60000000000389,0.0,9,1,1,2021-08-11,2021-08-10,False,3266.110260000005,0.038956019485617416
