period,cost,model,origins_checked,minimum_risk_scale,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
evaluation,BASE,OWN_CUSHION_CONTINUOUS,1604,0.9080983446158596,0.24036272979999923,0.033032433972468675,0.03285332617977755,0.026678252391325447,1.2314647038296989,-0.022459399839977898,1604,0.04421043559006798,45,751.9540400000001,2233.399999999966,False,4.4707348934025504e-11
evaluation,STRESS,OWN_CUSHION_CONTINUOUS,1604,0.9063875626315349,0.22628228779999976,0.031254583106111795,0.031127627077215638,0.026564176321261332,1.1717896576488926,-0.022867928706177806,1604,0.0441775865704565,45,1469.14244,4012.600000000024,False,3.5697667044587433e-11
evaluation,BASE,OWN_CUSHION_CYCLE_RISK,1604,0.7790035599172199,0.27494200920000184,0.03732689631497544,0.03751808146133595,0.04181651559050408,0.8972072620478153,-0.05235646208657913,1604,0.08719110724949458,52,1274.19816,3838.7999999999083,False,4.5787373892380856e-11
evaluation,STRESS,OWN_CUSHION_CYCLE_RISK,1604,0.7769547068974255,0.24827160399999992,0.03402353572979302,0.03430984459948281,0.041371041723573115,0.8293202967604547,-0.052816220907426895,1604,0.08652704225302872,52,2498.6792000000005,6848.800000000028,False,4.285993782104924e-11
earlier_diagnostic,BASE,OWN_CUSHION_CONTINUOUS,1219,0.5607404324870798,0.08192003959999802,0.01575399646579263,0.017373686005315733,0.05883300758874799,0.29530507987557836,-0.09894883613643153,1219,0.09090276378023388,36,594.49208,1828.2999999999668,False,4.9112713895738125e-11
earlier_diagnostic,STRESS,OWN_CUSHION_CONTINUOUS,1219,0.5461974311410703,0.0689603882000015,0.01332686603355736,0.014941791052060878,0.05815981179216228,0.2569092057150443,-0.10189103846495635,1219,0.08929775925749178,36,1159.92236,3359.400000000003,False,4.9112713895738125e-11
earlier_diagnostic,BASE,OWN_CUSHION_CYCLE_RISK,1219,0.5824403073489843,0.14026847850000188,0.026401424045912374,0.02764919476765734,0.05626011265874176,0.49145288661915215,-0.09452270522697408,1219,0.11508772025721922,32,560.2043000000001,1697.7999999999747,False,4.18367562815547e-11
earlier_diagnostic,STRESS,OWN_CUSHION_CYCLE_RISK,1219,0.5806724384177665,0.12657594220000035,0.02394272324016551,0.02522715623115212,0.0558396531384041,0.4517785267867642,-0.09488492440060362,1219,0.11370685135968255,32,1104.5115600000001,3175.4999999999995,False,4.1154635255225e-11
