study,model,horizon,mature_nonoverlap_forecasts,first_mature_prediction_origin,mean_prediction,mean_realization,correlation,sign_hit_rate,mse_ratio_to_zero_return_forecast
510300_total_reverse_repo_v2,T1_PRIMARY_ALL,20,80,2019-12-31 00:00:00,-0.0010560226027950422,0.004583644393040059,-0.11147333669386017,0.4875,1.1758343540654226
510300_total_reverse_repo_v2,T5_PRICE,20,80,2019-12-31 00:00:00,0.0051443759017266956,0.004583644393040059,-0.12927543839933767,0.45,1.061403000629667
510300_original_earnings_breadth_v1,F1_PRIMARY_FULL_H60,60,9,2024-03-19 00:00:00,-0.03654229727452239,0.04438573895197004,0.16583562801531262,0.4444444444444444,1.4933563244747592
510300_original_earnings_breadth_v1,F2_EARNINGS_H60,60,9,2024-03-19 00:00:00,0.01796048395940162,0.04438573895197004,-0.007910250950791885,0.7777777777777778,1.1068757263819804
510300_original_earnings_breadth_v1,F3_PRICE_H60,60,9,2024-03-19 00:00:00,-0.038863389672299804,0.04438573895197004,0.2302843931709896,0.6666666666666666,1.5156977730837036
