period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,0.26851298791140327,11,78,8677.800000000007,2798.688999999984,5879.1110000000335
evaluation,STRESS,-0.1434920790735687,14,64,3473.300000000018,6350.94100000004,-2877.6410000000033
earlier_diagnostic,BASE,-0.24642724642362895,7,50,-4146.700000000022,1939.9492199999984,-6086.649219999992
earlier_diagnostic,STRESS,-0.4100233884414031,8,51,-5215.400000000039,3932.076719999931,-9147.476719999948
