period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
evaluation,BASE,EITHER_CONFIRMED_RUNS_AUXILIARY,-108355.72030000016,-111714.99999999997,-1036.199999999999,-1096.9797,-3298.500000000002,-1.2281262409341136
evaluation,BASE,TREND_NOISE_REFERENCE_BLEND,-60522.96164000005,-62832.799999999996,1127.0000000000005,-336.73835999999983,-846.0999999999685,-1.0224787004036067
evaluation,BASE,RUNS_OPPORTUNITY_CAPPED_SUM,-119651.06542000023,-119758.09999999998,-4443.5999999999985,-1146.63458,-3403.999999999992,-1.3204326137045064
evaluation,BASE,RETURN_RUNS_STATE,-38952.783959999855,-38050.2,-522.3999999999996,90.08396000000005,290.09999999995375,-0.7388809269985297
evaluation,BASE,BUY_HOLD,-47371.95323999997,-24998.600000000028,-19950.800000000003,582.1532400000001,1840.3999999999728,-0.019386402743790165
evaluation,STRESS,EITHER_CONFIRMED_RUNS_AUXILIARY,-110014.28875999985,-115707.99999999997,-1023.6999999999994,-1802.0112399999998,-4915.399999999946,-1.566472401024747
evaluation,STRESS,TREND_NOISE_REFERENCE_BLEND,-65627.47519999993,-67704.09999999998,1098.9,-310.72479999999996,-666.9999999999836,-1.3753408535864935
evaluation,STRESS,RUNS_OPPORTUNITY_CAPPED_SUM,-120971.53571999987,-123610.89999999997,-4405.5,-1900.3642800000002,-5144.499999999972,-1.6594217072968946
evaluation,STRESS,RETURN_RUNS_STATE,-45510.491800000105,-42997.89999999999,-565.1999999999994,509.1918000000003,1438.200000000054,-1.1069411441369588
evaluation,STRESS,BUY_HOLD,-55849.36948000002,-30153.900000000016,-20000.0,1484.8694800000003,4210.6000000000495,-0.43040050938379637
earlier_diagnostic,BASE,EITHER_CONFIRMED_RUNS_AUXILIARY,-102541.65693999993,-104955.2,-1218.0000000000002,-941.54306,-2690.0000000000246,-1.3445212870553307
earlier_diagnostic,BASE,TREND_NOISE_REFERENCE_BLEND,-64901.12207999997,-64466.20000000001,-644.0000000000001,-95.87792000000007,-113.20000000002847,-1.2685499262662132
earlier_diagnostic,BASE,RUNS_OPPORTUNITY_CAPPED_SUM,-97033.88243999999,-99581.7,-1218.0000000000002,-975.8175600000002,-2790.0000000000055,-1.2831282236479113
earlier_diagnostic,BASE,RETURN_RUNS_STATE,-34322.92790000004,-34531.4,-644.0000000000001,-239.3721,-613.0999999999865,-0.8582610408978621
earlier_diagnostic,BASE,BUY_HOLD,-48548.843460000004,-29907.70000000004,-17063.199999999997,365.94346,1212.0000000000043,-0.5251492325761811
earlier_diagnostic,STRESS,EITHER_CONFIRMED_RUNS_AUXILIARY,-105434.12736000007,-110919.50000000001,-1218.0000000000002,-1727.2726400000001,-4976.100000000019,-1.4991383529802906
earlier_diagnostic,STRESS,TREND_NOISE_REFERENCE_BLEND,-70507.33771999992,-70131.20000000006,-644.0000000000001,-48.16228000000001,-219.70000000007667,-1.4538132912742783
earlier_diagnostic,STRESS,RUNS_OPPORTUNITY_CAPPED_SUM,-99738.75060000017,-105487.70000000001,-1218.0000000000002,-1793.7493999999997,-5173.200000000019,-1.4366763495088373
earlier_diagnostic,STRESS,RETURN_RUNS_STATE,-34315.20684,-34983.20000000002,-644.0000000000001,-324.0931600000001,-987.9000000000224,-0.9629918161336257
earlier_diagnostic,STRESS,BUY_HOLD,-51303.06519999995,-30976.400000000056,-17063.199999999997,870.0652,2393.3999999999364,-0.6877311626221276
