period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,1.0050534925218397,21,226,38922.19999999998,2319.6711399999285,36602.528859999904
evaluation,STRESS,0.9568312475417701,21,226,38813.799999999974,4183.775640000027,34630.02435999992
earlier_diagnostic,BASE,0.9001719138381369,9,276,49688.399999999994,1638.86478000001,48049.5352199999
earlier_diagnostic,STRESS,0.9230533300951571,9,282,53288.40000000001,3227.5027599999935,50060.89723999996
