period,cost,cycles,positive_cycles,negative_cycles,net_profit,gross_price_profit,dividend_recognized,commission,slippage,mean_held_closes,additional_buys
evaluation,BASE,74,28,46,-4741.63584000009,16228.299999999988,2995.2000000000003,5919.835840000001,18045.30000000008,4.824324324324325,0
evaluation,STRESS,74,24,50,-23977.274839999838,15623.50000000003,2841.6,11253.574840000001,31188.79999999987,4.824324324324325,0
earlier_diagnostic,BASE,56,17,39,-65405.2234599999,-54535.70000000001,3622.0,3657.72346,10833.79999999989,4.821428571428571,0
earlier_diagnostic,STRESS,56,17,39,-76236.32283999998,-52748.800000000105,3554.1000000000004,7037.72284,20003.899999999878,4.821428571428571,0
