period,cost,origin,execution_date,slope,slope_z,expected_next_close_log_change,expected_next_close_change_nonpositive
evaluation,BASE,2020-01-02,2020-01-03,0.00974060436125091,1.270894353987895,0.008026651626437231,False
evaluation,BASE,2020-02-06,2020-02-07,0.010446702134605485,1.3630216635714363,-0.0029862262865203437,True
evaluation,BASE,2020-03-05,2020-03-06,0.013922775705591209,1.8165584372224053,0.008470224139502713,False
evaluation,BASE,2020-03-25,2020-03-26,0.01311383973844039,1.7110134304382796,0.002867611675599291,False
evaluation,BASE,2020-04-07,2020-04-08,0.0083290322904459,1.0575993306098739,0.002503360258789278,False
evaluation,BASE,2020-04-30,2020-05-06,0.008494749476352485,1.0786416772803744,0.004494373527473061,False
evaluation,BASE,2020-06-01,2020-06-02,0.011137133238292206,1.4141648449654693,0.003190381564305622,False
evaluation,BASE,2020-06-19,2020-06-22,0.008576543327096599,1.0890276523586806,0.005368429026964439,False
evaluation,BASE,2020-07-22,2020-07-23,0.010236757513276268,1.3132792733617917,0.007177777818016651,False
evaluation,BASE,2020-07-29,2020-07-30,0.008914806631481524,1.1436854648524266,-0.003860781565595439,True
evaluation,BASE,2020-08-17,2020-08-18,0.01235252437472742,1.5847121721879984,0.004379413575156366,False
evaluation,BASE,2020-08-28,2020-08-31,0.009097208134180905,1.1670858543424065,0.0008055747394155599,False
evaluation,BASE,2020-10-12,2020-10-13,0.017923786952583017,2.180126140993567,0.008722639560719725,False
evaluation,BASE,2020-11-05,2020-11-06,0.010478733996308132,1.2745611164819797,0.006792491359914998,False
evaluation,BASE,2020-12-01,2020-12-02,0.00888281964141251,1.0804450731983126,0.002874004386394957,False
evaluation,BASE,2020-12-31,2021-01-04,0.011659528867873156,1.4181848815635585,0.005878966700484822,False
evaluation,BASE,2021-01-25,2021-01-26,0.008535872160070998,1.0781620220841022,0.006943169885021749,False
evaluation,BASE,2021-02-09,2021-02-10,0.013865079981355471,1.7512917706269493,0.007268319777713361,False
evaluation,BASE,2021-03-12,2021-03-15,0.00864518768617533,1.0919696150821743,0.004897181441372633,False
evaluation,BASE,2021-03-30,2021-03-31,0.008127413840224015,1.0265698426553471,0.006894234688805234,False
evaluation,BASE,2021-04-19,2021-04-20,0.01090817595276483,1.3124383581009407,0.0034783021462976293,False
evaluation,BASE,2021-05-17,2021-05-18,0.012193894148828915,1.4671320379177895,0.009297541834757062,False
evaluation,BASE,2021-05-25,2021-05-26,0.012176604232223009,1.4650517680486363,0.002409189815080204,False
evaluation,BASE,2021-06-25,2021-06-28,0.008784590245425971,1.056935022704154,0.005644460623297376,False
evaluation,BASE,2021-08-02,2021-08-03,0.01169310570831493,1.4415961458723274,0.004951638411784143,False
evaluation,BASE,2021-09-07,2021-09-08,0.010301423883200468,1.2700212704362026,0.007501665022856874,False
evaluation,BASE,2021-12-08,2021-12-09,0.00839067630392146,1.0227799832949418,0.005475532951209283,False
evaluation,BASE,2022-03-17,2022-03-18,0.011659216983354825,1.4336914112748573,0.00020049756244577832,False
evaluation,BASE,2022-04-01,2022-04-06,0.007980287038494576,1.016641315162617,0.006635979586847807,False
evaluation,BASE,2022-04-28,2022-04-29,0.007940835886622427,1.011615472015558,0.001891964718037542,False
evaluation,BASE,2022-05-20,2022-05-23,0.009213728302026006,1.173774428581177,0.0038727801075820745,False
evaluation,BASE,2022-05-31,2022-06-01,0.009348902087741338,1.1909947684790096,0.005439894640532961,False
evaluation,BASE,2022-06-24,2022-06-27,0.008108293917648446,1.0329486336018046,0.004738926761644002,False
evaluation,BASE,2022-10-14,2022-10-17,0.008882773398232579,1.2450040590823999,0.002513155405497014,False
evaluation,BASE,2022-11-02,2022-11-03,0.01281817078586979,1.7965869377681805,0.007702271732245136,False
evaluation,BASE,2022-11-15,2022-11-16,0.012040794741495421,1.6876303892568696,0.007931871162003667,False
evaluation,BASE,2022-11-29,2022-11-30,0.008448648822995012,1.1841574254819371,-0.0005053617285090128,True
evaluation,BASE,2023-01-05,2023-01-06,0.008156825980316107,1.154744270657984,0.003000558595539382,False
evaluation,BASE,2023-03-23,2023-03-24,0.007103330638957124,1.005603206163677,0.005041582039225556,False
evaluation,BASE,2023-06-15,2023-06-16,0.007749104295660574,1.2288608414758848,0.003833776793517041,False
evaluation,BASE,2023-07-25,2023-07-26,0.008410802710205646,1.3136711575680093,-0.0012562581480617396,True
evaluation,BASE,2023-08-29,2023-08-30,0.007015966233942786,1.0958136579304376,0.00518430839478401,False
evaluation,BASE,2023-10-27,2023-10-30,0.0075730639042669665,1.321174285808918,0.002146649990131144,False
evaluation,BASE,2023-12-28,2023-12-29,0.008293371195897101,1.4468369612613463,0.00020869931792316665,False
evaluation,BASE,2024-01-25,2024-01-26,0.010123217680842627,1.7753679605332646,0.003083547538242859,False
evaluation,BASE,2024-02-06,2024-02-07,0.009790798444821858,1.7170696526530476,-0.003526975028160184,True
evaluation,BASE,2024-03-01,2024-03-04,0.0060455188701582395,1.060238043402897,0.002847084191230309,False
evaluation,BASE,2024-04-01,2024-04-02,0.00754139081533688,1.2506399543410094,0.0018199269286642838,False
evaluation,BASE,2024-04-29,2024-04-30,0.009874540519413288,1.6375619838216566,0.006338016403169111,False
evaluation,BASE,2024-07-11,2024-07-12,0.005679837713473537,1.0702534614803272,0.001739766802073217,False
evaluation,BASE,2024-07-31,2024-08-01,0.005381041452024314,1.0139511956013532,-0.0023062547890771445,True
evaluation,BASE,2024-09-24,2024-09-25,0.018449737558457635,3.4764893790014946,0.006700374029441125,False
evaluation,BASE,2024-10-18,2024-10-21,0.011708571728724738,1.8648591360642377,-0.000691172986756805,True
evaluation,BASE,2024-11-05,2024-11-06,0.016834047426129213,2.6812089353766955,0.010912874408468887,False
evaluation,BASE,2024-12-02,2024-12-03,0.007204357488227414,1.147459501694235,0.006208175435984842,False
evaluation,BASE,2025-01-14,2025-01-15,0.00916686404731987,1.1536188228863662,0.0020760267215441663,False
evaluation,BASE,2025-02-07,2025-02-10,0.010019184296144085,1.2608804422466184,0.0068885940437983795,False
evaluation,BASE,2025-03-06,2025-03-07,0.008062106084228162,1.014588771346678,0.004583979561471607,False
evaluation,BASE,2025-03-14,2025-03-17,0.010019286683327426,1.2608933273271994,0.003888850120873144,False
evaluation,BASE,2025-04-10,2025-04-11,0.010431317348070556,1.328542760424203,0.003829049451036237,False
evaluation,BASE,2025-05-14,2025-05-15,0.00797210284928596,1.0153348011922056,0.006238075431322598,False
evaluation,BASE,2025-06-25,2025-06-26,0.012633255942528548,1.6089838093303517,0.009717540586504314,False
evaluation,BASE,2025-07-22,2025-07-23,0.008675066348568074,1.0851420587903633,0.007673663583316115,False
evaluation,BASE,2025-08-22,2025-08-25,0.013739222384659164,1.7186045000253634,0.009742710043576963,False
evaluation,BASE,2025-09-11,2025-09-12,0.012633133793551746,1.580246682029314,0.006406370830899677,False
evaluation,BASE,2025-10-09,2025-10-10,0.010401519134001506,1.3181679636675712,0.007997852346705692,False
evaluation,BASE,2025-10-27,2025-10-28,0.010275128896819558,1.3021507300858937,0.008708392307253954,False
evaluation,BASE,2026-01-06,2026-01-07,0.013072591970846606,1.656510634711557,0.00979657492977326,False
evaluation,BASE,2026-04-08,2026-04-09,0.01236488819151387,1.6269595672493349,0.0021511536052819524,False
evaluation,BASE,2026-05-06,2026-05-07,0.007764454672672519,1.0216391461467578,0.005201868544183363,False
