period,cost,origin,execution_date,slope,slope_z,expected_next_close_log_change,expected_next_close_change_nonpositive
evaluation,BASE,2026-05-25,2026-05-26,0.008567572635221989,1.1273126008971541,0.0038320219523115817,False
evaluation,BASE,2026-06-15,2026-06-16,0.012768396573771896,1.6800527948476687,0.007030508290686299,False
evaluation,BASE,2026-07-21,2026-07-22,0.008518656592007129,1.1249308512971758,-0.004071839344399364,True
evaluation,BASE,2026-08-05,2026-08-06,0.008129235632966324,1.073505882320522,0.004025943144992272,False
evaluation,STRESS,2020-01-02,2020-01-03,0.00974060436125091,1.270894353987895,0.008026651626437231,False
evaluation,STRESS,2020-02-06,2020-02-07,0.010446702134605485,1.3630216635714363,-0.0029862262865203437,True
evaluation,STRESS,2020-03-05,2020-03-06,0.013922775705591209,1.8165584372224053,0.008470224139502713,False
evaluation,STRESS,2020-03-25,2020-03-26,0.01311383973844039,1.7110134304382796,0.002867611675599291,False
evaluation,STRESS,2020-04-07,2020-04-08,0.0083290322904459,1.0575993306098739,0.002503360258789278,False
evaluation,STRESS,2020-04-30,2020-05-06,0.008494749476352485,1.0786416772803744,0.004494373527473061,False
evaluation,STRESS,2020-06-01,2020-06-02,0.011137133238292206,1.4141648449654693,0.003190381564305622,False
evaluation,STRESS,2020-06-19,2020-06-22,0.008576543327096599,1.0890276523586806,0.005368429026964439,False
evaluation,STRESS,2020-07-22,2020-07-23,0.010236757513276268,1.3132792733617917,0.007177777818016651,False
evaluation,STRESS,2020-07-29,2020-07-30,0.008914806631481524,1.1436854648524266,-0.003860781565595439,True
evaluation,STRESS,2020-08-17,2020-08-18,0.01235252437472742,1.5847121721879984,0.004379413575156366,False
evaluation,STRESS,2020-08-28,2020-08-31,0.009097208134180905,1.1670858543424065,0.0008055747394155599,False
evaluation,STRESS,2020-10-12,2020-10-13,0.017923786952583017,2.180126140993567,0.008722639560719725,False
evaluation,STRESS,2020-11-05,2020-11-06,0.010478733996308132,1.2745611164819797,0.006792491359914998,False
evaluation,STRESS,2020-12-01,2020-12-02,0.00888281964141251,1.0804450731983126,0.002874004386394957,False
evaluation,STRESS,2020-12-31,2021-01-04,0.011659528867873156,1.4181848815635585,0.005878966700484822,False
evaluation,STRESS,2021-01-25,2021-01-26,0.008535872160070998,1.0781620220841022,0.006943169885021749,False
evaluation,STRESS,2021-02-09,2021-02-10,0.013865079981355471,1.7512917706269493,0.007268319777713361,False
evaluation,STRESS,2021-03-12,2021-03-15,0.00864518768617533,1.0919696150821743,0.004897181441372633,False
evaluation,STRESS,2021-03-30,2021-03-31,0.008127413840224015,1.0265698426553471,0.006894234688805234,False
evaluation,STRESS,2021-04-19,2021-04-20,0.01090817595276483,1.3124383581009407,0.0034783021462976293,False
evaluation,STRESS,2021-05-17,2021-05-18,0.012193894148828915,1.4671320379177895,0.009297541834757062,False
evaluation,STRESS,2021-05-25,2021-05-26,0.012176604232223009,1.4650517680486363,0.002409189815080204,False
evaluation,STRESS,2021-06-25,2021-06-28,0.008784590245425971,1.056935022704154,0.005644460623297376,False
evaluation,STRESS,2021-08-02,2021-08-03,0.01169310570831493,1.4415961458723274,0.004951638411784143,False
evaluation,STRESS,2021-09-07,2021-09-08,0.010301423883200468,1.2700212704362026,0.007501665022856874,False
evaluation,STRESS,2021-12-08,2021-12-09,0.00839067630392146,1.0227799832949418,0.005475532951209283,False
evaluation,STRESS,2022-03-17,2022-03-18,0.011659216983354825,1.4336914112748573,0.00020049756244577832,False
evaluation,STRESS,2022-04-01,2022-04-06,0.007980287038494576,1.016641315162617,0.006635979586847807,False
evaluation,STRESS,2022-04-28,2022-04-29,0.007940835886622427,1.011615472015558,0.001891964718037542,False
evaluation,STRESS,2022-05-20,2022-05-23,0.009213728302026006,1.173774428581177,0.0038727801075820745,False
evaluation,STRESS,2022-05-31,2022-06-01,0.009348902087741338,1.1909947684790096,0.005439894640532961,False
evaluation,STRESS,2022-06-24,2022-06-27,0.008108293917648446,1.0329486336018046,0.004738926761644002,False
evaluation,STRESS,2022-10-14,2022-10-17,0.008882773398232579,1.2450040590823999,0.002513155405497014,False
evaluation,STRESS,2022-11-02,2022-11-03,0.01281817078586979,1.7965869377681805,0.007702271732245136,False
evaluation,STRESS,2022-11-15,2022-11-16,0.012040794741495421,1.6876303892568696,0.007931871162003667,False
evaluation,STRESS,2022-11-29,2022-11-30,0.008448648822995012,1.1841574254819371,-0.0005053617285090128,True
evaluation,STRESS,2023-01-05,2023-01-06,0.008156825980316107,1.154744270657984,0.003000558595539382,False
evaluation,STRESS,2023-03-23,2023-03-24,0.007103330638957124,1.005603206163677,0.005041582039225556,False
evaluation,STRESS,2023-06-15,2023-06-16,0.007749104295660574,1.2288608414758848,0.003833776793517041,False
evaluation,STRESS,2023-07-25,2023-07-26,0.008410802710205646,1.3136711575680093,-0.0012562581480617396,True
evaluation,STRESS,2023-08-29,2023-08-30,0.007015966233942786,1.0958136579304376,0.00518430839478401,False
evaluation,STRESS,2023-10-27,2023-10-30,0.0075730639042669665,1.321174285808918,0.002146649990131144,False
evaluation,STRESS,2023-12-28,2023-12-29,0.008293371195897101,1.4468369612613463,0.00020869931792316665,False
evaluation,STRESS,2024-01-25,2024-01-26,0.010123217680842627,1.7753679605332646,0.003083547538242859,False
evaluation,STRESS,2024-02-06,2024-02-07,0.009790798444821858,1.7170696526530476,-0.003526975028160184,True
evaluation,STRESS,2024-03-01,2024-03-04,0.0060455188701582395,1.060238043402897,0.002847084191230309,False
evaluation,STRESS,2024-04-01,2024-04-02,0.00754139081533688,1.2506399543410094,0.0018199269286642838,False
evaluation,STRESS,2024-04-29,2024-04-30,0.009874540519413288,1.6375619838216566,0.006338016403169111,False
evaluation,STRESS,2024-07-11,2024-07-12,0.005679837713473537,1.0702534614803272,0.001739766802073217,False
evaluation,STRESS,2024-07-31,2024-08-01,0.005381041452024314,1.0139511956013532,-0.0023062547890771445,True
evaluation,STRESS,2024-09-24,2024-09-25,0.018449737558457635,3.4764893790014946,0.006700374029441125,False
evaluation,STRESS,2024-10-18,2024-10-21,0.011708571728724738,1.8648591360642377,-0.000691172986756805,True
evaluation,STRESS,2024-11-05,2024-11-06,0.016834047426129213,2.6812089353766955,0.010912874408468887,False
evaluation,STRESS,2024-12-02,2024-12-03,0.007204357488227414,1.147459501694235,0.006208175435984842,False
evaluation,STRESS,2025-01-14,2025-01-15,0.00916686404731987,1.1536188228863662,0.0020760267215441663,False
evaluation,STRESS,2025-02-07,2025-02-10,0.010019184296144085,1.2608804422466184,0.0068885940437983795,False
evaluation,STRESS,2025-03-06,2025-03-07,0.008062106084228162,1.014588771346678,0.004583979561471607,False
evaluation,STRESS,2025-03-14,2025-03-17,0.010019286683327426,1.2608933273271994,0.003888850120873144,False
evaluation,STRESS,2025-04-10,2025-04-11,0.010431317348070556,1.328542760424203,0.003829049451036237,False
evaluation,STRESS,2025-05-14,2025-05-15,0.00797210284928596,1.0153348011922056,0.006238075431322598,False
evaluation,STRESS,2025-06-25,2025-06-26,0.012633255942528548,1.6089838093303517,0.009717540586504314,False
evaluation,STRESS,2025-07-22,2025-07-23,0.008675066348568074,1.0851420587903633,0.007673663583316115,False
evaluation,STRESS,2025-08-22,2025-08-25,0.013739222384659164,1.7186045000253634,0.009742710043576963,False
evaluation,STRESS,2025-09-11,2025-09-12,0.012633133793551746,1.580246682029314,0.006406370830899677,False
evaluation,STRESS,2025-10-09,2025-10-10,0.010401519134001506,1.3181679636675712,0.007997852346705692,False
evaluation,STRESS,2025-10-27,2025-10-28,0.010275128896819558,1.3021507300858937,0.008708392307253954,False
evaluation,STRESS,2026-01-06,2026-01-07,0.013072591970846606,1.656510634711557,0.00979657492977326,False
evaluation,STRESS,2026-04-08,2026-04-09,0.01236488819151387,1.6269595672493349,0.0021511536052819524,False
evaluation,STRESS,2026-05-06,2026-05-07,0.007764454672672519,1.0216391461467578,0.005201868544183363,False
evaluation,STRESS,2026-05-25,2026-05-26,0.008567572635221989,1.1273126008971541,0.0038320219523115817,False
evaluation,STRESS,2026-06-15,2026-06-16,0.012768396573771896,1.6800527948476687,0.007030508290686299,False
evaluation,STRESS,2026-07-21,2026-07-22,0.008518656592007129,1.1249308512971758,-0.004071839344399364,True
evaluation,STRESS,2026-08-05,2026-08-06,0.008129235632966324,1.073505882320522,0.004025943144992272,False
earlier_diagnostic,BASE,2014-12-31,2015-01-05,0.013598506398776397,1.7607672396203102,0.009993178379778644,False
earlier_diagnostic,BASE,2015-01-15,2015-01-16,0.009171849752804176,1.1763428134555025,-0.0007103164033764875,True
earlier_diagnostic,BASE,2015-01-21,2015-01-22,0.009310410715853968,1.1941140588969428,-0.012420552639720417,True
earlier_diagnostic,BASE,2015-02-11,2015-02-12,0.010378444503710007,1.3310955735023244,0.008193784961216866,False
earlier_diagnostic,BASE,2015-02-26,2015-02-27,0.008054818233523386,1.0330770562174387,0.001127884614655572,False
earlier_diagnostic,BASE,2015-03-13,2015-03-16,0.008676019780976048,1.1127497499213408,0.007892544695769499,False
earlier_diagnostic,BASE,2015-03-30,2015-03-31,0.0137671999493248,1.7657230720380903,0.004401459741498137,False
earlier_diagnostic,BASE,2015-05-11,2015-05-12,0.011174361561040593,1.3914525901397619,-0.004030657833612783,True
earlier_diagnostic,BASE,2015-05-20,2015-05-21,0.009337629356757082,1.1627392297314194,0.005309762315074629,False
earlier_diagnostic,BASE,2015-06-02,2015-06-03,0.01597603654568225,1.9893662210789371,0.004814765559632228,False
earlier_diagnostic,BASE,2015-07-10,2015-07-13,0.021465955103439516,2.954174082777946,-0.040745181276538034,True
earlier_diagnostic,BASE,2015-07-17,2015-07-20,0.007432250281928462,1.022836442813303,-0.0062863654635219035,True
earlier_diagnostic,BASE,2015-08-04,2015-08-05,0.007306540267191427,1.0055360587543483,-0.013113549076512021,True
earlier_diagnostic,BASE,2015-08-10,2015-08-11,0.01569229219247,2.159594701050391,-0.004628317596454767,True
earlier_diagnostic,BASE,2015-08-28,2015-08-31,0.011785133135328169,1.6218861309784238,-0.03611815065580154,True
earlier_diagnostic,BASE,2015-09-22,2015-09-23,0.0073038806136077085,1.0051700335927225,0.002383824725435524,False
earlier_diagnostic,BASE,2015-10-09,2015-10-12,0.013095361200587501,1.2757833400193301,0.004239901414787084,False
earlier_diagnostic,BASE,2015-11-05,2015-11-06,0.01800302581078591,1.7539004879306603,0.006218911638104285,False
earlier_diagnostic,BASE,2015-12-03,2015-12-04,0.011494470467548593,1.1198204998106351,0.004043498584452021,False
earlier_diagnostic,BASE,2015-12-21,2015-12-22,0.012740762318078244,1.2412374164846294,0.005494340592504754,False
earlier_diagnostic,BASE,2016-03-03,2016-03-04,0.013596664282919353,1.2455793881809514,0.00924818883225706,False
earlier_diagnostic,BASE,2016-03-18,2016-03-21,0.011573407542168982,1.0602304790045505,0.00745393207062045,False
earlier_diagnostic,BASE,2016-08-15,2016-08-16,0.013749974883359951,1.1970139659578622,0.0031957814660609762,False
earlier_diagnostic,BASE,2017-11-21,2017-11-22,0.010716697499696337,1.5226886246258107,0.005206387312250316,False
earlier_diagnostic,BASE,2018-01-02,2018-01-03,0.006861805708367816,1.122704425280679,0.001769116281047367,False
earlier_diagnostic,BASE,2018-02-14,2018-02-22,0.006420529078472157,1.0505043009675346,-0.000406412239126297,True
earlier_diagnostic,BASE,2018-04-10,2018-04-11,0.008263173559509528,1.4520484884602745,0.0027001169073229137,False
earlier_diagnostic,BASE,2018-04-24,2018-04-25,0.009305301177185272,1.635176656001583,0.0037435383979365633,False
earlier_diagnostic,BASE,2018-05-07,2018-05-08,0.006947417217764845,1.2208368367319051,0.0033876569646723587,False
earlier_diagnostic,BASE,2018-06-05,2018-06-06,0.007245672789392865,1.2732478806048633,0.00573276571148329,False
earlier_diagnostic,BASE,2018-07-09,2018-07-10,0.011291547005982656,2.183633810648986,0.00047413812947372236,False
earlier_diagnostic,BASE,2018-07-20,2018-07-23,0.005612901875165301,1.0854599731969512,-0.0013118972317147648,True
earlier_diagnostic,BASE,2018-08-09,2018-08-10,0.008964435466682096,1.73360163740685,0.002324259160276343,False
earlier_diagnostic,BASE,2018-08-21,2018-08-22,0.0061482962270937806,1.1889980630868568,-0.0022833632769740375,True
earlier_diagnostic,BASE,2018-09-18,2018-09-19,0.00530426296158637,1.0257733450833861,0.00011655754255962547,False
earlier_diagnostic,BASE,2018-10-22,2018-10-23,0.026281486981474828,4.390328954465052,0.010661681396383127,False
earlier_diagnostic,BASE,2018-11-01,2018-11-02,0.007148867533193583,1.1942201042406038,0.003903583738877503,False
earlier_diagnostic,BASE,2018-11-19,2018-11-20,0.007484286750031625,1.2502519680619335,0.0055703039252654185,False
earlier_diagnostic,BASE,2018-12-03,2018-12-04,0.013661156695012236,2.282099632789903,0.007162503525307007,False
earlier_diagnostic,BASE,2018-12-13,2018-12-14,0.008514688314116548,1.422380806309055,0.0031741997935688104,False
earlier_diagnostic,BASE,2019-01-04,2019-01-07,0.00732308626077324,1.1247204695611828,-0.0014999184811797517,True
earlier_diagnostic,BASE,2019-01-21,2019-01-22,0.007236857780884909,1.111477018243526,0.006315565045006355,False
earlier_diagnostic,BASE,2019-02-01,2019-02-11,0.00857318266757897,1.3167172544673909,0.0038556371442684534,False
earlier_diagnostic,BASE,2019-02-18,2019-02-19,0.006869482421834111,1.05505345970235,0.0007093001709074787,False
earlier_diagnostic,BASE,2019-03-04,2019-03-05,0.008885707148507338,1.3647165089377329,0.005904721253270462,False
earlier_diagnostic,BASE,2019-03-18,2019-03-19,0.014980528180707667,2.3007931478197547,0.0056581638259177724,False
earlier_diagnostic,BASE,2019-03-29,2019-04-01,0.015161351297743679,2.328564971591606,0.0021058764140877706,False
earlier_diagnostic,BASE,2019-04-17,2019-04-18,0.007570274469264448,1.0492821227371065,0.0071411213052524625,False
earlier_diagnostic,BASE,2019-05-16,2019-05-17,0.0077204837167047635,1.07010195940866,0.006068663084143833,False
earlier_diagnostic,BASE,2019-06-11,2019-06-12,0.014253683444750465,1.9756397581689937,0.003888119833007686,False
earlier_diagnostic,BASE,2019-06-20,2019-06-21,0.01624848777405645,2.252130726838288,0.00806205068559196,False
earlier_diagnostic,BASE,2019-07-01,2019-07-02,0.010321481154217046,1.4047543509958487,0.003260808939302806,False
earlier_diagnostic,BASE,2019-08-19,2019-08-20,0.010865538125381775,1.4788005451431896,0.004302269490067068,False
earlier_diagnostic,BASE,2019-09-04,2019-09-05,0.007349882180460749,1.0003195101597118,0.004769026092945827,False
earlier_diagnostic,BASE,2019-10-11,2019-10-14,0.008065171322264076,1.0662055001932733,0.004828878027848038,False
earlier_diagnostic,BASE,2019-12-17,2019-12-18,0.01071351197164351,1.4163128015668924,0.008072504646035372,False
earlier_diagnostic,STRESS,2014-12-31,2015-01-05,0.013598506398776397,1.7607672396203102,0.009993178379778644,False
earlier_diagnostic,STRESS,2015-01-15,2015-01-16,0.009171849752804176,1.1763428134555025,-0.0007103164033764875,True
earlier_diagnostic,STRESS,2015-01-21,2015-01-22,0.009310410715853968,1.1941140588969428,-0.012420552639720417,True
earlier_diagnostic,STRESS,2015-02-11,2015-02-12,0.010378444503710007,1.3310955735023244,0.008193784961216866,False
earlier_diagnostic,STRESS,2015-02-26,2015-02-27,0.008054818233523386,1.0330770562174387,0.001127884614655572,False
earlier_diagnostic,STRESS,2015-03-13,2015-03-16,0.008676019780976048,1.1127497499213408,0.007892544695769499,False
earlier_diagnostic,STRESS,2015-03-30,2015-03-31,0.0137671999493248,1.7657230720380903,0.004401459741498137,False
earlier_diagnostic,STRESS,2015-05-11,2015-05-12,0.011174361561040593,1.3914525901397619,-0.004030657833612783,True
earlier_diagnostic,STRESS,2015-05-20,2015-05-21,0.009337629356757082,1.1627392297314194,0.005309762315074629,False
earlier_diagnostic,STRESS,2015-06-02,2015-06-03,0.01597603654568225,1.9893662210789371,0.004814765559632228,False
earlier_diagnostic,STRESS,2015-07-10,2015-07-13,0.021465955103439516,2.954174082777946,-0.040745181276538034,True
earlier_diagnostic,STRESS,2015-07-17,2015-07-20,0.007432250281928462,1.022836442813303,-0.0062863654635219035,True
earlier_diagnostic,STRESS,2015-08-04,2015-08-05,0.007306540267191427,1.0055360587543483,-0.013113549076512021,True
earlier_diagnostic,STRESS,2015-08-10,2015-08-11,0.01569229219247,2.159594701050391,-0.004628317596454767,True
earlier_diagnostic,STRESS,2015-08-28,2015-08-31,0.011785133135328169,1.6218861309784238,-0.03611815065580154,True
earlier_diagnostic,STRESS,2015-09-22,2015-09-23,0.0073038806136077085,1.0051700335927225,0.002383824725435524,False
earlier_diagnostic,STRESS,2015-10-09,2015-10-12,0.013095361200587501,1.2757833400193301,0.004239901414787084,False
earlier_diagnostic,STRESS,2015-11-05,2015-11-06,0.01800302581078591,1.7539004879306603,0.006218911638104285,False
earlier_diagnostic,STRESS,2015-12-03,2015-12-04,0.011494470467548593,1.1198204998106351,0.004043498584452021,False
earlier_diagnostic,STRESS,2015-12-21,2015-12-22,0.012740762318078244,1.2412374164846294,0.005494340592504754,False
earlier_diagnostic,STRESS,2016-03-03,2016-03-04,0.013596664282919353,1.2455793881809514,0.00924818883225706,False
earlier_diagnostic,STRESS,2016-03-18,2016-03-21,0.011573407542168982,1.0602304790045505,0.00745393207062045,False
earlier_diagnostic,STRESS,2016-08-15,2016-08-16,0.013749974883359951,1.1970139659578622,0.0031957814660609762,False
earlier_diagnostic,STRESS,2017-11-21,2017-11-22,0.010716697499696337,1.5226886246258107,0.005206387312250316,False
earlier_diagnostic,STRESS,2018-01-02,2018-01-03,0.006861805708367816,1.122704425280679,0.001769116281047367,False
earlier_diagnostic,STRESS,2018-02-14,2018-02-22,0.006420529078472157,1.0505043009675346,-0.000406412239126297,True
earlier_diagnostic,STRESS,2018-04-10,2018-04-11,0.008263173559509528,1.4520484884602745,0.0027001169073229137,False
earlier_diagnostic,STRESS,2018-04-24,2018-04-25,0.009305301177185272,1.635176656001583,0.0037435383979365633,False
earlier_diagnostic,STRESS,2018-05-07,2018-05-08,0.006947417217764845,1.2208368367319051,0.0033876569646723587,False
earlier_diagnostic,STRESS,2018-06-05,2018-06-06,0.007245672789392865,1.2732478806048633,0.00573276571148329,False
earlier_diagnostic,STRESS,2018-07-09,2018-07-10,0.011291547005982656,2.183633810648986,0.00047413812947372236,False
earlier_diagnostic,STRESS,2018-07-20,2018-07-23,0.005612901875165301,1.0854599731969512,-0.0013118972317147648,True
earlier_diagnostic,STRESS,2018-08-09,2018-08-10,0.008964435466682096,1.73360163740685,0.002324259160276343,False
earlier_diagnostic,STRESS,2018-08-21,2018-08-22,0.0061482962270937806,1.1889980630868568,-0.0022833632769740375,True
earlier_diagnostic,STRESS,2018-09-18,2018-09-19,0.00530426296158637,1.0257733450833861,0.00011655754255962547,False
earlier_diagnostic,STRESS,2018-10-22,2018-10-23,0.026281486981474828,4.390328954465052,0.010661681396383127,False
earlier_diagnostic,STRESS,2018-11-01,2018-11-02,0.007148867533193583,1.1942201042406038,0.003903583738877503,False
earlier_diagnostic,STRESS,2018-11-19,2018-11-20,0.007484286750031625,1.2502519680619335,0.0055703039252654185,False
earlier_diagnostic,STRESS,2018-12-03,2018-12-04,0.013661156695012236,2.282099632789903,0.007162503525307007,False
earlier_diagnostic,STRESS,2018-12-13,2018-12-14,0.008514688314116548,1.422380806309055,0.0031741997935688104,False
earlier_diagnostic,STRESS,2019-01-04,2019-01-07,0.00732308626077324,1.1247204695611828,-0.0014999184811797517,True
earlier_diagnostic,STRESS,2019-01-21,2019-01-22,0.007236857780884909,1.111477018243526,0.006315565045006355,False
earlier_diagnostic,STRESS,2019-02-01,2019-02-11,0.00857318266757897,1.3167172544673909,0.0038556371442684534,False
earlier_diagnostic,STRESS,2019-02-18,2019-02-19,0.006869482421834111,1.05505345970235,0.0007093001709074787,False
earlier_diagnostic,STRESS,2019-03-04,2019-03-05,0.008885707148507338,1.3647165089377329,0.005904721253270462,False
earlier_diagnostic,STRESS,2019-03-18,2019-03-19,0.014980528180707667,2.3007931478197547,0.0056581638259177724,False
earlier_diagnostic,STRESS,2019-03-29,2019-04-01,0.015161351297743679,2.328564971591606,0.0021058764140877706,False
earlier_diagnostic,STRESS,2019-04-17,2019-04-18,0.007570274469264448,1.0492821227371065,0.0071411213052524625,False
earlier_diagnostic,STRESS,2019-05-16,2019-05-17,0.0077204837167047635,1.07010195940866,0.006068663084143833,False
