period,known_origins,model_next_close_log_mse,unchanged_price_log_mse,relative_mse_change,diagnostic_only_final_day_close_not_used_in_account
evaluation,1604,0.0001906839934042899,0.00014617297339811363,0.30450923294107857,True
earlier_diagnostic,1219,0.00037958149597725914,0.00027816090715497875,0.3646112239840136,True
