model,cost,name,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,mark_scope,ending_shares
SELECTED_MIX_BAND10_SIMPLE2,BASE,固定85%与15%方案连续至9月11日,1.0034463301,0.10909651067308165,0.10692946559354605,0.08322800128793671,1.2847775260589454,-0.06404028297935173,1624,0.17735216318827293,120,3056.23398,9195.499999999796,False,8.469669410260394e-11,CONTINUOUS_CLOSE_NO_TERMINAL_LIQUIDATION,0
SELECTED_MIX_BAND10_SIMPLE2,STRESS,固定85%与15%方案连续至9月11日,0.9322621093999961,0.10313348407766679,0.10153375528722275,0.08319068279665304,1.2204943134726585,-0.06508596549013429,1624,0.17705436334496963,120,5821.1781200000005,15983.500000000018,False,7.702283255639486e-11,CONTINUOUS_CLOSE_NO_TERMINAL_LIQUIDATION,0
