date,open,mark,mark_clock,cash,shares,dividend_receivable,equity,net_return,pnl,price_pnl,dividend_recognized,dividend_paid,exposure,accounting_error,origin,terminal_unliquidated,turnover,requested_quantity,filled_quantity,open_price,fill_price,commission,slippage_cost,notional,status,cash_before,shares_before,cash_after,shares_after
2020-02-03,3.73,3.659,CLOSE,13362.679999999993,50000,0.0,196312.68,-0.018436600000000025,-3687.320000000007,-3550.0000000000086,0.0,0.0,0.9319316510782697,1.2846612662542611e-11,2020-01-23,False,0.933,50000,50000,3.73,3.732,37.32,100.0000000000112,186600.0,FILLED,200000.0,0,13362.679999999993,50000.0
2020-03-02,3.948,4.076,CLOSE,105680.61272,26600,0.0,214102.21272,0.01947278954775511,4089.5327200000174,4154.799999999997,0.0,0.0,0.5064011185246007,1.482902689531329e-11,2020-02-28,False,0.43810602522230224,-23400,-23400,3.948,3.946,18.467280000000002,46.799999999994846,92336.40000000001,FILLED,13362.679999999993,50000,105680.61272,26600.0
2020-04-01,3.664,3.673,CLOSE,203070.33088000002,0,0.0,203070.33088000002,-0.0010118352738612835,-205.68183999997564,-132.99999999999716,0.0,0.0,0.0,2.7483793019200675e-11,2020-03-31,False,0.4795104625836328,-26600,-26600,3.664,3.662,19.481840000000002,53.20000000000596,97409.2,FILLED,105680.61272,26600,203070.33088000002,0.0
2020-06-01,3.898,3.968,CLOSE,100869.89488000002,26200,0.0,204831.49488,0.0086726800137078,1761.1639999999898,1833.999999999996,0.0,0.0,0.5075469476064003,-1.1922907106054481e-11,2020-05-29,False,0.5031754247762615,26200,26200,3.898,3.9,20.436,52.39999999999423,102180.0,FILLED,203070.33088000002,0,100869.89488000002,26200.0
2020-07-01,4.187,4.272,CLOSE,210468.77072000003,0,0.0,210468.77072000003,0.0006431493000065291,135.27584000001661,235.80000000000894,0.0,0.0,0.0,1.0658141036401503e-11,2020-06-30,False,0.5205925206828996,-26200,-26200,4.187,4.184,21.92416,78.60000000000298,109620.8,FILLED,100869.89488000002,26200,210468.77072000003,0.0
2021-02-01,5.348,5.411,CLOSE,52582.69982000004,29500,0.0,212207.19982000004,0.008259795950025905,1738.4291000000085,1858.4999999999918,0.0,0.0,0.7522105759625398,2.000888343900442e-11,2021-01-29,False,0.750013883104795,29500,29500,5.348,5.351,31.5709,88.50000000000335,157854.5,FILLED,210468.77072000003,0,52582.69982000004,29500.0
2021-03-01,5.381,5.418,CLOSE,105814.25138000005,19600,0.0,212007.05138000005,0.01057662710249585,2218.85156000001,2259.200000000013,0.0,0.0,0.5008927736543098,-1.8118839761882555e-12,2021-02-26,False,0.2519479734990012,-9900,-9900,5.381,5.378,10.64844,29.700000000001125,53242.200000000004,FILLED,52582.69982000004,29500,105814.25138000005,19600.0
2021-05-06,5.109,5.061,CLOSE,205871.83586000005,0,0.0,205871.83586000005,-0.002186937024157176,-451.2155199999979,-372.4000000000025,0.0,0.0,0.0,6.778577699151356e-12,2021-04-30,False,0.48592999987820656,-19600,-19600,5.109,5.106,20.01552,58.80000000000223,100077.59999999999,FILLED,105814.25138000005,19600,205871.83586000005,0.0
2021-06-01,5.333,5.346,CLOSE,154635.99074000004,9600,0.0,205957.59074000004,0.00041654498121013184,85.75487999999314,124.79999999999905,0.0,0.0,0.2491852804045866,-4.817479748453479e-12,2021-05-31,False,0.2488227677477709,9600,9600,5.333,5.336,10.245120000000002,28.80000000000109,51225.600000000006,FILLED,205871.83586000005,0,154635.99074000004,9600.0
2021-07-01,5.273,5.254,CLOSE,51205.70882000004,29200,0.0,204622.50882000005,-0.002296911952734737,-471.0819199999969,-391.6000000000089,0.0,0.0,0.7497552487490802,1.4217960142559605e-11,2021-06-30,False,0.5038059867699556,19600,19600,5.273,5.276,20.681919999999998,58.80000000000223,103409.59999999999,FILLED,154635.99074000004,9600,51205.70882000004,29200.0
2021-08-02,4.856,4.993,CLOSE,96814.78518000004,19800,0.0,195676.18518000003,0.01141312836243391,2208.0763600000064,2245.4000000000087,0.0,0.0,0.5052295960750598,-1.2718714970105793e-12,2021-07-30,False,0.23636261755920157,-9400,-9400,4.856,4.853,9.12364,28.20000000000107,45618.2,FILLED,51205.70882000004,29200,96814.78518000004,19800.0
2021-10-08,4.978,5.006,CLOSE,146554.83518000005,9800,0.0,195613.63518000004,0.00558197893938539,1085.850000000035,1125.8000000000075,0.0,0.0,0.2507943781876811,1.972466634470038e-11,2021-09-30,False,0.2546330611122472,-10000,-10000,4.978,4.9750000000000005,9.950000000000001,29.999999999992255,49750.00000000001,FILLED,96814.78518000004,19800,146554.83518000005,9800.0
2021-11-01,4.957,4.965,CLOSE,97937.11358000006,19600,0.0,195251.11358000006,-0.0006015377027724922,-117.5215999999782,-78.40000000000009,0.0,0.0,0.4984043277178423,2.3000268356554443e-11,2021-10-29,False,0.24910133906658152,9800,9800,4.957,4.96,9.7216,29.400000000001114,48608.0,FILLED,146554.83518000005,9800,97937.11358000006,19600.0
2021-12-01,4.911,4.924,CLOSE,48787.28558000006,29600,0.0,194537.68558000008,0.0017764415236822817,344.97200000003795,384.8000000000234,0.0,0.0,0.7492142181369934,1.5717205315013416e-11,2021-11-30,False,0.2530475994391838,10000,10000,4.911,4.914,9.828000000000001,30.000000000001137,49140.0,FILLED,97937.11358000006,19600,48787.28558000006,29600.0
2022-01-04,5.025,4.99,CLOSE,5.931260000055772,39300,0.0,196112.93126000004,-0.004624583422467077,-911.1543200000015,-872.2999999999954,0.0,0.0,0.9999697558954326,-4.952482868247898e-12,2021-12-31,False,0.24691069821970058,9700,9700,5.025,5.0280000000000005,9.754320000000002,29.100000000001103,48771.600000000006,FILLED,48787.28558000006,29600,5.931260000055772,39300.0
