date,minute_sum,daily_volume,ratio,absolute_difference
2023-11-17,1198450872.0,1198450872,1.0,0.0
2023-11-20,858430360.0,858430360,1.0,0.0
2023-11-21,931605485.0,931605485,1.0,0.0
2023-11-22,762202706.0,762202706,1.0,0.0
2023-11-23,774971808.0,774971808,1.0,0.0
2023-11-24,743453294.0,743453294,1.0,0.0
2023-11-27,776295648.0,776295648,1.0,0.0
2023-11-28,727483741.0,727483741,1.0,0.0
2023-11-29,759056998.0,759056998,1.0,0.0
2023-11-30,667810076.0,667810076,1.0,0.0
2023-12-01,860468131.0,860468131,1.0,0.0
2023-12-04,692522952.0,692522952,1.0,0.0
2023-12-05,1008789571.0,1008789571,1.0,0.0
2023-12-06,1001944865.0,1001944865,1.0,0.0
2023-12-07,934505826.0,934505826,1.0,0.0
2023-12-08,709198592.0,709198592,1.0,0.0
2023-12-11,998247834.0,998247834,1.0,0.0
2023-12-12,640724215.0,640724215,1.0,0.0
2023-12-13,708815211.0,708815211,1.0,0.0
2023-12-14,741533123.0,741533123,1.0,0.0
2023-12-15,899976784.0,899976785,0.9999999988888603,1.0
2023-12-18,847303751.0,847303752,0.9999999988197857,1.0
2023-12-19,1098536629.0,1098536629,1.0,0.0
2023-12-20,1034717610.0,1034717610,1.0,0.0
2023-12-21,1592448074.0,1592448074,1.0,0.0
2023-12-22,2076526540.0,2076526541,0.9999999995184266,1.0
2023-12-25,1004146544.0,1004146545,0.9999999990041294,1.0
2023-12-26,777169320.0,777169320,1.0,0.0
2023-12-27,836172465.0,836172465,1.0,0.0
2023-12-28,2383299191.0,2383299192,0.9999999995804135,1.0
2023-12-29,2518873484.0,2518873484,1.0,0.0
2024-01-02,942930578.0,942930578,1.0,0.0
2024-01-03,1061750273.0,1061750273,1.0,0.0
2024-01-04,1666152481.0,1666152481,1.0,0.0
2024-01-05,1699669666.0,1699669666,1.0,0.0
2024-01-08,1730424386.0,1730424386,1.0,0.0
2024-01-09,1131217813.0,1131217813,1.0,0.0
2024-01-10,958254057.0,958254057,1.0,0.0
2024-01-11,1266237158.0,1266237158,1.0,0.0
2024-01-12,841327273.0,841327273,1.0,0.0
2024-01-15,905570620.0,905570620,1.0,0.0
2024-01-16,1768952353.0,1768952352,1.0000000005653062,1.0
2024-01-17,1286215182.0,1286215182,1.0,0.0
2024-01-18,4754351136.0,4754351134,1.0000000004206673,2.0
2024-01-19,3694452124.0,3694452124,1.0,0.0
2024-01-22,4647056457.0,4647056467,0.9999999978481001,10.0
2024-01-23,1392480373.0,1392480372,1.0000000007181429,1.0
2024-01-24,2278936848.0,2278936853,0.9999999978059945,5.0
2024-01-25,1648701410.0,1648701409,1.000000000606538,1.0
2024-01-26,2183305123.0,2183305124,0.9999999995419788,1.0
2024-01-29,1011393030.0,1011393030,1.0,0.0
2024-01-30,1889262338.0,1889262338,1.0,0.0
2024-01-31,1909099700.0,1909099700,1.0,0.0
2024-02-01,1890997581.0,1890997581,1.0,0.0
2024-02-02,2538694227.0,2538694215,1.0000000047268394,12.0
2024-02-05,2660178733.0,2660178739,0.9999999977445124,6.0
2024-02-06,2008918169.0,2008918168,1.0000000004977803,1.0
2024-02-07,3465814669.0,3465814670,0.9999999997114676,1.0
2024-02-08,2394261980.0,2394261979,1.0000000004176652,1.0
2024-02-19,1486187641.0,1486187642,0.9999999993271375,1.0
2024-02-20,980166818.0,980166818,1.0,0.0
2024-02-21,1600958051.0,1600958050,1.000000000624626,1.0
2024-02-22,944635129.0,944635129,1.0,0.0
2024-02-23,1090877384.0,1090877384,1.0,0.0
2024-02-26,1117236848.0,1117236848,1.0,0.0
2024-02-27,1046884914.0,1046884914,1.0,0.0
2024-02-28,2854997884.0,2854997884,1.0,0.0
2024-02-29,1483585030.0,1483585030,1.0,0.0
2024-03-01,1225639313.0,1225639313,1.0,0.0
2024-03-04,1014654993.0,1014654993,1.0,0.0
2024-03-05,2799101871.0,2799101870,1.0000000003572576,1.0
2024-03-06,1299527425.0,1299527425,1.0,0.0
2024-03-07,1058948004.0,1058948004,1.0,0.0
2024-03-08,862187698.0,862187698,1.0,0.0
2024-03-11,1120761515.0,1120761515,1.0,0.0
2024-03-12,1105839572.0,1105839572,1.0,0.0
2024-03-13,685870558.0,685870558,1.0,0.0
2024-03-14,701881148.0,701881148,1.0,0.0
2024-03-15,849023790.0,849023790,1.0,0.0
2024-03-18,787332931.0,787332932,0.9999999987298893,1.0
2024-03-19,654875208.0,654875208,1.0,0.0
2024-03-20,537962049.0,537962049,1.0,0.0
2024-03-21,619733207.0,619733207,1.0,0.0
2024-03-22,1450637752.0,1450637754,0.9999999986212961,2.0
2024-03-25,630542663.0,630542664,0.9999999984140645,1.0
2024-03-26,879103283.0,879103283,1.0,0.0
2024-03-27,874647452.0,874647452,1.0,0.0
2024-03-28,1031925094.0,1031925094,1.0,0.0
2024-03-29,651195899.0,651195899,1.0,0.0
2024-04-01,1093262535.0,1093262535,1.0,0.0
2024-04-02,583191382.0,583191382,1.0,0.0
2024-04-03,598346410.0,598346410,1.0,0.0
2024-04-08,709948668.0,709948668,1.0,0.0
2024-04-09,534537135.0,534537135,1.0,0.0
2024-04-10,681671142.0,681671142,1.0,0.0
2024-04-11,539115871.0,539115871,1.0,0.0
2024-04-12,740512912.0,740512912,1.0,0.0
2024-04-15,1099953729.0,1099953730,0.9999999990908709,1.0
2024-04-16,913229847.0,913229847,1.0,0.0
2024-04-17,996466433.0,996466434,0.9999999989964539,1.0
2024-04-18,930219267.0,930219267,1.0,0.0
2024-04-19,644275740.0,644275741,0.9999999984478696,1.0
2024-04-22,725182362.0,725182362,1.0,0.0
2024-04-23,942847430.0,942847430,1.0,0.0
2024-04-24,594231908.0,594231908,1.0,0.0
2024-04-25,664755214.0,664755214,1.0,0.0
2024-04-26,1374313959.0,1374313959,1.0,0.0
2024-04-29,1530322426.0,1530322426,1.0,0.0
2024-04-30,823109014.0,823109014,1.0,0.0
2024-05-06,1309061066.0,1309061067,0.9999999992360937,1.0
2024-05-07,686018359.0,686018359,1.0,0.0
2024-05-08,638775858.0,638775858,1.0,0.0
2024-05-09,650202324.0,650202324,1.0,0.0
2024-05-10,865095400.0,865095400,1.0,0.0
2024-05-13,741159442.0,741159442,1.0,0.0
2024-05-14,587666800.0,587666800,1.0,0.0
2024-05-15,855946284.0,855946284,1.0,0.0
2024-05-16,1051197527.0,1051197527,1.0,0.0
2024-05-17,932046932.0,932046931,1.0000000010729073,1.0
2024-05-20,936535895.0,936535896,0.9999999989322352,1.0
2024-05-21,496983882.0,496983882,1.0,0.0
2024-05-22,676684556.0,676684556,1.0,0.0
2024-05-23,698806053.0,698806053,1.0,0.0
2024-05-24,841274200.0,841274200,1.0,0.0
2024-05-27,669622487.0,669622487,1.0,0.0
2024-05-28,531753198.0,531753198,1.0,0.0
2024-05-29,615245082.0,615245082,1.0,0.0
2024-05-30,777925303.0,777925303,1.0,0.0
2024-05-31,723218340.0,723218340,1.0,0.0
2024-06-03,707511590.0,707511590,1.0,0.0
2024-06-04,681737902.0,681737902,1.0,0.0
2024-06-05,583939433.0,583939433,1.0,0.0
2024-06-06,1026699323.0,1026699323,1.0,0.0
2024-06-07,1028127109.0,1028127109,1.0,0.0
2024-06-11,879916985.0,879916985,1.0,0.0
2024-06-12,569835311.0,569835311,1.0,0.0
2024-06-13,548803711.0,548803711,1.0,0.0
2024-06-14,674103954.0,674103954,1.0,0.0
2024-06-17,393017195.0,393017195,1.0,0.0
2024-06-18,549035200.0,549035200,1.0,0.0
2024-06-19,530859528.0,530859528,1.0,0.0
2024-06-20,554655780.0,554655780,1.0,0.0
2024-06-21,1965867737.0,1965867737,1.0,0.0
2024-06-24,2087545528.0,2087545529,0.9999999995209685,1.0
2024-06-25,1738458468.0,1738458468,1.0,0.0
2024-06-26,1045489522.0,1045489522,1.0,0.0
2024-06-27,1433704942.0,1433704942,1.0,0.0
2024-06-28,1275543418.0,1275543418,1.0,0.0
2024-07-01,853604020.0,853604020,1.0,0.0
2024-07-02,599204907.0,599204907,1.0,0.0
2024-07-03,791424029.0,791424029,1.0,0.0
2024-07-04,1559923712.0,1559923712,1.0,0.0
2024-07-05,1636384501.0,1636384501,1.0,0.0
2024-07-08,942625516.0,942625516,1.0,0.0
2024-07-09,1068895639.0,1068895639,1.0,0.0
2024-07-10,579282100.0,579282100,1.0,0.0
2024-07-11,1052437774.0,1052437774,1.0,0.0
2024-07-12,872369380.0,872369380,1.0,0.0
2024-07-15,1255008224.0,1255008224,1.0,0.0
2024-07-16,1612508697.0,1612508698,0.9999999993798483,1.0
2024-07-17,2256564401.0,2256564400,1.0000000004431515,1.0
2024-07-18,1961181500.0,1961181500,1.0,0.0
2024-07-19,3169662602.0,3169662602,1.0,0.0
2024-07-22,1716307287.0,1716307285,1.0000000011652925,2.0
2024-07-23,919533700.0,919533700,1.0,0.0
2024-07-24,1491083494.0,1491083494,1.0,0.0
2024-07-25,2045552535.0,2045552535,1.0,0.0
2024-07-26,1357970330.0,1357970329,1.0000000007363932,1.0
2024-07-29,594937600.0,594937600,1.0,0.0
2024-07-30,1525086114.0,1525086114,1.0,0.0
2024-07-31,1538908320.0,1538908320,1.0,0.0
2024-08-01,796540400.0,796540400,1.0,0.0
2024-08-02,1299773300.0,1299773300,1.0,0.0
2024-08-05,2018310938.0,2018310938,1.0,0.0
2024-08-06,1293627532.0,1293627530,1.00000000154604,2.0
2024-08-07,612543796.0,612543796,1.0,0.0
2024-08-08,854107231.0,854107231,1.0,0.0
2024-08-09,604053582.0,604053582,1.0,0.0
2024-08-12,510219975.0,510219975,1.0,0.0
2024-08-13,695806300.0,695806300,1.0,0.0
2024-08-14,561099800.0,561099800,1.0,0.0
2024-08-15,1904638108.0,1904638108,1.0,0.0
2024-08-16,1640761708.0,1640761708,1.0,0.0
2024-08-19,747825319.0,747825318,1.0000000013372108,1.0
2024-08-20,1594474848.0,1594474848,1.0,0.0
2024-08-21,1055369805.0,1055369805,1.0,0.0
2024-08-22,1250479415.0,1250479415,1.0,0.0
2024-08-23,820342800.0,820342800,1.0,0.0
2024-08-26,1400679914.0,1400679914,1.0,0.0
2024-08-27,1214220097.0,1214220097,1.0,0.0
2024-08-28,1995580276.0,1995580276,1.0,0.0
2024-08-29,1508247743.0,1508247743,1.0,0.0
2024-08-30,1785899811.0,1785899811,1.0,0.0
2024-09-02,1133306500.0,1133306500,1.0,0.0
2024-09-03,1293552308.0,1293552308,1.0,0.0
2024-09-04,680305800.0,680305800,1.0,0.0
2024-09-05,1600555757.0,1600555757,1.0,0.0
2024-09-06,793315700.0,793315700,1.0,0.0
2024-09-09,1018897104.0,1018897104,1.0,0.0
2024-09-10,866655438.0,866655438,1.0,0.0
2024-09-11,780890193.0,780890193,1.0,0.0
2024-09-12,642379317.0,642379317,1.0,0.0
2024-09-13,850468092.0,850468092,1.0,0.0
2024-09-18,1225439069.0,1225439069,1.0,0.0
2024-09-19,1634887021.0,1634887021,1.0,0.0
2024-09-20,2306561984.0,2306561983,1.0000000004335456,1.0
2024-09-23,897316534.0,897316534,1.0,0.0
2024-09-24,3918516217.0,3918516217,1.0,0.0
2024-09-25,3237346939.0,3237346937,1.0000000006177898,2.0
2024-09-26,4442962140.0,4442962141,0.9999999997749249,1.0
2024-09-27,2559461158.0,2559461161,0.9999999988278783,3.0
2024-09-30,6370234086.0,6370234083,1.0000000004709404,3.0
2024-10-08,8629822435.0,8629822438,0.9999999996523683,3.0
2024-10-09,5409196571.0,5409196572,0.9999999998151297,1.0
2024-10-10,3779000077.0,3779000075,1.0000000005292404,2.0
2024-10-11,4090077741.0,4090077741,1.0,0.0
2024-10-14,3104931745.0,3104931745,1.0,0.0
2024-10-15,2613870742.0,2613870743,0.9999999996174256,1.0
2024-10-16,2161119626.0,2161119628,0.9999999990745537,2.0
2024-10-17,2935435622.0,2935435621,1.0000000003406648,1.0
2024-10-18,3620917893.0,3620917893,1.0,0.0
2024-10-21,2529336394.0,2529336395,0.9999999996046394,1.0
2024-10-22,1666924499.0,1666924499,1.0,0.0
2024-10-23,2266629210.0,2266629209,1.0000000004411838,1.0
2024-10-24,1598248721.0,1598248721,1.0,0.0
2024-10-25,1685265822.0,1685265820,1.0000000011867565,2.0
2024-10-28,1396308140.0,1396308141,0.9999999992838257,1.0
2024-10-29,1794628160.0,1794628159,1.0000000005572185,1.0
2024-10-30,1812859109.0,1812859109,1.0,0.0
2024-10-31,1763649257.0,1763649256,1.0000000005670062,1.0
2024-11-01,1817756018.0,1817756019,0.9999999994498712,1.0
2024-11-04,1249314385.0,1249314386,0.999999999199561,1.0
2024-11-05,2763014444.0,2763014444,1.0,0.0
2024-11-06,2173424760.0,2173424760,1.0,0.0
2024-11-07,2788718929.0,2788718924,1.000000001792938,5.0
2024-11-08,2808023161.0,2808023160,1.0000000003561225,1.0
2024-11-11,2304365137.0,2304365136,1.000000000433959,1.0
2024-11-12,2304166776.0,2304166776,1.0,0.0
2024-11-13,1572794347.0,1572794347,1.0,0.0
2024-11-14,1443885261.0,1443885260,1.0000000006925758,1.0
2024-11-15,1676993542.0,1676993542,1.0,0.0
2024-11-18,1610092584.0,1610092584,1.0,0.0
2024-11-19,1670544919.0,1670544920,0.999999999401393,1.0
2024-11-20,1548530433.0,1548530434,0.9999999993542265,1.0
2024-11-21,1045470681.0,1045470681,1.0,0.0
2024-11-22,1757191250.0,1757191250,1.0,0.0
2024-11-25,1359085771.0,1359085769,1.0000000014715775,2.0
2024-11-26,784707886.0,784707886,1.0,0.0
2024-11-27,1451987366.0,1451987366,1.0,0.0
2024-11-28,1072407289.0,1072407289,1.0,0.0
2024-11-29,1529771604.0,1529771604,1.0,0.0
2024-12-02,981634781.0,981634781,1.0,0.0
2024-12-03,1524423707.0,1524423707,1.0,0.0
2024-12-04,1006947918.0,1006947918,1.0,0.0
2024-12-05,759522918.0,759522918,1.0,0.0
2024-12-06,1776229382.0,1776229382,1.0,0.0
2024-12-09,1246418685.0,1246418685,1.0,0.0
2024-12-10,2482795311.0,2482795311,1.0,0.0
2024-12-11,1258715976.0,1258715973,1.0000000023833813,3.0
2024-12-12,1360180432.0,1360180433,0.9999999992648034,1.0
2024-12-13,2346569729.0,2346569729,1.0,0.0
2024-12-16,989323074.0,989323074,1.0,0.0
2024-12-17,1364669228.0,1364669228,1.0,0.0
2024-12-18,1023609617.0,1023609617,1.0,0.0
2024-12-19,990362211.0,990362211,1.0,0.0
2024-12-20,1223061986.0,1223061986,1.0,0.0
2024-12-23,1424702200.0,1424702200,1.0,0.0
2024-12-24,1456343428.0,1456343427,1.0000000006866512,1.0
2024-12-25,1418137500.0,1418137500,1.0,0.0
2024-12-26,947023401.0,947023402,0.9999999989440599,1.0
2024-12-27,1086963910.0,1086963910,1.0,0.0
2024-12-30,1311933463.0,1311933462,1.0000000007622338,1.0
2024-12-31,1843618789.0,1843618788,1.0000000005424114,1.0
2025-01-02,2172980338.0,2172980338,1.0,0.0
2025-01-03,1593022599.0,1593022599,1.0,0.0
2025-01-06,1298673930.0,1298673930,1.0,0.0
2025-01-07,968974000.0,968974000,1.0,0.0
2025-01-08,1409796811.0,1409796811,1.0,0.0
2025-01-09,806065805.0,806065805,1.0,0.0
2025-01-10,826572500.0,826572500,1.0,0.0
2025-01-13,949394700.0,949394700,1.0,0.0
2025-01-14,1644546233.0,1644546233,1.0,0.0
2025-01-15,742049621.0,742049621,1.0,0.0
2025-01-16,1109005172.0,1109005172,1.0,0.0
2025-01-17,847699295.0,847699295,1.0,0.0
2025-01-20,920294300.0,920294300,1.0,0.0
2025-01-21,743926440.0,743926440,1.0,0.0
2025-01-22,1099680655.0,1099680655,1.0,0.0
2025-01-23,1038592839.0,1038592839,1.0,0.0
2025-01-24,1143647489.0,1143647489,1.0,0.0
2025-01-27,1305384964.0,1305384964,1.0,0.0
2025-02-05,751549710.0,751549710,1.0,0.0
2025-02-06,1388636483.0,1388636482,1.0000000007201308,1.0
2025-02-07,1930631373.0,1930631373,1.0,0.0
2025-02-10,1267264550.0,1267264550,1.0,0.0
2025-02-11,999035889.0,999035889,1.0,0.0
2025-02-12,978953664.0,978953664,1.0,0.0
2025-02-13,1175822696.0,1175822696,1.0,0.0
2025-02-14,1292428680.0,1292428680,1.0,0.0
2025-02-17,1334102006.0,1334102006,1.0,0.0
2025-02-18,1246591063.0,1246591063,1.0,0.0
2025-02-19,1019076858.0,1019076858,1.0,0.0
2025-02-20,1018603498.0,1018603498,1.0,0.0
2025-02-21,1437266514.0,1437266514,1.0,0.0
2025-02-24,1538578218.0,1538578218,1.0,0.0
2025-02-25,892489987.0,892489991,0.999999995518157,4.0
2025-02-26,1345658132.0,1345658133,0.9999999992568692,1.0
2025-02-27,1128585643.0,1128585642,1.0000000008860648,1.0
2025-02-28,1329334001.0,1329334000,1.0000000007522565,1.0
2025-03-03,1145768613.0,1145768613,1.0,0.0
2025-03-04,1012184770.0,1012184770,1.0,0.0
2025-03-05,1191901642.0,1191901642,1.0,0.0
2025-03-06,1371007879.0,1371007879,1.0,0.0
2025-03-07,1155997084.0,1155997084,1.0,0.0
2025-03-10,1442783688.0,1442783688,1.0,0.0
2025-03-11,1002917002.0,1002917003,0.9999999990029085,1.0
2025-03-12,609231681.0,609231681,1.0,0.0
2025-03-13,641043804.0,641043804,1.0,0.0
2025-03-14,1903718329.0,1903718328,1.0000000005252878,1.0
2025-03-17,1133042029.0,1133042029,1.0,0.0
2025-03-18,811404323.0,811404323,1.0,0.0
2025-03-19,879831286.0,879831286,1.0,0.0
2025-03-20,875142561.0,875142561,1.0,0.0
2025-03-21,1014915677.0,1014915677,1.0,0.0
2025-03-24,791222086.0,791222086,1.0,0.0
2025-03-25,611531644.0,611531644,1.0,0.0
2025-03-26,774255385.0,774255385,1.0,0.0
2025-03-27,801525164.0,801525164,1.0,0.0
2025-03-28,704304791.0,704304791,1.0,0.0
2025-03-31,902172863.0,902172863,1.0,0.0
2025-04-01,615015541.0,615015541,1.0,0.0
2025-04-02,629117600.0,629117600,1.0,0.0
2025-04-03,1114330792.0,1114330792,1.0,0.0
2025-04-07,6560988001.0,6560988000,1.000000000152416,1.0
2025-04-08,5853533300.0,5853533299,1.000000000170837,1.0
2025-04-09,1698201419.0,1698201419,1.0,0.0
2025-04-10,1429631662.0,1429631663,0.9999999993005191,1.0
2025-04-11,861984186.0,861984187,0.9999999988398859,1.0
2025-04-14,941570983.0,941570983,1.0,0.0
2025-04-15,981793477.0,981793477,1.0,0.0
2025-04-16,2177133740.0,2177133740,1.0,0.0
2025-04-17,1387340599.0,1387340598,1.0000000007208036,1.0
2025-04-18,1378050741.0,1378050739,1.0000000014513253,2.0
2025-04-21,712631513.0,712631513,1.0,0.0
2025-04-22,752043609.0,752043609,1.0,0.0
2025-04-23,615504095.0,615504094,1.0000000016246846,1.0
2025-04-24,487361469.0,487361469,1.0,0.0
2025-04-25,577193480.0,577193480,1.0,0.0
2025-04-28,624709030.0,624709030,1.0,0.0
2025-04-29,494734986.0,494734986,1.0,0.0
2025-04-30,500453684.0,500453684,1.0,0.0
2025-05-06,717825309.0,717825309,1.0,0.0
2025-05-07,1047081171.0,1047081171,1.0,0.0
2025-05-08,782005719.0,782005719,1.0,0.0
2025-05-09,693374829.0,693374829,1.0,0.0
2025-05-12,836500229.0,836500229,1.0,0.0
2025-05-13,793400916.0,793400917,0.9999999987396032,1.0
2025-05-14,1214790218.0,1214790218,1.0,0.0
2025-05-15,817722375.0,817722375,1.0,0.0
2025-05-16,730283731.0,730283731,1.0,0.0
2025-05-19,556298093.0,556298093,1.0,0.0
2025-05-20,549987479.0,549987479,1.0,0.0
2025-05-21,560603133.0,560603133,1.0,0.0
2025-05-22,491932009.0,491932009,1.0,0.0
2025-05-23,845089070.0,845089070,1.0,0.0
2025-05-26,740485719.0,740485719,1.0,0.0
2025-05-27,578288400.0,578288400,1.0,0.0
2025-05-28,539920166.0,539920166,1.0,0.0
2025-05-29,891039442.0,891039442,1.0,0.0
2025-05-30,737030740.0,737030741,0.9999999986432044,1.0
2025-06-03,596786798.0,596786798,1.0,0.0
2025-06-04,464543350.0,464543350,1.0,0.0
2025-06-05,531965733.0,531965733,1.0,0.0
2025-06-06,488880795.0,488880795,1.0,0.0
2025-06-09,581098178.0,581098178,1.0,0.0
2025-06-10,771051770.0,771051770,1.0,0.0
2025-06-11,1103509525.0,1103509525,1.0,0.0
2025-06-12,690087150.0,690087151,0.9999999985509077,1.0
2025-06-13,698016832.0,698016832,1.0,0.0
2025-06-16,649326744.0,649326744,1.0,0.0
2025-06-17,482891300.0,482891300,1.0,0.0
2025-06-18,480803410.0,480803410,1.0,0.0
2025-06-19,600788572.0,600788572,1.0,0.0
2025-06-20,423044140.0,423044140,1.0,0.0
2025-06-23,749244714.0,749244714,1.0,0.0
2025-06-24,1224554880.0,1224554880,1.0,0.0
2025-06-25,1724116123.0,1724116122,1.0000000005800074,1.0
2025-06-26,937967871.0,937967872,0.9999999989338654,1.0
2025-06-27,1069691383.0,1069691383,1.0,0.0
2025-06-30,1081958996.0,1081958996,1.0,0.0
2025-07-01,640686095.0,640686095,1.0,0.0
2025-07-02,518883509.0,518883509,1.0,0.0
2025-07-03,686381904.0,686381903,1.0000000014569148,1.0
2025-07-04,1052562085.0,1052562084,1.0000000009500627,1.0
2025-07-07,402251440.0,402251440,1.0,0.0
2025-07-08,612248738.0,612248738,1.0,0.0
2025-07-09,647660804.0,647660804,1.0,0.0
2025-07-10,632387667.0,632387667,1.0,0.0
2025-07-11,1264855147.0,1264855146,1.0000000007906045,1.0
2025-07-14,820547885.0,820547885,1.0,0.0
2025-07-15,807481346.0,807481346,1.0,0.0
2025-07-16,479181889.0,479181889,1.0,0.0
2025-07-17,597822533.0,597822533,1.0,0.0
2025-07-18,713129617.0,713129616,1.0000000014022696,1.0
2025-07-21,767461325.0,767461325,1.0,0.0
2025-07-22,1082109050.0,1082109050,1.0,0.0
2025-07-23,994731531.0,994731531,1.0,0.0
2025-07-24,885235951.0,885235951,1.0,0.0
2025-07-25,820085976.0,820085976,1.0,0.0
2025-07-28,602771297.0,602771297,1.0,0.0
2025-07-29,805978553.0,805978553,1.0,0.0
2025-07-30,950252156.0,950252156,1.0,0.0
2025-07-31,1122912575.0,1122912575,1.0,0.0
2025-08-01,611567102.0,611567102,1.0,0.0
2025-08-04,435567200.0,435567200,1.0,0.0
2025-08-05,548068072.0,548068072,1.0,0.0
2025-08-06,408944907.0,408944907,1.0,0.0
2025-08-07,533965616.0,533965616,1.0,0.0
2025-08-08,423062400.0,423062400,1.0,0.0
2025-08-11,688151892.0,688151892,1.0,0.0
2025-08-12,482487210.0,482487210,1.0,0.0
2025-08-13,758840813.0,758840813,1.0,0.0
2025-08-14,887934379.0,887934379,1.0,0.0
2025-08-15,1071833947.0,1071833947,1.0,0.0
2025-08-18,1009247534.0,1009247534,1.0,0.0
2025-08-19,774332431.0,774332431,1.0,0.0
2025-08-20,1378416563.0,1378416563,1.0,0.0
2025-08-21,913002468.0,913002468,1.0,0.0
2025-08-22,1360263420.0,1360263420,1.0,0.0
2025-08-25,1456091827.0,1456091826,1.00000000068677,1.0
2025-08-26,1114294146.0,1114294146,1.0,0.0
2025-08-27,1412690404.0,1412690404,1.0,0.0
2025-08-28,1276415693.0,1276415694,0.9999999992165561,1.0
2025-08-29,1355057365.0,1355057364,1.0000000007379761,1.0
2025-09-01,1193986671.0,1193986671,1.0,0.0
2025-09-02,1034412186.0,1034412186,1.0,0.0
2025-09-03,918862472.0,918862472,1.0,0.0
2025-09-04,1420822834.0,1420822833,1.0000000007038174,1.0
2025-09-05,1060332473.0,1060332474,0.9999999990568996,1.0
2025-09-08,1034021993.0,1034021993,1.0,0.0
2025-09-09,680354536.0,680354536,1.0,0.0
2025-09-10,608658332.0,608658332,1.0,0.0
2025-09-11,978341822.0,978341822,1.0,0.0
2025-09-12,915858028.0,915858027,1.0000000010918724,1.0
2025-09-15,721191518.0,721191518,1.0,0.0
2025-09-16,788903361.0,788903361,1.0,0.0
2025-09-17,715407882.0,715407882,1.0,0.0
2025-09-18,1187372710.0,1187372710,1.0,0.0
2025-09-19,731613811.0,731613811,1.0,0.0
2025-09-22,629276623.0,629276623,1.0,0.0
2025-09-23,1055000135.0,1055000135,1.0,0.0
2025-09-24,1004485866.0,1004485867,0.9999999990044658,1.0
2025-09-25,771336231.0,771336231,1.0,0.0
2025-09-26,715305937.0,715305937,1.0,0.0
2025-09-29,1195436520.0,1195436520,1.0,0.0
2025-09-30,740380927.0,740380927,1.0,0.0
2025-10-09,897090608.0,897090608,1.0,0.0
2025-10-10,1174642560.0,1174642559,1.0000000008513228,1.0
2025-10-13,965836188.0,965836187,1.0000000010353722,1.0
2025-10-14,1161909515.0,1161909516,0.9999999991393478,1.0
2025-10-15,997401277.0,997401276,1.0000000010026056,1.0
2025-10-16,812463336.0,812463337,0.9999999987691752,1.0
2025-10-17,840058205.0,840058205,1.0,0.0
2025-10-20,764417805.0,764417805,1.0,0.0
2025-10-21,959868519.0,959868519,1.0,0.0
2025-10-22,554484198.0,554484198,1.0,0.0
2025-10-23,699342841.0,699342841,1.0,0.0
2025-10-24,865303618.0,865303618,1.0,0.0
2025-10-27,758524911.0,758524912,0.9999999986816518,1.0
2025-10-28,725949138.0,725949138,1.0,0.0
2025-10-29,679278356.0,679278356,1.0,0.0
2025-10-30,816461854.0,816461854,1.0,0.0
2025-10-31,1432568620.0,1432568620,1.0,0.0
2025-11-03,775988137.0,775988137,1.0,0.0
2025-11-04,1201524330.0,1201524329,1.000000000832276,1.0
2025-11-05,763353285.0,763353285,1.0,0.0
2025-11-06,732664905.0,732664905,1.0,0.0
2025-11-07,539255553.0,539255553,1.0,0.0
2025-11-10,448348844.0,448348844,1.0,0.0
2025-11-11,565193563.0,565193563,1.0,0.0
2025-11-12,523690675.0,523690675,1.0,0.0
2025-11-13,645956059.0,645956059,1.0,0.0
2025-11-14,593631716.0,593631715,1.000000001684546,1.0
2025-11-17,752466929.0,752466929,1.0,0.0
2025-11-18,856823933.0,856823933,1.0,0.0
2025-11-19,856961493.0,856961494,0.9999999988330864,1.0
2025-11-20,561939501.0,561939501,1.0,0.0
2025-11-21,1496400410.0,1496400410,1.0,0.0
2025-11-24,1155747722.0,1155747722,1.0,0.0
2025-11-25,895940577.0,895940577,1.0,0.0
2025-11-26,914079306.0,914079306,1.0,0.0
2025-11-27,479369411.0,479369411,1.0,0.0
2025-11-28,519234054.0,519234054,1.0,0.0
2025-12-01,578301370.0,578301370,1.0,0.0
2025-12-02,383444900.0,383444900,1.0,0.0
2025-12-03,395034780.0,395034780,1.0,0.0
2025-12-04,402618836.0,402618836,1.0,0.0
2025-12-05,687203054.0,687203054,1.0,0.0
2025-12-08,826343750.0,826343751,0.9999999987898499,1.0
2025-12-09,700105499.0,700105499,1.0,0.0
2025-12-10,620776436.0,620776436,1.0,0.0
2025-12-11,619944253.0,619944253,1.0,0.0
2025-12-12,867153920.0,867153920,1.0,0.0
2025-12-15,691785514.0,691785514,1.0,0.0
2025-12-16,769355001.0,769355001,1.0,0.0
2025-12-17,1085613318.0,1085613318,1.0,0.0
2025-12-18,678018855.0,678018855,1.0,0.0
2025-12-19,831788936.0,831788937,0.9999999987977719,1.0
2025-12-22,837121964.0,837121964,1.0,0.0
2025-12-23,808340536.0,808340536,1.0,0.0
2025-12-24,533429378.0,533429378,1.0,0.0
2025-12-25,427244304.0,427244304,1.0,0.0
2025-12-26,816080091.0,816080091,1.0,0.0
2025-12-29,852905033.0,852905033,1.0,0.0
2025-12-30,477224225.0,477224225,1.0,0.0
2025-12-31,666829236.0,666829236,1.0,0.0
2026-01-05,1017132485.0,1017132485,1.0,0.0
2026-01-06,1052301545.0,1052301545,1.0,0.0
