period,cost,control,terminal_nav_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference
evaluation,BASE,TWO_POLICY_MIN_VARIANCE,43.74289999998291,-1768.5999999999913,2183.9999999999995,88.15710000000001,283.50000000001864
evaluation,BASE,THREE_POLICY_MIN_VARIANCE,23856.051219999965,23899.79999999998,-896.8000000000002,-232.1512200000002,-620.9000000000115
evaluation,STRESS,TWO_POLICY_MIN_VARIANCE,-264.8410000001313,-1784.599999999984,2180.0000000000005,167.5410000000004,492.70000000002256
evaluation,STRESS,THREE_POLICY_MIN_VARIANCE,24423.66068000003,23816.999999999985,-887.1999999999998,-390.5606799999996,-1103.2999999999774
earlier_diagnostic,BASE,TWO_POLICY_MIN_VARIANCE,1090.0255600000382,2152.8000000000175,0.0,270.9744400000001,791.7999999999979
earlier_diagnostic,BASE,THREE_POLICY_MIN_VARIANCE,-3576.538280000037,-3261.0,325.5,155.43828000000008,485.59999999996853
earlier_diagnostic,STRESS,TWO_POLICY_MIN_VARIANCE,78.73128000006545,2115.900000000016,0.0,533.4687200000001,1503.699999999988
earlier_diagnostic,STRESS,THREE_POLICY_MIN_VARIANCE,-4143.890240000037,-3303.100000000006,325.5,305.3902400000002,860.8999999999915
