period,date,selected_parent,target,two_parent_target,three_parent_target,relative_prediction,prediction_origin,selection_status,selection_update_scheduled,selection_changed,prediction_mom20,prediction_sma120,prediction_vol20,two_reference_return,three_reference_return
evaluation,2025-03-03,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,-0.0032362249617205073,2025-03-03,PREDICTION_AVAILABLE,True,True,0.01314810344185718,0.021592180025362007,0.1310899875961338,0.0,-0.0002693706921222949
evaluation,2025-04-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,-0.0019066117893098424,2025-04-01,PREDICTION_AVAILABLE,True,False,0.0012564394164511644,-0.008412638464060485,0.13122310214457525,0.0,0.0
evaluation,2025-05-06,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.006093572630327483,2025-05-06,PREDICTION_AVAILABLE,True,True,-0.019285043246313686,-0.020659083305453074,0.2535294651294368,0.0,0.0
evaluation,2025-06-03,TWO_POLICY_MIN_VARIANCE,0.06013628434518803,0.06013628434518803,0.05713799657525066,-0.006098826282063836,2025-06-03,PREDICTION_AVAILABLE,True,True,0.023265781617147808,-0.003274559193954474,0.096115470259064,0.00011644904440744064,0.0001083797124157293
evaluation,2025-07-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,-0.007130504642238595,2025-07-01,PREDICTION_AVAILABLE,True,False,0.030094379594675962,0.028694838715018767,0.09348493320587889,0.0,0.0
evaluation,2025-08-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0012895774773822493,-0.007133813114877267,2025-08-01,PREDICTION_AVAILABLE,True,False,0.024741004760527617,0.05061356923725602,0.10260955169377975,0.0,-9.64756431753866e-06
evaluation,2025-09-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0009617343974465104,-0.013346478778095801,2025-09-01,PREDICTION_AVAILABLE,True,False,0.1059383833422105,0.15202017214637142,0.14173071760443873,0.0,6.5765984946786205e-06
evaluation,2025-10-09,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.029456525490026142,-0.008901935287937403,2025-10-09,PREDICTION_AVAILABLE,True,False,0.057036279418652705,0.1631661378166951,0.18000458629714688,0.0,3.288097418741032e-05
evaluation,2025-11-03,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,-0.004880156392616151,2025-11-03,PREDICTION_AVAILABLE,True,False,0.02379547157676326,0.11448653598062641,0.18311827078692883,0.0,0.0
evaluation,2025-12-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,-0.001650842124246339,2025-12-01,PREDICTION_AVAILABLE,True,False,-0.01608500287815384,0.06332783018068144,0.14279801378981566,0.0,0.0
evaluation,2026-01-05,TWO_POLICY_MIN_VARIANCE,0.46101425142064223,0.46101425142064223,0.4395379022348155,-0.003290517676525833,2026-01-05,PREDICTION_AVAILABLE,True,False,0.039369361690605634,0.06364719293975929,0.12220937701431425,0.01523630868842929,0.014832802667217981
evaluation,2026-02-02,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.0006138193407528882,2026-02-02,PREDICTION_AVAILABLE,True,True,-0.026055449869072215,0.010251970257281862,0.12499468847516833,0.0,0.0
evaluation,2026-03-02,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,-0.0005222006736260666,2026-03-02,PREDICTION_AVAILABLE,True,True,0.007412932389125304,0.027802061515920462,0.14897118775675616,0.0,0.0
evaluation,2026-04-01,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.0035524924740221366,2026-04-01,PREDICTION_AVAILABLE,True,True,-0.016623304923219815,-0.021375255164089113,0.17738835492757113,0.0,0.0
evaluation,2026-05-06,TWO_POLICY_MIN_VARIANCE,0.3403694774045516,0.3403694774045516,0.31924857509862753,-0.002154569055287699,2026-05-06,PREDICTION_AVAILABLE,True,True,0.0851532620694988,0.05147655530843642,0.15623631499006252,0.001266043699310604,0.001187236175037354
evaluation,2026-06-01,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.00021423619365556926,2026-06-01,PREDICTION_AVAILABLE,True,True,0.009701799701795672,0.03631078747246308,0.1521334979641836,0.0,0.0
evaluation,2026-07-01,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.0001691303458687105,2026-07-01,PREDICTION_AVAILABLE,True,False,0.012482545809674162,0.05061414542829179,0.24520806305392384,0.0,0.0
evaluation,2026-08-03,THREE_POLICY_MIN_VARIANCE,0.0,0.0,0.0,0.006555476484659772,2026-08-03,PREDICTION_AVAILABLE,True,False,-0.05869138817012861,-0.03419720311294139,0.2704880908434425,0.0,0.0
earlier_diagnostic,2015-01-05,TWO_POLICY_MIN_VARIANCE,0.5,0.5,0.3333333333333333,,2015-01-05,NO_VIEW_INSUFFICIENT_MATURE_ROWS,True,False,0.14820310890226185,0.4070920542666461,0.4014656916294058,0.011338392600000136,0.007558928400000164
earlier_diagnostic,2015-02-02,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,,2015-02-02,NO_VIEW_INSUFFICIENT_MATURE_ROWS,True,False,-0.08762088781512581,0.1933296303666623,0.4492338639544245,0.0,0.0
earlier_diagnostic,2015-03-02,TWO_POLICY_MIN_VARIANCE,0.5,0.5,0.3333333333333333,,2015-03-02,NO_VIEW_INSUFFICIENT_MATURE_ROWS,True,False,-0.0019495898112216956,0.22141529396190895,0.22999863068905393,0.004023097829643607,0.0027008617879591412
earlier_diagnostic,2015-04-01,TWO_POLICY_MIN_VARIANCE,0.5,0.5,0.3333333333333333,,2015-04-01,NO_VIEW_INSUFFICIENT_MATURE_ROWS,True,False,0.15236235224936742,0.28880733397428715,0.20607472169585506,0.008880742684032494,0.006089088117398722
earlier_diagnostic,2015-05-04,TWO_POLICY_MIN_VARIANCE,0.5,0.5,0.3333333333333333,,2015-05-04,NO_VIEW_INSUFFICIENT_MATURE_ROWS,True,False,0.15250809815890337,0.34781386605444276,0.2281749984816445,0.0031941774102459686,0.0022516551259152973
earlier_diagnostic,2015-06-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,,2015-06-01,NO_VIEW_INSUFFICIENT_MATURE_ROWS,True,False,0.06204328049692667,0.30329551151322787,0.42523374179068923,0.0,0.0
earlier_diagnostic,2015-07-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,,2015-07-01,NO_VIEW_INSUFFICIENT_MATURE_ROWS,True,False,-0.2057911007254874,0.00474017503190427,0.5679186506790033,0.0,0.0
earlier_diagnostic,2015-08-03,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,,2015-08-03,NO_VIEW_INSUFFICIENT_MATURE_ROWS,True,False,-0.043932416934647944,-0.098680310735345,0.8030498226395049,0.0,0.0
earlier_diagnostic,2015-09-01,TWO_POLICY_MIN_VARIANCE,0.5,0.5,0.3333333333333333,,2015-09-01,NO_VIEW_INSUFFICIENT_MATURE_ROWS,True,False,-0.16907633004393402,-0.2168229457136962,0.6688219248868212,-0.001958520189491164,-0.0013092717736205017
earlier_diagnostic,2015-10-08,TWO_POLICY_MIN_VARIANCE,0.5,0.5,0.3333333333333333,,2015-10-08,NO_VIEW_INSUFFICIENT_MATURE_ROWS,True,False,-0.01339505070715162,-0.20649169217965135,0.36850733639290933,0.017758266228765196,0.01182496076840267
earlier_diagnostic,2015-11-02,TWO_POLICY_MIN_VARIANCE,0.5,0.5,0.3333333333333333,,2015-11-02,NO_VIEW_INSUFFICIENT_MATURE_ROWS,True,False,0.07753993206540984,-0.1310831880003207,0.28668387353522023,-0.008700482560004219,-0.00589752594315085
earlier_diagnostic,2015-12-01,TWO_POLICY_MIN_VARIANCE,0.5,0.5,0.3333333333333333,,2015-12-01,NO_VIEW_INSUFFICIENT_MATURE_ROWS,True,False,0.03896778940844109,-0.06038072191626953,0.320614498295012,0.004046143833126514,0.0027457016348209073
earlier_diagnostic,2016-01-04,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,,2016-01-04,NO_VIEW_INSUFFICIENT_MATURE_ROWS,True,False,-0.05342680184814796,-0.04478821860433757,0.3105659152908824,0.0,0.0
earlier_diagnostic,2016-02-01,TWO_POLICY_MIN_VARIANCE,0.6807499651400472,0.6807499651400472,0.3333333333333333,,2016-02-01,NO_VIEW_INSUFFICIENT_MATURE_ROWS,True,False,-0.1827271766025119,-0.17304526491501637,0.36674698079971985,-0.008503884220929292,-0.0037020096078470566
earlier_diagnostic,2016-03-01,TWO_POLICY_MIN_VARIANCE,0.6490968778514281,0.6490968778514281,0.3333333333333333,-0.005826517018696577,2016-03-01,PREDICTION_AVAILABLE,True,False,-0.008870750766035738,-0.14413811675983168,0.33572333963584994,0.0,0.0
earlier_diagnostic,2016-04-01,TWO_POLICY_MIN_VARIANCE,0.0,0.0,0.0,-0.008496719959744908,2016-04-01,PREDICTION_AVAILABLE,True,False,0.044465883374307874,-0.04823524882536756,0.19808903223250982,0.0,0.0
earlier_diagnostic,2016-05-03,TWO_POLICY_MIN_VARIANCE,0.4455834694195031,0.4455834694195031,0.3333333333333333,-0.010776487631125311,2016-05-03,PREDICTION_AVAILABLE,True,False,-0.0018656721829499873,-0.03490749858639641,0.1430110077522723,0.00674688778938326,0.005619795085578749
earlier_diagnostic,2016-06-01,TWO_POLICY_MIN_VARIANCE,0.44012784226785073,0.44012784226785073,0.3333333333333333,-0.008009712039634733,2016-06-01,PREDICTION_AVAILABLE,True,False,-0.014157858004098547,-0.01892565355702802,0.17333376873562284,-0.0016415353349154005,-0.0013675810047392156
earlier_diagnostic,2016-07-01,TWO_POLICY_MIN_VARIANCE,0.39925509968972916,0.39925509968972916,0.3333333333333333,-0.005927472106884902,2016-07-01,PREDICTION_AVAILABLE,True,False,0.0006335128498224217,0.012363850449445657,0.15442342539055207,-0.00037919890399584766,-0.00031586144177553344
