period,fit_index,fit_origin,fit_time,status,prediction_status,eligible_by_count,fit_attempted,training_rows,training_start_index,training_end_index,latest_maturity_index,missing_training_rows,prediction,selected_parent,failure
earlier_diagnostic,1566,2018-11-01,2018-11-01 15:05:00,FIT_COMPLETE,PREDICTION_AVAILABLE,True,True,504,1043.0,1546.0,1566.0,0,-0.007195033340857874,TWO_POLICY_MIN_VARIANCE,
earlier_diagnostic,1588,2018-12-03,2018-12-03 15:05:00,FIT_COMPLETE,PREDICTION_AVAILABLE,True,True,504,1065.0,1568.0,1588.0,0,0.0002749065682632404,THREE_POLICY_MIN_VARIANCE,
earlier_diagnostic,1608,2019-01-02,2019-01-02 15:05:00,FIT_COMPLETE,PREDICTION_AVAILABLE,True,True,504,1085.0,1588.0,1608.0,0,0.0018816574099692288,THREE_POLICY_MIN_VARIANCE,
earlier_diagnostic,1630,2019-02-01,2019-02-01 15:05:00,FIT_COMPLETE,PREDICTION_AVAILABLE,True,True,504,1107.0,1610.0,1630.0,0,0.0005207341003450251,THREE_POLICY_MIN_VARIANCE,
earlier_diagnostic,1645,2019-03-01,2019-03-01 15:05:00,FIT_COMPLETE,PREDICTION_AVAILABLE,True,True,504,1122.0,1625.0,1645.0,0,-0.0025311652056804676,TWO_POLICY_MIN_VARIANCE,
earlier_diagnostic,1666,2019-04-01,2019-04-01 15:05:00,FIT_COMPLETE,PREDICTION_AVAILABLE,True,True,504,1143.0,1646.0,1666.0,0,-0.0007490254724232165,TWO_POLICY_MIN_VARIANCE,
earlier_diagnostic,1687,2019-05-06,2019-05-06 15:05:00,FIT_COMPLETE,PREDICTION_AVAILABLE,True,True,504,1164.0,1667.0,1687.0,0,0.00023583740285853895,THREE_POLICY_MIN_VARIANCE,
earlier_diagnostic,1707,2019-06-03,2019-06-03 15:05:00,FIT_COMPLETE,PREDICTION_AVAILABLE,True,True,504,1184.0,1687.0,1707.0,0,0.0002514070084107738,THREE_POLICY_MIN_VARIANCE,
earlier_diagnostic,1726,2019-07-01,2019-07-01 15:05:00,FIT_COMPLETE,PREDICTION_AVAILABLE,True,True,504,1203.0,1706.0,1726.0,0,-0.00045497861308340477,TWO_POLICY_MIN_VARIANCE,
earlier_diagnostic,1749,2019-08-01,2019-08-01 15:05:00,FIT_COMPLETE,PREDICTION_AVAILABLE,True,True,504,1226.0,1729.0,1749.0,0,0.002027343515575323,THREE_POLICY_MIN_VARIANCE,
earlier_diagnostic,1771,2019-09-02,2019-09-02 15:05:00,FIT_COMPLETE,PREDICTION_AVAILABLE,True,True,504,1248.0,1751.0,1771.0,0,-0.00026539019627983896,TWO_POLICY_MIN_VARIANCE,
earlier_diagnostic,1791,2019-10-08,2019-10-08 15:05:00,FIT_COMPLETE,PREDICTION_AVAILABLE,True,True,504,1268.0,1771.0,1791.0,0,0.0013315742486765575,THREE_POLICY_MIN_VARIANCE,
earlier_diagnostic,1809,2019-11-01,2019-11-01 15:05:00,FIT_COMPLETE,PREDICTION_AVAILABLE,True,True,504,1286.0,1789.0,1809.0,0,0.0009230217326547001,THREE_POLICY_MIN_VARIANCE,
earlier_diagnostic,1830,2019-12-02,2019-12-02 15:05:00,FIT_COMPLETE,PREDICTION_AVAILABLE,True,True,504,1307.0,1810.0,1830.0,0,0.0013210338011450345,THREE_POLICY_MIN_VARIANCE,
