period,cost,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
evaluation,BASE,0.29623296210000044,0.039922107650398254,0.03978318790296403,0.03578699601154292,1.1116660333863215,-0.03584729547309064,1604,0.0607787046911575,51,954.70758,2900.699999999985,False,4.189359970041551e-11
evaluation,STRESS,0.27860467699999986,0.037775956600910314,0.03771455985232551,0.035718790508744304,1.0558744939331757,-0.03666238561492492,1604,0.06077635179235397,51,1879.7646000000004,5172.8000000000375,False,4.0472514228895307e-11
earlier_diagnostic,BASE,0.20100358340000007,0.03703019996110445,0.039219922658056315,0.07541653239668103,0.5200440992402658,-0.11074951407131403,1219,0.17087250750881663,48,1036.5833200000002,3145.899999999966,False,5.218225851422176e-11
earlier_diagnostic,STRESS,0.1810223014000016,0.03358196318860373,0.035891139690648596,0.07544423084137807,0.47573073898930623,-0.11216937802319174,1219,0.1710882339837776,48,2056.13972,5904.499999999991,False,4.774847184307873e-11
