cycle_new,entry_date_new,entry_origin,buy_debit_new,gross_price_profit_new,commission_new,slippage_new,dividend_recognized_new,held_closes_new,buy_trades_new,sell_trades_new,exit_date_new,exit_origin_new,terminal_exit_new,net_profit_new,cycle_net_return_new,cycle_old,entry_date_old,buy_debit_old,gross_price_profit_old,commission_old,slippage_old,dividend_recognized_old,held_closes_old,buy_trades_old,sell_trades_old,exit_date_old,exit_origin_old,terminal_exit_old,net_profit_old,cycle_net_return_old,_merge,period,cost
29,2026-07-23,2026-07-22,235220.85072,-3542.399999999994,186.48768,491.99999999998954,0.0,2,1,1,2026-07-27,2026-07-24,False,-4220.887679999983,-0.01794436023456273,23.0,2026-07-23,278727.14628,-5480.200000000012,220.46728000000002,582.9999999999876,0.0,6.0,1.0,1.0,2026-07-31,2026-07-30,False,-6283.667279999999,-0.022544152458288495,both,evaluation,STRESS
30,2026-08-07,2026-08-06,230931.33560000002,2155.999999999971,185.3376,489.99999999998954,0.0,2,1,1,2026-08-11,2026-08-10,False,1480.6623999999813,0.006411699807446925,24.0,2026-08-07,272404.71832,1791.7999999999302,218.32216,577.9999999999877,0.0,5.0,1.0,1.0,2026-08-14,2026-08-13,True,995.4778399999425,0.0036544074792072144,both,evaluation,STRESS
1,2015-01-05,2014-12-31,199812.35447999998,-16287.600000000006,76.60712000000001,221.59999999997558,1939.0000000000002,11,1,1,2015-01-20,2015-01-19,False,-14646.807119999981,-0.07330281031979952,1.0,2015-01-05,199812.35447999998,-16287.600000000006,76.60712000000001,221.59999999997558,1939.0000000000002,11.0,1.0,1.0,2015-01-20,2015-01-19,False,-14646.807119999981,-0.07330281031979952,both,earlier_diagnostic,BASE
2,2015-02-11,2015-02-10,185269.0464,68816.0,87.80160000000001,272.00000000001836,0.0,60,1,1,2015-05-15,2015-05-14,False,68456.19839999998,0.3694961448238986,2.0,2015-02-11,185269.0464,68816.0,87.80160000000001,272.00000000001836,0.0,60.0,1.0,1.0,2015-05-15,2015-05-14,False,68456.19839999998,0.3694961448238986,both,earlier_diagnostic,BASE
3,2015-06-03,2015-06-02,253357.56138,-26514.0,95.96104,294.59999999996757,0.0,13,1,1,2015-06-23,2015-06-19,False,-26904.561039999964,-0.10619205873886267,3.0,2015-06-03,253357.56138,-26514.0,95.96104,294.59999999996757,0.0,13.0,1.0,1.0,2015-06-23,2015-06-19,False,-26904.561039999964,-0.10619205873886267,both,earlier_diagnostic,BASE
4,2015-09-29,2015-09-28,224251.8414,38016.5,97.2305,277.99999999996936,0.0,60,1,1,2015-12-29,2015-12-28,False,37641.26950000003,0.1678526662925321,4.0,2015-09-29,224251.8414,38016.5,97.2305,277.99999999996936,0.0,60.0,1.0,1.0,2015-12-29,2015-12-28,False,37641.26950000003,0.1678526662925321,both,earlier_diagnostic,BASE
5,2016-05-03,2016-04-29,264461.18166000006,7365.599999999977,107.16948000000001,334.80000000003747,0.0,60,1,1,2016-07-28,2016-07-27,False,6923.63051999994,0.02618013909089004,5.0,2016-05-03,264461.18166000006,7365.599999999977,107.16948000000001,334.80000000003747,0.0,60.0,1.0,1.0,2016-07-28,2016-07-27,False,6923.63051999994,0.02618013909089004,both,earlier_diagnostic,BASE
6,2017-05-18,2017-05-17,270433.5759,22737.0,112.63560000000001,318.0000000000003,0.0,30,1,1,2017-07-03,2017-06-30,False,22306.3644,0.0824837090800011,6.0,2017-05-18,270433.5759,24009.0,112.89000000000001,318.0000000000003,0.0,60.0,1.0,1.0,2017-08-14,2017-08-11,False,23578.11,0.08718632633367476,both,earlier_diagnostic,BASE
7,2018-10-09,2018-10-08,293518.692,-9548.400000000023,115.40424000000002,350.4000000000003,0.0,4,1,1,2018-10-15,2018-10-12,False,-10014.204240000023,-0.034117773460233404,7.0,2018-10-09,294858.96,-9592.0,115.9312,352.00000000000034,0.0,4.0,1.0,1.0,2018-10-15,2018-10-12,False,-10059.9312,-0.03411777346023333,both,earlier_diagnostic,BASE
8,2019-02-28,2019-02-27,283457.88024,10808.0,115.46032000000001,308.8000000000346,0.0,4,1,1,2019-03-06,2019-03-05,False,10383.739679999966,0.036632390220403085,8.0,2019-02-28,284559.4005,-620.0,113.61500000000001,310.0000000000002,0.0,7.0,1.0,1.0,2019-03-11,2019-03-08,False,-1043.6150000000002,-0.0036674768015615084,both,earlier_diagnostic,BASE
9,2019-05-31,2019-05-30,293400.6684,7406.0,118.7536,322.0000000000003,0.0,13,1,1,2019-06-20,2019-06-19,False,6965.2464,0.02373970869931392,9.0,2019-05-31,283195.42776,20046.600000000035,117.20268000000002,310.8000000000003,0.0,24.0,1.0,1.0,2019-07-05,2019-07-04,False,19618.597320000037,0.06927582650319565,both,earlier_diagnostic,BASE
