date,d60_factor,entry_condition,original_price_exit,mom5,mom20,sma120,vol20
2012-08-10,,False,False,0.021978906718775382,-0.01627375214787132,,0.11168941241015606
2012-08-13,,False,False,-0.009983443984183262,-0.01904819497069504,,0.11674986229342103
2012-08-14,,False,False,-0.01289803609753464,-0.02277059674524817,,0.11625836911737199
2012-08-15,,False,False,-0.022979912399726337,-0.032026026719408775,,0.1195081202281846
2012-08-16,,False,False,-0.03580732250129735,-0.0382583041204379,,0.11824871350078793
2012-08-17,,False,False,-0.037188325382304106,-0.03513535812460995,,0.1169082211772644
2012-08-20,,False,False,-0.023689771122404776,-0.028277891788351685,,0.11131454733188985
2012-08-21,-0.7854191913948757,False,False,-0.018170793632112943,-0.026511125548332078,,0.11218521920913117
2012-08-22,-1.2289000566289219,False,True,-0.01619123568700376,-0.027538279057045055,,0.11281057565341145
2012-08-23,-1.1970492354727247,False,True,-0.008514312823496075,-0.018216983331066586,,0.11404788805467264
2012-08-24,-1.4005234715701191,False,True,-0.014148145966027013,-0.02935756462955595,,0.1178553610724467
2012-08-27,-1.5806579552749696,False,True,-0.029541679100474935,-0.04694080251255135,,0.13560396658615048
2012-08-28,-1.4468650720929273,False,True,-0.03338701603273717,-0.04441342121776302,,0.13583678666291424
2012-08-29,-1.43692526979284,False,True,-0.032746868419084,-0.058612206893565194,,0.13174461079151073
2012-08-30,-1.3683871971627584,False,True,-0.04190923206397081,-0.05549755154519739,,0.13079178442733197
2012-08-31,-1.0376461821874639,False,True,-0.03202730417267762,-0.061384868802233455,,0.12739107243937
2012-09-03,-0.6005448139273382,False,True,-0.004861888030106954,-0.06807678223717001,,0.11841395923307782
2012-09-04,-0.9067079428940157,False,True,-0.01555241300748477,-0.08000825876986949,,0.11972073916054939
2012-09-05,-0.9981318040054624,False,True,-0.009364616931042858,-0.08128263343685696,,0.11915182333941145
2012-09-06,-0.9582878513878992,False,True,0.004892160079513212,-0.08133870730925111,,0.119067566430692
2012-09-07,-0.33834616546264057,False,True,0.04957536841592275,-0.03378840710508601,,0.2101276752437349
2012-09-10,-0.29195325912487696,False,True,0.04674152410849755,-0.011351814144489089,,0.20089634424790517
2012-09-11,-0.19283646450028286,False,True,0.049791944010865556,-0.017318278661469372,,0.20239813754270747
2012-09-12,-0.25468105572133987,False,True,0.05533975590647339,-0.002962965130657295,,0.20093101088485418
2012-09-13,-0.21553863833305398,False,True,0.03573364934839609,-0.009797735459557581,,0.20354612928467095
2012-09-14,-0.19140586229813128,False,True,-0.0021235939176137025,0.0012763243596044616,,0.20454126616621854
2012-09-17,-0.20471904432711294,False,True,-0.02917409823693522,-0.016836141259019506,,0.21971509510203463
2012-09-18,-0.2877314170660264,False,True,-0.0337987110711817,-0.032946196100538144,,0.22250552676151017
2012-09-19,-0.20016086882154405,False,True,-0.034939935400547656,-0.02171166484420114,,0.22226665813253427
2012-09-20,-0.2605491700366949,False,True,-0.04688701056224885,-0.04817043319831042,,0.23218913958521528
2012-09-21,-0.40640599814649503,False,True,-0.0541617079713429,-0.038737237645711436,,0.23060092349595113
2012-09-24,0.0275643702947494,False,False,-0.021562991675516698,-0.008857453834061163,,0.22261230438370733
2012-09-25,0.10772248626112771,False,False,-0.010633684603487247,-0.010192864671288259,,0.22263423553602552
2012-09-26,0.037867304653334675,False,False,-0.02534032011270011,-0.014305116537817278,,0.2245239184691363
2012-09-27,0.4067995009538078,False,False,0.024812969942436196,0.01855176880809661,,0.24607872919739984
2012-09-28,0.653818768045397,False,False,0.04819154098483899,0.041481607511805255,,0.2577726817786157
2012-10-08,0.6280453368643111,False,False,0.024171688807103468,0.020176123003149114,,0.2640264281533685
2012-10-09,0.8000315072994107,False,False,0.0482597445951225,0.05361929293131917,,0.27076438899066424
2012-10-10,0.8078915246471986,False,False,0.059007720877049724,0.05406722127027537,,0.27069987482913693
2012-10-11,0.6500100135280692,False,False,0.02378490502344212,0.037444513752025406,,0.2714043037846035
2012-10-12,0.5249107194219799,False,False,2.2204460492503128e-16,-0.008093760904117455,,0.21928211530572927
2012-10-15,0.6615399807937118,False,False,0.011655646739061215,-0.014909754366287376,,0.2190970914912681
2012-10-16,0.6422449237428458,False,False,-0.01066790573571993,-0.0068405568152664535,,0.217624235008197
2012-10-17,0.5408639686555018,False,False,-0.006814336419729942,-0.008086871055927862,,0.21727463259619229
2012-10-18,0.577823400780292,False,False,0.012316995807038744,0.014027860210668047,,0.21867201774378472
2012-10-19,0.6394503852841786,False,False,0.01317206212677185,0.007201895140268054,,0.2175518280563292
2012-10-22,0.713275313429179,False,False,0.020391530690981038,0.03465587456162891,,0.19940828489140758
2012-10-23,0.4953719211268877,False,False,0.008543409504312533,0.03550156376022772,,0.1986807220067624
2012-10-24,0.5313047027406881,False,False,0.0029869874992763906,0.02984005184389612,,0.19889116037161014
2012-10-25,0.5078885858997313,False,False,-0.017458395307457367,0.043456475465459554,,0.18397844962117016
2012-10-26,0.2704324990022286,False,False,-0.04004840891256427,0.021315194199046716,,0.20284170046975286
2012-10-29,0.33385940402189324,False,False,-0.04868503933359281,0.007533826903552746,,0.20173707003256575
2012-10-30,0.36820356956403716,False,False,-0.035060938064621246,0.011074310299093934,,0.20171286863522067
2012-10-31,0.35164749524635003,False,False,-0.026334351496267394,0.02884602046032885,,0.1984406166007493
2012-11-01,0.5927134817576434,False,False,0.0025740039951730642,0.021217509518196512,,0.18623100522531838
2012-11-02,0.5884431185831774,False,False,0.02730397133795791,0.0004276245521656798,,0.16796257455984034
2012-11-05,0.4165452381625701,False,False,0.029580234104295767,0.01294237220074522,,0.15911837539214968
2012-11-06,0.29637204470080564,False,False,0.023510007496353624,-0.013675426799675157,,0.1370391168947828
2012-11-07,0.3550034948595851,False,False,0.015625317903080815,-0.014536382513640035,,0.13702008838536955
2012-11-08,0.18982217444862853,False,False,-0.02340809089801496,-0.025975486403260452,,0.14857475862787492
2012-11-09,0.2526103999404064,False,False,-0.028183092273697734,-0.027755467721532236,,0.1486424054919113
2012-11-12,0.4330948428677942,False,False,-0.022102741599409007,-0.020816016137725,,0.1493649513940587
2012-11-13,0.27597574484124354,False,False,-0.03369384578647253,-0.03670136685042769,,0.157306146006497
2012-11-14,0.3352343889399209,False,False,-0.03016622182559227,-0.03788826791950242,,0.15681558155085956
2012-11-15,0.3323684385038788,False,False,-0.023969190112996162,-0.062261672323295277,,0.15146093700308857
2012-11-16,0.30237237902850833,False,False,-0.030812886429534905,-0.071740416277839,,0.152581753850134
2012-11-19,0.21982011458967818,False,False,-0.03432474254107461,-0.07553228936978061,-0.0761302216449492,0.150818050264734
2012-11-20,0.08004650940944878,False,False,-0.02159328163056802,-0.06683805798530819,-0.0773394312567528,0.1482230917825412
2012-11-21,0.3139126182809812,False,False,-0.01205640859675435,-0.052931664015533175,-0.06464365626564805,0.15780255654821942
2012-11-22,0.38605840162404187,False,False,-0.005857191784440417,-0.050660468800278365,-0.06872681110121404,0.15699404809557535
2012-11-23,0.4319200015605862,False,False,0.009029406719394376,-0.022662600645880306,-0.06234526062938761,0.14117626845145811
2012-11-26,0.5371469869413712,False,False,0.002717392976499886,-0.02412985705968779,-0.06687205891662629,0.14175858442296446
2012-11-27,0.4740549210029553,False,False,-0.0054719698779933795,-0.03724908979868026,-0.07579508597951146,0.14504280522742824
2012-11-28,0.41326427165868274,False,False,-0.028710105882431367,-0.055307418401697055,-0.08465431206249008,0.14455567068443761
2012-11-29,0.29477683913072167,False,False,-0.026558337513201597,-0.0797928103086532,-0.08673863985506491,0.1155643426736253
2012-11-30,0.36900106395671084,False,False,-0.027336554163750502,-0.07730312614758869,-0.08127433402998063,0.11755279842020316
2012-12-03,0.10798651606365614,False,False,-0.030305349495328922,-0.08401544065931259,-0.08850754619432422,0.1189215690240853
2012-12-04,0.4160358127649639,False,False,-0.01149702247761415,-0.07225611977264802,-0.07997389996879334,0.12615187163538963
2012-12-05,0.7691825667725292,False,False,0.034086462918811976,-0.03684627338596602,-0.046584446290497517,0.1846552146949118
2012-12-06,0.6704054783702413,False,False,0.03645050450982147,-0.019934214900816802,-0.04667794634097766,0.17473305863958571
2012-12-07,0.5511220321156194,False,False,0.05175508151189626,0.0026350476380052534,-0.0264661718344138,0.18926191908418008
2012-12-10,0.5169432941476959,False,False,0.07020425867324877,0.008291559613345165,-0.01650905593845131,0.19155446798093076
2012-12-11,0.5045482461316054,False,False,0.05926329949016265,0.020701025503987003,-0.018459157731844478,0.183211162631321
2012-12-12,0.6274064773844537,False,False,0.026891635891310987,0.020211584330937338,-0.015357819710688947,0.18316557359265498
2012-12-13,0.6713840026726555,False,False,0.020372715236718825,0.024407690448898147,-0.022058350661321446,0.17993413674689787
2012-12-14,1.17404308100222,False,False,0.04962523728685366,0.08307317135439378,0.027738061195310415,0.2436775767754468
2012-12-17,1.3987383903431927,False,False,0.04337414570110315,0.08599044785552293,0.031024409778213524,0.24323604707917035
2012-12-18,1.372593015034475,False,False,0.04475496515037863,0.08704927228493373,0.029606369053154502,0.24286832604272887
2012-12-19,1.366873619093443,False,False,0.04511045365579711,0.07737844658348868,0.03246077737172981,0.24124053368302764
2012-12-20,1.700908011352272,False,False,0.05969347052946727,0.08995835276280585,0.03955783777721367,0.23866842365950794
2012-12-21,1.5080266725587514,False,False,0.006310336316749846,0.08035410095174932,0.03547811167841064,0.24058894363916983
2012-12-24,1.3330915298246742,False,False,0.004233749230413886,0.08750680410943691,0.03661537406000259,0.2379152166333238
2012-12-25,1.552362192746092,False,False,0.033253271708785774,0.12577451387171285,0.06539573311776614,0.24399299315172776
2012-12-26,1.7107629154750712,False,False,0.03357828414087346,0.13966683660679363,0.06845153212346688,0.23604525034196797
2012-12-27,1.3695627208851728,False,False,0.024815169119724208,0.14133185939573162,0.06619298482835623,0.23514546372266001
2012-12-28,1.1707347010927633,False,False,0.043610365802642354,0.15130102091814204,0.0818039623997695,0.2363547371966305
2012-12-31,1.4166127954943755,False,False,0.058744456995583616,0.17655661060034938,0.09879875628611545,0.2295630631145017
2013-01-04,1.032525778822336,False,False,0.03376526547444811,0.17103680182377523,0.10092122700089612,0.23069252202502608
2013-01-07,1.0350443362325306,False,False,0.03248731662259499,0.13806769031057653,0.10219926571825266,0.21030054027149248
2013-01-08,0.9967486695935673,False,False,0.030177305008841155,0.13505865989475144,0.09708447549331534,0.2120699599815903
2013-01-09,1.106710071534364,False,False,0.014785484134550506,0.11433142354079633,0.09590868623268811,0.20784009200178677
2013-01-10,1.2200053616775668,False,False,0.0011878837270904153,0.1075402356541912,0.09802954171412148,0.20777717095730855
2013-01-11,0.9621547746102517,False,False,-0.016338279353973934,0.0954352229796386,0.08120616164695904,0.2179787994499819
2013-01-14,1.3144378760945168,False,False,0.016826849771280728,0.12800290419054638,0.11875404273379586,0.2419816353708341
2013-01-15,1.2793754143773075,False,False,0.026981108831107613,0.14166705348914008,0.1245551934373994,0.23625295694852183
2013-01-16,1.1862914075320588,False,False,0.02041688509382435,0.08512307134776695,0.11561225110797313,0.18059876061865046
2013-01-17,1.0412060565749484,False,False,0.011801867902992376,0.07596795785608051,0.10792609192719782,0.1842669053293203
2013-01-18,1.1751986560686662,False,False,0.04170549323239715,0.0923857510616572,0.1234981921270275,0.1868911692301482
2013-01-21,1.13776872395772,False,False,0.010422792676094613,0.09331524321084404,0.12640345066624525,0.18678192259015045
2013-01-22,1.2464207286001308,False,False,0.003081666537407893,0.08505524949708082,0.12365746282673262,0.18787015745790006
2013-01-23,1.5560779038352814,False,False,0.012360141905723099,0.09117287693674027,0.12479424284295515,0.1855292809030066
2013-01-24,1.49751657032113,False,False,0.012050680329604544,0.08378488895527093,0.11647493211777493,0.18918228790286545
2013-01-25,1.4515944828307672,False,False,-0.007348708375744757,0.05178377097712652,0.11034957899588371,0.17064696053002104
2013-01-28,1.5864470779739583,False,False,0.01600034134644112,0.07573730041641168,0.13933587157296579,0.1907988735946014
2013-01-29,1.4893414389813717,False,False,0.025067776729080737,0.0853078571064372,0.146599736670878,0.18993561874227105
2013-01-30,1.4711834403086312,False,False,0.028757184048492097,0.07631969518259003,0.1516937566943246,0.18621643664359783
2013-01-31,1.419824273819987,False,False,0.03791204602224915,0.06295247798193652,0.1534404526071529,0.18078117113621978
2013-02-01,1.723984385150292,False,False,0.06172011215787197,0.07973861766055017,0.17426641297644063,0.18921700211278536
2013-02-04,1.6554483124561985,False,False,0.03673200926873016,0.07998199306254672,0.1749099794657425,0.18917814701125862
2013-02-05,1.8604578645787286,False,False,0.03646141321778103,0.09159196531537732,0.18197946109475893,0.18689844002764078
2013-02-06,1.8661772850655094,False,False,0.03373990737981869,0.09527411842785809,0.18384508602964567,0.18596676845079513
2013-02-07,1.8217540092932134,False,False,0.026433257068155212,0.08819785132300115,0.176616963584048,0.1887629030794461
2013-02-08,1.9855998812740707,False,False,0.010528323788845615,0.10660522080336983,0.178720763098714,0.17487459989797585
2013-02-18,1.7531079940246697,False,False,-0.006212334980278422,0.05694280831098756,0.1596446523729087,0.15084679871725437
2013-02-19,1.593010851773704,False,False,-0.029732415864862742,0.03487844061940693,0.1394978342378983,0.16416105053977997
2013-02-20,1.6997198766047696,False,False,-0.028160573583580362,0.046696659750453375,0.14305849591651865,0.1609032157004618
2013-02-21,1.5040503521042872,False,False,-0.059719234701622076,0.016676748718386748,0.101203930617497,0.20684499901484027
2013-02-22,1.533561917274279,False,False,-0.06605646569879639,-0.001156738127823644,0.09673462729609872,0.20076677522359734
2013-02-25,1.3936775964245305,False,False,-0.04959694113937218,-0.0030769255044793085,0.09726633233474269,0.2004573052837903
2013-02-26,1.3076106011284359,False,False,-0.04808251595278469,-0.016285741870785558,0.08024894334278221,0.20675585829691281
2013-02-27,1.2977258729952916,False,False,-0.043204900625610235,-0.00886838278087971,0.08924243151414935,0.2095836012819271
2013-02-28,1.4526681576655172,False,False,0.026192425394950373,0.03081849378373277,0.12423609327089502,0.23912068598738728
2013-03-01,1.468869500971677,False,False,0.02814944326648852,0.034341413514409634,0.12128315705879622,0.23825418738148532
2013-03-04,1.285334802873535,False,False,-0.0218077178113983,-0.040884984662318796,0.06709997029752812,0.2752296694576415
2013-03-05,1.5605556674223418,False,False,0.02127328338182485,-0.020080235218041562,0.09623015976386329,0.2937333822454291
2013-03-06,1.4500622361437698,False,False,0.022593340890544898,-0.01503222593882704,0.10631827013644224,0.2956857526600558
2013-03-07,1.5349569503552576,False,False,-0.022736864267795306,-0.02983041650631171,0.09145398482426059,0.29809075721425465
2013-03-08,1.2875778307447985,False,False,-0.023146546551186278,-0.050525245194648696,0.08825277203943838,0.2883481349307526
2013-03-11,1.0803955206927267,False,False,0.01833482217344718,-0.05928217175760177,0.07928397183286728,0.28833485942133813
2013-03-12,0.9551405182189359,False,False,-0.024405627368140517,-0.0809472758039631,0.06263966032484047,0.28849997060444954
2013-03-13,0.7036239503732832,False,False,-0.04610539577226737,-0.09487752909091295,0.050251424496805974,0.2883909414871068
2013-03-14,0.8364326458807603,False,False,-0.031934177748534076,-0.08819785132300095,0.051623668431594494,0.28928776180962607
2013-03-15,0.7538355464967307,False,False,-0.029608707517502133,-0.09066227650099647,0.051674447159418824,0.2885995102966405
2013-03-18,0.6998295452795605,False,False,-0.03340849115917268,-0.08647832793649607,0.03981439824493904,0.2870482767105624
2013-03-19,0.7514360821743917,False,False,-0.010248414491367883,-0.06146327443046836,0.048158352414536365,0.2868941720558478
2013-03-20,0.5952174825441963,False,False,0.030843748923787,-0.035873206583545744,0.07908399315916026,0.30887391626584
2013-03-21,0.5628402462319994,False,False,0.03155081565834945,0.0030721990369705016,0.08070805658643465,0.28280074798824556
2013-03-22,0.5993112962158876,False,False,0.03344012982905831,0.00883431902685814,0.08219907798059256,0.2826316345298687
2013-03-25,0.46981790381022875,False,False,0.04264287767227249,0.005761490875148699,0.07918772812872943,0.28270302009142856
2013-03-26,0.26857154781641507,False,False,0.017282441148748183,0.0039016826710643227,0.06006509032441243,0.284015913422141
2013-03-27,0.38960432925637606,False,False,-0.010434877292579619,-0.0031031832505152273,0.061166964378359445,0.28221496874941027
2013-03-28,0.34551834483413224,False,False,-0.04469579680656172,-0.06781602316454169,0.027208599212943163,0.2735301960927857
2013-03-29,-0.10274622115876988,False,False,-0.05018693269561857,-0.06950205693524876,0.023367007767629566,0.2734272381303387
2013-04-01,-0.10809647890281894,False,True,-0.05026578319096222,-0.022696574504415184,0.020697123847744248,0.22108926868787335
2013-04-02,-0.015121622300083943,False,True,-0.032050221006447,-0.04942182171720742,0.02152456006111314,0.19288992157440374
2013-04-03,-0.2046259464329204,False,True,-0.036396422391519315,-0.06209294653257932,0.018856483740262275,0.18685809914366042
2013-04-08,-0.07649249160858076,False,True,-0.009669696617958936,-0.05474885551470541,0.013241859523293487,0.18404419882161793
2013-04-09,0.15961267588837888,False,False,-0.0008045052726757509,-0.047160015656738254,0.018832984484058013,0.1865261255019893
2013-04-10,0.07281165737417564,False,False,0.000805153022562365,-0.04022624365530012,0.018271438493046688,0.1858924399419682
2013-04-11,-0.13610810142269336,False,False,-0.005240890850971554,-0.03025708520003849,0.013189026943972726,0.18062799011173353
2013-04-12,-0.21342939054249208,False,True,-0.0064672820402630485,-0.02245483280057518,0.009361036582012927,0.17740190114535476
2013-04-15,-0.2869481777173424,False,True,-0.011810359229063047,-0.03462503699523438,-0.0013590122177739028,0.17974844581843014
2013-04-16,0.10599378398535944,False,False,-0.011738649263695939,-0.029289957402932124,0.004239914400403499,0.1816355527565276
2013-04-17,-0.2525019467649002,False,False,-0.009298631786330142,-0.016116384282457454,0.006164643072460896,0.17881146710211665
2013-04-18,-0.05799616529516466,False,True,-0.002833436423076367,-0.022842107131746874,0.007759846325441355,0.1757391845303409
2013-04-19,0.28659746479500336,False,False,0.02838487587499243,-0.024913705849369614,0.03564740527126409,0.1709481877909061
2013-04-22,0.3036568078128128,False,False,0.03541617627700544,-0.030759676376578386,0.03173688194479296,0.17046742197503945
2013-04-23,-0.05637851275470531,False,False,-0.0016299922109308418,-0.06436007944292121,-0.00012947659241502318,0.1970450826609043
2013-04-24,0.11341973431876627,False,False,0.012913819495583019,-0.045845442459146936,0.01637796634721478,0.20929128996247412
2013-04-25,0.07314419505839585,False,False,0.0004052684959217598,-0.039719279784573305,0.005194966205877893,0.20505741073208114
2013-04-26,-0.13837058114117215,False,False,-0.03693715769030964,-0.051415986247099595,-0.004849301571682507,0.20599569369868437
2013-05-02,0.0830644609431976,False,False,-0.03296118322729342,-0.019025062797310106,-0.004754817238486253,0.1775095891313723
2013-05-03,0.2166472246411089,False,False,0.01578021820607843,0.001607071458775904,0.012275515360218092,0.18900520348538866
2013-05-06,0.04899865422437061,False,False,0.010371054265487272,0.014791394997302578,0.023140618835279625,0.19301217553086392
2013-05-07,0.03587157773262902,False,False,0.023228917885158136,0.015559859107032038,0.02479962369116584,0.19307129799006448
2013-05-08,-0.03972483644718092,False,False,0.03890604984042731,0.02388648598484715,0.030471517767438838,0.19367684830375925
2013-05-09,-0.0032880789803412525,False,True,0.032961183227293724,0.023605817047942606,0.024412260228563243,0.1937913473907308
2013-05-10,-0.14079439897487483,False,True,0.019086066442498287,0.02149764317395008,0.02760625333391986,0.19325982192127597
2013-05-13,-0.15642659712861007,False,True,0.0035650661644963657,0.017551308139236773,0.022734759309579466,0.19404204611550513
2013-05-14,-0.44748839042843724,False,True,-0.01355142300309244,0.007249326954910976,0.006946018584050195,0.2007737979344548
2013-05-15,-0.42018658882643306,False,True,-0.01506171952941005,0.01529204849570021,0.010905481170691456,0.20084934393591267
2013-05-16,-0.13540434348562821,False,True,0.010228255967839921,0.04564443224484554,0.030439775676317504,0.20752460330786127
2013-05-17,0.055683935439831266,False,False,0.02335645293681225,0.0565927453744582,0.04683793815913018,0.21357944883016955
2013-05-20,0.2571627323507897,False,False,0.03305764751420225,0.05990758743976905,0.05149622012799826,0.21379783881085693
2013-05-21,0.43815865582438457,False,False,0.047796014276823624,0.05787877765481095,0.050022755078689585,0.21404250789540108
2013-05-22,0.3877303726038887,False,False,0.044139170310156677,0.031046342930864404,0.0496736058320435,0.19281261338527006
2013-05-23,0.5890920118737027,False,False,0.013219477113732586,0.023447733081572848,0.03700671394429644,0.19693789202584314
2013-05-24,0.6142824066654231,False,False,0.0015378703530748677,0.059760607938463835,0.04110527779131701,0.1593422606161597
2013-05-27,0.6804121241632208,False,False,-0.006524682521418923,0.040469085422767066,0.03731693081790688,0.15161191441420532
2013-05-28,0.8989857447952828,False,False,0.014055312104858041,0.07152882126374742,0.05723760357233454,0.15761223904198163
2013-05-29,0.8047955098268327,False,False,0.009507582552124775,0.07749108317329868,0.05208329001980605,0.15268220032984578
2013-05-30,0.6313924878935572,False,False,0.017611481223925207,0.07402039753279133,0.047715881085921286,0.15405197485112757
2013-05-31,0.5106725793103402,False,False,0.000768049192901753,0.04474843892528719,0.03425186557586968,0.15337565714869655
2013-06-03,0.7580194680830749,False,False,0.004993288653990847,0.03509131981127041,0.03460504726986713,0.14950145698308326
2013-06-04,0.373003927961026,False,False,-0.030253120931515384,0.018046782447073938,0.018039801652477205,0.15991337368554745
2013-06-05,0.3854620557293723,False,False,-0.02957772747740078,0.009007305855470757,0.013831858184984114,0.15913256981076598
2013-06-06,0.3887643962400957,False,False,-0.03671910096288039,0.004340113342617289,0.0025486541233432636,0.16200413451029616
2013-06-07,0.32716462636394295,False,False,-0.043544827947485445,-0.01788245546469661,-0.016777611666374703,0.1733909553405404
2013-06-13,0.23673608881062372,False,False,-0.07682311961325623,-0.04529686596648214,-0.047789984919848094,0.20241749152837424
2013-06-14,0.4118911479951347,False,False,-0.0551478118100374,-0.023549606359871047,-0.04181532091611828,0.19945362875421754
2013-06-17,0.34688123262463505,False,False,-0.058604246994842346,-0.03453522160996164,-0.04825223903137155,0.19896280392304727
2013-06-18,0.2322943562375504,False,False,-0.04221732449589202,-0.04810546712111464,-0.04247714691929538,0.18483013653101343
2013-06-19,0.3032059753224258,False,False,-0.029707169301923207,-0.07094607770343193,-0.04847680218917905,0.1705975513362043
2013-06-20,0.15201100824234212,False,False,-0.030241699823103103,-0.10859621330378738,-0.07858126618887473,0.19249279094940655
2013-06-21,0.3859838295418218,False,False,-0.04195246070097135,-0.113298081337666,-0.08315679559304712,0.1915239527314809
2013-06-24,-0.4146105119628651,False,False,-0.09899617101456097,-0.17767056293467942,-0.13884515335752823,0.27042392491121275
2013-06-25,-0.1625448987624319,False,True,-0.10513238744878406,-0.1664573316836313,-0.13794968095879445,0.272150608780473
2013-06-26,-0.20108552758537124,False,True,-0.10164993626129075,-0.17413388431779764,-0.1394111898843755,0.26856661144084537
2013-06-27,-0.23736903206640442,False,True,-0.06929751733850802,-0.17136904812087644,-0.13849788364996507,0.2695513484157181
2013-06-28,-0.16120723030409645,False,True,-0.046479211799326736,-0.17383260524185076,-0.1222875151833488,0.26620921595936864
2013-07-01,0.06518584279605283,False,False,0.02077762189466298,-0.16640052359214108,-0.11833388620844776,0.2692676164736575
2013-07-02,0.12426568639695215,False,False,0.02344561857468051,-0.16062319433287595,-0.11517975375657563,0.27150921580294857
2013-07-03,0.23498409298956816,False,False,0.023498595921986616,-0.15140333758871283,-0.11655037714631433,0.2718590481333683
2013-07-04,0.3776312592986568,False,False,0.030162088394906396,-0.1462002483799608,-0.10965755047248016,0.2747320829829213
2013-07-05,0.39828256451400673,False,False,0.015587044586362654,-0.12799243972397287,-0.10595470512900684,0.2757148401622602
2013-07-08,0.4762771780077094,False,False,-0.01576964420750444,-0.15259244032224484,-0.12924560322413736,0.28453712644645696
2013-07-09,0.2910316376962691,False,False,-0.021167194257976776,-0.14507128762797228,-0.13028561626211488,0.2849525023011482
2013-07-10,0.5181421022594044,False,False,0.008450128110852589,-0.09940838153037483,-0.10533510311627048,0.30619279809814626
2013-07-11,0.7519530973473725,False,False,0.05016183412862682,-0.019215294638077703,-0.06005635961797007,0.3452163548321566
2013-07-12,0.753867901981182,False,False,0.021421584158730547,-0.051423043755204886,-0.08280659067467133,0.35382693726583064
