period,cost,terminal_nav_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference
evaluation,BASE,-15911.743660000036,-15979.399999999965,-96.79999999999927,-42.556339999999636,-121.89999999994689
evaluation,STRESS,-15277.181720000168,-15568.699999999968,-96.79999999999927,-82.1182800000006,-306.1999999999862
earlier_diagnostic,BASE,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,STRESS,0.0,0.0,0.0,0.0,0.0
