cost,model,year,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
BASE,K1_PRIMARY_MONTH_START3,2020,0.3394842801999994,0.3378740935208589,0.2946376810949727,0.08288429092785692,3.5548072837038256,-0.022889957750153178,243,0.14707515157230058,24,1110.14396,3335.7999999999583,False,4.0245140553452075e-11
BASE,K1_PRIMARY_MONTH_START3,2021,0.023972378455389347,0.023872558436327705,0.02579564023942688,0.06657891956889517,0.3874445606275395,-0.08031073473085987,243,0.1479125344994293,24,1326.3751800000002,3888.0000000000487,False,6.721734280290548e-11
BASE,K1_PRIMARY_MONTH_START3,2022,-0.07601369710046475,-0.07601369710046475,-0.07641674916802732,0.07275111035813805,-1.0503860187403893,-0.11239953569139359,242,0.14839621411713064,24,1233.3999200000003,3883.0000000000286,False,6.821210263296962e-11
BASE,K1_PRIMARY_MONTH_START3,2023,0.024898905240418708,0.024898905240418708,0.025904235963535527,0.0513203978073278,0.5047551669569635,-0.042895732407739987,242,0.14862204353789382,24,1260.4496600000002,3930.5000000000337,False,8.412825991399586e-11
BASE,K1_PRIMARY_MONTH_START3,2024,-0.07459405602744563,-0.07459405602744563,-0.07421644405462668,0.08044558012960976,-0.9225670811877171,-0.11892290009196936,242,0.14418636047169053,24,1188.79702,3535.5999999999676,False,3.33386651618639e-11
BASE,K1_PRIMARY_MONTH_START3,2025,-0.06928633859241336,-0.06901128314147352,-0.06932562129167134,0.06555570909514559,-1.0575070005124072,-0.0759140348909385,243,0.14794136991519402,24,1093.1451,3283.0999999999276,False,2.3874235921539366e-11
BASE,K1_PRIMARY_MONTH_START3,2026,-0.015767585370763466,-0.025482831962696694,-0.02289856559547048,0.07641036059422576,-0.2996788055624082,-0.062435863993035454,149,0.16053507008372458,16,713.0977200000001,2248.79999999992,False,2.722799763432704e-11
BASE,K2_MONTH_EDGE,2020,0.5128616475000001,0.5102863553107639,0.4189862573934694,0.11324552015514318,3.6998042555632225,-0.04102971893450656,243,0.3028909113478778,25,1188.5705000000003,3635.4000000000074,False,5.0107473725802265e-11
BASE,K2_MONTH_EDGE,2021,-0.08511408833239038,-0.08477911135569273,-0.08349269334928461,0.10073739232229072,-0.8288153130087498,-0.140106692877318,243,0.3205629463001747,24,1395.26798,4075.800000000052,False,5.729816621169448e-11
BASE,K2_MONTH_EDGE,2022,-0.01966919851249654,-0.01966919851249654,-0.01376780231228103,0.11098277540340593,-0.12405350526004698,-0.11969985735051021,242,0.3168209093838629,24,1280.61104,4018.400000000037,False,6.184563972055912e-11
BASE,K2_MONTH_EDGE,2023,0.029127321008851736,0.029127321008851736,0.03244723540359806,0.08640105319817279,0.37554212827910594,-0.056575187188158495,242,0.31775752163303206,24,1323.8921800000003,4082.9000000000487,False,5.0960125008714385e-11
BASE,K2_MONTH_EDGE,2024,0.1401972944821702,0.1401972944821702,0.14670828311365258,0.17714711683287807,0.8281720060510964,-0.09661706557947705,242,0.32189762288655277,24,1342.8736800000001,4109.399999999957,False,6.343725544866174e-11
BASE,K2_MONTH_EDGE,2025,-0.09178374549751027,-0.09142385327127371,-0.09231539408380224,0.08396672906525483,-1.0994282510642903,-0.10416753250715223,243,0.3124465692352522,24,1411.36284,4345.699999999987,False,5.928768587182276e-11
BASE,K2_MONTH_EDGE,2026,-0.014405545759083562,-0.023291550551869614,-0.017918936297988425,0.10640177650100421,-0.16840824361442225,-0.0685094748143007,149,0.3346755669859117,15,872.86914,2752.199999999888,False,5.070432962384075e-11
BASE,K3_QUARTER_START3,2020,0.14513098900000032,0.14449253724206007,0.13647196577338527,0.054776952333957615,2.4914121716987685,-0.006967464384313949,243,0.04929151837477438,8,336.0022,1082.5999999999672,False,2.106048668792937e-11
BASE,K3_QUARTER_START3,2021,0.012772522742374405,0.012719628048261107,0.013449218637347079,0.04022554220040341,0.33434524189489234,-0.04350898277908035,243,0.04933235687190651,8,376.95768,1096.8000000000416,False,2.5266899683629163e-11
BASE,K3_QUARTER_START3,2022,-0.04351303641304637,-0.04351303641304637,-0.04365519675296958,0.04076914823947371,-1.070790012500225,-0.05033550459509891,242,0.049457317826877685,8,360.81146,1130.000000000034,False,2.8109070626669563e-11
BASE,K3_QUARTER_START3,2023,0.032803532340887974,0.032803532340887974,0.03262864267762289,0.026589168520124024,1.2271403918828032,-0.017949138924202652,242,0.04953614499305719,8,363.35658,1094.099999999979,False,2.5579538487363607e-11
BASE,K3_QUARTER_START3,2024,-0.07987671682818456,-0.07987671682818456,-0.08094862514864254,0.0666021523192022,-1.2154055436629496,-0.08673698240609001,242,0.04516638351703362,8,352.25311999999997,1069.5999999999838,False,2.262368070660159e-11
BASE,K3_QUARTER_START3,2025,-0.09283208814868031,-0.09246829794629176,-0.09534905158282717,0.057131889309697134,-1.668928732007526,-0.09841351204969145,243,0.04934232416591041,8,314.4251,946.6000000000073,False,2.717115421546623e-11
