cost,model,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,annualized_return_excess_vs_buy_hold,meets_point_target
BASE,K1_PRIMARY_MONTH_START3,0.1010789572,0.01463366841027158,0.017096556845356103,0.07157577934871683,0.23885952763520418,-0.2560262623989524,1604,0.1485804262057123,160,7925.40856,24104.799999999886,False,8.412825991399586e-11,-0.021623803235345396,False
BASE,K2_MONTH_EDGE,0.42519876319999855,0.05491051380658722,0.060128554310209054,0.11571022279916454,0.5196477273626268,-0.21240988996859683,1604,0.31718059118340286,160,8815.447360000002,27019.799999999977,False,6.343725544866174e-11,0.018653042160970246,False
BASE,K3_QUARTER_START3,-0.06235874989999991,-0.00966734658438561,-0.008469043325615011,0.049620706743660946,-0.17067558850714945,-0.23394488160974472,1604,0.04976812632650373,54,2334.0499800000002,7146.900000000041,False,2.8109070626669563e-11,-0.045924818230002586,False
BASE,K4_POST_LONG_BREAK3,-0.06209387679999951,-0.00962514379376428,-0.008064633186451214,0.05649545018349715,-0.14274836575790253,-0.2612372832195386,1604,0.0756353868165899,82,3153.57536,9436.299999999934,False,3.799982550845016e-11,-0.045882615439381255,False
BASE,K5_EQUAL_EVENT_VOTE,0.096442597200003,0.013987929905793244,0.015743005701729807,0.06060607569456054,0.2597595294087447,-0.1859567259842888,1604,0.14803794059527228,266,5176.680560000001,15765.999999999962,False,5.292122295941226e-11,-0.022269541739823734,False
BASE,CALENDAR_RIDGE_H1,0.057242990299999505,0.008433634518296625,0.018180912529701696,0.13984736574106893,0.13000539862412663,-0.3009758451256597,1604,0.5698611929512811,317,7765.6019400000005,23480.700000000063,False,5.161382432561368e-11,-0.027823837127320353,False
BASE,CALENDAR_ET_H1,-0.1275369167999985,-0.020373912470454985,-0.008411725193070412,0.1557084472742093,-0.05402227907556615,-0.47507987363465276,1604,0.7442774829464024,193,4602.68336,13879.399999999961,False,5.434230843093246e-11,-0.056631384116071964,False
BASE,PRICE_RIDGE_H1,0.013421544599997826,0.0020135020590891866,0.009991590431841913,0.12629534060647893,0.07911289825785818,-0.23706249430672685,1604,0.4931821497582353,448,13632.091080000002,40942.799999999654,False,5.547917680814862e-11,-0.03424396958652779,False
BASE,PRICE_ET_H1,0.08364966859999626,0.012194066265027143,0.02435583896383099,0.1564363475885871,0.15569168763697142,-0.45066217400137304,1604,0.7434442624101567,99,1507.6662800000001,4506.19999999997,False,5.297806637827307e-11,-0.024063405380589833,False
BASE,FULL_RIDGE_H1,-0.03349676409999841,-0.005127143401531972,0.0016635491688969668,0.11678676457740018,0.01424432961146426,-0.33048444431933405,1604,0.46877945811267163,499,15700.35282,47385.099999999424,False,4.3655745685100555e-11,-0.04138461504714895,False
BASE,FULL_ET_H1,-0.2587810987000005,-0.044174836508094305,-0.03673362758301168,0.12972616192045097,-0.28316283345788806,-0.48966754645852434,1604,0.5275836040505006,200,4531.91974,13736.799999999828,False,5.729816621169448e-11,-0.08043230815371127,False
