cost,model,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,annualized_return_excess_vs_buy_hold,meets_point_target
BASE,PRICE_RIDGE_H20,-0.0026644277999989755,-0.00040244521709061846,0.0013362716210447486,0.058925551883004704,0.022677286480029656,-0.0985108957598184,1604,0.11706504018444419,10,330.4855600000001,971.1999999999853,False,2.8194335754960775e-11,-0.036659916862707594,False
BASE,PRICE_ET_H20,0.06992802699999938,0.010249875995816884,0.010663666132527295,0.03057709583247163,0.34874685911808917,-0.06894926551112518,1604,0.05913289039750495,12,206.1946,611.5999999999888,False,4.0813574742060155e-11,-0.02600759564980009,False
BASE,PRICE_RIDGE_H60,0.2552604879999993,0.03489492086635207,0.038470998388337424,0.09161395649442848,0.41992508412926194,-0.13132679803427155,1604,0.12015418378677842,5,189.2024,624.5000000000327,False,6.571099220309407e-11,-0.0013625507792649066,False
BASE,PRICE_ET_H60,0.002285116199999963,0.00034442791066150737,0.00043255672160753806,0.013280478784510153,0.03257086801057623,-0.026052226153784778,1604,0.016178850148336258,2,19.97676,63.60000000000241,False,3.4788172342814505e-11,-0.03591304373495547,False
BASE,EARNINGS_RIDGE_H20,0.16966676390000135,0.02392637100972501,0.027173444520474717,0.08383962187798683,0.32411220270077884,-0.15904706042008124,1604,0.30023303425425985,9,248.14722000000003,676.5000000000168,False,3.630873379734112e-11,-0.012331100635891965,False
BASE,EARNINGS_ET_H20,0.18122821759999871,0.02544697008310199,0.027875877583177243,0.07410700914638736,0.3761570990958844,-0.09857965890045205,1604,0.23430616955208156,10,189.65648000000002,541.0000000000086,False,4.934008757118136e-11,-0.010810501562514986,False
BASE,EARNINGS_RIDGE_H60,0.21304557230000037,0.02956738646609149,0.03210016712014356,0.07674162051241652,0.4182888881653192,-0.10054767624816517,1604,0.2215478012887394,6,103.38553999999999,307.1000000000116,False,2.8833824217144866e-11,-0.006690085179525487,False
BASE,EARNINGS_ET_H60,0.13230434959999912,0.018923494457187006,0.020964007840423824,0.06632779139574675,0.3160667255651774,-0.10042678624970057,1604,0.17597176941463455,7,148.93008000000003,487.10000000001486,False,5.729816621169448e-11,-0.01733397718842997,False
BASE,FULL_RIDGE_H20,0.12128642870000049,0.017421423952917167,0.01933499323329569,0.06422268030876709,0.3010617610529135,-0.11990141886218116,1604,0.17865558071027607,14,416.11426000000006,1283.0999999999135,False,3.859668140648864e-11,-0.01883604769269981,False
BASE,FULL_ET_H20,0.099974799499999,0.01448009434167919,0.015177706767095657,0.040082010358313144,0.3786663051931413,-0.06887866542712795,1604,0.09049973067623855,14,331.94010000000003,985.5999999999664,False,3.630873379734112e-11,-0.021777377303937785,False
BASE,FULL_RIDGE_H60,0.018043483099999834,0.0027016458863118797,0.0036905955305248923,0.04444875270313474,0.08303035082162416,-0.07545612881575506,1604,0.09036661825992481,6,138.80338,435.69999999997754,False,3.1377567211166024e-11,-0.033555825759305095,False
BASE,FULL_ET_H60,-0.012409021499999676,-0.0018821236062571474,-0.0010511098736206053,0.04071973354125772,-0.02581327975920098,-0.09853581705868027,1604,0.04546688753677646,3,79.7043,250.20000000000948,False,2.4158453015843406e-11,-0.038139595251874124,False
BASE,F1_PRIMARY_FULL_H60,0.021051667699999946,0.0031480998668649545,0.004203403196074835,0.04604637845067466,0.09128629302687859,-0.07470638937656576,1604,0.0667068350042898,4,80.96646,256.80000000000024,False,2.8194335754960775e-11,-0.03310937177875202,False
BASE,F2_EARNINGS_H60,0.21304557230000037,0.02956738646609149,0.03210016712014356,0.07674162051241652,0.4182888881653192,-0.10054767624816517,1604,0.2215478012887394,6,103.38553999999999,307.1000000000116,False,2.8833824217144866e-11,-0.006690085179525487,False
BASE,F3_PRICE_H60,0.07404528699999965,0.01083545445320629,0.012045642456114993,0.05037130583111568,0.23913698994625,-0.08172592205051586,1604,0.06808042768741566,5,107.3426,346.50000000000546,False,5.184119800105691e-11,-0.025422017192410686,False
BASE,F4_FULL_H20,0.1141852578999998,0.01644666777265375,0.01817844257442606,0.061056261113146174,0.29773265252418174,-0.11955547144353078,1604,0.15665841157779606,15,430.44842000000006,1302.2999999999217,False,5.7760018989938544e-11,-0.019810803872963224,False
BASE,BUY_HOLD,0.26625532120000167,0.036257471645616976,0.051838074484355,0.1800562146602094,0.28789939065519343,-0.4095181596707963,1604,0.9526549098848204,2,85.73576,290.400000000011,False,8.185452315956354e-11,0.0,False
STRESS,PRICE_RIDGE_H20,0.00969433500000032,0.0014566274569750692,0.0031528656322624277,0.05822321262039218,0.054151351159866495,-0.0984074114902789,1604,0.11380768201638865,10,629.633,1684.5999999999826,False,3.461764208623208e-11,-0.034628317056767575,False
