period,cost,model,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,point_met
evaluation,BASE,P__IMMEDIATE__H20__VOL10__REMAINING,0.5331783463000002,0.0665983073943026,0.0679280388194274,0.083469606380976,0.8138056684895217,-0.1108166375004317,1604,0.1737979524469689,85,2409.8307400000003,7243.199999999993,False,7.200640084192855e-11,False
evaluation,BASE,P__CONFIRM_NEXT__H5__FULL__STANDALONE,0.1500714838000003,0.0213197423526065,0.0228620092428117,0.0593944092772033,0.3849185389842178,-0.0882594511561017,1604,0.0174115972295614,12,531.10324,1653.200000000017,False,2.7284841053187847e-11,False
evaluation,BASE,P__CONFIRM_NEXT__H5__FULL__MAX,0.6537692903000005,0.0788521398048977,0.0793471815674434,0.0832329639639978,0.9533143815683984,-0.0914605440855224,1604,0.1283275616569698,74,2492.74194,7530.400000000049,False,1.1334577720845117e-10,False
evaluation,BASE,P__CONFIRM_NEXT__H5__FULL__REMAINING,0.6537692903000005,0.0788521398048977,0.0793471815674434,0.0832329639639978,0.9533143815683984,-0.0914605440855224,1604,0.1283275616569698,74,2492.74194,7530.400000000049,False,1.1334577720845117e-10,False
evaluation,BASE,P__CONFIRM_NEXT__H5__VOL10__STANDALONE,0.1008951780000004,0.0146081161723423,0.0149837066538883,0.031213195173843,0.4800439868599185,-0.0408664057513972,1604,0.0111714899766071,12,316.36440000000005,981.8000000000166,False,3.0013325158506625e-11,False
evaluation,BASE,P__CONFIRM_NEXT__H5__VOL10__MAX,0.6521943593999966,0.0786970671674297,0.0780569603607807,0.0682155151179056,1.1442698955782242,-0.0702000502906864,1604,0.1231869791119555,75,2376.72812,7161.299999999999,False,7.008793545537628e-11,False
evaluation,BASE,P__CONFIRM_NEXT__H5__VOL10__REMAINING,0.6628609014000002,0.0797448848316402,0.0790535552093447,0.0685908230656353,1.1525383670304914,-0.0702178748092765,1604,0.1238502735344414,76,2411.41972,7260.800000000001,False,7.821654435247183e-11,False
evaluation,BASE,P__CONFIRM_NEXT__H10__FULL__STANDALONE,0.1196501794,0.017197286715947,0.0192913373158682,0.0668495770970356,0.2885783000222401,-0.0883358847018294,1604,0.0298357478158536,12,519.76412,1626.2000000000437,False,3.376499080331996e-11,False
evaluation,BASE,P__CONFIRM_NEXT__H10__FULL__MAX,0.5809516365999985,0.0715474506447194,0.0729978664035986,0.0883914947744388,0.8258471766981388,-0.0938506885530765,1604,0.1399102907220487,73,2394.17268,7239.900000000079,False,7.094058673828839e-11,False
evaluation,BASE,P__CONFIRM_NEXT__H10__FULL__REMAINING,0.5809516365999985,0.0715474506447194,0.0729978664035986,0.0883914947744388,0.8258471766981388,-0.0938506885530765,1604,0.1399102907220487,73,2394.17268,7239.900000000079,False,7.094058673828839e-11,False
evaluation,BASE,P__CONFIRM_NEXT__H10__VOL10__STANDALONE,0.0654029385,0.0096040827678056,0.0102546822345568,0.0374417599174089,0.2738835529413467,-0.0465078830251641,1604,0.0195994502582134,12,309.5123,966.8000000000268,False,3.4077629607054405e-11,False
evaluation,BASE,P__CONFIRM_NEXT__H10__VOL10__MAX,0.5712099935999985,0.0705486586855688,0.0706512442233387,0.0707670928198182,0.9983629595075424,-0.0729404829259393,1604,0.130661780292193,75,2286.90128,6897.800000000013,False,6.912159733474255e-11,False
evaluation,BASE,P__CONFIRM_NEXT__H10__VOL10__REMAINING,0.5913303275999993,0.072605824600035,0.0726200103058121,0.0714602200464978,1.0162298724879333,-0.0729404829259393,1604,0.1315827558113182,76,2332.93448,7031.200000000015,False,8.09450284577906e-11,False
evaluation,BASE,P__CONFIRM_NEXT__H20__FULL__STANDALONE,0.1619853125999996,0.0229090102375809,0.0252541234346166,0.0721030521947885,0.3502504077967722,-0.0882832238858011,1604,0.0483896256539737,12,521.53748,1627.400000000018,False,2.921751729445532e-11,False
evaluation,BASE,P__CONFIRM_NEXT__H20__FULL__MAX,0.6407250862000005,0.0775639655906474,0.0789641629363116,0.092455305548332,0.8540793031615931,-0.0938506885530765,1604,0.1584850404946685,73,2407.78276,7275.900000000045,False,6.559730536537245e-11,False
evaluation,BASE,P__CONFIRM_NEXT__H20__FULL__REMAINING,0.6407250862000005,0.0775639655906474,0.0789641629363116,0.092455305548332,0.8540793031615931,-0.0938506885530765,1604,0.1584850404946685,73,2407.78276,7275.900000000045,False,6.559730536537245e-11,False
evaluation,BASE,P__CONFIRM_NEXT__H20__VOL10__STANDALONE,0.0940403174999997,0.0136524350992019,0.0144378130866602,0.0420239743228921,0.3435613437160183,-0.0465078830251641,1604,0.0321182918325763,12,310.03650000000005,965.0000000000164,False,3.723243935382925e-11,False
evaluation,BASE,P__CONFIRM_NEXT__H20__VOL10__MAX,0.6135312311000052,0.0748502411036935,0.0748430828297889,0.0732869389457213,1.021233577312051,-0.0729404829259393,1604,0.1431671358465921,75,2291.25378,6907.399999999998,False,7.651124178664759e-11,False
evaluation,BASE,P__CONFIRM_NEXT__H20__VOL10__REMAINING,0.6343906082999988,0.0769352676262135,0.0768270505928887,0.0739155268156718,1.039389880619772,-0.0729404829259393,1604,0.1439964299399164,76,2338.1783400000004,7043.199999999999,False,8.139977580867708e-11,False
evaluation,BASE,C__IMMEDIATE__H5__FULL__STANDALONE,0.3791250397999999,0.0496932273339041,0.0502890006759556,0.0610739442794726,0.8234117064035456,-0.0360727580432772,1604,0.0093437512906777,6,290.99204000000003,947.4000000000452,False,4.695266397902742e-11,False
evaluation,BASE,C__IMMEDIATE__H5__FULL__MAX,0.8897173806000024,0.1007806145718316,0.0991726429434958,0.0802554559056234,1.2357121621752192,-0.0546363428765449,1604,0.1224004890222065,70,2490.9238800000003,7513.300000000041,False,7.611333785462193e-11,True
evaluation,BASE,C__IMMEDIATE__H5__FULL__REMAINING,0.8897173806000024,0.1007806145718316,0.0991726429434958,0.0802554559056234,1.2357121621752192,-0.0546363428765449,1604,0.1224004890222065,70,2490.9238800000003,7513.300000000041,False,7.611333785462193e-11,True
evaluation,BASE,C__IMMEDIATE__H5__VOL10__STANDALONE,0.215724674,0.0299101313615977,0.0301150028670291,0.0362799663984805,0.8300725126440696,-0.0225120759075945,1604,0.0063060536969879,6,181.8652,592.8000000000272,False,3.8269831748039e-11,False
evaluation,BASE,C__IMMEDIATE__H5__VOL10__MAX,0.7398261112000004,0.0871407987967011,0.0858441702545423,0.0681047441105183,1.2604726935797148,-0.0546253250014442,1604,0.1198887356180841,72,2345.07776,7055.000000000007,False,1.0686562745831908e-10,False
evaluation,BASE,C__IMMEDIATE__H5__VOL10__REMAINING,0.7841498400999966,0.0912748655904533,0.0898197982363578,0.0708022499223754,1.2686009037118513,-0.0546253250014442,1604,0.1202307394299505,72,2388.53198,7193.999999999998,False,8.515144145349039e-11,False
evaluation,BASE,C__IMMEDIATE__H10__FULL__STANDALONE,0.2231310474999998,0.0308543230259121,0.0330680281206094,0.0737068627257704,0.448642458757748,-0.0883073336481586,1604,0.0161904705742449,6,268.6905,892.7000000000427,False,4.729372449219227e-11,False
evaluation,BASE,C__IMMEDIATE__H10__FULL__MAX,0.6765293477999973,0.0810792809797954,0.0820055606318881,0.0903206504580502,0.9079381095685964,-0.0938506885530765,1604,0.1292487243899961,70,2307.63044,6976.300000000045,False,9.458744898438454e-11,False
evaluation,BASE,C__IMMEDIATE__H10__FULL__REMAINING,0.6765293477999973,0.0810792809797954,0.0820055606318881,0.0903206504580502,0.9079381095685964,-0.0938506885530765,1604,0.1292487243899961,70,2307.63044,6976.300000000045,False,9.458744898438454e-11,False
evaluation,BASE,C__IMMEDIATE__H10__VOL10__STANDALONE,0.1251479994999997,0.0179492917850712,0.0187878088191955,0.0448314251042005,0.4190767698222296,-0.0541796478484012,1604,0.0112387205767961,6,171.70010000000002,570.6000000000263,False,2.3163693185779263e-11,False
evaluation,BASE,C__IMMEDIATE__H10__VOL10__MAX,0.6151743644000032,0.0750153105484218,0.0749500279674159,0.072631760317445,1.031918098085997,-0.0729404829259393,1604,0.1247228645263026,72,2235.7271200000005,6735.30000000001,False,1.0035705599875655e-10,False
evaluation,BASE,C__IMMEDIATE__H10__VOL10__REMAINING,0.6564423567000026,0.0791150515067433,0.07893329313357,0.0751264691811947,1.0506722063989693,-0.0729404829259393,1604,0.1250772109347146,72,2276.9286600000005,6867.700000000001,False,8.570566478738327e-11,False
evaluation,BASE,C__IMMEDIATE__H20__FULL__STANDALONE,0.2365533625000006,0.0325531464923558,0.0347933050047049,0.0747749400567142,0.465307026368934,-0.0883073336481586,1604,0.0224176645833206,6,269.2275,892.7000000000427,False,4.729372449219227e-11,False
evaluation,BASE,C__IMMEDIATE__H20__FULL__MAX,0.6949285069999989,0.0828610062102242,0.083731136160045,0.0911924540500352,0.918180534039622,-0.0938506885530765,1604,0.1354667615502758,70,2314.4986,6995.500000000044,False,9.458744898438454e-11,False
evaluation,BASE,C__IMMEDIATE__H20__FULL__REMAINING,0.6949285069999989,0.0828610062102242,0.083731136160045,0.0911924540500352,0.918180534039622,-0.0938506885530765,1604,0.1354667615502758,70,2314.4986,6995.500000000044,False,9.458744898438454e-11,False
evaluation,BASE,C__IMMEDIATE__H20__VOL10__STANDALONE,0.1348210644999998,0.0192648555076092,0.0201278132017358,0.0459069254320898,0.4384482953778061,-0.0541796478484012,1604,0.0161287373374005,6,172.08710000000002,570.6000000000263,False,2.3163693185779263e-11,False
evaluation,BASE,C__IMMEDIATE__H20__VOL10__MAX,0.6290856245000032,0.0764071531407281,0.0762925076134297,0.073297974122796,1.0408542463345167,-0.0729404829259393,1604,0.1296201914307366,72,2240.8751,6749.700000000008,False,8.026290743146092e-11,False
evaluation,BASE,C__IMMEDIATE__H20__VOL10__REMAINING,0.6707820188000033,0.0805193217385822,0.0802820277606641,0.0757660107781378,1.0596047876369048,-0.0729404829259393,1604,0.1299481874191082,72,2282.0962400000003,6882.1,False,7.730704965069889e-11,False
evaluation,BASE,C__CONFIRM_NEXT__H5__FULL__STANDALONE,0.0810054150000004,0.0118210400434075,0.013078631674317,0.051201308695845,0.2554354958387695,-0.0949961049865541,1604,0.0080919497162645,6,252.717,860.4000000000326,False,3.177547114319168e-11,False
evaluation,BASE,C__CONFIRM_NEXT__H5__FULL__MAX,0.6765856997000016,0.0810847632413564,0.0812836226693242,0.081621250839085,0.9958634771424124,-0.0883652534788949,1604,0.1230373934986869,71,2366.86006,7157.500000000044,False,9.094947017729281e-11,False
evaluation,BASE,C__CONFIRM_NEXT__H5__FULL__REMAINING,0.6765856997000016,0.0810847632413564,0.0812836226693242,0.081621250839085,0.9958634771424124,-0.0883652534788949,1604,0.1230373934986869,71,2366.86006,7157.500000000044,False,9.094947017729281e-11,False
evaluation,BASE,C__CONFIRM_NEXT__H5__VOL10__STANDALONE,0.0479774263999999,0.0070952618664924,0.0073269137824117,0.0227199271690404,0.322488436159949,-0.0393212923667264,1604,0.0048852375045779,6,139.11472,464.4000000000176,False,2.364686224609613e-11,False
evaluation,BASE,C__CONFIRM_NEXT__H5__VOL10__MAX,0.659118427899998,0.0793778981278281,0.0786070801266743,0.0670051759058709,1.1731493733723166,-0.0546599581300611,1604,0.1199473231552611,72,2287.71442,6882.699999999993,False,7.730704965069889e-11,False
evaluation,BASE,C__CONFIRM_NEXT__H5__VOL10__REMAINING,0.659118427899998,0.0793778981278281,0.0786070801266743,0.0670051759058709,1.1731493733723166,-0.0546599581300611,1604,0.1199473231552611,72,2287.71442,6882.699999999993,False,7.730704965069889e-11,False
evaluation,BASE,C__CONFIRM_NEXT__H10__FULL__STANDALONE,0.0178996315999997,0.0026802683894164,0.0043070933329316,0.0567360402881367,0.0759145916961758,-0.0988547687808181,1604,0.0136907580697965,6,242.67368000000005,834.0000000000316,False,2.364686224609613e-11,False
evaluation,BASE,C__CONFIRM_NEXT__H10__FULL__MAX,0.5786614020999983,0.0713131081532387,0.0725049170704349,0.0852037843961016,0.850958881513628,-0.0938506885530765,1604,0.1285836620087523,71,2259.71958,6840.700000000044,False,9.99733629214461e-11,False
evaluation,BASE,C__CONFIRM_NEXT__H10__FULL__REMAINING,0.5786614020999983,0.0713131081532387,0.0725049170704349,0.0852037843961016,0.850958881513628,-0.0938506885530765,1604,0.1285836620087523,71,2259.71958,6840.700000000044,False,9.99733629214461e-11,False
evaluation,BASE,C__CONFIRM_NEXT__H10__VOL10__STANDALONE,0.0067772946999997,0.00101957961956,0.0014107375221727,0.0279928081402246,0.0503964273646989,-0.0541816537143725,1604,0.0087280257659049,6,134.84106,455.40000000001726,False,2.273736754432321e-11,False
evaluation,BASE,C__CONFIRM_NEXT__H10__VOL10__MAX,0.5959074198999995,0.0730707151911711,0.0728759884873521,0.0689177600129491,1.057434084823118,-0.0710154088284358,1604,0.1237394439169192,72,2222.2160200000008,6689.899999999994,False,7.025846571195869e-11,False
evaluation,BASE,C__CONFIRM_NEXT__H10__VOL10__REMAINING,0.5959074198999995,0.0730707151911711,0.0728759884873521,0.0689177600129491,1.057434084823118,-0.0710154088284358,1604,0.1237394439169192,72,2222.2160200000008,6689.899999999994,False,7.025846571195869e-11,False
evaluation,BASE,C__CONFIRM_NEXT__H20__FULL__STANDALONE,0.0362229661999996,0.0053828434791644,0.0070773538410014,0.0581177835357532,0.1217760453071577,-0.0988547687808181,1604,0.0199072641342315,6,243.40676,834.0000000000316,False,2.364686224609613e-11,False
evaluation,BASE,C__CONFIRM_NEXT__H20__FULL__MAX,0.6072322776999993,0.0742161218669472,0.0752898321177284,0.0861241293994207,0.8742013723999966,-0.0938506885530765,1604,0.134800184914501,71,2270.24446,6870.100000000042,False,9.99733629214461e-11,False
evaluation,BASE,C__CONFIRM_NEXT__H20__FULL__REMAINING,0.6072322776999993,0.0742161218669472,0.0752898321177284,0.0861241293994207,0.8742013723999966,-0.0938506885530765,1604,0.134800184914501,71,2270.24446,6870.100000000042,False,9.99733629214461e-11,False
evaluation,BASE,C__CONFIRM_NEXT__H20__VOL10__STANDALONE,0.0196897116999996,0.0029461063199133,0.0033735816458101,0.0294018586786642,0.1147404210965154,-0.0541816537143725,1604,0.0131752399294211,6,135.35766,455.40000000001726,False,2.7739588404074308e-11,False
evaluation,BASE,C__CONFIRM_NEXT__H20__VOL10__MAX,0.6164313682,0.0751414931208297,0.0748443162107339,0.0694978305341918,1.076930252864681,-0.0710154088284358,1604,0.1281960344821018,72,2229.9263600000004,6711.499999999993,False,7.821654435247183e-11,False
evaluation,BASE,C__CONFIRM_NEXT__H20__VOL10__REMAINING,0.6164313682,0.0751414931208297,0.0748443162107339,0.0694978305341918,1.076930252864681,-0.0710154088284358,1604,0.1281960344821018,72,2229.9263600000004,6711.499999999993,False,7.821654435247183e-11,False
evaluation,STRESS,P__IMMEDIATE__H5__FULL__STANDALONE,0.4087248356000001,0.0530617148686407,0.0539759931563217,0.0685670874075726,0.7871997367407576,-0.0590222465597924,1604,0.040447789227623,26,2595.8328800000004,7277.299999999923,False,6.366462912410498e-11,False
evaluation,STRESS,P__IMMEDIATE__H5__FULL__MAX,0.8123759383999991,0.0938622805687723,0.093085788008805,0.0829621688715548,1.1220269343840807,-0.067356814641004,1604,0.1414349088214691,82,6225.712320000001,17167.59999999994,False,8.253664418589324e-11,False
evaluation,STRESS,P__IMMEDIATE__H5__FULL__REMAINING,0.8123759383999991,0.0938622805687723,0.093085788008805,0.0829621688715548,1.1220269343840807,-0.067356814641004,1604,0.1414349088214691,82,6225.712320000001,17167.59999999994,False,8.253664418589324e-11,False
evaluation,STRESS,P__IMMEDIATE__H5__VOL10__STANDALONE,0.2463357308000008,0.0337814354034328,0.0340902827541416,0.0420622447297274,0.8104722649299859,-0.0377682882361559,1604,0.0237957941242356,26,1409.65384,3964.799999999967,False,4.149569576838985e-11,False
evaluation,STRESS,P__IMMEDIATE__H5__VOL10__MAX,0.6664319761999994,0.0800944108812454,0.0794189294986643,0.0692704242680802,1.1465056023232774,-0.0547063091084761,1604,0.1308141742240847,84,5297.2047600000005,14577.89999999998,False,7.23048287909478e-11,False
evaluation,STRESS,P__IMMEDIATE__H5__VOL10__REMAINING,0.7164643573999989,0.0849257372430028,0.0840962934723842,0.0723952967653866,1.1616264761634625,-0.0553116111813342,1604,0.1319520952301145,87,5500.92852,15145.49999999998,False,7.79891706770286e-11,False
evaluation,STRESS,P__IMMEDIATE__H10__FULL__STANDALONE,0.3204430554000003,0.0428295231752048,0.0453594045898426,0.0832771504631255,0.5446800753578556,-0.1073768108333361,1604,0.073384691956962,26,2458.48892,6910.099999999856,False,3.7061909097246826e-11,False
evaluation,STRESS,P__IMMEDIATE__H10__FULL__MAX,0.7273031947999962,0.0859565921878807,0.0867847839886648,0.0934150995863232,0.9290230848436718,-0.1073524934362583,1604,0.1689271214702459,79,5964.461040000001,16459.699999999866,False,8.594724931754172e-11,False
evaluation,STRESS,P__IMMEDIATE__H10__FULL__REMAINING,0.7273031947999962,0.0859565921878807,0.0867847839886648,0.0934150995863232,0.9290230848436718,-0.1073524934362583,1604,0.1689271214702459,79,5964.461040000001,16459.699999999866,False,8.594724931754172e-11,False
evaluation,STRESS,P__IMMEDIATE__H10__VOL10__STANDALONE,0.1998041222000011,0.0278638718044181,0.0287488189923739,0.0505623785908137,0.5685812217227673,-0.0666320245720517,1604,0.0431455580480677,26,1362.67556,3842.999999999927,False,4.331468517193571e-11,False
evaluation,STRESS,P__IMMEDIATE__H10__VOL10__MAX,0.6148826265999985,0.0749860129346804,0.0749832279586697,0.0734894651240447,1.02032621726262,-0.0666946479017762,1604,0.1473767386052199,84,5131.27468,14126.899999999936,False,6.596678758796769e-11,False
evaluation,STRESS,P__IMMEDIATE__H10__VOL10__REMAINING,0.6721534920000009,0.0806530920592237,0.0804857906437537,0.0768447003124089,1.047382452095487,-0.0677461609941513,1604,0.1490462497973566,86,5348.801600000001,14729.799999999936,False,8.111555871437304e-11,False
evaluation,STRESS,P__IMMEDIATE__H20__FULL__STANDALONE,0.1401595620000002,0.0199868334889749,0.0242176942366025,0.0945250985704997,0.2562038506475633,-0.1959735294158434,1604,0.1205923101789813,26,2146.4876000000004,5961.199999999888,False,3.3139713195851066e-11,False
evaluation,STRESS,P__IMMEDIATE__H20__FULL__MAX,0.4781532286000018,0.0607329326569773,0.06428015695563,0.1035126352167215,0.6209885085144284,-0.152662804274811,1604,0.2115282495955753,74,4823.05428,13284.499999999864,False,7.617018127348274e-11,False
evaluation,STRESS,P__IMMEDIATE__H20__FULL__REMAINING,0.4781532286000018,0.0607329326569773,0.06428015695563,0.1035126352167215,0.6209885085144284,-0.152662804274811,1604,0.2115282495955753,74,4823.05428,13284.499999999864,False,7.617018127348274e-11,False
evaluation,STRESS,P__IMMEDIATE__H20__VOL10__STANDALONE,0.0852234515999993,0.0124157139044301,0.0140427912967649,0.0585467307748337,0.2398561134142989,-0.1309577294089832,1604,0.0699771955610909,26,1245.30968,3462.4999999999427,False,3.68345354218036e-11,False
evaluation,STRESS,P__IMMEDIATE__H20__VOL10__MAX,0.4477927351999986,0.0574168494015589,0.058928847936566,0.0790708267996429,0.7452666213530998,-0.1026668596001966,1604,0.1711207887042846,82,4503.15296,12366.199999999932,False,8.049028110690415e-11,False
evaluation,STRESS,P__IMMEDIATE__H20__VOL10__REMAINING,0.511090625199996,0.0642656977255381,0.0656341236225198,0.0822551819040395,0.7979329946542439,-0.103585002419718,1604,0.1733483844549622,85,4743.274960000001,13028.899999999936,False,7.321432349272071e-11,False
evaluation,STRESS,P__CONFIRM_NEXT__H5__FULL__STANDALONE,0.1405687740000004,0.0200420567599153,0.0216049574898901,0.0592994792467378,0.3643363780648832,-0.0883281444982498,1604,0.0174323981113019,12,1059.0452,2996.4000000000647,False,3.4503955248510465e-11,False
evaluation,STRESS,P__CONFIRM_NEXT__H5__FULL__MAX,0.6031470516000008,0.0738037307807255,0.0746458740177135,0.0831131118729014,0.8981239221539895,-0.0995024742487456,1604,0.1283767818425297,74,4884.08968,13422.90000000009,False,1.0572875908110292e-10,False
evaluation,STRESS,P__CONFIRM_NEXT__H5__FULL__REMAINING,0.6031470516000008,0.0738037307807255,0.0746458740177135,0.0831131118729014,0.8981239221539895,-0.0995024742487456,1604,0.1283767818425297,74,4884.08968,13422.90000000009,False,1.0572875908110292e-10,False
evaluation,STRESS,P__CONFIRM_NEXT__H5__VOL10__STANDALONE,0.0952966269999999,0.0138279652602572,0.0142124399614602,0.0311468634390042,0.4563040509453815,-0.0430059860183875,1604,0.0111844969990409,12,631.7746000000001,1777.4000000000274,False,4.818900833925e-11,False
evaluation,STRESS,P__CONFIRM_NEXT__H5__VOL10__MAX,0.6046156445999988,0.0739520833787566,0.0736405988502647,0.0681166752891509,1.0810950261102017,-0.0779420916157064,1604,0.1231961762801511,75,4660.27108,12770.10000000006,False,7.753442332614213e-11,False
evaluation,STRESS,P__CONFIRM_NEXT__H5__VOL10__REMAINING,0.6143118903999991,0.0749286840559106,0.0745742144217583,0.0684779160874927,1.0890257572452475,-0.0779638602179278,1604,0.1238545085243482,76,4727.32192,12955.500000000064,False,7.821654435247183e-11,False
evaluation,STRESS,P__CONFIRM_NEXT__H10__FULL__STANDALONE,0.1103615128000003,0.0159196068816274,0.0180243703349782,0.0666944499628018,0.2702529272680284,-0.0882482724133857,1604,0.0298585709432471,12,1035.69744,2941.2000000000285,False,2.7284841053187847e-11,False
evaluation,STRESS,P__CONFIRM_NEXT__H10__FULL__MAX,0.533012261999996,0.0665808745693038,0.0683434733104368,0.0883033062509342,0.7739627904330451,-0.0948823345366259,1604,0.1399619655506219,73,4689.847600000001,12908.200000000052,False,1.0003020634030689e-10,False
evaluation,STRESS,P__CONFIRM_NEXT__H10__FULL__REMAINING,0.533012261999996,0.0665808745693038,0.0683434733104368,0.0883033062509342,0.7739627904330451,-0.0948823345366259,1604,0.1399619655506219,73,4689.847600000001,12908.200000000052,False,1.0003020634030689e-10,False
evaluation,STRESS,P__CONFIRM_NEXT__H10__VOL10__STANDALONE,0.0598469136,0.008807967435532,0.0094626647804767,0.037356166874756,0.2533093079973161,-0.046526815846053,1604,0.0196018630508647,12,617.4172800000001,1747.0000000000036,False,3.694822225952521e-11,False
evaluation,STRESS,P__CONFIRM_NEXT__H10__VOL10__MAX,0.525862083199998,0.0658288401941992,0.066225722343601,0.0706818627190523,0.9369549668892612,-0.0737854442884654,1604,0.1307206717267363,75,4483.88336,12305.400000000032,False,7.094058673828839e-11,False
evaluation,STRESS,P__CONFIRM_NEXT__H10__VOL10__REMAINING,0.5445841298000009,0.0677916818664889,0.0681131628705801,0.0713554249388511,0.9545618000166142,-0.0737854442884654,1604,0.131578345580634,76,4571.57404,12545.700000000035,False,8.600409273640253e-11,False
evaluation,STRESS,P__CONFIRM_NEXT__H20__FULL__STANDALONE,0.1523857946,0.0216295547800527,0.0239945414949247,0.0719866982060748,0.3333191005126535,-0.0883467748076484,1604,0.0484364732901531,12,1039.54108,2943.4000000000638,False,2.751221472863108e-11,False
