period,cost,model,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,point_met
evaluation,STRESS,P__CONFIRM_NEXT__H20__FULL__MAX,0.5905038205999977,0.0725217561314938,0.0742596563331074,0.0923110027850342,0.8044507598518551,-0.0948823345366259,1604,0.1585481921401296,73,4714.23588,12959.700000000092,False,7.705125426582525e-11,False
evaluation,STRESS,P__CONFIRM_NEXT__H20__FULL__REMAINING,0.5905038205999977,0.0725217561314938,0.0742596563331074,0.0923110027850342,0.8044507598518551,-0.0948823345366259,1604,0.1585481921401296,73,4714.23588,12959.700000000092,False,7.705125426582525e-11,False
evaluation,STRESS,P__CONFIRM_NEXT__H20__VOL10__STANDALONE,0.0883836170000006,0.0128599606178549,0.0136520525943466,0.0419363032949222,0.3255425853427498,-0.046526815846053,1604,0.0321153922253864,12,618.1766,1742.8000000000266,False,4.10977918363642e-11,False
evaluation,STRESS,P__CONFIRM_NEXT__H20__VOL10__MAX,0.5669768548000017,0.0701130033860548,0.0704191137623959,0.0732076069753723,0.961909788774895,-0.0737854442884654,1604,0.1432528434042691,75,4493.62904,12320.000000000058,False,6.684786058031023e-11,False
evaluation,STRESS,P__CONFIRM_NEXT__H20__VOL10__REMAINING,0.5867133693999985,0.0721357331569381,0.0723527439053901,0.0738259098467196,0.980045407575902,-0.0737854442884654,1604,0.1440973213764358,76,4584.22612,12567.900000000063,False,6.752998160663992e-11,False
evaluation,STRESS,C__IMMEDIATE__H5__FULL__STANDALONE,0.3738177774000006,0.0490827760834256,0.0497103692274069,0.0611258504143947,0.8132462598131881,-0.0373434250832996,1604,0.0093463538275104,6,580.94452,1618.099999999971,False,7.457856554538012e-11,False
evaluation,STRESS,C__IMMEDIATE__H5__FULL__MAX,0.8366097153999987,0.0960565715359935,0.0948720101018461,0.0802771113278826,1.1818064767471803,-0.0546434694699454,1604,0.1224704149661925,70,4884.65692,13328.600000000042,False,8.049028110690415e-11,False
evaluation,STRESS,C__IMMEDIATE__H5__FULL__REMAINING,0.8366097153999987,0.0960565715359935,0.0948720101018461,0.0802771113278826,1.1818064767471803,-0.0546434694699454,1604,0.1224704149661925,70,4884.65692,13328.600000000042,False,8.049028110690415e-11,False
evaluation,STRESS,C__IMMEDIATE__H5__VOL10__STANDALONE,0.2127313479999999,0.029527144777378,0.0297444597393945,0.0363197934828139,0.8189600459448992,-0.0234115279890967,1604,0.0063138131943015,6,363.7304,1009.5999999999814,False,2.2282620193436745e-11,False
evaluation,STRESS,C__IMMEDIATE__H5__VOL10__MAX,0.6918194914000011,0.0825610943058174,0.0816180436026707,0.0680553380629865,1.1992893713514676,-0.0547049239338281,1604,0.1199359855284406,72,4601.30172,12554.600000000042,False,7.730704965069889e-11,False
evaluation,STRESS,C__IMMEDIATE__H5__VOL10__REMAINING,0.7344193340000004,0.086630407625386,0.0855486636832473,0.0707340910598405,1.209440347665933,-0.0547049239338281,1604,0.120288094163666,72,4686.1332,12794.70000000004,False,7.730704965069889e-11,False
evaluation,STRESS,C__IMMEDIATE__H10__FULL__STANDALONE,0.2182897286000007,0.0302376854404061,0.0324682838886551,0.0736891357604147,0.4406115440710164,-0.0895288948909943,1604,0.0161929213064039,6,536.35428,1524.5999999999729,False,2.592059900052845e-11,False
evaluation,STRESS,C__IMMEDIATE__H10__FULL__MAX,0.6286681333999986,0.0763655296838992,0.0776286827663875,0.0902553928116274,0.860100215046505,-0.0948823345366259,1604,0.1292906991672747,70,4524.47332,12388.000000000036,False,8.581935162510489e-11,False
evaluation,STRESS,C__IMMEDIATE__H10__FULL__REMAINING,0.6286681333999986,0.0763655296838992,0.0776286827663875,0.0902553928116274,0.860100215046505,-0.0948823345366259,1604,0.1292906991672747,70,4524.47332,12388.000000000036,False,8.581935162510489e-11,False
evaluation,STRESS,C__IMMEDIATE__H10__VOL10__STANDALONE,0.1219793216000003,0.0175162543380076,0.0183587982853088,0.0447528747292042,0.4102261228221939,-0.054945846837198,1604,0.0112353808681512,6,342.73568000000006,969.899999999982,False,2.592059900052845e-11,False
evaluation,STRESS,C__IMMEDIATE__H10__VOL10__MAX,0.5706996579999994,0.0704961901499973,0.070730754602811,0.0725549568571596,0.9748576481419464,-0.0737854442884654,1604,0.1247734021612199,72,4385.768400000001,11991.60000000004,False,7.571543392259628e-11,False
evaluation,STRESS,C__IMMEDIATE__H10__VOL10__REMAINING,0.6104637553999986,0.0745416996513537,0.0746789342662083,0.0750436130707732,0.9951404418092056,-0.0737854442884654,1604,0.1251037238151663,72,4465.048920000001,12216.60000000004,False,7.16227077646181e-11,False
evaluation,STRESS,C__IMMEDIATE__H20__FULL__STANDALONE,0.2316593786000005,0.0319355511468618,0.034193552720482,0.0747566443647367,0.4573981752531878,-0.0895288948909943,1604,0.0224176273474651,6,537.42428,1524.5999999999729,False,2.2282620193436745e-11,False
evaluation,STRESS,C__IMMEDIATE__H20__FULL__MAX,0.6464780883999981,0.0781331685798468,0.0793484865087357,0.0911291586659967,0.8707255467984837,-0.0948823345366259,1604,0.1355296922434145,70,4537.382320000001,12418.400000000036,False,6.718892109347506e-11,False
evaluation,STRESS,C__IMMEDIATE__H20__FULL__REMAINING,0.6464780883999981,0.0781331685798468,0.0793484865087357,0.0911291586659967,0.8707255467984837,-0.0948823345366259,1604,0.1355296922434145,70,4537.382320000001,12418.400000000036,False,6.718892109347506e-11,False
evaluation,STRESS,C__IMMEDIATE__H20__VOL10__STANDALONE,0.1316254616000006,0.0188313014221062,0.0196988183921036,0.045829685039834,0.4298266151072584,-0.054945846837198,1604,0.01612410103393,6,343.50768000000005,969.899999999982,False,2.592059900052845e-11,False
evaluation,STRESS,C__IMMEDIATE__H20__VOL10__MAX,0.5842617129999975,0.0718856370273727,0.0720763298187296,0.0732204263461532,0.9843746262550456,-0.0737854442884654,1604,0.1296529111179614,72,4395.6574,12014.80000000004,False,7.713651939411648e-11,False
evaluation,STRESS,C__IMMEDIATE__H20__VOL10__REMAINING,0.6244032101999986,0.0759398011554056,0.0760275892274066,0.0756857910862785,1.004516014647168,-0.0737854442884654,1604,0.1299789068999354,72,4475.357960000001,12240.900000000038,False,6.079403647163417e-11,False
evaluation,STRESS,C__CONFIRM_NEXT__H5__FULL__STANDALONE,0.0768262787999998,0.0112299041781946,0.0124832054145515,0.0509739358178746,0.2448938896763428,-0.0962177365531071,1604,0.0080973332873886,6,504.7442400000001,1432.000000000016,False,2.182787284255028e-11,False
evaluation,STRESS,C__CONFIRM_NEXT__H5__FULL__MAX,0.6289127948000012,0.0763899232864569,0.0769222143639333,0.0815205178217073,0.943593299200688,-0.0883507276431118,1604,0.1230282268268686,71,4641.241040000001,12701.000000000053,False,8.581935162510489e-11,False
evaluation,STRESS,C__CONFIRM_NEXT__H5__FULL__REMAINING,0.6289127948000012,0.0763899232864569,0.0769222143639333,0.0815205178217073,0.943593299200688,-0.0883507276431118,1604,0.1230282268268686,71,4641.241040000001,12701.000000000053,False,8.581935162510489e-11,False
evaluation,STRESS,C__CONFIRM_NEXT__H5__VOL10__STANDALONE,0.0457111861999999,0.0067663839997774,0.0069979682866763,0.0226133919636024,0.309461238629745,-0.0399811776132306,1604,0.0048836146885333,6,277.86276000000004,772.9999999999982,False,2.4357404981856234e-11,False
evaluation,STRESS,C__CONFIRM_NEXT__H5__VOL10__MAX,0.6135980598000004,0.0748569575099977,0.0744038856166158,0.0669329608918225,1.1116180223502716,-0.0546578753856646,1604,0.1199711734401052,72,4489.188040000001,12261.30000000004,False,7.236167220980859e-11,False
evaluation,STRESS,C__CONFIRM_NEXT__H5__VOL10__REMAINING,0.6135980598000004,0.0748569575099977,0.0744038856166158,0.0669329608918225,1.1116180223502716,-0.0546578753856646,1604,0.1199711734401052,72,4489.188040000001,12261.30000000004,False,7.236167220980859e-11,False
evaluation,STRESS,C__CONFIRM_NEXT__H10__FULL__STANDALONE,0.0138926983999998,0.0020837722985832,0.00370114888951,0.0565332401221682,0.0654685434889612,-0.1000716474518127,1604,0.0137007405803023,6,484.66032000000007,1388.000000000015,False,2.364686224609613e-11,False
evaluation,STRESS,C__CONFIRM_NEXT__H10__FULL__MAX,0.5339963693999998,0.066684146745385,0.0681681615777995,0.0851370476686853,0.8006874027753348,-0.0948823345366259,1604,0.1286558076964539,71,4431.726119999999,12145.900000000049,False,7.867129170335829e-11,False
evaluation,STRESS,C__CONFIRM_NEXT__H10__FULL__REMAINING,0.5339963693999998,0.066684146745385,0.0681681615777995,0.0851370476686853,0.8006874027753348,-0.0948823345366259,1604,0.1286558076964539,71,4431.726119999999,12145.900000000049,False,7.867129170335829e-11,False
evaluation,STRESS,C__CONFIRM_NEXT__H10__VOL10__STANDALONE,0.0045850894,0.0006904225183896,0.0010798371765009,0.0279170776230763,0.0386801652766247,-0.0554616777529352,1604,0.0087377649402117,6,269.68212000000005,758.9999999999981,False,2.7910118660656732e-11,False
evaluation,STRESS,C__CONFIRM_NEXT__H10__VOL10__MAX,0.551874602799997,0.0685505617208815,0.0686464940073907,0.0688122897132055,0.9975906090829731,-0.0717124243655759,1604,0.1237636997416725,72,4358.77944,11917.20000000004,False,7.867129170335829e-11,False
evaluation,STRESS,C__CONFIRM_NEXT__H10__VOL10__REMAINING,0.551874602799997,0.0685505617208815,0.0686464940073907,0.0688122897132055,0.9975906090829731,-0.0717124243655759,1604,0.1237636997416725,72,4358.77944,11917.20000000004,False,7.867129170335829e-11,False
evaluation,STRESS,C__CONFIRM_NEXT__H20__FULL__STANDALONE,0.032171384,0.0047887757059815,0.0064752133476228,0.0579163254518494,0.1118029035354845,-0.1000716474518127,1604,0.0199237790394115,6,486.12320000000005,1388.000000000015,False,2.7625901566352692e-11,False
evaluation,STRESS,C__CONFIRM_NEXT__H20__FULL__MAX,0.5615667755999992,0.0695547656680864,0.0709340160467263,0.0860529158577093,0.8243069434627589,-0.0948823345366259,1604,0.1348815504365216,71,4451.54488,12192.40000000005,False,7.821654435247183e-11,False
evaluation,STRESS,C__CONFIRM_NEXT__H20__FULL__REMAINING,0.5615667755999992,0.0695547656680864,0.0709340160467263,0.0860529158577093,0.8243069434627589,-0.0948823345366259,1604,0.1348815504365216,71,4451.54488,12192.40000000005,False,7.821654435247183e-11,False
evaluation,STRESS,C__CONFIRM_NEXT__H20__VOL10__STANDALONE,0.0174949234,0.0026201117122627,0.003046412046644,0.0293280355108032,0.1038737165168073,-0.0554616777529352,1604,0.0131925752309569,6,270.71532,758.9999999999981,False,2.7910118660656732e-11,False
evaluation,STRESS,C__CONFIRM_NEXT__H20__VOL10__MAX,0.5717929237999979,0.0706085731026455,0.0706106179621329,0.0693875922264607,1.01762600050569,-0.0717124243655759,1604,0.1282086601957159,72,4373.015240000001,11950.60000000004,False,7.867129170335829e-11,False
evaluation,STRESS,C__CONFIRM_NEXT__H20__VOL10__REMAINING,0.5717929237999979,0.0706085731026455,0.0706106179621329,0.0693875922264607,1.01762600050569,-0.0717124243655759,1604,0.1282086601957159,72,4373.015240000001,11950.60000000004,False,7.867129170335829e-11,False
earlier_diagnostic,BASE,P__IMMEDIATE__H5__FULL__STANDALONE,-0.1052130132000001,-0.0218280077943482,-0.0206076990107658,0.0541510221838233,-0.3805597416205752,-0.1970475857624184,1219,0.0376223633105213,20,728.0026400000002,2208.5999999999503,False,3.6919800550094806e-11,False
earlier_diagnostic,BASE,P__IMMEDIATE__H5__FULL__MAX,0.0932590347000019,0.0178585656462013,0.0227988590246806,0.1008667327806125,0.2260295183176867,-0.1961878705699267,1219,0.2081981098034413,42,1324.69306,3977.599999999967,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,P__IMMEDIATE__H5__FULL__REMAINING,0.0932590347000019,0.0178585656462013,0.0227988590246806,0.1008667327806125,0.2260295183176867,-0.1961878705699267,1219,0.2081981098034413,42,1324.69306,3977.599999999967,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,P__IMMEDIATE__H5__VOL10__STANDALONE,-0.0047020470999995,-0.0009352301867291,-0.0006321063683922,0.0247899402340941,-0.0254985031195391,-0.0641644054616619,1219,0.0206411603915941,20,405.50942,1200.8999999999355,False,4.04156708100345e-11,False
earlier_diagnostic,BASE,P__IMMEDIATE__H5__VOL10__MAX,0.1833017954999992,0.033977695310136,0.0376442816553308,0.0917575431693508,0.4102581690298019,-0.1391133691387999,1219,0.1940973824886037,42,1107.3409,3318.499999999966,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,P__IMMEDIATE__H5__VOL10__REMAINING,0.1822150750000011,0.0337891112163813,0.0374662114599587,0.0918048050183898,0.4081073038873476,-0.1393970908293476,1219,0.1946272819950554,43,1122.985,3366.899999999965,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,P__IMMEDIATE__H10__FULL__STANDALONE,-0.0080269852999996,-0.0015986950857589,0.0007776932696849,0.0689657614130286,0.0112765124860639,-0.1937179400584943,1219,0.0686778967599733,20,800.89706,2415.099999999929,False,2.592059900052845e-11,False
earlier_diagnostic,BASE,P__IMMEDIATE__H10__FULL__MAX,0.2235141126000012,0.0408602693832528,0.0457247465461004,0.1064256541085705,0.4296402679325248,-0.2010766296245004,1219,0.2278891883345064,39,1387.6774800000003,4174.399999999927,False,5.6388671509921544e-11,False
earlier_diagnostic,BASE,P__IMMEDIATE__H10__FULL__REMAINING,0.2235141126000012,0.0408602693832528,0.0457247465461004,0.1064256541085705,0.4296402679325248,-0.2010766296245004,1219,0.2278891883345064,39,1387.6774800000003,4174.399999999927,False,5.6388671509921544e-11,False
earlier_diagnostic,BASE,P__IMMEDIATE__H10__VOL10__STANDALONE,0.0346946691000001,0.0067938877906312,0.0072964594729973,0.0325053445063368,0.2244695321280141,-0.0701823069263153,1219,0.0393740805730113,20,422.36618,1245.5999999999624,False,3.481659405224491e-11,False
earlier_diagnostic,BASE,P__IMMEDIATE__H10__VOL10__MAX,0.2282688473000004,0.0416620325701021,0.0451329661582285,0.0926597283766392,0.4870828670549739,-0.1329759888272172,1219,0.2047743719305377,41,1100.13054,3305.8999999999787,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,P__IMMEDIATE__H10__VOL10__REMAINING,0.2207597906000011,0.0403946811875459,0.043983138370648,0.0933641786361429,0.4710922220186642,-0.1329996203483241,1219,0.2060272911637762,42,1127.64188,3390.3999999999805,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,P__IMMEDIATE__H20__FULL__STANDALONE,-0.011991007499999,-0.0023920172899201,0.0010314662554958,0.0825159951799355,0.0125001977282902,-0.2214039907389332,1219,0.1088440978819506,20,783.5015000000001,2361.599999999941,False,3.718980678968365e-11,False
earlier_diagnostic,BASE,P__IMMEDIATE__H20__FULL__MAX,0.1585906427000006,0.0296546922682717,0.0358669670737527,0.1149643244894539,0.3119834542849244,-0.2145326917320253,1219,0.2529251281140648,39,1317.57146,3971.0999999999376,False,4.365574568510056e-11,False
earlier_diagnostic,BASE,P__IMMEDIATE__H20__FULL__REMAINING,0.1585906427000006,0.0296546922682717,0.0358669670737527,0.1149643244894539,0.3119834542849244,-0.2145326917320253,1219,0.2529251281140648,39,1317.57146,3971.0999999999376,False,4.365574568510056e-11,False
earlier_diagnostic,BASE,P__IMMEDIATE__H20__VOL10__STANDALONE,0.0739354128000005,0.0142613811994925,0.0149381360506391,0.0394807513866514,0.3783650393160894,-0.0754821021925394,1219,0.065449786363177,20,427.31744,1255.0999999999517,False,3.956301952712238e-11,False
earlier_diagnostic,BASE,P__IMMEDIATE__H20__VOL10__MAX,0.2255465676000003,0.0412032954577919,0.0448861285434846,0.0947195646978564,0.4738844470692595,-0.1412077519565205,1219,0.2193940441754817,42,1082.68648,3253.4999999999736,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,P__IMMEDIATE__H20__VOL10__REMAINING,0.2210798374000005,0.0404488248256163,0.0442345004170403,0.0954691328262968,0.4633382445981119,-0.1410655743054312,1219,0.2211874107206498,43,1110.93252,3339.6999999999725,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,P__CONFIRM_NEXT__H5__FULL__STANDALONE,-0.0011374336999997,-0.0002259101787087,6.619681244930522e-05,0.0242878565096841,0.0027255106856758,-0.0390239435999999,1219,0.0163696150038059,8,319.18674,870.3999999999644,False,1.8332002582610585e-11,False
earlier_diagnostic,BASE,P__CONFIRM_NEXT__H5__FULL__MAX,0.1501357423000007,0.0281586098291508,0.0319519817171202,0.091219023693071,0.3502776112209945,-0.1327321226489949,1219,0.1928404596867042,33,1084.95154,3203.29999999998,False,4.8203219193965197e-11,False
earlier_diagnostic,BASE,P__CONFIRM_NEXT__H5__FULL__REMAINING,0.1501357423000007,0.0281586098291508,0.0319519817171202,0.091219023693071,0.3502776112209945,-0.1327321226489949,1219,0.1928404596867042,33,1084.95154,3203.29999999998,False,4.8203219193965197e-11,False
earlier_diagnostic,BASE,P__CONFIRM_NEXT__H5__VOL10__STANDALONE,-0.0035385043999997,-0.0007034740956417,-0.0006432005844727,0.011019790004684,-0.0583677714547472,-0.0170023258905809,1219,0.0095034456009288,8,185.70088,491.7999999999764,False,2.364686224609613e-11,False
earlier_diagnostic,BASE,P__CONFIRM_NEXT__H5__VOL10__MAX,0.1648565731000018,0.0307578042528295,0.0342982223012374,0.0892138315723198,0.3844496049184275,-0.1327208032164971,1219,0.187967244235452,34,1010.28538,2987.299999999996,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,P__CONFIRM_NEXT__H5__VOL10__REMAINING,0.162554623600001,0.0303531018058643,0.0339093530859085,0.0892564155203207,0.3799094203843368,-0.1330146946696086,1219,0.1881526550721191,35,1018.67528,3014.499999999997,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,P__CONFIRM_NEXT__H10__FULL__STANDALONE,0.1103151094000001,0.0209915390711813,0.0214720599724569,0.0374447688295489,0.5734328357106226,-0.0449790270186442,1219,0.0327264108736621,8,345.17812000000004,980.599999999941,False,2.347633198951371e-11,False
earlier_diagnostic,BASE,P__CONFIRM_NEXT__H10__FULL__MAX,0.2667512245000007,0.0480611688236624,0.0515272052878144,0.0955101497857712,0.5394945500911649,-0.1328428262187697,1219,0.2084704427833481,33,1177.9551,3526.599999999929,False,4.9112713895738125e-11,False
earlier_diagnostic,BASE,P__CONFIRM_NEXT__H10__FULL__REMAINING,0.2667512245000007,0.0480611688236624,0.0515272052878144,0.0955101497857712,0.5394945500911649,-0.1328428262187697,1219,0.2084704427833481,33,1177.9551,3526.599999999929,False,4.9112713895738125e-11,False
earlier_diagnostic,BASE,P__CONFIRM_NEXT__H10__VOL10__STANDALONE,0.0472858704000002,0.0092143569409946,0.009301564752451,0.01610348844428,0.5776117879449266,-0.0166158352736136,1219,0.0190700784332481,8,192.42592,548.1999999999778,False,2.364686224609613e-11,False
earlier_diagnostic,BASE,P__CONFIRM_NEXT__H10__VOL10__MAX,0.2203489867000008,0.040325167120254,0.0436059758510012,0.0899657663542677,0.4846952081671749,-0.1329650789905881,1219,0.1972238231263316,35,1041.40266,3124.999999999989,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,P__CONFIRM_NEXT__H10__VOL10__REMAINING,0.2181850524,0.0399586876786757,0.0432572546236546,0.0900065054789984,0.4806014231243322,-0.1329406067528876,1219,0.1974688508363126,36,1049.78952,3151.9999999999905,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,P__CONFIRM_NEXT__H20__FULL__STANDALONE,0.0298034748999994,0.0058472601135882,0.0072010371559628,0.0520508755059707,0.138346129358321,-0.0953662705020223,1219,0.050701846757879,8,323.20502,928.2000000000276,False,3.4560798667371267e-11,False
earlier_diagnostic,BASE,P__CONFIRM_NEXT__H20__FULL__MAX,0.1745662887000006,0.0324578337486433,0.0372018680421702,0.10215500486748,0.3641707823364126,-0.1783714297470844,1219,0.2264114483594864,33,1099.64226,3302.7000000000253,False,4.9112713895738125e-11,False
earlier_diagnostic,BASE,P__CONFIRM_NEXT__H20__FULL__REMAINING,0.1745662887000006,0.0324578337486433,0.0372018680421702,0.10215500486748,0.3641707823364126,-0.1783714297470844,1219,0.2264114483594864,33,1099.64226,3302.7000000000253,False,4.9112713895738125e-11,False
earlier_diagnostic,BASE,P__CONFIRM_NEXT__H20__VOL10__STANDALONE,0.0168748642000002,0.0033276275308878,0.0035403945383755,0.0208729093518468,0.1696167256177094,-0.038234082047115,1219,0.0288999882833748,8,186.82716000000005,535.7000000000169,False,3.751665644813329e-11,False
earlier_diagnostic,BASE,P__CONFIRM_NEXT__H20__VOL10__MAX,0.1849446688999989,0.0342625280501582,0.0378504461271097,0.090952658471764,0.4161554677245669,-0.141433126623612,1219,0.2070518515588919,35,1014.26622,3047.5000000000327,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,P__CONFIRM_NEXT__H20__VOL10__REMAINING,0.1827800374999991,0.0338871693422356,0.0374869313411664,0.0909474951514638,0.4121821197904987,-0.1414391894816508,1219,0.2071920507710779,36,1022.2925,3073.5000000000337,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,C__IMMEDIATE__H5__FULL__STANDALONE,0.0064792978,0.0012829651729581,0.0013590347908924,0.0124363210540975,0.109279487477102,-0.0221516634,1219,0.0040644788077319,2,79.54044,211.5999999999767,False,2.0008883439004418e-11,False
earlier_diagnostic,BASE,C__IMMEDIATE__H5__FULL__MAX,0.1494547961000005,0.028037734257004,0.0316277466697498,0.0888974677930777,0.3557778129672733,-0.1329018593318648,1219,0.1814703443847635,28,853.5407799999999,2586.4,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,C__IMMEDIATE__H5__FULL__REMAINING,0.1494547961000005,0.028037734257004,0.0316277466697498,0.0888974677930777,0.3557778129672733,-0.1329018593318648,1219,0.1814703443847635,28,853.5407799999999,2586.4,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,C__IMMEDIATE__H5__VOL10__STANDALONE,0.0022169242,0.0004397208069872,0.0004485051281609,0.0042195744710845,0.1062915540973292,-0.0075793025999999,1219,0.0013811341901867,2,27.215160000000004,72.39999999999202,False,3.751665644813329e-11,False
earlier_diagnostic,BASE,C__IMMEDIATE__H5__VOL10__MAX,0.1651381837000006,0.0308072697939768,0.0342968010531792,0.0886557231122416,0.3868537737801556,-0.1329018593318648,1219,0.180423502992456,29,855.66326,2593.6000000000176,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,C__IMMEDIATE__H5__VOL10__REMAINING,0.1651381837000006,0.0308072697939768,0.0342968010531792,0.0886557231122416,0.3868537737801556,-0.1329018593318648,1219,0.180423502992456,29,855.66326,2593.6000000000176,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,C__IMMEDIATE__H10__FULL__STANDALONE,-0.0030407978,-0.000604406412648,-0.000361979600345,0.0219337907880933,-0.0165032849926475,-0.0449732199616689,1219,0.0081294814211904,2,79.15956,211.5999999999767,False,2.0008883439004418e-11,False
earlier_diagnostic,BASE,C__IMMEDIATE__H10__FULL__MAX,0.1281781549000006,0.0242316579023491,0.0280774198028919,0.0906430479289243,0.3097581165287846,-0.1329018593318648,1219,0.1847164741815467,28,851.66902,2583.5999999999744,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,C__IMMEDIATE__H10__FULL__REMAINING,0.1281781549000006,0.0242316579023491,0.0280774198028919,0.0906430479289243,0.3097581165287846,-0.1329018593318648,1219,0.1847164741815467,28,851.66902,2583.5999999999744,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,C__IMMEDIATE__H10__VOL10__STANDALONE,-0.0010404241999999,-0.0002066347003693,-0.0001783601718269,0.0075135447582367,-0.0237384853043406,-0.0156222299764647,1219,0.0027754932704461,2,27.084840000000003,72.39999999999202,False,3.751665644813329e-11,False
earlier_diagnostic,BASE,C__IMMEDIATE__H10__VOL10__MAX,0.1577611172999998,0.0295082968183492,0.0330542246113443,0.0888636134015465,0.3719657950660055,-0.1329018593318648,1219,0.1815392815079072,30,855.07654,2592.800000000009,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,C__IMMEDIATE__H10__VOL10__REMAINING,0.1577611172999998,0.0295082968183492,0.0330542246113443,0.0888636134015465,0.3719657950660055,-0.1329018593318648,1219,0.1815392815079072,30,855.07654,2592.800000000009,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,C__IMMEDIATE__H20__FULL__STANDALONE,-0.0003963268,-7.869263506522251e-05,0.0003473418079087,0.0291564082347433,0.0119130520162939,-0.0449732199616689,1219,0.0162597507514685,2,79.26536,211.6000000000002,False,2.194155968027189e-11,False
earlier_diagnostic,BASE,C__IMMEDIATE__H20__FULL__MAX,0.1311763262000008,0.0247714500842089,0.0287877729437551,0.0926557382352917,0.3106960614857002,-0.1329018593318648,1219,0.1928482713348703,28,851.93476,2584.0,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,C__IMMEDIATE__H20__FULL__REMAINING,0.1311763262000008,0.0247714500842089,0.0287877729437551,0.0926557382352917,0.3106960614857002,-0.1329018593318648,1219,0.1928482713348703,28,851.93476,2584.0,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,C__IMMEDIATE__H20__VOL10__STANDALONE,-0.0001356052000003,-2.6922265679914887e-05,2.304652520668504e-05,0.0099954041652078,0.0023057121878978,-0.0156222299764647,1219,0.0055708095854471,2,27.121040000000004,72.40000000000006,False,3.751665644813329e-11,False
earlier_diagnostic,BASE,C__IMMEDIATE__H20__VOL10__MAX,0.1587709153000002,0.0296864958395987,0.0332486323503039,0.0891036102336381,0.3731457374524212,-0.1329018593318648,1219,0.1843155528612427,30,855.11694,2592.800000000017,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,C__IMMEDIATE__H20__VOL10__REMAINING,0.1587709153000002,0.0296864958395987,0.0332486323503039,0.0891036102336381,0.3731457374524212,-0.1329018593318648,1219,0.1843155528612427,30,855.11694,2592.800000000017,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,C__CONFIRM_NEXT__H5__FULL__STANDALONE,0.0,0.0,0.0,0.0,,0.0,1219,0.0,0,0.0,0.0,False,0.0,False
earlier_diagnostic,BASE,C__CONFIRM_NEXT__H5__FULL__MAX,0.1731449284000002,0.0322096797133365,0.0356537071715269,0.0886235452507769,0.4023051331408386,-0.1329018593318648,1219,0.1798838970509483,28,856.41432,2596.4000000000265,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,C__CONFIRM_NEXT__H5__FULL__REMAINING,0.1731449284000002,0.0322096797133365,0.0356537071715269,0.0886235452507769,0.4023051331408386,-0.1329018593318648,1219,0.1798838970509483,28,856.41432,2596.4000000000265,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,C__CONFIRM_NEXT__H5__VOL10__STANDALONE,0.0,0.0,0.0,0.0,,0.0,1219,0.0,0,0.0,0.0,False,0.0,False
earlier_diagnostic,BASE,C__CONFIRM_NEXT__H5__VOL10__MAX,0.1731449284000002,0.0322096797133365,0.0356537071715269,0.0886235452507769,0.4023051331408386,-0.1329018593318648,1219,0.1798838970509483,28,856.41432,2596.4000000000265,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,C__CONFIRM_NEXT__H5__VOL10__REMAINING,0.1731449284000002,0.0322096797133365,0.0356537071715269,0.0886235452507769,0.4023051331408386,-0.1329018593318648,1219,0.1798838970509483,28,856.41432,2596.4000000000265,False,4.2859937821049237e-11,False
earlier_diagnostic,BASE,C__CONFIRM_NEXT__H10__FULL__STANDALONE,0.0,0.0,0.0,0.0,,0.0,1219,0.0,0,0.0,0.0,False,0.0,False
