fit_origin,winner,baseline,training_feature_winner,accepted,training_utility_gap,confirmation_utility_gap,primary_policy
2014-12-31T00:00:00,CASH,PASSIVE,False,False,0.08773066333260539,-0.509676535354768,PASSIVE
2015-01-05T00:00:00,CASH,PASSIVE,False,False,0.09371363885946896,-0.5209436813275297,PASSIVE
2015-02-02T00:00:00,CASH,PASSIVE,False,False,0.05926243210647409,-0.3307886483118504,PASSIVE
2015-03-02T00:00:00,LOW_Q75,PASSIVE,True,False,0.06598017061295357,-0.18415077280430486,PASSIVE
2015-04-01T00:00:00,HIGH_Q25,PASSIVE,True,False,0.034903201767273566,-0.10088674350774246,PASSIVE
2015-05-04T00:00:00,CASH,PASSIVE,False,False,0.018784693517083645,-0.5425126711260362,PASSIVE
2015-06-01T00:00:00,HIGH_Q25,PASSIVE,True,False,0.023103128220937588,-0.028490581804679005,PASSIVE
2015-07-01T00:00:00,LOW_Q75,PASSIVE,True,False,0.004476814378762156,-0.10465260566932488,PASSIVE
2015-08-03T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2015-09-01T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2015-10-08T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2015-11-02T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2015-12-01T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2016-01-04T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2016-02-01T00:00:00,HIGH_Q25,PASSIVE,True,False,0.007756975864092741,-0.06997510857807421,PASSIVE
2016-03-01T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2016-04-01T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2016-05-03T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2016-06-01T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2016-07-01T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2016-08-01T00:00:00,HIGH_Q75,PASSIVE,True,False,0.0008804416327048564,-0.06589235829804817,PASSIVE
2016-09-01T00:00:00,HIGH_Q75,PASSIVE,True,False,0.018625018778497496,-0.09464748040830322,PASSIVE
2016-10-10T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2016-11-01T00:00:00,HIGH_Q75,PASSIVE,True,False,0.015750961902686253,-0.08013427930165251,PASSIVE
2016-12-01T00:00:00,HIGH_Q75,PASSIVE,True,False,0.05338526701731357,-0.21871909270192885,PASSIVE
2017-01-03T00:00:00,HIGH_Q75,PASSIVE,True,False,0.04421775281768867,-0.033429420043651036,PASSIVE
2017-02-03T00:00:00,HIGH_Q75,PASSIVE,True,False,0.04477615490549947,-0.06550935045941396,PASSIVE
2017-03-01T00:00:00,LOW_Q50,PASSIVE,True,True,0.016362481225414588,0.010735476400047683,LOW_Q50
2017-04-05T00:00:00,LOW_Q50,PASSIVE,True,False,0.07956237849200523,-0.00553153329209484,PASSIVE
2017-05-02T00:00:00,LOW_Q50,PASSIVE,True,True,0.08250685101781051,0.03362314548446079,LOW_Q50
2017-06-01T00:00:00,LOW_Q50,CASH,True,False,0.04488515651929929,-0.058206894911511535,CASH
2017-07-03T00:00:00,LOW_Q50,PASSIVE,True,False,0.09606405988083189,-0.09404895819945845,PASSIVE
2017-08-01T00:00:00,LOW_Q50,PASSIVE,True,False,0.06724489935138427,-0.10195954689149579,PASSIVE
2017-09-01T00:00:00,LOW_Q75,PASSIVE,True,False,0.06895670714999819,-0.10012470625324979,PASSIVE
2017-10-09T00:00:00,LOW_Q75,PASSIVE,True,False,0.0825124620064634,-0.07914331194295224,PASSIVE
2017-11-01T00:00:00,LOW_Q75,PASSIVE,True,False,0.07413969300191607,-0.09159769201688722,PASSIVE
2017-12-01T00:00:00,LOW_Q75,PASSIVE,True,False,0.05869141514967292,-0.04733818909412582,PASSIVE
2018-01-02T00:00:00,LOW_Q75,PASSIVE,True,False,0.01893684014197214,-0.0363166810420078,PASSIVE
2018-02-01T00:00:00,LOW_Q75,PASSIVE,True,True,0.004299371377994077,0.002212973532552287,LOW_Q75
2018-03-01T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2018-04-02T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2018-05-02T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2018-06-01T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2018-07-02T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2018-08-01T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2018-09-03T00:00:00,LOW_Q75,PASSIVE,True,True,0.004436491079693003,0.04085952796851866,LOW_Q75
2018-10-08T00:00:00,HIGH_Q25,PASSIVE,True,False,0.005286040120573425,-0.03785691564764748,PASSIVE
2018-11-01T00:00:00,LOW_Q75,PASSIVE,True,True,0.003432003164218135,0.08457845663846517,LOW_Q75
2018-12-03T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2019-01-02T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2019-02-01T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2019-03-01T00:00:00,CASH,PASSIVE,False,False,0.02899293482438078,-0.054788404862594384,PASSIVE
2019-04-01T00:00:00,CASH,PASSIVE,False,False,0.0376417455342898,-0.09642209691543165,PASSIVE
2019-05-06T00:00:00,LOW_Q75,PASSIVE,True,False,0.040454696635611125,-0.10784321853890012,PASSIVE
2019-06-03T00:00:00,CASH,PASSIVE,False,False,0.07401058547060013,-0.13936175287408353,PASSIVE
2019-07-01T00:00:00,CASH,PASSIVE,False,False,0.11602611414698609,-0.2733188404132544,PASSIVE
2019-08-01T00:00:00,CASH,PASSIVE,False,False,0.11121004093235376,-0.2009202796974921,PASSIVE
2019-09-02T00:00:00,CASH,PASSIVE,False,False,0.07084702531245221,-0.009072855854028644,PASSIVE
2019-10-08T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2019-11-01T00:00:00,CASH,PASSIVE,False,False,0.09914399772131813,-0.08184300696682147,PASSIVE
2019-12-02T00:00:00,CASH,PASSIVE,False,False,0.10485793837075692,-0.030090151848867472,PASSIVE
2020-01-02T00:00:00,HIGH_Q75,PASSIVE,True,False,0.10088453771868096,-0.13715912581628364,PASSIVE
2020-02-03T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2020-03-02T00:00:00,HIGH_Q75,CASH,True,False,0.004050485937550693,-0.03670631823802319,CASH
2020-04-01T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2020-05-06T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2020-06-01T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2020-07-01T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2020-08-03T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2020-09-01T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2020-10-09T00:00:00,HIGH_Q75,PASSIVE,True,False,0.0034982462471379455,-0.23194791236890333,PASSIVE
2020-11-02T00:00:00,HIGH_Q75,PASSIVE,True,False,8.255308156220054e-05,-0.17637002262373072,PASSIVE
2020-12-01T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2021-01-04T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2021-02-01T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2021-03-01T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2021-04-01T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2021-05-06T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2021-06-01T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2021-07-01T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2021-08-02T00:00:00,LOW_Q75,PASSIVE,True,True,0.0036584122039261674,0.11438148275942675,LOW_Q75
2021-09-01T00:00:00,LOW_Q75,PASSIVE,True,True,0.012036177991250493,0.07106394028891122,LOW_Q75
2021-10-08T00:00:00,LOW_Q75,PASSIVE,True,True,0.011921051536195132,0.11140940951784994,LOW_Q75
2021-11-01T00:00:00,LOW_Q75,PASSIVE,True,True,0.028987853497611543,0.10445166614949494,LOW_Q75
2021-12-01T00:00:00,LOW_Q75,PASSIVE,True,True,0.07045643073841255,0.0984622275153765,LOW_Q75
2022-01-04T00:00:00,LOW_Q75,PASSIVE,True,True,0.09418813545395036,0.10515673012625903,LOW_Q75
2022-02-07T00:00:00,LOW_Q75,PASSIVE,True,True,0.0821461542991985,0.1074697665381721,LOW_Q75
2022-03-01T00:00:00,LOW_Q75,PASSIVE,True,True,0.0875355022355381,0.1024553416621504,LOW_Q75
2022-04-01T00:00:00,LOW_Q75,PASSIVE,True,True,0.08714887637573834,0.054214690839402196,LOW_Q75
2022-05-05T00:00:00,LOW_Q75,PASSIVE,True,True,0.07626005648596368,0.054175532300095586,LOW_Q75
2022-06-01T00:00:00,LOW_Q75,PASSIVE,True,True,0.08315158717462749,0.03445133167957312,LOW_Q75
2022-07-01T00:00:00,LOW_Q75,PASSIVE,True,False,0.0942214538384209,-0.05820946917362832,PASSIVE
2022-08-01T00:00:00,LOW_Q75,CASH,True,False,0.05892102829355454,-0.24364125397881897,CASH
2022-09-01T00:00:00,LOW_Q25,CASH,True,True,0.01644459959682476,0.01677181911685788,LOW_Q25
2022-10-10T00:00:00,LOW_Q75,CASH,True,False,0.005406857944995967,-0.23667295237807834,CASH
2022-11-01T00:00:00,LOW_Q25,CASH,True,False,0.011909165973509281,-0.048562597231640386,CASH
2022-12-01T00:00:00,LOW_Q25,CASH,True,False,0.033875675480573436,-0.06786167077249247,CASH
2023-01-03T00:00:00,LOW_Q25,CASH,True,False,0.01700335775228855,-0.057681339373819016,CASH
2023-02-01T00:00:00,LOW_Q25,CASH,True,False,0.023137406231104076,-0.0452788523889097,CASH
2023-03-01T00:00:00,LOW_Q25,CASH,True,False,0.005817679543878113,-0.05183776408114238,CASH
2023-04-03T00:00:00,LOW_Q25,PASSIVE,True,False,0.19084409434890462,-0.02243204754819425,PASSIVE
2023-05-04T00:00:00,CASH,PASSIVE,False,False,0.19564091550871807,-0.03293308417137415,PASSIVE
2023-06-01T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2023-07-03T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2023-08-01T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2023-09-01T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2023-10-09T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2023-11-01T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2023-12-01T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2024-01-02T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2024-02-01T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2024-03-01T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2024-04-01T00:00:00,LOW_Q25,CASH,True,False,0.006792803627509762,-0.013250850038966689,CASH
2024-05-06T00:00:00,LOW_Q25,CASH,True,False,0.010743539401877902,-0.00888186547324867,CASH
2024-06-03T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2024-07-01T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2024-08-01T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2024-09-02T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2024-10-08T00:00:00,LOW_Q25,PASSIVE,True,False,0.1113873817149332,-0.19441970955899068,PASSIVE
2024-11-01T00:00:00,LOW_Q25,PASSIVE,True,False,0.09323173823867971,-0.11616983574641596,PASSIVE
2024-12-02T00:00:00,LOW_Q25,PASSIVE,True,False,0.11656769005317257,-0.1106949798208543,PASSIVE
2025-01-02T00:00:00,LOW_Q25,PASSIVE,True,False,0.1310026576662236,-0.15521781811926455,PASSIVE
2025-02-05T00:00:00,LOW_Q25,PASSIVE,True,False,0.15903315328123832,-0.1307869256843045,PASSIVE
2025-03-03T00:00:00,LOW_Q25,PASSIVE,True,False,0.16150689177430466,-0.19869026792902722,PASSIVE
2025-04-01T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2025-05-06T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2025-06-03T00:00:00,LOW_Q75,CASH,True,False,0.004036125102819787,-0.03759439368160044,CASH
2025-07-01T00:00:00,CASH,CASH,False,False,0.0,0.0,CASH
2025-08-01T00:00:00,CASH,PASSIVE,False,False,0.09355665471890909,-0.03846003869705669,PASSIVE
2025-09-01T00:00:00,CASH,PASSIVE,False,False,0.0620040818997807,-0.2309622329940626,PASSIVE
2025-10-09T00:00:00,CASH,PASSIVE,False,False,0.09180702492237107,-0.3548979501031051,PASSIVE
2025-11-03T00:00:00,LOW_Q75,PASSIVE,True,False,0.05680502443229736,-0.20124994907375157,PASSIVE
2025-12-01T00:00:00,LOW_Q75,PASSIVE,True,False,0.05958570383951352,-0.20407952385190253,PASSIVE
2026-01-05T00:00:00,LOW_Q75,PASSIVE,True,False,0.013498691258475966,-0.12756292010623727,PASSIVE
2026-02-02T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2026-03-02T00:00:00,HIGH_Q50,PASSIVE,True,False,0.011894060844404253,-0.07828945972431026,PASSIVE
2026-04-01T00:00:00,HIGH_Q50,PASSIVE,True,True,0.029238686943468845,0.033952572243092824,HIGH_Q50
2026-05-06T00:00:00,HIGH_Q50,PASSIVE,True,True,0.013656663628895782,0.05352232562640983,HIGH_Q50
2026-06-01T00:00:00,HIGH_Q50,PASSIVE,True,True,0.0030457145737091684,0.001414059913556101,HIGH_Q50
2026-07-01T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2026-08-03T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
2026-09-01T00:00:00,PASSIVE,PASSIVE,False,False,0.0,0.0,PASSIVE
