model,cost,start_close,end_close,completed_days,start_equity,end_equity,net_profit_cny,net_return,trades,commission,slippage_cost,ending_shares,strict_forward,annualized_short_period_metrics_computed
SELECTED_MIX_BAND10_SIMPLE2,BASE,2026-08-13,2026-08-31,12,397454.7831000001,400689.26602000016,3234.4829200000386,0.008137989672113877,2,61.917080000000006,191.99999999995043,0,False,False
SELECTED_MIX_BAND10_SIMPLE2,STRESS,2026-08-13,2026-08-31,12,383490.35484,386452.42188,2962.0670399999944,0.007723967506916285,2,118.13296000000001,308.9999999999934,0,False,False
