model,cost,name,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,mark_scope,ending_shares
SELECTED_MIX_BAND10_SIMPLE2,BASE,固定85%与15%方案连续至8月31日,1.0034463301,0.10973668288927958,0.1075253573522717,0.08345813983941826,1.2883747176627847,-0.06404028297935173,1615,0.1783405034165667,120,3056.23398,9195.499999999796,False,8.469669410260394e-11,CONTINUOUS_CLOSE_NO_TERMINAL_LIQUIDATION,0
SELECTED_MIX_BAND10_SIMPLE2,STRESS,固定85%与15%方案连续至8月31日,0.9322621093999961,0.1037370547979483,0.10209957807210511,0.0834208729436599,1.2239092503990012,-0.06508596549013429,1615,0.17804104400757315,120,5821.1781200000005,15983.500000000018,False,7.702283255639486e-11,CONTINUOUS_CLOSE_NO_TERMINAL_LIQUIDATION,0
