cost,model,first,last,days,trade_records,terminal_equity,mean_exposure,commission,slippage_cost,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown
BASE,M0,2020-01-02,2026-08-11,1601,202,169432.35570000004,0.44890345606166826,2233.9443,5705.999999999974,-0.15283822149999912,-0.024759527682907557,-0.02068792822631473,0.09341347683183943,-0.22146620517676066,-0.33913816957370974
BASE,M1,2020-01-02,2026-08-11,1601,204,174882.0643799998,0.42550829931270034,2579.3356200000003,6939.400000000032,-0.12558967810000024,-0.020081534134076005,-0.016038825550493734,0.09194052282974192,-0.17444783928621863,-0.29882617708877596
BASE,VOL_ONLY,2020-01-02,2026-08-11,1601,296,234414.83653999993,0.6613806145789571,1684.36346,3046.30000000002,0.17207418270000202,0.024290027662027314,0.030876418423141625,0.11734645422947894,0.2631218695603763,-0.3337602355497064
BASE,BUY_HOLD,2020-01-02,2026-08-11,1601,2,253880.1384,0.9527449730063864,85.86160000000001,290.400000000011,0.2694006920000015,0.0367153306896614,0.05230589391670278,0.1802005007173857,0.2902649754494069,-0.4095181596707963
STRESS,M0,2020-01-02,2026-08-11,1601,202,163329.91572000005,0.4489403146190818,3891.38428,10197.199999999917,-0.18335042139999988,-0.030151906966934375,-0.026231030173621328,0.09342148068206732,-0.28078157166969947,-0.3545087574076723
STRESS,M1,2020-01-02,2026-08-11,1601,205,167456.35332000005,0.4255309124787323,4607.846680000001,12320.699999999992,-0.16271823339999844,-0.026487300923322573,-0.022593280795473236,0.09197570717666956,-0.24564400197625466,-0.3177093838223373
STRESS,VOL_ONLY,2020-01-02,2026-08-11,1601,298,230915.84616000002,0.6615429189108362,2384.85384,5441.299999999985,0.15457923080000385,0.021964225947767355,0.028601850129262304,0.11733515466883766,0.24376198429181,-0.33864678878111565
STRESS,BUY_HOLD,2020-01-02,2026-08-11,1601,2,253600.67680000002,0.9533525639634258,171.72320000000002,483.99999999998965,0.2680033840000021,0.03654275486510749,0.05215979807518598,0.18031364655732784,0.28927260399341215,-0.4097147841252319
