period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,0.7759907781508305,29,146,71344.90000000004,9161.918979999922,62182.98102000018
evaluation,STRESS,0.6928257316256079,29,146,70932.20000000004,16601.67796000009,54330.52203999975
earlier_diagnostic,BASE,0.8535393635880096,16,211,64900.40000000002,3792.410180000045,61107.989820000046
earlier_diagnostic,STRESS,0.863857585050895,16,217,70776.30000000002,7440.576720000011,63335.72327999992
