period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,0.9792046706358798,30,435,174356.09999999995,13996.995059999861,160359.10493999993
evaluation,STRESS,0.912616162563345,30,435,171053.49999999994,25387.920839999882,145665.57916000008
earlier_diagnostic,BASE,0.8168475236048165,16,445,135943.69999999995,7392.093899999992,128551.60609999986
earlier_diagnostic,STRESS,0.8155257508257431,16,451,143210.99999999994,14130.712759999955,129080.2872399998
